Date,Close,High,Low,Open,Volume,"('Close', 'MGRX')","('High', 'MGRX')","('Low', 'MGRX')","('Open', 'MGRX')","('Volume', 'MGRX')"
2024-06-03,5.25,5.909999847412109,5.099999904632568,5.699999809265137,56773.0,,,,,
2024-06-04,5.565000057220459,6.224999904632568,5.099999904632568,6.0,983580.0,,,,,
2024-06-05,5.954999923706055,6.224999904632568,5.579999923706055,6.164999961853027,378573.0,,,,,
2024-06-06,5.730000019073486,6.045000076293945,5.579999923706055,5.96999979019165,126120.0,,,,,
2024-06-07,6.449999809265137,6.659999847412109,5.369999885559082,5.699999809265137,219973.0,,,,,
2024-06-10,6.0,6.300000190734863,5.849999904632568,6.300000190734863,26693.0,,,,,
2024-06-11,5.789999961853027,5.880000114440918,5.699999809265137,5.744999885559082,22800.0,,,,,
2024-06-12,5.550000190734863,5.760000228881836,5.324999809265137,5.760000228881836,29440.0,,,,,
2024-06-13,5.099999904632568,5.505000114440918,4.84499979019165,5.505000114440918,46707.0,,,,,
2024-06-14,4.800000190734863,5.25,4.5,5.190000057220459,34000.0,,,,,
2024-06-17,4.5,5.070000171661377,4.349999904632568,5.070000171661377,31453.0,,,,,
2024-06-18,4.5,4.650000095367432,4.349999904632568,4.46999979019165,33627.0,,,,,
2024-06-20,5.25,5.699999809265137,4.545000076293945,4.545000076293945,96553.0,,,,,
2024-06-21,5.099999904632568,5.355000019073486,4.710000038146973,5.010000228881836,22547.0,,,,,
2024-06-24,4.949999809265137,5.204999923706055,4.739999771118164,5.099999904632568,12320.0,,,,,
2024-06-25,4.724999904632568,4.815000057220459,4.545000076293945,4.724999904632568,10913.0,,,,,
2024-06-26,4.949999809265137,5.054999828338623,4.650000095367432,4.829999923706055,22933.0,,,,,
2024-06-27,4.84499979019165,5.054999828338623,4.679999828338623,4.949999809265137,15227.0,,,,,
2024-06-28,4.559999942779541,4.84499979019165,4.53000020980835,4.829999923706055,13307.0,,,,,
2024-07-01,4.90500020980835,5.025000095367432,4.559999942779541,4.559999942779541,6820.0,,,,,
2024-07-02,4.650000095367432,4.800000190734863,4.409999847412109,4.650000095367432,11967.0,,,,,
2024-07-03,4.590000152587891,4.800000190734863,4.5,4.650000095367432,20600.0,,,,,
2024-07-05,4.679999828338623,4.784999847412109,4.5,4.5,8407.0,,,,,
2024-07-08,5.340000152587891,5.684999942779541,4.5,4.650000095367432,78533.0,,,,,
2024-07-09,4.875,5.324999809265137,4.875,5.25,20527.0,,,,,
2024-07-10,4.860000133514404,5.099999904632568,4.815000057220459,4.949999809265137,11287.0,,,,,
2024-07-11,5.175000190734863,6.0,4.860000133514404,5.579999923706055,772620.0,,,,,
2024-07-12,5.550000190734863,5.625,4.949999809265137,5.054999828338623,92093.0,,,,,
2024-07-15,5.789999961853027,6.0,5.324999809265137,5.625,58253.0,,,,,
2024-07-16,6.449999809265137,7.050000190734863,5.400000095367432,6.34499979019165,785727.0,,,,,
2024-07-17,6.360000133514404,6.449999809265137,5.65500020980835,6.059999942779541,76353.0,,,,,
2024-07-18,5.849999904632568,6.300000190734863,5.550000190734863,6.300000190734863,39547.0,,,,,
2024-07-19,5.699999809265137,5.985000133514404,5.625,5.96999979019165,18933.0,,,,,
2024-07-22,5.505000114440918,5.699999809265137,5.25,5.550000190734863,23373.0,,,,,
2024-07-23,6.284999847412109,6.300000190734863,5.295000076293945,5.519999980926514,44113.0,,,,,
2024-07-24,6.03000020980835,6.300000190734863,5.730000019073486,6.300000190734863,24720.0,,,,,
2024-07-25,6.300000190734863,6.974999904632568,5.880000114440918,6.105000019073486,82067.0,,,,,
2024-07-26,6.449999809265137,6.809999942779541,6.074999809265137,6.329999923706055,141133.0,,,,,
2024-07-29,6.315000057220459,6.465000152587891,6.014999866485596,6.105000019073486,29107.0,,,,,
2024-07-30,6.150000095367432,6.375,6.0,6.300000190734863,19240.0,,,,,
2024-07-31,6.0,6.255000114440918,5.849999904632568,6.0,7420.0,,,,,
2024-08-01,5.59499979019165,6.119999885559082,5.565000057220459,6.119999885559082,14760.0,,,,,
2024-08-02,5.474999904632568,5.744999885559082,5.130000114440918,5.699999809265137,32860.0,,,,,
2024-08-05,5.25,5.445000171661377,4.769999980926514,4.784999847412109,20140.0,,,,,
2024-08-06,5.369999885559082,5.460000038146973,4.949999809265137,5.25,9107.0,,,,,
2024-08-07,5.699999809265137,5.849999904632568,5.25,5.534999847412109,11847.0,,,,,
2024-08-08,5.519999980926514,5.699999809265137,5.204999923706055,5.534999847412109,40740.0,,,,,
2024-08-09,4.755000114440918,5.28000020980835,4.5,5.144999980926514,329173.0,,,,,
2024-08-12,4.559999942779541,4.934999942779541,4.065000057220459,4.739999771118164,44753.0,,,,,
2024-08-13,4.994999885559082,4.994999885559082,4.349999904632568,4.46999979019165,75960.0,,,,,
2024-08-14,4.934999942779541,4.949999809265137,4.605000019073486,4.84499979019165,12113.0,,,,,
2024-08-15,4.800000190734863,4.84499979019165,4.485000133514404,4.84499979019165,47287.0,,,,,
2024-08-16,4.920000076293945,4.949999809265137,4.650000095367432,4.800000190734863,13587.0,,,,,
2024-08-19,4.5,4.784999847412109,4.394999980926514,4.769999980926514,22633.0,,,,,
2024-08-20,4.485000133514404,4.574999809265137,4.244999885559082,4.514999866485596,17713.0,,,,,
