Date,Close,High,Low,Open,Volume,"('Close', 'CCCC')","('High', 'CCCC')","('Low', 'CCCC')","('Open', 'CCCC')","('Volume', 'CCCC')"
2024-06-03,4.840000152587891,5.03000020980835,4.71999979019165,5.03000020980835,1366600.0,,,,,
2024-06-04,4.900000095367432,5.010000228881836,4.679999828338623,4.800000190734863,1487400.0,,,,,
2024-06-05,4.949999809265137,5.010000228881836,4.882999897003174,4.920000076293945,1093500.0,,,,,
2024-06-06,4.71999979019165,4.940000057220459,4.699999809265137,4.940000057220459,1068800.0,,,,,
2024-06-07,4.659999847412109,4.940000057220459,4.610000133514404,4.71999979019165,902300.0,,,,,
2024-06-10,4.820000171661377,4.840000152587891,4.519999980926514,4.579999923706055,1360300.0,,,,,
2024-06-11,4.860000133514404,4.920000076293945,4.650000095367432,4.769999980926514,978000.0,,,,,
2024-06-12,4.960000038146973,5.139999866485596,4.909999847412109,5.039999961853027,1418400.0,,,,,
2024-06-13,4.809999942779541,5.039999961853027,4.800000190734863,5.039999961853027,1406500.0,,,,,
2024-06-14,4.380000114440918,4.800000190734863,4.375,4.769999980926514,1493700.0,,,,,
2024-06-17,4.139999866485596,4.489999771118164,4.079999923706055,4.449999809265137,1895300.0,,,,,
2024-06-18,4.079999923706055,4.099999904632568,3.910000085830689,4.099999904632568,1294200.0,,,,,
2024-06-20,4.050000190734863,4.070000171661377,3.9149999618530273,4.070000171661377,1558000.0,,,,,
2024-06-21,4.239999771118164,4.360000133514404,4.059999942779541,4.070000171661377,8874300.0,,,,,
2024-06-24,4.710000038146973,4.71999979019165,4.25,4.25,1696900.0,,,,,
2024-06-25,4.710000038146973,4.789999961853027,4.610000133514404,4.659999847412109,1396100.0,,,,,
2024-06-26,4.630000114440918,4.880000114440918,4.380000114440918,4.650000095367432,1354200.0,,,,,
2024-06-27,4.619999885559082,4.710000038146973,4.519999980926514,4.610000133514404,1011300.0,,,,,
2024-06-28,4.619999885559082,4.670000076293945,4.409999847412109,4.659999847412109,11403200.0,,,,,
2024-07-01,4.849999904632568,4.869999885559082,4.552000045776367,4.659999847412109,1414100.0,,,,,
2024-07-02,4.519999980926514,4.849999904632568,4.409999847412109,4.849999904632568,1355100.0,,,,,
2024-07-03,4.550000190734863,4.840000152587891,4.480000019073486,4.480000019073486,1005700.0,,,,,
2024-07-05,4.519999980926514,4.599999904632568,4.409999847412109,4.550000190734863,891900.0,,,,,
2024-07-08,4.429999828338623,4.690000057220459,4.355000019073486,4.610000133514404,1384300.0,,,,,
2024-07-09,5.0,5.039999961853027,4.389999866485596,4.440000057220459,1380300.0,,,,,
2024-07-10,5.0,5.073999881744385,4.900000095367432,5.03000020980835,1359600.0,,,,,
2024-07-11,5.119999885559082,5.369999885559082,5.065000057220459,5.119999885559082,1416600.0,,,,,
2024-07-12,5.650000095367432,5.71999979019165,5.110000133514404,5.170000076293945,1935600.0,,,,,
2024-07-15,6.489999771118164,6.75,5.51800012588501,5.71999979019165,2597900.0,,,,,
2024-07-16,7.380000114440918,7.659999847412109,6.559999942779541,6.610000133514404,3834900.0,,,,,
2024-07-17,6.860000133514404,7.525000095367432,6.574999809265137,7.449999809265137,3313500.0,,,,,
2024-07-18,6.25,7.0,6.151000022888184,6.960000038146973,2351500.0,,,,,
2024-07-19,6.03000020980835,6.25,5.940000057220459,6.25,1315000.0,,,,,
2024-07-22,6.159999847412109,6.215000152587891,5.804999828338623,6.090000152587891,1576800.0,,,,,
2024-07-23,6.480000019073486,6.565000057220459,6.070000171661377,6.090000152587891,1063800.0,,,,,
2024-07-24,5.940000057220459,6.510000228881836,5.800000190734863,6.349999904632568,1226200.0,,,,,
2024-07-25,6.440000057220459,6.550000190734863,5.869999885559082,6.0,1000100.0,,,,,
2024-07-26,6.5,6.940000057220459,6.485000133514404,6.599999904632568,1361700.0,,,,,
2024-07-29,6.539999961853027,6.619999885559082,6.360000133514404,6.510000228881836,1111700.0,,,,,
2024-07-30,6.300000190734863,6.78000020980835,6.170000076293945,6.570000171661377,970900.0,,,,,
2024-07-31,6.699999809265137,6.829999923706055,6.269999980926514,6.400000095367432,1117900.0,,,,,
2024-08-01,6.679999828338623,7.35699987411499,6.510000228881836,6.889999866485596,1315200.0,,,,,
2024-08-02,6.420000076293945,6.650000095367432,6.159999847412109,6.329999923706055,1802400.0,,,,,
2024-08-05,5.885000228881836,6.159999847412109,5.480000019073486,5.527999877929688,1169700.0,,,,,
2024-08-06,5.994999885559082,6.260000228881836,5.920000076293945,5.929999828338623,573200.0,,,,,
2024-08-07,5.789999961853027,6.210000038146973,5.590000152587891,6.190000057220459,999200.0,,,,,
2024-08-08,5.789999961853027,5.929999828338623,5.670000076293945,5.869999885559082,594600.0,,,,,
2024-08-09,5.400000095367432,5.888000011444092,5.28000020980835,5.820000171661377,580600.0,,,,,
2024-08-12,5.71999979019165,5.800000190734863,5.360000133514404,5.409999847412109,647000.0,,,,,
2024-08-13,5.699999809265137,5.820000171661377,5.53000020980835,5.789999961853027,517300.0,,,,,
2024-08-14,5.670000076293945,5.860000133514404,5.400000095367432,5.860000133514404,1075300.0,,,,,
2024-08-15,5.860000133514404,5.96999979019165,5.46999979019165,5.679999828338623,878100.0,,,,,
2024-08-16,5.849999904632568,5.980000019073486,5.710000038146973,5.809999942779541,585900.0,,,,,
2024-08-19,6.28000020980835,6.284999847412109,5.820000171661377,5.889999866485596,805100.0,,,,,
2024-08-20,6.050000190734863,6.409999847412109,6.0,6.349999904632568,1071100.0,,,,,
2024-08-21,6.309999942779541,6.324999809265137,6.03000020980835,6.130000114440918,1555100.0,,,,,
2024-08-22,6.059999942779541,6.369999885559082,5.889999866485596,6.349999904632568,977800.0,,,,,
2024-08-23,6.639999866485596,6.724999904632568,6.130000114440918,6.159999847412109,1326600.0,,,,,
2024-08-26,6.929999828338623,7.079999923706055,6.579999923706055,6.730000019073486,998200.0,,,,,
2024-08-27,6.429999828338623,6.940000057220459,6.269999980926514,6.809999942779541,1090600.0,,,,,
2024-08-28,6.369999885559082,6.440000057220459,6.152999877929688,6.369999885559082,778700.0,,,,,
2024-08-29,6.429999828338623,6.710000038146973,6.320000171661377,6.389999866485596,708600.0,,,,,
2024-08-30,6.320000171661377,6.53000020980835,6.070000171661377,6.420000076293945,784300.0,,,,,
2024-09-03,6.010000228881836,6.309999942779541,5.675000190734863,6.309999942779541,1119100.0,,,,,
2024-09-04,5.869999885559082,6.28000020980835,5.829999923706055,5.960000038146973,676700.0,,,,,
2024-09-05,5.829999923706055,6.039999961853027,5.65500020980835,5.900000095367432,1148700.0,,,,,
