Date,Close,High,Low,Open,Volume,"('Close', 'SSL')","('High', 'SSL')","('Low', 'SSL')","('Open', 'SSL')","('Volume', 'SSL')"
2024-06-03,6.349999904632568,6.539999961853027,6.269999980926514,6.480000019073486,1737900.0,,,,,
2024-06-04,6.269999980926514,6.360000133514404,6.21999979019165,6.239999771118164,963500.0,,,,,
2024-06-05,6.340000152587891,6.360000133514404,6.239999771118164,6.309999942779541,549800.0,,,,,
2024-06-06,6.420000076293945,6.460000038146973,6.380000114440918,6.380000114440918,460100.0,,,,,
2024-06-07,6.409999847412109,6.489999771118164,6.389999866485596,6.409999847412109,423400.0,,,,,
2024-06-10,6.400000095367432,6.449999809265137,6.380000114440918,6.409999847412109,257500.0,,,,,
2024-06-11,6.480000019073486,6.539999961853027,6.309999942779541,6.420000076293945,657900.0,,,,,
2024-06-12,6.510000228881836,6.650000095367432,6.480000019073486,6.639999866485596,419400.0,,,,,
2024-06-13,6.440000057220459,6.460000038146973,6.360000133514404,6.460000038146973,467100.0,,,,,
2024-06-14,6.579999923706055,6.590000152587891,6.289999961853027,6.320000171661377,703400.0,,,,,
2024-06-17,6.739999771118164,6.800000190734863,6.659999847412109,6.699999809265137,523300.0,,,,,
2024-06-18,7.25,7.28000020980835,6.980000019073486,6.980000019073486,1026000.0,,,,,
2024-06-20,7.690000057220459,7.900000095367432,7.5,7.5,1553700.0,,,,,
2024-06-21,7.639999866485596,7.71999979019165,7.519999980926514,7.690000057220459,735500.0,,,,,
2024-06-24,7.809999942779541,7.829999923706055,7.690000057220459,7.739999771118164,557000.0,,,,,
2024-06-25,7.610000133514404,7.690000057220459,7.53000020980835,7.690000057220459,428800.0,,,,,
2024-06-26,7.53000020980835,7.590000152587891,7.420000076293945,7.5,507900.0,,,,,
2024-06-27,7.369999885559082,7.429999828338623,7.300000190734863,7.369999885559082,581600.0,,,,,
2024-06-28,7.610000133514404,7.679999828338623,7.539999961853027,7.650000095367432,551400.0,,,,,
2024-07-01,7.659999847412109,7.849999904632568,7.599999904632568,7.760000228881836,480400.0,,,,,
2024-07-02,7.460000038146973,7.630000114440918,7.389999866485596,7.579999923706055,397400.0,,,,,
2024-07-03,7.949999809265137,8.029999732971191,7.769999980926514,7.769999980926514,544500.0,,,,,
2024-07-05,7.869999885559082,8.0600004196167,7.78000020980835,8.039999961853027,809300.0,,,,,
2024-07-08,7.960000038146973,7.989999771118164,7.869999885559082,7.920000076293945,466100.0,,,,,
2024-07-09,7.840000152587891,7.960000038146973,7.840000152587891,7.900000095367432,530000.0,,,,,
2024-07-10,7.619999885559082,7.739999771118164,7.519999980926514,7.730000019073486,646800.0,,,,,
2024-07-11,7.650000095367432,7.690000057220459,7.53000020980835,7.639999866485596,456700.0,,,,,
2024-07-12,7.630000114440918,7.71999979019165,7.570000171661377,7.690000057220459,327800.0,,,,,
2024-07-15,7.289999961853027,7.309999942779541,7.179999828338623,7.269999980926514,726200.0,,,,,
2024-07-16,7.480000019073486,7.510000228881836,7.309999942779541,7.329999923706055,460800.0,,,,,
2024-07-17,7.369999885559082,7.510000228881836,7.349999904632568,7.440000057220459,478300.0,,,,,
2024-07-18,7.309999942779541,7.510000228881836,7.300000190734863,7.489999771118164,437900.0,,,,,
2024-07-19,7.309999942779541,7.449999809265137,7.25,7.349999904632568,365200.0,,,,,
2024-07-22,8.050000190734863,8.130000114440918,7.769999980926514,7.920000076293945,1265100.0,,,,,
2024-07-23,8.119999885559082,8.149999618530273,7.980000019073486,8.069999694824219,616600.0,,,,,
2024-07-24,7.639999866485596,7.980000019073486,7.630000114440918,7.809999942779541,816200.0,,,,,
2024-07-25,7.670000076293945,7.78000020980835,7.650000095367432,7.710000038146973,606500.0,,,,,
2024-07-26,7.78000020980835,7.869999885559082,7.699999809265137,7.860000133514404,493900.0,,,,,
2024-07-29,7.690000057220459,7.860000133514404,7.639999866485596,7.800000190734863,417100.0,,,,,
2024-07-30,7.860000133514404,7.909999847412109,7.730000019073486,7.789999961853027,326300.0,,,,,
2024-07-31,8.0600004196167,8.149999618530273,7.980000019073486,8.029999732971191,407200.0,,,,,
2024-08-01,7.940000057220459,8.130000114440918,7.869999885559082,8.0600004196167,531700.0,,,,,
2024-08-02,7.199999809265137,7.559999942779541,7.159999847412109,7.559999942779541,1032200.0,,,,,
2024-08-05,7.130000114440918,7.210000038146973,6.989999771118164,7.039999961853027,759200.0,,,,,
2024-08-06,7.190000057220459,7.210000038146973,7.050000190734863,7.070000171661377,432500.0,,,,,
2024-08-07,7.170000076293945,7.349999904632568,7.139999866485596,7.230000019073486,427300.0,,,,,
