Date,Close,High,Low,Open,Volume,"('Close', 'QCOM')","('High', 'QCOM')","('Low', 'QCOM')","('Open', 'QCOM')","('Volume', 'QCOM')"
2024-06-03,200.3419952392578,205.2748897473953,196.93663867150192,203.89328972144696,12419500.0,,,,,
2024-06-04,198.84364318847656,200.6533476780374,196.20693238546272,200.34200849126017,6629100.0,,,,,
2024-06-05,206.1700134277344,206.75379478677948,199.81659212151007,201.33440583961533,11626300.0,,,,,
2024-06-06,203.77655029296875,206.50083866217184,203.14411798884132,206.17002129479536,7597200.0,,,,,
2024-06-07,201.03277587890625,204.1267930965576,199.3495610324023,204.0586788430868,5714400.0,,,,,
2024-06-10,203.68896484375,204.88570021131807,199.0284830970936,199.73873898315867,6465100.0,,,,,
2024-06-11,202.8814392089844,203.7862840615184,199.24256676722487,201.54847512345623,8197500.0,,,,,
2024-06-12,209.56565856933597,209.7894350039264,205.1776184019772,206.75380738277727,9502800.0,,,,,
2024-06-13,211.9202117919922,212.45534224753249,207.2500053059144,210.50942411551483,10102800.0,,,,,
2024-06-14,209.50729370117188,212.153743753499,207.87271462359175,211.75482694243848,6438200.0,,,,,
2024-06-17,216.21096801757807,216.64879663448903,207.629461802944,211.21968318473267,12109100.0,,,,,
2024-06-18,220.9492645263672,224.39354783708487,219.88874273730949,220.6865762751761,22037500.0,,,,,
2024-06-20,209.6434783935547,219.7914337088303,207.0845914547641,218.13740636642143,18701200.0,,,,,
2024-06-21,206.78298950195312,209.64349153681337,203.74736196104536,206.0338068627809,22286500.0,,,,,
2024-06-24,195.40907287597656,201.43169118025216,194.8253064109302,201.314940856478,16087700.0,,,,,
2024-06-25,196.70314025878903,197.6566360237049,193.78426294701683,197.64691177728963,11974900.0,,,,,
2024-06-26,191.99400329589844,195.71069899546237,190.40807535823507,194.89341698984217,10023800.0,,,,,
2024-06-27,189.87294006347656,193.2004728581993,188.59836616798307,191.54643070606863,11936600.0,,,,,
2024-06-28,193.79397583007807,198.42527039474868,190.3205197527521,190.69997318718563,15547500.0,,,,,
2024-07-01,194.62098693847656,195.2436801025696,190.7778018704255,194.0761322756672,6800600.0,,,,,
2024-07-02,194.7474822998047,195.05882146826085,191.76049096240024,192.88912699617904,5632900.0,,,,,
2024-07-03,198.29879760742188,199.3204076615991,195.01993009510053,197.199349041422,4996200.0,,,,,
2024-07-05,200.1863250732422,201.15928412584609,198.46418339320385,200.28362691697336,6375200.0,,,,,
2024-07-08,202.2684631347656,204.7495117652064,200.57550898602523,201.63604566939995,6920400.0,,,,,
2024-07-09,201.519287109375,202.91062636357063,199.12581600079363,200.89659386974157,5272600.0,,,,,
2024-07-10,203.1538543701172,203.5819587312162,200.9744207346028,203.09547920199952,5159400.0,,,,,
2024-07-11,194.44586181640625,204.4478791347176,194.368023314974,204.34085305102028,8602200.0,,,,,
2024-07-12,196.9561004638672,200.5074100320668,194.83505678458715,196.2069326576137,7217200.0,,,,,
2024-07-15,202.5506134033203,203.5819624951164,197.30636457525404,197.51069251362065,7463700.0,,,,,
2024-07-16,203.97113037109372,205.38191799477565,201.0327899447781,204.3213962155961,5998500.0,,,,,
2024-07-17,186.41896057128903,194.5918106814387,185.40707484188647,194.3291075800892,16156200.0,,,,,
2024-07-18,186.28274536132807,188.65675296127387,181.89469056509805,188.5400026266045,9960600.0,,,,,
2024-07-19,181.1747131347656,187.8686613736375,180.7368696807277,186.50652462780877,9195700.0,,,,,
2024-07-22,189.6978302001953,190.21349731724865,183.9379143136132,185.83518152222248,7590000.0,,,,,
2024-07-23,188.12164306640625,190.93349419896063,186.9540802996091,188.94864937234735,5796700.0,,,,,
2024-07-24,176.1737060546875,184.48276998600005,175.80397685705134,184.2200668799861,13295300.0,,,,,
2024-07-25,170.6472930908203,175.36615058508485,168.58462458421928,174.7629058578096,12700100.0,,,,,
2024-07-26,175.18128967285156,176.39748855304885,172.76835525146993,174.1694038906679,6567800.0,,,,,
2024-07-29,173.8094024658203,177.7012386292701,173.04077135585678,176.59206591653398,6051600.0,,,,,
2024-07-30,162.42581176757812,174.54887512633474,162.26041048456543,174.49049994952782,15338900.0,,,,,
2024-07-31,176.0569305419922,176.18341996453685,168.72082611175296,170.8321453897275,19222200.0,,,,,
2024-08-01,159.56529235839844,172.18457306980258,156.96749334361706,167.11544962780602,24795000.0,,,,,
2024-08-02,155.00209045410156,159.8182343652002,153.27022468280688,156.17937733494486,16618900.0,,,,,
2024-08-05,153.6788787841797,158.41719944709584,147.29626979962876,149.12543756209527,12733900.0,,,,,
2024-08-06,154.42807006835938,159.20530282879628,152.2680996712708,154.1361793681246,9301000.0,,,,,
2024-08-07,151.8983612060547,159.87663724419278,151.29513134952128,159.15664220697332,9266900.0,,,,,
2024-08-08,160.48959350585938,161.11228670858134,153.6010415997733,156.3934441891629,9590900.0,,,,,
2024-08-09,160.0323028564453,161.40417870119646,157.59990519391226,159.6334009228845,4824600.0,,,,,
2024-08-12,158.48532104492188,158.97180063740382,153.16323311547504,156.2183243624145,8548000.0,,,,,
2024-08-13,164.8873748779297,164.97493763119886,158.8647558556861,159.85717826460157,11102100.0,,,,,
2024-08-14,162.63011169433594,166.6289742892051,160.26582814836428,166.0257443828936,7208200.0,,,,,
2024-08-15,168.6527099609375,169.91755963365276,165.9965360405588,167.10570870976346,10752100.0,,,,,
2024-08-16,167.5240936279297,168.6916564451956,166.01601887362074,167.6311197246398,5435700.0,,,,,
2024-08-19,169.5478515625,169.6062415807154,164.1771278885706,166.93060399036423,6708100.0,,,,,
2024-08-20,167.4559783935547,170.6861946366771,166.5219311971982,169.1586566873754,6222400.0,,,,,
2024-08-21,169.50892639160156,170.14134383381352,167.42679462443175,168.31219092047,6309500.0,,,,,
2024-08-22,164.43006896972656,169.8689061494891,163.8268391479512,169.58675457529046,6743500.0,,,,,
2024-08-23,168.80841064453125,169.89812012961517,166.01602266591462,167.11545639776594,6823600.0,,,,,
2024-08-26,164.90682983398438,167.71868081116955,163.97278264139305,167.31976404942864,7437600.0,,,,,
2024-08-27,169.2267608642578,169.72297948255408,163.71982391055707,164.5954811192799,6498800.0,,,,,
2024-08-28,167.20303344726562,170.96838055252022,165.0430629778168,169.66461887346284,6534600.0,,,,,
2024-08-29,164.90682983398438,171.59105355829143,164.3619603113698,168.73055166081505,12514200.0,,,,,
2024-08-30,170.55972290039062,170.71539991007307,166.18140721476485,167.63110668467445,11110800.0,,,,,
2024-09-03,158.82583618164062,167.50462888102442,157.61936164908582,167.2419257880132,11620300.0,,,,,
2024-09-04,160.85931396484375,163.690628230481,158.23232762243006,158.59231770325002,6737000.0,,,,,
2024-09-05,160.0964813232422,162.1502601515734,158.2872141867585,159.4901341115761,5600000.0,,,,,
2024-09-06,154.70779418945312,159.5977300830554,153.67113016767345,159.1576388372112,10703000.0,,,,,
2024-09-09,157.2310028076172,158.79577333889753,155.07943400029416,157.54395094471323,7494900.0,,,,,
2024-09-10,158.12094116210938,158.49258102132808,154.20899291062247,156.47793005947605,7918100.0,,,,,
2024-09-11,162.89352416992188,163.2260361925904,155.7444410680566,158.78598145600336,8275400.0,,,,,
2024-09-12,161.3483123779297,162.64903705035982,159.31409735868624,162.2285097478452,6039200.0,,,,,
2024-09-13,164.03778076171875,164.59524060113026,161.7981967505997,162.1600472213688,4049900.0,,,,,
2024-09-16,162.9424285888672,163.65635498145446,160.1844978502363,161.2994025285789,6510000.0,,,,,
2024-09-17,164.98643493652344,165.76882766821006,162.4241132900774,165.16248038953051,5828000.0,,,,,
2024-09-18,164.59523010253906,168.62453213485256,164.00843187983963,165.78837554523557,5877600.0,,,,,
2024-09-19,170.09152221679688,172.90812996557074,168.69300776450123,170.5805157885757,10900000.0,,,,,
2024-09-20,165.2015838623047,169.26023939703035,160.68328810651062,168.88859951308217,27546400.0,,,,,
2024-09-23,162.3067626953125,166.2382605049308,161.7101899048629,164.7126028566729,9810000.0,,,,,
2024-09-24,163.27496337890625,165.63191616037847,162.32631458176434,163.73461856609464,9666800.0,,,,,
2024-09-25,164.56590270996094,164.87885083957644,162.1111454008563,162.61970289974366,5095500.0,,,,,
2024-09-26,168.85926818847656,171.88124495932374,163.10869885917518,171.05973931882352,8475000.0,,,,,
2024-09-27,166.38494873046875,169.63185811586834,166.09154961830103,169.1917669090661,5880700.0,,,,,
2024-09-30,166.3067169189453,168.43872173111916,164.0573435018512,167.59765218987178,8099700.0,,,,,
2024-10-01,162.13070678710938,166.54142341386452,160.46813163459433,166.06221926618105,8277600.0,,,,,
2024-10-02,164.6147918701172,166.01330622644144,161.51455970563768,162.4925467820821,4484600.0,,,,,
2024-10-03,165.2015838623047,165.79815660726922,162.0133511974365,162.29696089846584,6260200.0,,,,,
2024-10-04,165.18203735351562,168.9961965083126,162.81531004514665,168.75169970055256,6586500.0,,,,,
2024-10-07,163.2651824951172,165.00599848465205,162.09160086169706,163.9497705377039,4359300.0,,,,,
2024-10-08,162.67837524414062,164.02800225572773,160.05737690483153,161.23095847352067,7843500.0,,,,,
2024-10-09,166.4729766845703,166.55121744864255,161.04514492561836,162.29696730497486,5486500.0,,,,,
2024-10-10,164.81039428710938,165.03532714717966,161.6906129744114,163.54878254053847,5048000.0,,,,,
2024-10-11,166.23825073242188,166.67834196310184,163.1967101144876,164.30184036369025,3801400.0,,,,,
2024-10-14,174.1208038330078,174.93253485668768,167.13797705265202,167.56829373247243,9933600.0,,,,,
2024-10-15,170.2577667236328,175.87141792017084,168.94726762140814,173.31887105123246,12910400.0,,,,,
2024-10-16,167.70523071289062,170.8250120794632,166.47297228782256,170.77610973784712,6495700.0,,,,,
2024-10-17,167.33358764648438,171.7540782999027,167.25534689294184,171.7540782999027,6093200.0,,,,,
2024-10-18,167.15757751464844,168.78103991692024,165.69059665250185,168.32138471961557,6432700.0,,,,,
2024-10-21,165.2895965576172,166.4240651899303,162.4143269812981,165.90573321399225,7297700.0,,,,,
2024-10-22,169.3677978515625,169.66119696447328,164.5267647186804,165.28959345850916,7313000.0,,,,,
2024-10-23,162.9326629638672,168.8396987042022,160.68328956459445,165.6123381681065,9788200.0,,,,,
2024-10-24,164.39964294433594,165.22114855414972,161.8862088507898,162.9424367446501,4933400.0,,,,,
2024-10-25,166.52186584472656,169.3677969326944,166.07198521765093,166.5316403433743,5496600.0,,,,,
2024-10-28,168.428955078125,169.33847600195435,165.64168561709266,165.69058796117926,5024600.0,,,,,
2024-10-29,172.125732421875,172.6831922410056,167.4900681196331,168.40937839636834,6427700.0,,,,,
2024-10-30,163.93020629882812,167.95952362707982,163.84219103414424,166.17957979689436,8819700.0,,,,,
2024-10-31,159.1869659423828,164.0866759872154,158.51215244937313,163.93019446824812,10261200.0,,,,,
2024-11-01,161.63194274902344,162.42410996408344,159.18697483938146,159.49014847251308,6498100.0,,,,,
2024-11-04,161.54391479492188,163.8128522094114,160.03782110784869,161.42656110896553,4949800.0,,,,,
2024-11-05,162.2578582763672,163.90086959259503,160.6343959594514,161.36788635196032,5373200.0,,,,,
2024-11-06,169.1820068359375,174.52180845652126,164.9570950754361,165.52432942788673,17661900.0,,,,,
2024-11-07,169.103759765625,178.09146395961676,167.8519374216877,176.3017457047143,23586300.0,,,,,
2024-11-08,167.1477813720703,169.6709899190038,165.03532562260517,168.30179900454348,10736600.0,,,,,
2024-11-11,164.58544921875,167.0304170686642,162.43388049540536,166.25781379416708,7829500.0,,,,,
2024-11-12,159.81288146972656,163.646589251966,158.2969984243991,163.37275404772743,8483300.0,,,,,
2024-11-13,156.88870239257812,159.3532342766502,156.23345276951972,159.20652724519223,7921700.0,,,,,
2024-11-14,160.3605499267578,161.27986021104272,158.30677099706176,159.3629988817998,7012600.0,,,,,
2024-11-15,156.96693420410156,160.71262669890996,156.0867517571635,159.41190202659536,9737000.0,,,,,
2024-11-18,160.87889099121094,161.50480218903277,158.43392304301625,159.020721319743,7814200.0,,,,,
2024-11-19,161.08425903320312,162.5707886551179,159.06959310666065,160.4192200567477,6176800.0,,,,,
2024-11-20,150.87408447265625,160.58548988062333,149.58313424887217,160.38989543174995,14483000.0,,,,,
2024-11-21,152.03787231445312,153.48528896009674,150.20902639594806,151.7444732168894,10685800.0,,,,,
2024-11-22,153.33860778808594,153.42663797821714,150.34596931903891,151.38263337193487,5709300.0,,,,,
2024-11-25,155.32391357421875,156.13562970992686,153.75912829352455,155.44126724725638,9189800.0,,,,,
2024-11-26,153.4755096435547,157.91557946919684,152.65400405460824,156.23344045017367,9489900.0,,,,,
2024-11-27,152.95718383789062,154.1796677717705,151.0599013077447,153.47551583202377,6337900.0,,,,,
2024-11-29,155.04029846191406,157.96448535166667,154.27746969465673,154.6295456582293,6112000.0,,,,,
2024-12-02,159.44125366210938,159.77376573203335,154.8936191044946,154.8936191044946,9812700.0,,,,,
2024-12-03,159.00115966796875,160.25298208148598,157.76890117672843,157.9449317085198,6961400.0,,,,,
2024-12-04,159.7444305419922,161.36789292503724,158.6686535428991,160.85933538710367,6721600.0,,,,,
2024-12-05,157.67990112304688,161.6712971953396,157.22766710948906,159.84272488132305,7279800.0,,,,,
2024-12-06,156.81475830078125,157.67989376410063,154.583125232114,157.67989376410063,9918400.0,,,,,
2024-12-09,158.0240020751953,160.176985323073,154.8092506488042,154.81907627972998,9481200.0,,,,,
2024-12-10,153.81629943847656,158.76130624667917,153.40338298445442,158.05347089829985,8683600.0,,,,,
2024-12-11,157.12936401367188,157.74872374230702,154.31768865963994,154.63227383860738,7081800.0,,,,,
2024-12-12,155.56622314453125,156.7656099970848,154.26851999220986,155.9889502314182,5796100.0,,,,,
2024-12-13,155.851318359375,156.981880816023,153.97358801746412,155.5662250880246,8886700.0,,,,,
2024-12-16,155.22213745117188,156.0282891395808,151.41753350958226,155.48757947064334,9951100.0,,,,,
2024-12-17,155.2516326904297,157.27682258416203,153.84580252183454,153.84580252183454,7187400.0,,,,,
2024-12-18,150.46392822265625,158.43689473941595,149.7462671801136,155.57606119865986,10295200.0,,,,,
2024-12-19,147.85870361328125,152.84304364447024,147.52445215188578,151.42737274801507,8414800.0,,,,,
2024-12-20,150.30662536621094,151.95824629787285,146.9050821980381,147.0525566567548,17347100.0,,,,,
2024-12-23,155.56622314453125,156.008616491564,151.9385706971325,153.02981562032593,8863200.0,,,,,
2024-12-24,156.6673126220703,156.7066301461501,154.8780577566978,155.9594771809299,2839600.0,,,,,
