Date,Close,High,Low,Open,Volume,"('Close', 'SMRT')","('High', 'SMRT')","('Low', 'SMRT')","('Open', 'SMRT')","('Volume', 'SMRT')"
2024-06-03,2.3499999046325684,2.430000066757202,2.2799999713897705,2.400000095367432,2708400.0,,,,,
2024-06-04,2.259999990463257,2.3499999046325684,2.259999990463257,2.3299999237060547,1345600.0,,,,,
2024-06-05,2.359999895095825,2.400000095367432,2.2100000381469727,2.2699999809265137,2233900.0,,,,,
2024-06-06,2.440000057220459,2.470000028610229,2.3499999046325684,2.3499999046325684,971900.0,,,,,
2024-06-07,2.3499999046325684,2.424999952316284,2.3399999141693115,2.390000104904175,626500.0,,,,,
2024-06-10,2.430000066757202,2.440000057220459,2.299999952316284,2.309999942779541,866500.0,,,,,
2024-06-11,2.440000057220459,2.450000047683716,2.3499999046325684,2.4100000858306885,643800.0,,,,,
2024-06-12,2.390000104904175,2.549999952316284,2.390000104904175,2.5299999713897705,1258600.0,,,,,
2024-06-13,2.390000104904175,2.440000057220459,2.359999895095825,2.4100000858306885,844600.0,,,,,
2024-06-14,2.400000095367432,2.4100000858306885,2.3350000381469727,2.359999895095825,1048200.0,,,,,
2024-06-17,2.4100000858306885,2.4200000762939453,2.369999885559082,2.380000114440918,627300.0,,,,,
2024-06-18,2.400000095367432,2.4100000858306885,2.359999895095825,2.390000104904175,1451500.0,,,,,
2024-06-20,2.3499999046325684,2.4049999713897705,2.319999933242798,2.390000104904175,1838500.0,,,,,
2024-06-21,2.3499999046325684,2.359999895095825,2.220000028610229,2.359999895095825,4229000.0,,,,,
2024-06-24,2.359999895095825,2.400000095367432,2.299999952316284,2.309999942779541,1498300.0,,,,,
2024-06-25,2.3399999141693115,2.380000114440918,2.309999942779541,2.369999885559082,1377300.0,,,,,
2024-06-26,2.359999895095825,2.369999885559082,2.299999952316284,2.319999933242798,630600.0,,,,,
2024-06-27,2.380000114440918,2.400000095367432,2.3399999141693115,2.380000114440918,399200.0,,,,,
2024-06-28,2.390000104904175,2.400000095367432,2.319999933242798,2.400000095367432,2550100.0,,,,,
2024-07-01,2.359999895095825,2.4049999713897705,2.3399999141693115,2.380000114440918,849100.0,,,,,
2024-07-02,2.369999885559082,2.400000095367432,2.3399999141693115,2.359999895095825,596700.0,,,,,
2024-07-03,2.369999885559082,2.440000057220459,2.359999895095825,2.369999885559082,698900.0,,,,,
2024-07-05,2.3499999046325684,2.4049999713897705,2.3499999046325684,2.369999885559082,750000.0,,,,,
2024-07-08,2.3399999141693115,2.414999961853028,2.3299999237060547,2.359999895095825,1067500.0,,,,,
2024-07-09,2.3499999046325684,2.380000114440918,2.309999942779541,2.3299999237060547,689600.0,,,,,
2024-07-10,2.150000095367432,2.369999885559082,2.119999885559082,2.369999885559082,1821400.0,,,,,
2024-07-11,2.2699999809265137,2.2850000858306885,2.130000114440918,2.220000028610229,1898500.0,,,,,
2024-07-12,2.400000095367432,2.4100000858306885,2.319999933242798,2.3299999237060547,803500.0,,,,,
2024-07-15,2.440000057220459,2.490000009536743,2.375,2.400000095367432,944700.0,,,,,
2024-07-16,2.539999961853028,2.559999942779541,2.4649999141693115,2.4800000190734863,956900.0,,,,,
2024-07-17,2.430000066757202,2.549999952316284,2.390000104904175,2.5,785700.0,,,,,
2024-07-18,2.390000104904175,2.4800000190734863,2.365000009536743,2.4100000858306885,597200.0,,,,,
2024-07-19,2.3499999046325684,2.400000095367432,2.3299999237060547,2.400000095367432,526000.0,,,,,
2024-07-22,2.4200000762939453,2.430000066757202,2.3499999046325684,2.369999885559082,594900.0,,,,,
2024-07-23,2.450000047683716,2.4800000190734863,2.390000104904175,2.390000104904175,595000.0,,,,,
2024-07-24,2.390000104904175,2.484999895095825,2.380000114440918,2.430000066757202,591900.0,,,,,
2024-07-25,2.430000066757202,2.509999990463257,2.369999885559082,2.4100000858306885,770900.0,,,,,
2024-07-26,2.4800000190734863,2.5,2.424999952316284,2.4800000190734863,574200.0,,,,,
2024-07-29,2.400000095367432,2.484999895095825,2.375,2.470000028610229,376600.0,,,,,
2024-07-30,1.9299999475479128,2.025000095367432,1.7999999523162842,1.850000023841858,7350400.0,,,,,
2024-07-31,1.840000033378601,1.924999952316284,1.8200000524520876,1.870000004768372,4159000.0,,,,,
2024-08-01,1.7699999809265137,1.870000004768372,1.75,1.850000023841858,3060100.0,,,,,
2024-08-02,1.7100000381469729,1.7699999809265137,1.649999976158142,1.690000057220459,1964900.0,,,,,
2024-08-05,1.6399999856948853,1.659999966621399,1.559999942779541,1.600000023841858,1985100.0,,,,,
2024-08-06,1.649999976158142,1.684999942779541,1.6299999952316284,1.6399999856948853,1245300.0,,,,,
2024-08-07,1.559999942779541,1.6699999570846558,1.4900000095367432,1.4900000095367432,2108000.0,,,,,
2024-08-08,1.5199999809265137,1.5750000476837158,1.4850000143051147,1.5199999809265137,1856600.0,,,,,
2024-08-09,1.4199999570846558,1.5499999523162842,1.3899999856948853,1.5299999713897705,2939100.0,,,,,
2024-08-12,1.3799999952316284,1.4600000381469729,1.350000023841858,1.4299999475479126,2805200.0,,,,,
2024-08-13,1.5299999713897705,1.5399999618530271,1.3700000047683716,1.3700000047683716,1817800.0,,,,,
2024-08-14,1.440000057220459,1.5199999809265137,1.4199999570846558,1.5199999809265137,1857800.0,,,,,
2024-08-15,1.590000033378601,1.6449999809265137,1.4199999570846558,1.4299999475479126,2224900.0,,,,,
2024-08-16,1.559999942779541,1.6100000143051147,1.5199999809265137,1.600000023841858,1288700.0,,,,,
2024-08-19,1.6699999570846558,1.7000000476837158,1.5299999713897705,1.5399999618530271,1958600.0,,,,,
2024-08-20,1.6699999570846558,1.7200000286102295,1.6050000190734863,1.6699999570846558,1582500.0,,,,,
2024-08-21,1.7200000286102295,1.7300000190734863,1.6749999523162842,1.690000057220459,1616000.0,,,,,
2024-08-22,1.6699999570846558,1.7400000095367432,1.6399999856948853,1.7100000381469729,1427600.0,,,,,
2024-08-23,1.690000057220459,1.7200000286102295,1.659999966621399,1.659999966621399,923500.0,,,,,
2024-08-26,1.7100000381469729,1.7450000047683716,1.6399999856948853,1.690000057220459,1545800.0,,,,,
2024-08-27,1.7200000286102295,1.7699999809265137,1.690000057220459,1.7100000381469729,1927800.0,,,,,
2024-08-28,1.690000057220459,1.7799999713897705,1.6799999475479126,1.690000057220459,1480700.0,,,,,
2024-08-29,1.7000000476837158,1.7699999809265137,1.690000057220459,1.690000057220459,1319800.0,,,,,
2024-08-30,1.7000000476837158,1.7300000190734863,1.649999976158142,1.7200000286102295,963500.0,,,,,
2024-09-03,1.6799999475479126,1.725000023841858,1.649999976158142,1.7100000381469729,1569900.0,,,,,
2024-09-04,1.6699999570846558,1.75,1.659999966621399,1.7100000381469729,2109100.0,,,,,
2024-09-05,1.6799999475479126,1.7100000381469729,1.649999976158142,1.6699999570846558,2208600.0,,,,,
