Date,Close,High,Low,Open,Volume,"('Close', 'HSY')","('High', 'HSY')","('Low', 'HSY')","('Open', 'HSY')","('Volume', 'HSY')"
2024-08-15,189.01910400390625,193.6710502773444,188.6826968095075,193.1904769515941,1140800.0,,,,,
2024-08-16,187.27691650390625,189.16429779126543,186.95751124468865,188.38030977719467,2330400.0,,,,,
2024-08-19,190.8387451171875,191.0420083829621,187.52856524740145,187.64470724566135,1330400.0,,,,,
2024-08-20,191.55499267578125,192.03893737067105,188.96104143138567,190.37416643874465,1198300.0,,,,,
2024-08-21,191.1291046142578,193.29718200116665,190.35479020687472,191.73887961000503,859100.0,,,,,
2024-08-22,189.28045654296875,191.90344342392123,188.49646845949897,191.90344342392123,600700.0,,,,,
2024-08-23,190.02572631835935,190.32576966720725,188.9126446550095,190.30640774407573,946200.0,,,,,
2024-08-26,190.1031494140625,192.5035108495709,189.4933744019153,189.99668099557363,881800.0,,,,,
2024-08-27,184.99270629882807,189.125583415583,184.9636707982473,187.40274145995892,1257500.0,,,,,
2024-08-28,185.4379119873047,186.90910789463084,183.23112551072492,184.86686083082552,1092200.0,,,,,
2024-08-29,185.5443878173828,186.231595762964,183.7150775132088,186.231595762964,1356700.0,,,,,
2024-08-30,186.8607177734375,186.9768597707985,185.05076939340384,185.78635999138947,1325900.0,,,,,
2024-09-03,191.00328063964844,191.45818981530903,185.2249800430245,186.4154945761717,1365000.0,,,,,
2024-09-04,192.3099365234375,193.26813752395148,190.66452758896983,191.19685491422456,1089500.0,,,,,
2024-09-05,191.7388916015625,193.05522174579275,190.82907322364775,192.88099397804615,1012700.0,,,,,
2024-09-06,193.38429260253903,195.17487901577323,191.4872230025989,191.73888368241444,1191000.0,,,,,
2024-09-09,196.7235107421875,196.9074120820302,191.64209164552585,193.18103217028383,1370800.0,,,,,
2024-09-10,196.31700134277344,199.162598434066,195.97823415806923,197.43006820311075,1173100.0,,,,,
2024-09-11,192.2421722412109,196.41377285236555,191.09038158602888,196.3750637777998,774400.0,,,,,
2024-09-12,192.0873260498047,192.5712707226645,190.1902564339136,191.6614523746769,699100.0,,,,,
2024-09-13,194.3812255859375,194.6231979304748,191.8550337182156,191.8840692180545,721700.0,,,,,
2024-09-16,194.36184692382807,197.43005421605517,193.897264197598,195.82336921100537,913000.0,,,,,
2024-09-17,192.8809967041016,195.79433845494816,192.71645727984975,194.2747597904933,801000.0,,,,,
2024-09-18,191.2839813232422,193.9069532509446,189.82245891940985,192.0292455061665,866800.0,,,,,
2024-09-19,189.24172973632807,191.9711700219419,188.87392705752157,191.196855588632,1141000.0,,,,,
2024-09-20,189.1546173095703,192.2325132643788,187.78021614141005,190.0934712038971,2956000.0,,,,,
2024-09-23,188.8739318847656,190.79034871035253,186.90911763670627,188.9126409614517,1052300.0,,,,,
2024-09-24,187.1317138671875,188.59323616340063,186.9671744583141,187.92539018285535,1079900.0,,,,,
2024-09-25,184.86688232421875,188.73844006922857,184.4603705332512,188.49646771016543,1076000.0,,,,,
2024-09-26,184.40228271484372,185.82508123789864,182.94076034733035,183.2214565287871,1779100.0,,,,,
2024-09-27,187.15109252929688,187.54793072262837,185.09917175413128,185.46695967852773,1112400.0,,,,,
2024-09-30,185.621826171875,188.6126008447007,185.118519553428,188.3899904201034,837700.0,,,,,
2024-10-01,185.65084838867188,186.93814295848887,184.67328549075927,185.67988388681053,966400.0,,,,,
2024-10-02,187.1994781494141,188.74809221024577,184.11190883542,185.07979816174696,1620300.0,,,,,
2024-10-03,184.8571929931641,187.2478808784797,184.0151192125876,186.4058070979032,1238000.0,,,,,
2024-10-04,185.67990112304688,186.038030248033,183.8989881507356,183.91835007423168,794200.0,,,,,
2024-10-07,181.50830078125,183.1633981788874,180.51137586548245,182.4471546951391,1192900.0,,,,,
2024-10-08,181.5566864013672,182.3600363357012,179.8435181132375,181.89543881324,977800.0,,,,,
2024-10-09,180.96627807617188,182.14710429811976,180.3468294653812,181.8180254543165,762600.0,,,,,
2024-10-10,181.5470123291016,183.25049226701827,180.56943463430792,181.28567806953285,756000.0,,,,,
2024-10-11,180.00807189941406,182.3503625457164,179.88225631642166,181.77931132703048,1157800.0,,,,,
2024-10-14,180.0274200439453,180.8017344817692,179.4079714474501,180.00805812157435,1203600.0,,,,,
2024-10-15,178.41104125976562,182.53424447235,177.96580567146052,179.4466751589502,1805700.0,,,,,
2024-10-16,178.87564086914062,180.3371633414798,177.46253059025668,178.41105808405197,1194300.0,,,,,
2024-10-17,177.99485778808594,178.9627472045928,177.42380657686377,178.9143645488238,925700.0,,,,,
2024-10-18,179.7176971435547,180.37586961695476,178.2077920388643,178.59495666110558,1052100.0,,,,,
2024-10-21,178.74012756347656,180.90820506150493,178.0916434600922,179.51444201054525,982100.0,,,,,
2024-10-22,177.57867431640625,178.7014295960106,177.3367019597064,178.09165453110433,1207300.0,,,,,
2024-10-23,176.13650512695312,177.1527919290814,173.50384483349433,174.71370655773754,2533800.0,,,,,
2024-10-24,176.34945678710938,177.37541725244776,175.62353969157888,176.13651992424806,1070400.0,,,,,
2024-10-25,175.43960571289062,177.20117129289767,175.20732173755314,176.34942399981134,751500.0,,,,,
2024-10-28,176.97857666015625,178.47879336392234,175.3815503433444,175.40091226595356,937300.0,,,,,
2024-10-29,174.2394561767578,177.54963619531088,174.17169682884776,175.93326264866428,1226500.0,,,,,
2024-10-30,171.8003692626953,174.5588599724695,171.10348771009595,174.1232979254797,2012400.0,,,,,
2024-10-31,171.8778076171875,174.01683499771949,171.3551390518159,172.07138255039814,1473600.0,,,,,
2024-11-01,173.5038299560547,173.67805770919253,171.64548427922315,172.14879084862085,1360200.0,,,,,
2024-11-04,173.25218200683594,174.61690944313807,172.03264682456805,173.5231898251177,1689600.0,,,,,
2024-11-05,174.32655334472656,174.44269534198716,172.54564046557266,172.8263218818923,1308400.0,,,,,
2024-11-06,171.14219665527344,175.6622380075166,170.9486069762139,175.64287608584684,2859800.0,,,,,
2024-11-07,167.2996826171875,173.04893303842775,166.15756548691013,169.38063884402914,3331000.0,,,,,
2024-11-08,170.02911376953125,170.18397960406136,166.52535918399593,166.96090642089538,3115000.0,,,,,
2024-11-11,172.77793884277344,175.73000459238446,169.33225479489465,169.38065222072188,2159200.0,,,,,
2024-11-12,175.6719207763672,175.79775112057644,172.28430797902678,173.2425237727639,2514700.0,,,,,
2024-11-13,178.52719116210938,178.96273842440476,174.239448346381,175.67192047726218,2220500.0,,,,,
2024-11-14,173.19412231445312,178.8078834872757,172.6521066425206,178.09164005289668,2257700.0,,,,,
2024-11-15,165.43165588378906,172.33271209054885,165.102577029505,171.83907904030244,3650700.0,,,,,
2024-11-18,165.86097717285156,167.6172435684839,164.99259571700023,166.79765059876806,1641000.0,,,,,
2024-11-19,166.1049041748047,166.70983971408023,164.07542524104943,165.12919400789286,1678200.0,,,,,
2024-11-20,169.7735595703125,170.22239277283822,165.2462652439637,166.10489490714951,1446900.0,,,,,
2024-11-21,170.7004852294922,171.39324597649113,169.00275912212757,169.77356357839062,1225200.0,,,,,
2024-11-22,170.5638885498047,172.12503074150098,168.7978555644434,171.666445780996,1458400.0,,,,,
2024-11-25,171.27615356445312,173.07147155947882,171.012722542834,171.23713170915394,2088200.0,,,,,
2024-11-26,169.080810546875,171.2956768242302,168.10510036684346,170.95418719411265,1307500.0,,,,,
2024-11-27,169.8613739013672,171.48105629931453,169.4515774310712,170.14433817800463,1060500.0,,,,,
2024-11-29,171.85182189941406,172.19331149600148,169.2076410203663,169.70524780358738,1525200.0,,,,,
2024-12-02,173.50079345703125,174.2423278430838,169.90042046708385,171.85184085073828,2377700.0,,,,,
2024-12-03,175.12046813964844,177.40364139581916,171.93965814544475,173.032448840257,3986600.0,,,,,
2024-12-04,173.549560546875,180.50637871788769,170.1150715199309,174.10572248167176,4591600.0,,,,,
2024-12-05,170.26141357421875,173.02267496202964,168.84663689750803,172.97388647907655,1953400.0,,,,,
2024-12-06,170.45654296875,172.72019743387096,169.55889150821528,171.1395370269662,2332100.0,,,,,
2024-12-09,188.94625854492188,202.97697481707172,169.3930343155206,169.822349149885,14377100.0,,,,,
2024-12-10,182.6431884765625,192.0392821455729,181.43330251018548,188.8877275878344,5012400.0,,,,,
2024-12-11,172.70069885253906,178.75986551561152,170.04676601810297,174.31061466624118,6250600.0,,,,,
2024-12-12,179.4818878173828,180.03804977616394,171.48106717707918,171.60791426693933,3761500.0,,,,,
2024-12-13,178.65252685546875,179.95020819844353,177.2767720290659,178.9354762361993,1985600.0,,,,,
2024-12-16,173.8715362548828,179.55017616400974,172.94461464064565,177.6768145649181,2241300.0,,,,,
2024-12-17,173.31539916992188,177.14993292331144,172.45676947142724,173.5202899646001,1834500.0,,,,,
2024-12-18,168.27096557617188,171.23711764440972,167.69528531866644,171.23711764440972,1837800.0,,,,,
2024-12-19,164.8364715576172,168.2514570087495,164.70962447665124,167.4220974439268,1930000.0,,,,,
2024-12-20,166.12440490722656,167.8611677845119,164.49497074205007,165.0999211594617,2535400.0,,,,,
2024-12-23,164.89501953125,166.0756353934753,162.64113140970292,165.1877355613035,1172900.0,,,,,
2024-12-24,166.3488311767578,166.3488311767578,163.88028565353338,164.89501767304057,429600.0,,,,,
2024-12-26,166.04635620117188,168.08560185273336,164.89502530100648,165.480457381598,992500.0,,,,,
2024-12-27,167.5879669189453,167.93922316200485,165.39261912186197,165.4511742358345,1066200.0,,,,,
2024-12-30,164.57302856445312,167.6855463127748,163.45096785164336,167.45137051796303,1771500.0,,,,,
2024-12-31,165.23651123046875,165.7731398744261,163.4216898506976,164.67059758643748,869900.0,,,,,
2025-01-02,164.6901092529297,167.11963288004674,163.5582967967783,167.04157428166468,864500.0,,,,,
2025-01-03,164.9242706298828,166.26098865094644,163.8705019760819,164.9242706298828,932600.0,,,,,
2025-01-06,162.68991088867188,164.78768169295898,161.75322262199202,164.34861511626573,1387600.0,,,,,
2025-01-07,161.4995574951172,164.89502484392975,161.36295866177863,162.6508883920912,1302900.0,,,,,
2025-01-08,158.2797088623047,161.382460132921,155.986783951134,160.992182010582,2833500.0,,,,,
2025-01-10,154.3573455810547,158.94318039246164,152.30836316139914,158.26018625257646,3027800.0,,,,,
2025-01-13,153.45968627929688,155.6355156753317,153.0889116699784,155.30377780812827,2731200.0,,,,,
2025-01-14,151.53753662109375,153.4499350104388,150.70819195053093,152.80596275695123,2179800.0,,,,,
2025-01-15,148.0640106201172,152.28883722373106,146.65898566606532,151.5375362631038,3584600.0,,,,,
2025-01-16,150.2788848876953,151.25459505987433,146.8931693991817,147.3322359990311,1973300.0,,,,,
2025-01-17,149.15679931640625,151.44972402347975,148.42501673604082,149.74223133596047,1937300.0,,,,,
2025-01-21,149.83981323242188,151.4302106354696,148.5030802176906,149.28365130672938,1743900.0,,,,,
2025-01-22,147.44931030273438,149.8788338898173,146.7663161883401,149.86908214823848,1563200.0,,,,,
2025-01-23,146.2491912841797,147.8200851943121,145.12713058615157,146.86389343236567,1837900.0,,,,,
2025-01-24,147.0492706298828,147.87861525327216,144.01481172843145,145.75157445523985,1501400.0,,,,,
2025-01-27,149.9861602783203,151.81073343170894,148.79579274530548,149.55684544501597,2309400.0,,,,,
2025-01-28,146.09307861328125,150.51304446291738,145.67353038928772,149.99591926731088,1538800.0,,,,,
2025-01-29,145.605224609375,146.8931691810535,144.9319822094663,146.64924163837097,1217000.0,,,,,
2025-01-30,148.4445343017578,148.51284115520238,145.5759442201788,146.59069106348187,1669700.0,,,,,
2025-01-31,145.62474060058594,147.96643901679047,144.07336502764656,146.35652321666927,1974900.0,,,,,
2025-02-03,144.2001953125,145.3612927634005,142.92201740878775,144.4051009930758,1766100.0,,,,,
2025-02-04,141.22430419921875,143.95628093558133,140.45348477933626,143.9465291930074,2189600.0,,,,,
2025-02-05,142.3756103515625,142.7756550498335,136.7262556476913,137.57511863677274,3897800.0,,,,,
2025-02-06,148.63967895507812,152.88402401364743,146.8541276146944,151.4789990318271,4131300.0,,,,,
2025-02-07,151.16676330566406,152.75717558189024,149.82029345011082,150.31790025671148,2394800.0,,,,,
2025-02-10,150.7179412841797,152.04490762403586,149.28364623712358,151.68389964897912,1614700.0,,,,,
2025-02-11,154.41587829589844,155.5379538672596,149.76175174102792,150.06421949624934,1891000.0,,,,,
2025-02-12,154.24026489257812,154.48419243418047,152.03516527622887,152.57179395722954,1382800.0,,,,,
2025-02-13,156.9039306640625,157.17712828684594,153.66458104185003,153.91826029496212,1632500.0,,,,,
2025-02-14,155.36875915527344,158.32104103423455,155.24082213537216,157.455033544593,1450500.0,,,,,
2025-02-18,160.39747619628906,161.19458988268036,151.79648978118024,153.5088186373376,2976800.0,,,,,
2025-02-19,161.29299926757812,161.51935169729686,158.31119567337814,160.6041364764578,1391900.0,,,,,
2025-02-20,163.4580078125,164.146870560423,160.40731062245015,161.09617337037318,1526900.0,,,,,
2025-02-21,170.11048889160156,172.50183009616364,163.8024427681013,163.8614860053375,4115400.0,,,,,
2025-02-24,175.01126098632812,176.15281354950295,168.7032152883215,169.7069953018774,3230800.0,,,,,
2025-02-25,175.80838012695312,179.0263715839396,174.19446663154966,175.01126642111294,2733400.0,,,,,
2025-02-26,168.56546020507812,174.92271426154772,167.67978158233905,174.70621237313003,3221200.0,,,,,
2025-02-27,169.5987548828125,169.74637799117974,166.86297478786523,168.02421350614043,1464500.0,,,,,
2025-02-28,169.96287536621094,172.9643499477251,168.69338574187697,171.0256836346587,2540800.0,,,,,
2025-03-03,175.6607666015625,176.27090003335175,170.2482499835872,170.2482499835872,1790500.0,,,,,
2025-03-04,173.5745086669922,181.31932382665295,173.45640717323778,178.07181054594406,2605200.0,,,,,
2025-03-05,174.2141571044922,175.7591918699143,172.29517683540303,173.52529431765026,1186100.0,,,,,
2025-03-06,177.14675903320312,177.41246862295458,173.22023350593958,175.72967625872252,1015500.0,,,,,
2025-03-07,182.11642456054688,186.4661180313772,176.7629510530382,176.920409689396,2806400.0,,,,,
2025-03-10,183.395751953125,190.3139313271118,182.75609688218552,183.94684217105728,2902500.0,,,,,
2025-03-11,176.68423461914062,183.52370010489457,176.36933233954358,183.03165309245665,2256800.0,,,,,
2025-03-12,168.2210235595703,174.19446607543233,167.93562790278423,174.19446607543233,2591500.0,,,,,
2025-03-13,169.2051239013672,171.45869254282073,167.87659100169594,167.87659100169594,1543300.0,,,,,
2025-03-14,167.51248168945312,172.21644980277955,167.38454466445313,168.86068566276268,1357400.0,,,,,
2025-03-17,167.7781982421875,169.43146902124175,166.16428461764642,167.29598675692165,997800.0,,,,,
2025-03-18,166.72518920898438,168.96892213297753,166.08553417092932,168.04387145068392,991900.0,,,,,
2025-03-19,164.68814086914062,165.869050694339,163.01516901601954,165.1014585571559,1705100.0,,,,,
2025-03-20,161.85394287109375,165.11129163850322,161.19460168695468,164.589723014989,1696600.0,,,,,
2025-03-21,164.5208282470703,165.1900199776086,161.6472755596595,161.6472755596595,3047100.0,,,,,
2025-03-24,165.33763122558594,166.0560306732047,161.89330214868684,164.19609357232252,1475300.0,,,,,
2025-03-25,162.6018524169922,164.87510722434234,161.81457418955964,164.87510722434234,1409400.0,,,,,
2025-03-26,165.8395233154297,167.00074701532276,162.46407312307386,162.46407312307386,1123000.0,,,,,
2025-03-27,167.90611267089844,168.82132789487932,165.33762674255337,167.09916340312526,754900.0,,,,,
2025-03-28,167.158203125,170.7895122938211,166.53821911586007,169.26416362998555,1075200.0,,,,,
2025-03-31,168.30958557128906,170.02191443485953,166.6563149577026,168.03404046902466,1759500.0,,,,,
2025-04-01,166.92201232910156,169.46097654234117,165.83951798509165,168.959094029616,950900.0,,,,,
2025-04-02,161.3422088623047,168.5260980907015,160.83047577600783,167.266458967573,1644900.0,,,,,
2025-04-03,164.1763916015625,164.81604664751708,159.68892569815748,161.04696510613638,3022000.0,,,,,
2025-04-04,159.65940856933594,168.85084249966957,158.65562853133434,165.32778434095042,2504500.0,,,,,
2025-04-07,160.01368713378906,162.38534221306043,154.56179807628624,158.14389956238082,2376800.0,,,,,
2025-04-08,156.56935119628906,163.39895049741017,154.89637949252008,161.6177428761389,1853300.0,,,,,
2025-04-09,161.5488739013672,163.73356377261277,154.57165107729497,155.94937666452972,1830900.0,,,,,
2025-04-10,161.47998046875,163.78275681936577,158.3308826795212,161.0273056388423,1491600.0,,,,,
2025-04-11,163.01515197753906,164.24526937856513,160.06287021507654,161.94249320770393,1233900.0,,,,,
2025-04-14,167.59121704101562,168.53593890491732,162.94629199792973,163.35960969039712,1637600.0,,,,,
2025-04-15,165.27857971191406,168.77211631821905,164.06814832999493,167.59120655419432,1252200.0,,,,,
2025-04-16,161.6177520751953,166.81376715081797,161.0174541395303,165.97729626740448,1024400.0,,,,,
2025-04-17,163.94021606445312,164.48147076835744,160.18098478803944,163.2218316480435,1120500.0,,,,,
2025-04-21,163.82212829589844,164.02877962552293,162.09996380730848,163.72371289011735,743300.0,,,,,
2025-04-22,164.77670288085938,166.23315780624068,163.10374607272212,164.1960910207788,1002500.0,,,,,
2025-04-23,163.95005798339844,165.97728911667497,162.34598004066245,164.36337564023407,911200.0,,,,,
2025-04-24,161.38157653808594,163.59578798419648,161.09618087602556,163.3103923221361,760800.0,,,,,
2025-04-25,160.682861328125,161.7358490778978,158.9311752725378,160.9190492854032,981800.0,,,,,
2025-04-28,160.4663543701172,161.8047227201218,158.6949822868638,160.95840133679417,1298000.0,,,,,
2025-04-29,162.44439697265625,163.08405203938756,158.2127899469692,160.47620905522805,1208600.0,,,,,
2025-04-30,164.5306854248047,165.4754072969233,162.4050386884127,162.84787800447353,3463500.0,,,,,
2025-05-01,164.4716339111328,164.7963867308631,158.43913292684618,163.66466962887887,2618200.0,,,,,
2025-05-02,160.7517547607422,164.92430355092876,158.36039862380295,164.08783269255747,2230800.0,,,,,
2025-05-05,164.00909423828125,164.068137470162,159.3051265614174,160.65333040963247,1820400.0,,,,,
2025-05-06,167.30581665039062,167.3845459728458,162.7691426794809,163.63515021040496,1539400.0,,,,,
2025-05-07,165.9871368408203,167.31566977656945,163.8516546156277,167.31566977656945,2195300.0,,,,,
2025-05-08,167.4140625,167.60104275813384,164.56019597419146,165.7115841249245,1750000.0,,,,,
2025-05-09,168.18165588378906,168.41784384577335,165.68206377113944,166.31188332034833,1228300.0,,,,,
2025-05-12,164.9144744873047,168.72291346597726,163.7434002235571,168.3686390249787,2300400.0,,,,,
2025-05-13,160.70254516601562,164.96367377483415,158.66546348017627,164.3928974814504,2246100.0,,,,,
2025-05-14,159.14767456054688,161.05681922330405,158.26199601328602,160.50572901469,1461400.0,,,,,
2025-05-15,161.08633422851562,161.78503249430034,158.81307970324988,160.40730702931546,1231200.0,,,,,
2025-05-16,157.28546142578125,161.08635475898896,154.6655263650651,161.08635475898896,2012400.0,,,,,
2025-05-19,155.36019897460938,157.60301717594453,155.0624759921405,157.09689870572134,1785800.0,,,,,
2025-05-20,154.51666259765625,156.70987305647654,154.3777272162935,155.31058555236672,1679400.0,,,,,
2025-05-21,150.14016723632812,154.81437721112007,150.0310026466844,154.81437721112007,1814200.0,,,,,
2025-05-22,152.69064331054688,153.00820339199043,148.8996685707046,149.80275607903187,2865700.0,,,,,
2025-05-23,154.16932678222656,154.68536381487738,151.05319177753185,153.931145360589,1907600.0,,,,,
2025-05-27,157.0274200439453,158.57556134783968,154.49679746204745,154.89376647767392,2737900.0,,,,,
2025-05-28,154.7151336669922,157.79157932094373,154.48688593689496,155.91594417246418,1248400.0,,,,,
2025-05-29,160.0939483642578,161.33444815578787,153.19675740909486,153.41508658382972,2388000.0,,,,,
2025-05-30,159.46873474121094,160.75885757818784,158.6152702622404,159.5778993307125,2073000.0,,,,,
2025-06-02,160.22296142578125,160.28250299715265,156.5709370486741,158.56565540372026,1063700.0,,,,,
2025-06-03,161.840576171875,161.92988852786004,157.46408901476025,159.558053392171,1068800.0,,,,,
2025-06-04,160.2527313232422,162.3764664997025,159.9947128011226,162.18790809619094,1114200.0,,,,,
2025-06-05,161.5428466796875,162.25737578447593,159.3992593653222,159.47865317061203,1403800.0,,,,,
2025-06-06,160.5206756591797,162.60472140029086,159.6473589459034,161.54284629275537,1112200.0,,,,,
2025-06-09,165.64146423339844,166.17735349484926,160.16341276731598,160.22295433605274,1677300.0,,,,,
2025-06-10,167.25906372070312,168.45987419963555,165.0757870836459,166.01856391069109,1433900.0,,,,,
2025-06-11,166.77279663085938,167.96367341379647,166.3559905139724,167.25906286248426,1022000.0,,,,,
2025-06-12,170.81185913085938,171.1889759235238,166.22697662139265,166.77279957319112,2227600.0,,,,,
2025-06-13,167.83465576171875,172.87604875604313,167.49724345106574,170.95079064741623,1834400.0,,,,,
2025-06-16,169.1148681640625,170.00802200410467,167.4277913868603,168.77745583718615,1554000.0,,,,,
2025-06-17,167.58656311035156,170.04772571881986,167.2094614525734,168.31102592653528,1262500.0,,,,,
2025-06-18,168.43011474609375,169.58130228150333,166.1376733658277,167.66596257173143,1787100.0,,,,,
2025-06-20,170.14695739746094,172.50887397144544,168.70798059156755,168.70798059156755,4188700.0,,,,,
2025-06-23,171.81419372558594,172.0126706703135,168.529352590461,170.45459561142064,1354500.0,,,,,
2025-06-24,170.74240112304688,171.83403189730197,169.30342433622587,171.5263903596226,1697600.0,,,,,
2025-06-25,166.26666259765625,169.4522727481787,165.89947950241086,168.6881206310817,2234500.0,,,,,
2025-06-26,165.73077392578125,167.65603204573432,164.86739090731936,166.95142149374803,1980200.0,,,,,
2025-06-27,165.72085571289062,167.57663857896117,165.21472210009327,165.8498573957359,2471500.0,,,,,
2025-06-30,164.68875122070312,166.22697400875109,163.54749745627848,165.3735095364859,2050400.0,,,,,
2025-07-01,174.47381591796875,176.70671558958497,164.66890051423607,164.6887527513067,2869300.0,,,,,
2025-07-02,175.7341766357422,176.53801813429965,173.08447071194058,174.0967077101429,1071500.0,,,,,
2025-07-03,175.12879943847656,176.2005930734039,173.68982271167573,175.8730993119411,733800.0,,,,,
2025-07-07,174.21580505371094,175.50592794916594,173.12415910921348,175.2776650698851,1548900.0,,,,,
2025-07-08,168.6385040283203,173.3722556871654,167.89420411969527,172.3203142391599,1919100.0,,,,,
2025-07-09,160.7191619873047,168.16216129338073,160.2725850575043,168.16216129338073,3522800.0,,,,,
2025-07-10,163.3887176513672,164.22232992656512,158.85345801813355,159.78630119686235,2135200.0,,,,,
2025-07-11,163.50779724121094,164.1131617680363,161.35429133898182,162.60472486743893,1080600.0,,,,,
2025-07-14,163.6566619873047,165.0857201862056,162.22760378840377,164.56966802708695,1050100.0,,,,,
