Date,Close,High,Low,Open,Volume,"('Close', 'VRA')","('High', 'VRA')","('Low', 'VRA')","('Open', 'VRA')","('Volume', 'VRA')"
2024-06-03,8.15999984741211,8.319999694824219,8.069999694824219,8.239999771118164,284300.0,,,,,
2024-06-04,7.940000057220459,8.140000343322754,7.900000095367432,8.140000343322754,303100.0,,,,,
2024-06-05,8.0,8.069999694824219,7.960000038146973,7.960000038146973,228500.0,,,,,
2024-06-06,7.909999847412109,8.0,7.849999904632568,8.0,287300.0,,,,,
2024-06-07,7.809999942779541,8.039999961853027,7.670000076293945,7.889999866485596,377300.0,,,,,
2024-06-10,7.900000095367432,8.0,7.730000019073486,7.769999980926514,336400.0,,,,,
2024-06-11,7.75,7.869999885559082,7.630000114440918,7.869999885559082,713800.0,,,,,
2024-06-12,6.420000076293945,7.130000114440918,6.230000019073486,6.510000228881836,1833200.0,,,,,
2024-06-13,6.21999979019165,6.579999923706055,6.130000114440918,6.309999942779541,732000.0,,,,,
2024-06-14,6.159999847412109,6.309999942779541,6.010000228881836,6.150000095367432,696200.0,,,,,
2024-06-17,6.0,6.25,5.889999866485596,6.139999866485596,1041700.0,,,,,
2024-06-18,6.019999980926514,6.199999809265137,5.909999847412109,6.010000228881836,696900.0,,,,,
2024-06-20,5.920000076293945,6.110000133514404,5.789999961853027,6.0,500200.0,,,,,
2024-06-21,5.840000152587891,5.960000038146973,5.730000019073486,5.960000038146973,472600.0,,,,,
2024-06-24,5.920000076293945,5.940000057220459,5.659999847412109,5.840000152587891,559700.0,,,,,
2024-06-25,5.980000019073486,6.159999847412109,5.869999885559082,5.900000095367432,495300.0,,,,,
2024-06-26,6.099999904632568,6.119999885559082,5.880000114440918,5.949999809265137,467100.0,,,,,
2024-06-27,6.110000133514404,6.340000152587891,6.050000190734863,6.170000076293945,528900.0,,,,,
2024-06-28,6.260000228881836,6.269999980926514,6.039999961853027,6.119999885559082,637000.0,,,,,
2024-07-01,5.960000038146973,6.25,5.949999809265137,6.210000038146973,571200.0,,,,,
2024-07-02,5.760000228881836,5.96999979019165,5.760000228881836,5.96999979019165,420300.0,,,,,
2024-07-03,5.800000190734863,5.880000114440918,5.769999980926514,5.789999961853027,192700.0,,,,,
2024-07-05,5.789999961853027,5.849999904632568,5.630000114440918,5.769999980926514,583900.0,,,,,
2024-07-08,5.949999809265137,5.989999771118164,5.800000190734863,5.800000190734863,261500.0,,,,,
2024-07-09,5.980000019073486,6.0,5.880000114440918,5.940000057220459,366400.0,,,,,
2024-07-10,6.090000152587891,6.170000076293945,6.0,6.0,458000.0,,,,,
2024-07-11,6.489999771118164,6.519999980926514,6.130000114440918,6.130000114440918,713500.0,,,,,
2024-07-12,6.489999771118164,6.699999809265137,6.409999847412109,6.539999961853027,441900.0,,,,,
