Date,Close,High,Low,Open,Volume,"('Close', 'TV')","('High', 'TV')","('Low', 'TV')","('Open', 'TV')","('Volume', 'TV')"
2024-06-03,2.89144229888916,3.177723671820715,2.815100660111687,3.139552852431978,4034600.0,,,,,
2024-06-04,2.86281418800354,2.9964122835507587,2.853271483144169,2.86281418800354,986400.0,,,,,
2024-06-05,2.9009850025177,2.9964122784654847,2.8723568879881736,2.8914422976745247,991800.0,,,,,
2024-06-06,2.86281418800354,2.958241236597246,2.8055579588473165,2.881899597722281,2438600.0,,,,,
2024-06-07,2.7196733951568604,2.86281419596134,2.633789051183791,2.853271491075443,2709500.0,,,,,
2024-06-10,2.7196733951568604,2.767387147102374,2.6910452804991705,2.7578444422164776,1220600.0,,,,,
2024-06-11,2.7101306915283203,2.738758806199292,2.6433317572960533,2.719673396418644,897600.0,,,,,
2024-06-12,2.61470365524292,2.7673871617409413,2.5669901305610483,2.719673409543037,2306200.0,,,,,
2024-06-13,2.5192766189575195,2.652874488760308,2.509733913971606,2.614703668816654,1230400.0,,,,,
2024-06-14,2.5383620262146,2.662417190898799,2.519276616263184,2.528819321238892,1249500.0,,,,,
2024-06-17,2.55744743347168,2.576532843402988,2.5001909761617216,2.528819318574717,816900.0,,,,,
2024-06-18,2.67195987701416,2.738758811372606,2.576532827930667,2.586075532839016,2152600.0,,,,,
2024-06-20,2.7578444480896,2.7673871529958185,2.6242463518865056,2.6719598764176,1343500.0,,,,,
2024-06-21,2.6337890625,2.767387158992594,2.614703652646205,2.767387158992594,2022900.0,,,,,
2024-06-24,2.6815025806427,2.70058799045029,2.6242463512199308,2.671959875738905,1080900.0,,,,,
2024-06-25,2.56699013710022,2.700588006549789,2.5574474321395364,2.691045301589105,1415700.0,,,,,
2024-06-26,2.6337890625,2.643331767426897,2.538362013231027,2.5479047181579246,1543500.0,,,,,
2024-06-27,2.59561824798584,2.662417182607775,2.586075543039849,2.662417182607775,1596700.0,,,,,
2024-06-28,2.64333176612854,2.7005879956618006,2.595618241517489,2.63378906120633,2694600.0,,,,,
2024-07-01,2.59561824798584,2.652874477661784,2.586075543039849,2.633789067769803,879900.0,,,,,
2024-07-02,2.5001909732818604,2.605160955299179,2.5001909732818604,2.576532840435192,767500.0,,,,,
2024-07-03,2.5860755443573,2.6051609542590044,2.519276609701335,2.528819314652187,364600.0,,,,,
2024-07-05,2.5192766189575195,2.5956182588448278,2.5001909814696592,2.5956182588448278,1000700.0,,,,,
2024-07-08,2.57653284072876,2.5956182506402588,2.519276610994262,2.5288193159500114,803200.0,,,,,
2024-07-09,2.5383620262146,2.586075551093138,2.519276616263184,2.57653284611743,1220400.0,,,,,
2024-07-10,2.4811055660247803,2.5669901382245826,2.471562861059917,2.538362023329993,1046000.0,,,,,
2024-07-11,2.45247745513916,2.547904732459817,2.442934750158698,2.547904732459817,976000.0,,,,,
2024-07-12,2.5001909732818604,2.5192766107072178,2.462020153463211,2.5001909732818604,1047400.0,,,,,
2024-07-15,2.44293475151062,2.5192766189126,2.44293475151062,2.50019098142508,578900.0,,,,,
2024-07-16,2.4906482696533203,2.519276612048583,2.442934744854604,2.442934744854604,618100.0,,,,,
2024-07-17,2.3665931224823,2.5097339254411946,2.347507712423252,2.490648287866112,1069400.0,,,,,
2024-07-18,2.3188796043396,2.4429347700981605,2.3188796043396,2.414306654923108,1581500.0,,,,,
2024-07-19,2.2997941970825195,2.337965017363385,2.252080444215402,2.3188796072229527,459200.0,,,,,
2024-07-22,2.2997941970825195,2.347507722433602,2.2616231492856187,2.2997941970825195,1478300.0,,,,,
2024-07-23,2.22345232963562,2.309336902807972,2.213909624562696,2.290251492662124,1141600.0,,,,,
2024-07-24,2.16619610786438,2.271166091602533,2.1089398771977703,2.213909633419888,2523600.0,,,,,
2024-07-25,2.12802529335022,2.185281524176387,2.12802529335022,2.185281524176387,895000.0,,,,,
2024-07-26,2.12802529335022,2.175738819038693,2.12802529335022,2.147110703625609,902900.0,,,,,
2024-07-29,2.11848258972168,2.1852815257331275,2.0993971794326947,2.1661961154441425,650800.0,,,,,
2024-07-30,2.0707690715789795,2.128025302655513,2.0707690715789795,2.118482597476091,1374300.0,,,,,
2024-07-31,2.0803117752075195,2.1280253010690604,2.0803117752075195,2.099397185552136,1284500.0,,,,,
2024-08-01,2.00396990776062,2.099397187068673,2.00396990776062,2.0803117767102703,1058500.0,,,,,
2024-08-02,1.9276281595230105,2.0325981381941984,1.9180854548725408,2.003969796726765,1504800.0,,,,,
2024-08-05,1.86082923412323,1.9180854622461536,1.7940301875551392,1.841743710990909,1895000.0,,,,,
2024-08-06,1.87991464138031,1.90854275540953,1.87991464138031,1.8894573460567168,938600.0,,,,,
2024-08-07,1.88945734500885,1.9467135730355365,1.8703719356666213,1.937170868364422,1327600.0,,,,,
2024-08-08,1.9848843812942505,1.9848843812942505,1.8799146304633536,1.8799146304633536,1064200.0,,,,,
2024-08-09,1.9848843812942505,2.032598131915228,1.946713562810288,2.003969790536232,939900.0,,,,,
2024-08-12,1.9276281595230105,2.003969796726765,1.9180854548725408,2.003969796726765,652400.0,,,,,
2024-08-13,1.9371708631515503,1.9753416817332912,1.927628158506115,1.9562562724424208,411500.0,,,,,
2024-08-14,1.87037193775177,1.9657989845692987,1.8512865283882645,1.9562562798875456,1355700.0,,,,,
2024-08-15,1.89900004863739,1.927628162635016,1.860829229973889,1.87991463930564,1375600.0,,,,,
2024-08-16,1.86082923412323,1.9276281669333075,1.86082923412323,1.9276281669333075,1141000.0,,,,,
2024-08-19,1.9276281595230105,1.9276281595230105,1.870371931620194,1.8990000455716023,1673800.0,,,,,
2024-08-20,1.9848843812942505,1.994427085915241,1.889457335084344,1.8990000397053348,1391300.0,,,,,
2024-08-21,1.9276281595230105,2.003969796726765,1.9085427502220715,2.003969796726765,814200.0,,,,,
