Date,Close,High,Low,Open,Volume,"('Close', 'AEHL')","('High', 'AEHL')","('Low', 'AEHL')","('Open', 'AEHL')","('Volume', 'AEHL')"
2024-06-03,59.20000076293945,60.0,56.0,59.20000076293945,418.0,,,,,
2024-06-04,66.0,66.0,56.400001525878906,57.20000076293945,3985.0,,,,,
2024-06-05,68.80000305175781,72.0,62.0,64.0,4765.0,,,,,
2024-06-06,71.19999694824219,71.5999984741211,68.0,68.80000305175781,755.0,,,,,
2024-06-07,71.19999694824219,74.0,65.5999984741211,68.4000015258789,3588.0,,,,,
2024-06-10,71.5999984741211,72.0,67.19999694824219,70.80000305175781,508.0,,,,,
2024-06-11,68.80000305175781,71.19999694824219,66.0,69.5999984741211,3570.0,,,,,
2024-06-12,73.19999694824219,76.0,66.80000305175781,66.80000305175781,4308.0,,,,,
2024-06-13,79.5999984741211,80.4000015258789,70.80000305175781,72.0,3355.0,,,,,
2024-06-14,78.80000305175781,79.5999984741211,74.4000015258789,77.19999694824219,2380.0,,,,,
2024-06-17,81.5999984741211,84.0,74.80000305175781,77.19999694824219,1128.0,,,,,
2024-06-18,80.4000015258789,81.5999984741211,78.0,80.0,290.0,,,,,
2024-06-20,79.19999694824219,82.4000015258789,76.0,81.5999984741211,4345.0,,,,,
2024-06-21,91.1999969482422,97.5999984741211,76.4000015258789,79.5999984741211,11338.0,,,,,
2024-06-24,102.4000015258789,104.0,88.0,88.0,4873.0,,,,,
2024-06-25,88.80000305175781,106.4000015258789,82.0,105.5999984741211,4505.0,,,,,
2024-06-26,92.8000030517578,97.5999984741211,81.5999984741211,88.80000305175781,8620.0,,,,,
2024-06-27,102.8000030517578,104.4000015258789,91.5999984741211,94.4000015258789,3408.0,,,,,
2024-06-28,111.5999984741211,111.5999984741211,96.0,102.0,3030.0,,,,,
2024-07-01,97.1999969482422,109.5999984741211,96.0,104.8000030517578,730.0,,,,,
2024-07-02,106.0,111.5999984741211,94.8000030517578,96.4000015258789,6710.0,,,,,
2024-07-03,115.1999969482422,128.0,97.5999984741211,104.0,14555.0,,,,,
2024-07-05,124.8000030517578,132.0,108.0,115.1999969482422,10470.0,,,,,
2024-07-08,150.39999389648438,160.0,124.8000030517578,126.0,26695.0,,,,,
2024-07-09,144.8000030517578,190.0,96.4000015258789,158.0,64933.0,,,,,
2024-07-10,218.3999938964844,229.6000061035156,142.0,142.0,47328.0,,,,,
2024-07-11,238.3999938964844,256.3999938964844,212.3999938964844,227.6000061035156,45388.0,,,,,
2024-07-12,202.0,255.6000061035156,180.0,222.3999938964844,24428.0,,,,,
2024-07-15,206.8000030517578,223.6000061035156,196.0,204.3999938964844,4000.0,,,,,
2024-07-16,162.39999389648438,231.1999969482422,161.60000610351562,206.0,12223.0,,,,,
2024-07-17,145.60000610351562,172.0,134.39999389648438,163.60000610351562,14003.0,,,,,
2024-07-18,144.39999389648438,153.60000610351562,133.1999969482422,146.39999389648438,3340.0,,,,,
2024-07-19,149.1999969482422,168.0,138.8000030517578,146.0,14560.0,,,,,
2024-07-22,153.1999969482422,178.39999389648438,140.0,167.1999969482422,15288.0,,,,,
2024-07-23,148.8000030517578,155.60000610351562,140.8000030517578,148.39999389648438,13843.0,,,,,
2024-07-24,159.60000610351562,175.1999969482422,146.0,154.8000030517578,16045.0,,,,,
2024-07-25,166.0,178.8000030517578,149.60000610351562,160.0,23425.0,,,,,
2024-07-26,166.39999389648438,176.0,141.1999969482422,162.8000030517578,21088.0,,,,,
2024-07-29,157.1999969482422,193.1999969482422,152.0,163.1999969482422,29608.0,,,,,
2024-07-30,157.1999969482422,164.0,130.0,157.60000610351562,17228.0,,,,,
2024-07-31,165.60000610351562,179.1999969482422,115.5999984741211,156.0,38720.0,,,,,
2024-08-01,166.39999389648438,174.0,152.39999389648438,163.60000610351562,13308.0,,,,,
2024-08-02,170.0,172.8000030517578,160.39999389648438,165.60000610351562,6718.0,,,,,
2024-08-05,152.39999389648438,167.60000610351562,151.1999969482422,164.0,14023.0,,,,,
2024-08-06,140.8000030517578,155.1999969482422,140.0,152.0,12500.0,,,,,
2024-08-07,102.4000015258789,148.39999389648438,98.0,142.0,9050.0,,,,,
2024-08-08,120.0,126.0,99.1999969482422,101.5999984741211,1945.0,,,,,
2024-08-09,118.4000015258789,120.4000015258789,108.0,109.5999984741211,1413.0,,,,,
2024-08-12,113.1999969482422,119.5999984741211,108.8000030517578,119.5999984741211,795.0,,,,,
2024-08-13,110.4000015258789,119.5999984741211,108.8000030517578,112.8000030517578,390.0,,,,,
2024-08-14,106.4000015258789,113.1999969482422,105.1999969482422,110.4000015258789,683.0,,,,,
2024-08-15,106.8000030517578,111.1999969482422,102.0,109.1999969482422,1060.0,,,,,
2024-08-16,106.4000015258789,115.5999984741211,103.5999984741211,110.8000030517578,788.0,,,,,
2024-08-19,110.8000030517578,112.8000030517578,105.1999969482422,108.8000030517578,1385.0,,,,,
2024-08-20,127.1999969482422,167.60000610351562,107.1999969482422,112.8000030517578,108625.0,,,,,
2024-08-21,127.5999984741211,145.60000610351562,125.1999969482422,127.1999969482422,53563.0,,,,,
2024-08-22,95.1999969482422,143.1999969482422,78.0,138.0,106203.0,,,,,
2024-08-23,87.19999694824219,119.1999969482422,84.0,95.1999969482422,98630.0,,,,,
2024-08-26,87.5999984741211,97.5999984741211,76.4000015258789,88.4000015258789,7930.0,,,,,
2024-08-27,91.5999984741211,96.8000030517578,86.4000015258789,87.19999694824219,5528.0,,,,,
2024-08-28,78.80000305175781,92.8000030517578,76.80000305175781,92.8000030517578,5328.0,,,,,
2024-08-29,82.80000305175781,86.80000305175781,76.80000305175781,82.4000015258789,3558.0,,,,,
2024-08-30,93.5999984741211,93.5999984741211,78.4000015258789,83.5999984741211,3975.0,,,,,
2024-09-03,78.80000305175781,89.5999984741211,78.0,89.5999984741211,4985.0,,,,,
2024-09-04,78.0,84.0,74.80000305175781,78.80000305175781,1270.0,,,,,
2024-09-05,74.0,82.0,66.80000305175781,76.80000305175781,3280.0,,,,,
2024-09-06,74.0,77.5999984741211,70.80000305175781,74.80000305175781,1700.0,,,,,
2024-09-09,72.4000015258789,76.80000305175781,68.4000015258789,74.0,3565.0,,,,,
2024-09-10,66.0,75.19999694824219,64.80000305175781,72.0,3493.0,,,,,
2024-09-11,60.400001525878906,69.19999694824219,60.0,66.0,3708.0,,,,,
2024-09-12,31.600000381469727,60.400001525878906,26.399999618530277,59.59999847412109,31623.0,,,,,
2024-09-13,42.79999923706055,47.20000076293945,32.0,32.0,29560.0,,,,,
2024-09-16,40.79999923706055,44.400001525878906,39.20000076293945,40.0,2933.0,,,,,
2024-09-17,42.400001525878906,43.20000076293945,39.59999847412109,41.59999847412109,1315.0,,,,,
2024-09-18,44.0,44.79999923706055,40.400001525878906,42.0,2393.0,,,,,
2024-09-19,40.79999923706055,44.79999923706055,38.0,44.400001525878906,4883.0,,,,,
2024-09-20,39.20000076293945,41.59999847412109,37.20000076293945,40.79999923706055,3385.0,,,,,
2024-09-23,31.600000381469727,41.20000076293945,28.799999237060547,38.0,9885.0,,,,,
2024-09-24,30.0,34.0,27.600000381469727,32.79999923706055,5965.0,,,,,
2024-09-25,31.200000762939453,32.0,28.799999237060547,30.0,1265.0,,,,,
2024-09-26,33.20000076293945,33.599998474121094,30.0,32.0,1618.0,,,,,
2024-09-27,32.400001525878906,35.20000076293945,32.400001525878906,34.79999923706055,3508.0,,,,,
2024-09-30,30.399999618530277,34.400001525878906,29.200000762939453,34.0,4298.0,,,,,
2024-10-01,30.0,30.399999618530277,29.200000762939453,30.399999618530277,698.0,,,,,
2024-10-02,29.200000762939453,30.399999618530277,28.0,30.399999618530277,4278.0,,,,,
2024-10-03,28.799999237060547,31.600000381469727,28.399999618530277,31.600000381469727,3235.0,,,,,
2024-10-04,28.0,30.799999237060547,26.799999237060547,28.799999237060547,2110.0,,,,,
2024-10-07,28.0,28.0,26.0,28.0,1948.0,,,,,
2024-10-08,28.0,32.79999923706055,26.399999618530277,28.399999618530277,11565.0,,,,,
2024-10-09,26.0,28.399999618530277,26.0,28.0,2515.0,,,,,
2024-10-10,28.399999618530277,29.200000762939453,25.600000381469727,27.200000762939453,8483.0,,,,,
2024-10-11,28.0,29.200000762939453,27.600000381469727,28.0,6993.0,,,,,
2024-10-14,27.200000762939453,30.0,26.799999237060547,28.399999618530277,4460.0,,,,,
2024-10-15,27.600000381469727,28.0,26.0,28.0,4785.0,,,,,
2024-10-16,26.0,28.799999237060547,25.600000381469727,27.200000762939453,6465.0,,,,,
2024-10-17,23.200000762939453,30.799999237060547,22.0,30.0,177450.0,,,,,
2024-10-18,21.600000381469727,26.399999618530277,18.399999618530277,26.0,89645.0,,,,,
2024-10-21,21.200000762939453,22.399999618530277,19.600000381469727,19.600000381469727,25693.0,,,,,
2024-10-22,20.0,20.399999618530277,19.600000381469727,20.399999618530277,17000.0,,,,,
2024-10-23,18.799999237060547,20.399999618530277,17.600000381469727,20.0,20088.0,,,,,
2024-10-24,16.799999237060547,18.399999618530277,16.0,17.600000381469727,68183.0,,,,,
2024-10-25,15.199999809265137,19.200000762939453,14.800000190734863,18.399999618530277,69925.0,,,,,
2024-10-28,15.600000381469728,15.600000381469728,14.399999618530272,15.600000381469728,21788.0,,,,,
2024-10-29,13.600000381469728,15.600000381469728,12.399999618530272,15.199999809265137,24600.0,,,,,
2024-10-30,13.600000381469728,14.399999618530272,12.399999618530272,13.199999809265137,16390.0,,,,,
2024-10-31,13.199999809265137,13.600000381469728,12.0,13.199999809265137,17303.0,,,,,
2024-11-01,12.0,14.399999618530272,11.199999809265137,12.800000190734863,44078.0,,,,,
2024-11-04,11.199999809265137,11.600000381469728,9.199999809265137,11.199999809265137,22593.0,,,,,
2024-11-05,12.800000190734863,14.800000190734863,10.800000190734863,11.199999809265137,156053.0,,,,,
2024-11-06,11.199999809265137,11.600000381469728,9.199999809265137,11.199999809265137,30755.0,,,,,
2024-11-07,12.0,12.800000190734863,11.199999809265137,11.199999809265137,22730.0,,,,,
2024-11-08,11.199999809265137,12.0,11.199999809265137,12.0,18708.0,,,,,
2024-11-11,12.399999618530272,12.399999618530272,11.199999809265137,11.600000381469728,12340.0,,,,,
2024-11-12,12.0,12.800000190734863,11.199999809265137,12.800000190734863,17895.0,,,,,
2024-11-13,12.0,13.199999809265137,10.800000190734863,11.600000381469728,21078.0,,,,,
2024-11-14,12.0,12.800000190734863,11.199999809265137,12.0,21123.0,,,,,
2024-11-15,12.399999618530272,12.800000190734863,11.199999809265137,11.600000381469728,32023.0,,,,,
2024-11-18,11.199999809265137,12.0,10.800000190734863,12.0,35030.0,,,,,
2024-11-19,10.399999618530272,11.199999809265137,10.0,10.800000190734863,14183.0,,,,,
2024-11-20,10.0,10.800000190734863,10.0,10.399999618530272,11618.0,,,,,
2024-11-21,10.0,10.0,8.399999618530273,10.0,18663.0,,,,,
2024-11-22,10.399999618530272,10.800000190734863,10.0,10.0,16475.0,,,,,
2024-11-25,10.399999618530272,10.800000190734863,10.0,10.399999618530272,7810.0,,,,,
2024-11-26,9.199999809265137,10.800000190734863,8.800000190734863,10.399999618530272,11553.0,,,,,
2024-11-27,10.0,10.0,9.199999809265137,9.199999809265137,7875.0,,,,,
2024-11-29,9.600000381469728,10.0,9.600000381469728,10.0,4890.0,,,,,
2024-12-02,9.199999809265137,10.0,8.800000190734863,10.0,13338.0,,,,,
2024-12-03,9.199999809265137,10.0,8.800000190734863,9.199999809265137,10150.0,,,,,
