Date,Close,High,Low,Open,Volume,"('Close', 'OCG')","('High', 'OCG')","('Low', 'OCG')","('Open', 'OCG')","('Volume', 'OCG')"
2024-06-03,1.0950000286102295,1.1100000143051147,1.031000018119812,1.1100000143051147,8800.0,,,,,
2024-06-04,1.2300000190734863,1.2300000190734863,1.100000023841858,1.100000023841858,22200.0,,,,,
2024-06-05,1.159999966621399,1.2400000095367432,1.159999966621399,1.2100000381469729,81300.0,,,,,
2024-06-06,1.2300000190734863,1.25,1.1859999895095823,1.2359999418258667,6300.0,,,,,
2024-06-07,1.2599999904632568,1.3200000524520874,1.2300000190734863,1.2799999713897705,17400.0,,,,,
2024-06-10,1.2100000381469729,1.2799999713897705,1.2100000381469729,1.2799999713897705,4000.0,,,,,
2024-06-11,1.1799999475479126,1.2300000190734863,1.1799999475479126,1.2100000381469729,5200.0,,,,,
2024-06-12,1.159999966621399,1.1699999570846558,1.125,1.125,2500.0,,,,,
2024-06-13,1.1699999570846558,1.2200000286102295,1.159999966621399,1.190000057220459,3100.0,,,,,
2024-06-14,1.159999966621399,1.2100000381469729,1.159999966621399,1.159999966621399,10700.0,,,,,
2024-06-17,1.100000023841858,1.149999976158142,1.090000033378601,1.149999976158142,11000.0,,,,,
2024-06-18,1.1299999952316284,1.1859999895095823,1.100000023841858,1.1200000047683716,18900.0,,,,,
2024-06-20,1.1399999856948853,1.2100000381469729,1.1399999856948853,1.2000000476837158,4700.0,,,,,
2024-06-21,1.190000057220459,1.2999999523162842,1.1399999856948853,1.2400000095367432,14800.0,,,,,
2024-06-24,1.340000033378601,1.4700000286102295,1.25,1.2799999713897705,35300.0,,,,,
2024-06-25,1.2599999904632568,1.440000057220459,1.2130000591278076,1.4299999475479126,5300.0,,,,,
2024-06-26,1.2599999904632568,1.3589999675750732,1.2519999742507937,1.25600004196167,5300.0,,,,,
2024-06-27,1.2599999904632568,1.2999999523162842,1.2599999904632568,1.2999999523162842,800.0,,,,,
2024-06-28,1.2799999713897705,1.2899999618530271,1.2599999904632568,1.2599999904632568,800.0,,,,,
2024-07-01,1.3600000143051147,1.3600000143051147,1.2799999713897705,1.2799999713897705,2700.0,,,,,
2024-07-02,1.3600000143051147,1.3899999856948853,1.2699999809265137,1.3799999952316284,4700.0,,,,,
