Date,Close,High,Low,Open,Volume,"('Close', 'UMAC')","('High', 'UMAC')","('Low', 'UMAC')","('Open', 'UMAC')","('Volume', 'UMAC')"
2024-06-03,1.5,1.559999942779541,1.409999966621399,1.5099999904632568,60300.0,,,,,
2024-06-04,1.49399995803833,1.600000023841858,1.49399995803833,1.600000023841858,39100.0,,,,,
2024-06-05,1.7899999618530271,2.220000028610229,1.659999966621399,1.7699999809265137,945800.0,,,,,
2024-06-06,1.7999999523162842,2.0799999237060547,1.7510000467300415,1.850000023841858,224500.0,,,,,
2024-06-07,1.7400000095367432,1.8799999952316284,1.6100000143051147,1.7999999523162842,60900.0,,,,,
2024-06-10,1.7699999809265137,1.8799999952316284,1.75,1.8200000524520876,76000.0,,,,,
2024-06-11,1.649999976158142,1.830000042915344,1.6299999952316284,1.830000042915344,32800.0,,,,,
2024-06-12,1.409999966621399,1.7100000381469729,1.340000033378601,1.7100000381469729,148700.0,,,,,
2024-06-13,1.3899999856948853,1.5700000524520874,1.340000033378601,1.399999976158142,28300.0,,,,,
2024-06-14,1.4800000190734863,1.4800000190734863,1.3600000143051147,1.4199999570846558,38500.0,,,,,
2024-06-17,1.4900000095367432,1.5800000429153442,1.4199999570846558,1.4600000381469729,47400.0,,,,,
2024-06-18,1.399999976158142,1.5299999713897705,1.3799999952316284,1.5299999713897705,29700.0,,,,,
2024-06-20,1.3799999952316284,1.5499999523162842,1.3300000429153442,1.3600000143051147,38800.0,,,,,
2024-06-21,1.4199999570846558,1.809999942779541,1.2999999523162842,1.75,496100.0,,,,,
2024-06-24,1.3899999856948853,1.590000033378601,1.3600000143051147,1.590000033378601,100700.0,,,,,
2024-06-25,1.3799999952316284,1.4700000286102295,1.3700000047683716,1.3700000047683716,39800.0,,,,,
2024-06-26,1.3799999952316284,1.4299999475479126,1.3600000143051147,1.3600000143051147,38900.0,,,,,
2024-06-27,1.3799999952316284,1.4700000286102295,1.340000033378601,1.3799999952316284,23800.0,,,,,
2024-06-28,1.2999999523162842,1.4199999570846558,1.2799999713897705,1.3300000429153442,73900.0,,,,,
2024-07-01,1.2300000190734863,1.3899999856948853,1.2000000476837158,1.3899999856948853,64800.0,,,,,
2024-07-02,1.2300000190734863,1.2910000085830688,1.159999966621399,1.2599999904632568,42000.0,,,,,
2024-07-03,1.2000000476837158,1.2899999618530271,1.1299999952316284,1.2899999618530271,67600.0,,,,,
2024-07-05,1.1799999475479126,1.2200000286102295,1.1699999570846558,1.190000057220459,21000.0,,,,,
2024-07-08,1.190000057220459,1.2769999504089355,1.149999976158142,1.2599999904632568,32600.0,,,,,
2024-07-09,1.3600000143051147,1.3799999952316284,1.187999963760376,1.2000000476837158,96600.0,,,,,
2024-07-10,1.2599999904632568,1.4210000038146973,1.2599999904632568,1.3200000524520874,47500.0,,,,,
2024-07-11,1.4500000476837158,1.4500000476837158,1.3240000009536743,1.3600000143051147,27700.0,,,,,
2024-07-12,1.4199999570846558,1.5399999618530271,1.3700000047683716,1.5399999618530271,54600.0,,,,,
2024-07-15,1.4500000476837158,1.4600000381469729,1.3980000019073486,1.4600000381469729,31900.0,,,,,
2024-07-16,1.6699999570846558,1.6799999475479126,1.4199999570846558,1.600000023841858,177200.0,,,,,
2024-07-17,1.7899999618530271,1.7999999523162842,1.5499999523162842,1.6200000047683716,79700.0,,,,,
2024-07-18,1.5700000524520874,1.7899999618530271,1.5499999523162842,1.7699999809265137,268100.0,,,,,
2024-07-19,1.6799999475479126,1.7799999713897705,1.5399999618530271,1.690000057220459,171300.0,,,,,
2024-07-22,1.75,1.8200000524520876,1.590000033378601,1.7100000381469729,112400.0,,,,,
2024-07-23,1.7300000190734863,1.7699999809265137,1.6200000047683716,1.659999966621399,44800.0,,,,,
2024-07-24,1.6699999570846558,1.7799999713897705,1.6100000143051147,1.75,64600.0,,,,,
2024-07-25,1.659999966621399,1.7000000476837158,1.6100000143051147,1.7000000476837158,19400.0,,,,,
2024-07-26,1.899999976158142,1.899999976158142,1.649999976158142,1.7300000190734863,81500.0,,,,,
2024-07-29,1.8600000143051147,1.9600000381469729,1.7599999904632568,1.919999957084656,70000.0,,,,,
2024-07-30,1.8200000524520876,1.8539999723434448,1.7599999904632568,1.7899999618530271,59100.0,,,,,
2024-07-31,1.809999942779541,1.8200000524520876,1.7200000286102295,1.7699999809265137,25400.0,,,,,
2024-08-01,1.7400000095367432,1.8200000524520876,1.659999966621399,1.809999942779541,591900.0,,,,,
2024-08-02,1.8200000524520876,1.850000023841858,1.6299999952316284,1.6799999475479126,94900.0,,,,,
2024-08-05,1.7000000476837158,1.850000023841858,1.659999966621399,1.7599999904632568,232100.0,,,,,
2024-08-06,2.0999999046325684,2.1700000762939453,1.7100000381469729,1.7400000095367432,585300.0,,,,,
2024-08-07,1.899999976158142,2.289999961853028,1.8899999856948853,2.25,356700.0,,,,,
2024-08-08,2.0,2.200000047683716,1.9539999961853027,2.0,300500.0,,,,,
2024-08-09,2.0,2.150000095367432,1.8799999952316284,2.0899999141693115,179000.0,,,,,
2024-08-12,1.9299999475479128,2.0899999141693115,1.8799999952316284,2.0899999141693115,327800.0,,,,,
2024-08-13,1.600000023841858,1.9800000190734863,1.5800000429153442,1.9800000190734863,276400.0,,,,,
2024-08-14,1.7000000476837158,1.7000000476837158,1.5700000524520874,1.5700000524520874,137900.0,,,,,
