Date,Close,High,Low,Open,Volume,"('Close', 'CRGY')","('High', 'CRGY')","('Low', 'CRGY')","('Open', 'CRGY')","('Volume', 'CRGY')"
2024-06-03,11.741990089416504,12.034830843032912,11.586123004198042,11.92619639897804,2561800.0,,,,,
2024-06-04,11.770329475402832,11.770329475402832,11.33579079232808,11.52472045868934,2718700.0,,,,,
2024-06-05,11.666418075561523,11.88368696090851,11.656971367271389,11.8081150963628,2971100.0,,,,,
2024-06-06,11.590846061706545,11.751435596131746,11.49165742771321,11.609738577155758,1364100.0,,,,,
2024-06-07,11.52471923828125,11.680586309134736,11.411361450468496,11.496380016549963,1114800.0,,,,,
2024-06-10,11.694757461547852,11.860071255364506,11.5247203135207,11.553059537895992,1802300.0,,,,,
2024-06-11,11.675862312316896,11.75143416669661,11.46804016321646,11.571951237766676,1819800.0,,,,,
2024-06-12,11.52471923828125,11.987597097071896,11.434977318429963,11.94036536114896,2009500.0,,,,,
2024-06-13,11.23188018798828,11.609739537092178,10.976824451677338,11.468042506400154,3408200.0,,,,,
2024-06-14,11.241325378417969,11.35468407780862,11.170476866964586,11.250772086848473,2940900.0,,,,,
2024-06-17,11.250771522521973,11.298004161417657,11.127967021748256,11.26021823047864,1741800.0,,,,,
2024-06-18,11.0712890625,11.194093568672452,10.882359399499189,11.109074995100162,4175100.0,,,,,
2024-06-20,11.28855800628662,11.28855800628662,11.024056476760284,11.052395701130466,2135400.0,,,,,
2024-06-21,10.910698890686035,11.288558225932974,10.835127023636648,11.288558225932974,5203100.0,,,,,
2024-06-24,11.241325378417969,11.283834665467538,10.910698691339617,10.929591207312926,3039900.0,,,,,
2024-06-25,11.165753364562988,11.298004578171778,11.05711892171703,11.298004578171778,1633300.0,,,,,
2024-06-26,10.976823806762695,11.18464688700361,10.929591165677802,11.175200178609094,1849400.0,,,,,
2024-06-27,11.269664764404297,11.274388118309693,11.014609058838875,11.099627627360684,2723800.0,,,,,
2024-06-28,11.194092750549316,11.383022399742158,11.1279666976661,11.32634305454049,4863600.0,,,,,
2024-07-01,11.165753364562988,11.392469859447724,11.127967432230149,11.316897093894353,2181000.0,,,,,
2024-07-02,11.373577117919922,11.383023826785768,11.137414801600247,11.241325896461316,2273700.0,,,,,
2024-07-03,11.685310363769531,11.798668158381291,11.33579027182802,11.383022911471503,2055700.0,,,,,
2024-07-05,11.496379852294922,11.685309495950168,11.397191226321166,11.675862788545508,2829800.0,,,,,
2024-07-08,11.477487564086914,11.562506137298886,11.255495323612749,11.562506137298886,1715400.0,,,,,
2024-07-09,11.165753364562988,11.4113623751703,11.165753364562988,11.37357644283746,1766400.0,,,,,
2024-07-10,11.477487564086914,11.477487564086914,11.156307588790575,11.23187945367062,1293500.0,,,,,
2024-07-11,11.600292205810549,11.7136500044603,11.449148474277544,11.562506272927296,2751800.0,,,,,
2024-07-12,11.619185447692873,11.73254324463528,11.581399515378736,11.685310604020689,1252200.0,,,,,
2024-07-15,11.808115005493164,11.836454229257797,11.595568575039216,11.74198984974646,3090100.0,,,,,
2024-07-16,11.71364974975586,11.784499160648128,11.586122792102676,11.68531052593156,1833300.0,,,,,
2024-07-17,11.628631591796877,11.94036574348574,11.628631591796877,11.779775313720243,2043600.0,,,,,
