Date,Close,High,Low,Open,Volume,"('Close', 'WLDS')","('High', 'WLDS')","('Low', 'WLDS')","('Open', 'WLDS')","('Volume', 'WLDS')"
2024-06-03,28.0,32.720001220703125,26.479999542236328,31.440000534057617,6338.0,,,,,
2024-06-04,26.63999938964844,29.200000762939453,25.600000381469727,28.31999969482422,3603.0,,,,,
2024-06-05,27.600000381469727,27.600000381469727,26.0,27.200000762939453,1681.0,,,,,
2024-06-06,27.200000762939453,28.239999771118164,26.07999992370605,27.1200008392334,3395.0,,,,,
2024-06-07,27.040000915527344,28.07999992370605,26.0,26.239999771118164,10646.0,,,,,
2024-06-10,32.880001068115234,54.400001525878906,29.600000381469727,30.399999618530277,382568.0,,,,,
2024-06-11,36.79999923706055,38.79999923706055,30.31999969482422,30.63999938964844,34140.0,,,,,
2024-06-12,37.20000076293945,42.400001525878906,34.400001525878906,36.2400016784668,23316.0,,,,,
2024-06-13,35.91999816894531,37.84000015258789,33.52000045776367,36.2400016784668,6114.0,,,,,
2024-06-14,34.15999984741211,39.20000076293945,32.79999923706055,34.79999923706055,10596.0,,,,,
2024-06-17,34.959999084472656,35.20000076293945,32.2400016784668,33.7599983215332,19203.0,,,,,
2024-06-18,35.20000076293945,36.2400016784668,33.119998931884766,34.63999938964844,5171.0,,,,,
2024-06-20,40.79999923706055,42.400001525878906,35.20000076293945,36.2400016784668,15504.0,,,,,
2024-06-21,38.2400016784668,44.0,37.59999847412109,40.79999923706055,7356.0,,,,,
2024-06-24,46.79999923706055,47.91999816894531,40.0,40.0,22339.0,,,,,
2024-06-25,42.0,50.400001525878906,40.400001525878906,46.79999923706055,35078.0,,,,,
2024-06-26,45.119998931884766,47.20000076293945,41.119998931884766,44.79999923706055,22500.0,,,,,
2024-06-27,46.959999084472656,48.79999923706055,43.20000076293945,43.43999862670898,16249.0,,,,,
2024-06-28,46.08000183105469,48.63999938964844,45.59999847412109,48.0,2903.0,,,,,
2024-07-01,46.0,47.20000076293945,44.79999923706055,47.20000076293945,7065.0,,,,,
2024-07-02,39.27999877929688,47.91999816894531,38.400001525878906,44.79999923706055,22738.0,,,,,
2024-07-03,37.59999847412109,40.720001220703125,34.47999954223633,37.59999847412109,16283.0,,,,,
2024-07-05,42.31999969482422,43.20000076293945,36.63999938964844,37.59999847412109,3868.0,,,,,
2024-07-08,39.20000076293945,44.0,38.31999969482422,42.15999984741211,8725.0,,,,,
2024-07-09,38.400001525878906,41.119998931884766,36.880001068115234,39.20000076293945,8699.0,,,,,
2024-07-10,39.040000915527344,39.91999816894531,37.59999847412109,39.36000061035156,8126.0,,,,,
2024-07-11,39.52000045776367,40.0,38.0,39.040000915527344,5413.0,,,,,
2024-07-12,38.720001220703125,39.91999816894531,38.560001373291016,39.20000076293945,3488.0,,,,,
2024-07-15,34.47999954223633,45.36000061035156,33.279998779296875,45.36000061035156,81075.0,,,,,
2024-07-16,37.59999847412109,39.040000915527344,34.400001525878906,35.439998626708984,77953.0,,,,,
2024-07-17,35.52000045776367,38.2400016784668,33.119998931884766,35.119998931884766,21721.0,,,,,
2024-07-18,33.7599983215332,36.720001220703125,33.68000030517578,35.040000915527344,14740.0,,,,,
2024-07-19,35.84000015258789,36.0,33.84000015258789,34.2400016784668,4765.0,,,,,
2024-07-22,34.79999923706055,36.720001220703125,33.84000015258789,35.84000015258789,3744.0,,,,,
2024-07-23,34.880001068115234,35.84000015258789,33.599998474121094,33.91999816894531,5160.0,,,,,
2024-07-24,34.720001220703125,36.0,34.08000183105469,35.119998931884766,3498.0,,,,,
2024-07-25,33.7599983215332,35.36000061035156,33.68000030517578,35.36000061035156,2640.0,,,,,
2024-07-26,34.08000183105469,34.31999969482422,33.599998474121094,33.68000030517578,2545.0,,,,,
2024-07-29,34.08000183105469,35.20000076293945,33.040000915527344,34.2400016784668,6964.0,,,,,
