Date,Close,High,Low,Open,Volume,"('Close', 'ARWR')","('High', 'ARWR')","('Low', 'ARWR')","('Open', 'ARWR')","('Volume', 'ARWR')"
2024-06-03,24.6200008392334,25.5,23.239999771118164,23.71999931335449,1544000.0,,,,,
2024-06-04,25.290000915527344,25.38999938964844,24.40800094604492,24.600000381469727,1228300.0,,,,,
2024-06-05,25.239999771118164,25.399999618530277,24.21999931335449,25.020000457763672,1348700.0,,,,,
2024-06-06,24.690000534057617,25.190000534057617,24.01000022888184,24.729999542236328,1066400.0,,,,,
2024-06-07,23.90999984741211,24.34499931335449,23.45499992370605,24.270000457763672,1052100.0,,,,,
2024-06-10,24.51000022888184,24.614999771118164,23.020000457763672,23.43000030517578,1083600.0,,,,,
2024-06-11,24.63999938964844,24.75,24.18000030517578,24.239999771118164,599500.0,,,,,
2024-06-12,25.770000457763672,26.31999969482422,25.32999992370605,25.63999938964844,1398100.0,,,,,
2024-06-13,26.5,26.850000381469727,25.459999084472656,25.76000022888184,1262100.0,,,,,
2024-06-14,25.84000015258789,26.200000762939453,25.200000762939453,26.020000457763672,1148200.0,,,,,
2024-06-17,25.100000381469727,25.76000022888184,24.51000022888184,25.709999084472656,886800.0,,,,,
2024-06-18,23.575000762939453,25.200000762939453,23.51000022888184,25.100000381469727,838900.0,,,,,
2024-06-20,23.790000915527344,24.07999992370605,23.01000022888184,23.270000457763672,881600.0,,,,,
2024-06-21,25.5,25.70499992370605,23.46999931335449,23.46999931335449,3419200.0,,,,,
2024-06-24,27.239999771118164,27.7549991607666,25.7549991607666,26.0,1283300.0,,,,,
2024-06-25,26.8700008392334,27.799999237060547,26.649999618530277,27.100000381469727,875600.0,,,,,
2024-06-26,26.26000022888184,26.780000686645508,25.88999938964844,26.780000686645508,1020500.0,,,,,
2024-06-27,25.690000534057617,26.405000686645508,25.57999992370605,26.36000061035156,811400.0,,,,,
2024-06-28,25.989999771118164,26.040000915527344,24.8799991607666,25.76000022888184,2315800.0,,,,,
2024-07-01,26.049999237060547,26.959999084472656,25.57999992370605,25.670000076293945,979100.0,,,,,
2024-07-02,25.21999931335449,25.90999984741211,24.899999618530277,25.90999984741211,806400.0,,,,,
2024-07-03,25.06999969482422,26.0,24.850000381469727,25.600000381469727,361000.0,,,,,
2024-07-05,25.56999969482422,25.69499969482422,24.56999969482422,24.790000915527344,622100.0,,,,,
2024-07-08,25.56999969482422,26.26000022888184,25.309999465942383,25.989999771118164,745200.0,,,,,
2024-07-09,25.350000381469727,26.190000534057617,25.291000366210938,25.549999237060547,849000.0,,,,,
2024-07-10,26.81999969482422,26.82999992370605,25.09000015258789,25.399999618530277,936200.0,,,,,
2024-07-11,28.25,28.790000915527344,27.190000534057617,27.63999938964844,1547100.0,,,,,
2024-07-12,28.11000061035156,28.76000022888184,27.899999618530277,28.75,809700.0,,,,,
2024-07-15,28.86000061035156,29.07999992370605,27.84000015258789,28.309999465942383,768700.0,,,,,
2024-07-16,29.540000915527344,30.40999984741211,28.770000457763672,28.979999542236328,1394100.0,,,,,
2024-07-17,28.020000457763672,28.96999931335449,27.729999542236328,28.700000762939453,1317200.0,,,,,
2024-07-18,27.63999938964844,28.989999771118164,27.21999931335449,28.020000457763672,967800.0,,,,,
2024-07-19,28.299999237060547,28.309999465942383,27.290000915527344,27.75,735200.0,,,,,
2024-07-22,28.75,28.899999618530277,27.82999992370605,28.46999931335449,742500.0,,,,,
2024-07-23,28.780000686645508,29.239999771118164,28.457000732421875,28.600000381469727,656500.0,,,,,
2024-07-24,28.90999984741211,29.059999465942383,28.225000381469727,29.059999465942383,641800.0,,,,,
2024-07-25,28.940000534057617,29.86000061035156,28.625,28.96999931335449,1161700.0,,,,,
2024-07-26,28.190000534057617,29.59499931335449,28.1200008392334,29.299999237060547,847100.0,,,,,
2024-07-29,28.65999984741211,28.84000015258789,27.979999542236328,28.190000534057617,1005500.0,,,,,
2024-07-30,28.59000015258789,29.229999542236328,28.100000381469727,28.65999984741211,657700.0,,,,,
2024-07-31,28.559999465942383,29.46999931335449,28.040000915527344,28.780000686645508,689900.0,,,,,
2024-08-01,27.459999084472656,28.71999931335449,27.040000915527344,28.459999084472656,1155500.0,,,,,
2024-08-02,26.21999931335449,26.559999465942383,25.799999237060547,26.030000686645508,800400.0,,,,,
2024-08-05,25.07999992370605,25.32999992370605,24.280000686645508,24.520000457763672,826500.0,,,,,
2024-08-06,25.86000061035156,26.489999771118164,24.61000061035156,25.040000915527344,768100.0,,,,,
2024-08-07,25.0,26.649999618530277,24.950000762939453,26.350000381469727,742800.0,,,,,
2024-08-08,25.850000381469727,25.951000213623047,25.059999465942383,25.1299991607666,2250300.0,,,,,
2024-08-09,23.40999984741211,25.114999771118164,23.07999992370605,25.0,2926600.0,,,,,
2024-08-12,22.940000534057617,23.709999084472656,22.850000381469727,23.43000030517578,944100.0,,,,,
2024-08-13,22.854999542236328,23.229999542236328,22.600000381469727,23.030000686645508,855100.0,,,,,
