Date,Close,High,Low,Open,Volume,"('Close', 'MAIA')","('High', 'MAIA')","('Low', 'MAIA')","('Open', 'MAIA')","('Volume', 'MAIA')"
2024-06-03,5.099999904632568,5.989999771118164,4.579999923706055,5.050000190734863,967600.0,,,,,
2024-06-04,3.759999990463257,5.550000190734863,3.700000047683716,5.019999980926514,1505000.0,,,,,
2024-06-05,3.2300000190734863,3.809999942779541,3.049999952316284,3.809999942779541,695200.0,,,,,
2024-06-06,3.319999933242798,3.7920000553131104,3.2100000381469727,3.2699999809265137,556800.0,,,,,
2024-06-07,3.859999895095825,4.309999942779541,3.5999999046325684,3.640000104904175,1574700.0,,,,,
2024-06-10,3.9600000381469727,4.199999809265137,3.799999952316284,3.9600000381469727,552500.0,,,,,
2024-06-11,3.920000076293945,4.059999942779541,3.5899999141693115,3.849999904632568,426200.0,,,,,
2024-06-12,3.7200000286102295,4.050000190734863,3.609999895095825,4.0,351800.0,,,,,
2024-06-13,3.7899999618530273,4.03000020980835,3.7100000381469727,3.7799999713897705,469700.0,,,,,
2024-06-14,3.950000047683716,4.0970001220703125,3.670000076293945,3.809999942779541,485900.0,,,,,
2024-06-17,3.7799999713897705,4.099999904632568,3.7699999809265137,3.880000114440918,209300.0,,,,,
2024-06-18,3.539999961853028,3.920000076293945,3.509999990463257,3.7699999809265137,188000.0,,,,,
2024-06-20,3.430000066757202,3.5899999141693115,3.319999933242798,3.5,239200.0,,,,,
2024-06-21,3.150000095367432,3.4800000190734863,3.150000095367432,3.4800000190734863,418600.0,,,,,
2024-06-24,3.180000066757202,3.3299999237060547,3.150000095367432,3.220000028610229,144900.0,,,,,
2024-06-25,3.2100000381469727,3.5,3.180000066757202,3.2699999809265137,233400.0,,,,,
2024-06-26,3.4100000858306885,3.549999952316284,3.259999990463257,3.3299999237060547,263900.0,,,,,
2024-06-27,3.3299999237060547,3.609999895095825,3.2300000190734863,3.359999895095825,141800.0,,,,,
2024-06-28,3.4200000762939453,3.7200000286102295,3.289999961853028,3.690000057220459,242700.0,,,,,
2024-07-01,3.440000057220459,3.490000009536743,3.359999895095825,3.4100000858306885,113400.0,,,,,
2024-07-02,3.3499999046325684,3.5999999046325684,3.299999952316284,3.4600000381469727,155600.0,,,,,
2024-07-03,3.390000104904175,3.4489998817443848,3.309999942779541,3.319999933242798,47900.0,,,,,
2024-07-05,3.3299999237060547,3.450000047683716,3.265000104904175,3.400000095367432,41800.0,,,,,
2024-07-08,3.430000066757202,3.5,2.880000114440918,3.289999961853028,348400.0,,,,,
2024-07-09,3.7699999809265137,3.9800000190734863,3.549999952316284,3.549999952316284,671800.0,,,,,
2024-07-10,3.859999895095825,3.900000095367432,3.440000057220459,3.809999942779541,167600.0,,,,,
2024-07-11,3.819999933242798,4.119999885559082,3.7300000190734863,3.880000114440918,204100.0,,,,,
2024-07-12,3.650000095367432,3.849999904632568,3.4100000858306885,3.829999923706055,218300.0,,,,,
2024-07-15,3.670000076293945,3.7699999809265137,3.5799999237060547,3.5999999046325684,87900.0,,,,,
2024-07-16,3.869999885559082,3.9800000190734863,3.670000076293945,3.670000076293945,160200.0,,,,,
2024-07-17,3.660000085830689,3.869999885559082,3.5299999713897705,3.859999895095825,132700.0,,,,,
2024-07-18,3.430000066757202,3.7200000286102295,3.369999885559082,3.650000095367432,92400.0,,,,,
2024-07-19,3.640000104904175,3.75,3.430999994277954,3.450000047683716,65800.0,,,,,
2024-07-22,3.75,3.759999990463257,3.450000047683716,3.660000085830689,61900.0,,,,,
2024-07-23,3.700000047683716,4.239999771118164,3.299999952316284,3.920000076293945,989600.0,,,,,
2024-07-24,3.5299999713897705,3.690000057220459,3.3499999046325684,3.559999942779541,244900.0,,,,,
2024-07-25,3.400000095367432,3.509999990463257,3.319999933242798,3.509999990463257,128000.0,,,,,
2024-07-26,3.309999942779541,3.5299999713897705,3.309999942779541,3.470000028610229,108000.0,,,,,
2024-07-29,3.240000009536743,3.450000047683716,3.069999933242798,3.369999885559082,87600.0,,,,,
2024-07-30,3.150000095367432,3.220000028610229,3.069999933242798,3.180000066757202,77700.0,,,,,
2024-07-31,3.2300000190734863,3.3299999237060547,3.130000114440918,3.140000104904175,59200.0,,,,,
2024-08-01,3.0999999046325684,3.299999952316284,3.0299999713897705,3.2799999713897705,64000.0,,,,,
2024-08-02,2.950000047683716,3.109999895095825,2.900000095367432,3.039999961853028,107600.0,,,,,
2024-08-05,2.859999895095825,3.0350000858306885,2.640000104904175,2.680000066757202,205100.0,,,,,
2024-08-06,2.680000066757202,2.950000047683716,2.650000095367432,2.930000066757202,92600.0,,,,,
2024-08-07,2.539999961853028,2.700000047683716,2.5,2.680000066757202,105300.0,,,,,
2024-08-08,2.6600000858306885,2.720000028610229,2.5,2.5799999237060547,73700.0,,,,,
2024-08-09,2.6600000858306885,2.890000104904175,2.5999999046325684,2.5999999046325684,26000.0,,,,,
2024-08-12,2.700000047683716,2.859999895095825,2.539999961853028,2.539999961853028,35200.0,,,,,
2024-08-13,2.740000009536743,2.8299999237060547,2.690000057220459,2.7300000190734863,25700.0,,,,,
2024-08-14,2.7699999809265137,2.8299999237060547,2.6700000762939453,2.759999990463257,20000.0,,,,,
2024-08-15,2.8499999046325684,2.9600000381469727,2.6700000762939453,2.75,54500.0,,,,,
2024-08-16,2.9600000381469727,2.9800000190734863,2.7709999084472656,2.859999895095825,49300.0,,,,,
2024-08-19,2.950000047683716,3.049999952316284,2.890000104904175,2.930000066757202,76100.0,,,,,
2024-08-20,2.7699999809265137,3.039999961853028,2.700000047683716,2.950000047683716,50500.0,,,,,
2024-08-21,2.940000057220459,3.0,2.700000047683716,2.740000009536743,93500.0,,,,,
