Date,Close,High,Low,Open,Volume,"('Close', 'MP')","('High', 'MP')","('Low', 'MP')","('Open', 'MP')","('Volume', 'MP')"
2024-06-03,16.1299991607666,16.559999465942383,15.920000076293944,16.479999542236328,2112100.0,,,,,
2024-06-04,15.40999984741211,15.94499969482422,15.31999969482422,15.850000381469728,3035000.0,,,,,
2024-06-05,15.43000030517578,15.56999969482422,15.199999809265137,15.420000076293944,1997900.0,,,,,
2024-06-06,15.25,15.520000457763672,15.050000190734863,15.31999969482422,1853700.0,,,,,
2024-06-07,14.84000015258789,15.027999877929688,14.65999984741211,15.0,2631700.0,,,,,
2024-06-10,14.989999771118164,15.125,14.550000190734863,14.729999542236328,2136000.0,,,,,
2024-06-11,14.489999771118164,14.81999969482422,14.369999885559082,14.729999542236328,3053800.0,,,,,
2024-06-12,14.640000343322754,15.43000030517578,14.579999923706056,15.079999923706056,2140500.0,,,,,
2024-06-13,14.06999969482422,14.68000030517578,13.954999923706056,14.59000015258789,3156900.0,,,,,
2024-06-14,13.640000343322754,14.15999984741211,13.619999885559082,14.0,3291400.0,,,,,
2024-06-17,13.329999923706056,13.539999961853027,12.942999839782717,13.420000076293944,4035700.0,,,,,
2024-06-18,13.399999618530272,13.479999542236328,13.170000076293944,13.279999732971191,3356900.0,,,,,
2024-06-20,13.670000076293944,13.6899995803833,13.34000015258789,13.470000267028809,3307400.0,,,,,
2024-06-21,13.68000030517578,13.755000114440918,13.220000267028809,13.539999961853027,7091700.0,,,,,
2024-06-24,13.390000343322754,13.8100004196167,13.260000228881836,13.710000038146973,3039300.0,,,,,
2024-06-25,12.279999732971191,13.345000267028809,12.270000457763672,13.289999961853027,5932200.0,,,,,
2024-06-26,12.59000015258789,12.670000076293944,12.09000015258789,12.170000076293944,3858700.0,,,,,
2024-06-27,12.850000381469728,12.9399995803833,12.350000381469728,12.539999961853027,2782000.0,,,,,
2024-06-28,12.729999542236328,13.18000030517578,12.6899995803833,13.029999732971191,4165400.0,,,,,
2024-07-01,12.800000190734863,13.336999893188477,12.68000030517578,13.25,4093800.0,,,,,
2024-07-02,13.739999771118164,13.800000190734863,12.789999961853027,12.800000190734863,4159200.0,,,,,
2024-07-03,14.15999984741211,14.300000190734863,13.770000457763672,13.989999771118164,2538600.0,,,,,
