Date,Close,High,Low,Open,Volume,"('Close', 'BYND')","('High', 'BYND')","('Low', 'BYND')","('Open', 'BYND')","('Volume', 'BYND')"
2024-06-03,7.760000228881836,7.989999771118164,7.639999866485596,7.900000095367432,1744900.0,,,,,
2024-06-04,7.760000228881836,7.900000095367432,7.610000133514404,7.800000190734863,1344200.0,,,,,
2024-06-05,7.46999979019165,8.079999923706055,7.360000133514404,7.78000020980835,2339600.0,,,,,
2024-06-06,7.800000190734863,7.835000038146973,7.257999897003174,7.420000076293945,2096300.0,,,,,
2024-06-07,7.590000152587891,8.199999809265137,7.460000038146973,7.670000076293945,2179100.0,,,,,
2024-06-10,7.179999828338623,7.449999809265137,7.03000020980835,7.449999809265137,2282700.0,,,,,
2024-06-11,7.130000114440918,7.210000038146973,6.670000076293945,7.190000057220459,3293500.0,,,,,
2024-06-12,7.050000190734863,7.300000190734863,7.0,7.170000076293945,1762900.0,,,,,
2024-06-13,6.809999942779541,7.130000114440918,6.760000228881836,7.019999980926514,1924100.0,,,,,
2024-06-14,6.650000095367432,6.900000095367432,6.550000190734863,6.900000095367432,1458900.0,,,,,
2024-06-17,6.489999771118164,6.590000152587891,6.260000228881836,6.590000152587891,2532400.0,,,,,
2024-06-18,6.389999866485596,6.570000171661377,6.380000114440918,6.5,1598000.0,,,,,
2024-06-20,6.570000171661377,6.769999980926514,6.28000020980835,6.289999961853027,1731700.0,,,,,
2024-06-21,6.510000228881836,6.710000038146973,6.409999847412109,6.710000038146973,2022300.0,,,,,
2024-06-24,6.670000076293945,7.074999809265137,6.420000076293945,6.449999809265137,3795000.0,,,,,
2024-06-25,6.510000228881836,6.869999885559082,6.485000133514404,6.679999828338623,2032800.0,,,,,
2024-06-26,6.409999847412109,6.579999923706055,6.179999828338623,6.5,2493400.0,,,,,
2024-06-27,6.840000152587891,6.949999809265137,6.389999866485596,6.400000095367432,2446100.0,,,,,
2024-06-28,6.710000038146973,6.96999979019165,6.559999942779541,6.800000190734863,2194600.0,,,,,
2024-07-01,6.75,6.929999828338623,6.679999828338623,6.699999809265137,1757900.0,,,,,
2024-07-02,6.920000076293945,6.940000057220459,6.610000133514404,6.699999809265137,1176200.0,,,,,
2024-07-03,6.829999923706055,7.110000133514404,6.71999979019165,6.900000095367432,1334400.0,,,,,
2024-07-05,7.119999885559082,7.355000019073486,6.769999980926514,6.809999942779541,2772600.0,,,,,
2024-07-08,6.800000190734863,7.199999809265137,6.760000228881836,7.150000095367432,2285200.0,,,,,
2024-07-09,6.599999904632568,6.889999866485596,6.579999923706055,6.71999979019165,1670200.0,,,,,
2024-07-10,6.820000171661377,6.840000152587891,6.510000228881836,6.599999904632568,1672900.0,,,,,
2024-07-11,6.840000152587891,7.119999885559082,6.710000038146973,6.840000152587891,2877200.0,,,,,
2024-07-12,6.920000076293945,7.09499979019165,6.855000019073486,6.929999828338623,1476100.0,,,,,
2024-07-15,6.699999809265137,6.929999828338623,6.639999866485596,6.860000133514404,1946800.0,,,,,
2024-07-16,7.489999771118164,7.550000190734863,6.695000171661377,6.730000019073486,3927100.0,,,,,
2024-07-17,7.170000076293945,7.659999847412109,7.039999961853027,7.150000095367432,5004000.0,,,,,
2024-07-18,6.429999828338623,6.679999828338623,6.230000019073486,6.260000228881836,4287000.0,,,,,
2024-07-19,6.130000114440918,6.550000190734863,5.989999771118164,6.550000190734863,3568100.0,,,,,
2024-07-22,6.159999847412109,6.170000076293945,5.599999904632568,6.139999866485596,4228500.0,,,,,
2024-07-23,6.159999847412109,6.25,6.0,6.03000020980835,2908700.0,,,,,
2024-07-24,6.079999923706055,6.179999828338623,5.880000114440918,6.099999904632568,1898300.0,,,,,
2024-07-25,5.940000057220459,6.28000020980835,5.925000190734863,6.099999904632568,2425600.0,,,,,
2024-07-26,6.25,6.269999980926514,6.010000228881836,6.050000190734863,1890500.0,,,,,
2024-07-29,6.019999980926514,6.539999961853027,6.019999980926514,6.260000228881836,3183300.0,,,,,
2024-07-30,6.139999866485596,6.170000076293945,5.909999847412109,6.059999942779541,2538800.0,,,,,
2024-07-31,6.28000020980835,6.485000133514404,6.079999923706055,6.079999923706055,1974600.0,,,,,
2024-08-01,6.139999866485596,6.300000190734863,5.985000133514404,6.25,1753000.0,,,,,
2024-08-02,5.599999904632568,6.070000171661377,5.5,6.010000228881836,2692200.0,,,,,
2024-08-05,5.269999980926514,5.5,5.130000114440918,5.199999809265137,2768600.0,,,,,
2024-08-06,5.300000190734863,5.389999866485596,5.210000038146973,5.320000171661377,1899800.0,,,,,
2024-08-07,5.239999771118164,5.639999866485596,5.210000038146973,5.420000076293945,4390700.0,,,,,
2024-08-08,6.53000020980835,6.789999961853027,5.510000228881836,5.570000171661377,8832900.0,,,,,
2024-08-09,6.389999866485596,9.239999771118164,6.199999809265137,6.5,31846000.0,,,,,
