Date,Close,High,Low,Open,Volume,"('Close', 'PLG')","('High', 'PLG')","('Low', 'PLG')","('Open', 'PLG')","('Volume', 'PLG')"
2024-06-03,1.7000000476837158,1.8600000143051147,1.6699999570846558,1.8600000143051147,812800.0,,,,,
2024-06-04,1.6100000143051147,1.7000000476837158,1.559999942779541,1.690000057220459,850200.0,,,,,
2024-06-05,1.659999966621399,1.7000000476837158,1.590000033378601,1.600000023841858,475000.0,,,,,
2024-06-06,1.870000004768372,1.9299999475479128,1.659999966621399,1.690000057220459,1314200.0,,,,,
2024-06-07,1.7599999904632568,1.8200000524520876,1.7300000190734863,1.7999999523162842,418600.0,,,,,
2024-06-10,1.7200000286102295,1.7799999713897705,1.7000000476837158,1.75,208000.0,,,,,
2024-06-11,1.649999976158142,1.7300000190734863,1.600000023841858,1.6799999475479126,362300.0,,,,,
2024-06-12,1.6799999475479126,1.7599999904632568,1.649999976158142,1.7100000381469729,263400.0,,,,,
2024-06-13,1.6799999475479126,1.7799999713897705,1.6399999856948853,1.6799999475479126,303800.0,,,,,
2024-06-14,1.6699999570846558,1.7300000190734863,1.6299999952316284,1.7100000381469729,168400.0,,,,,
2024-06-17,1.7000000476837158,1.7000000476837158,1.6100000143051147,1.649999976158142,422200.0,,,,,
2024-06-18,1.7400000095367432,1.7999999523162842,1.649999976158142,1.6799999475479126,339200.0,,,,,
2024-06-20,1.7799999713897705,1.830000042915344,1.75,1.7699999809265137,514800.0,,,,,
2024-06-21,1.7599999904632568,1.8200000524520876,1.7300000190734863,1.7999999523162842,307200.0,,,,,
2024-06-24,1.75,1.8200000524520876,1.7000000476837158,1.7899999618530271,254500.0,,,,,
2024-06-25,1.6699999570846558,1.75,1.6699999570846558,1.7300000190734863,172100.0,,,,,
2024-06-26,1.7999999523162842,1.7999999523162842,1.659999966621399,1.6699999570846558,208400.0,,,,,
2024-06-27,1.75,1.830000042915344,1.7200000286102295,1.7999999523162842,265000.0,,,,,
2024-06-28,1.7000000476837158,1.7899999618530271,1.6699999570846558,1.75,295300.0,,,,,
2024-07-01,1.7000000476837158,1.7400000095367432,1.649999976158142,1.7100000381469729,136200.0,,,,,
2024-07-02,1.7200000286102295,1.75,1.649999976158142,1.7100000381469729,114500.0,,,,,
2024-07-03,1.8200000524520876,1.8600000143051147,1.7300000190734863,1.75,667000.0,,,,,
2024-07-05,1.870000004768372,1.950000047683716,1.809999942779541,1.830000042915344,916900.0,,,,,
2024-07-08,1.850000023841858,1.899999976158142,1.75,1.899999976158142,400000.0,,,,,
2024-07-09,1.850000023841858,1.850000023841858,1.7799999713897705,1.840000033378601,196100.0,,,,,
2024-07-10,1.7000000476837158,1.8600000143051147,1.6399999856948853,1.840000033378601,1016900.0,,,,,
2024-07-11,1.690000057220459,1.7999999523162842,1.690000057220459,1.7300000190734863,314000.0,,,,,
2024-07-12,1.7400000095367432,1.7799999713897705,1.6699999570846558,1.6699999570846558,319900.0,,,,,
2024-07-15,1.7400000095367432,1.7999999523162842,1.7200000286102295,1.75,220400.0,,,,,
2024-07-16,1.7799999713897705,1.7899999618530271,1.7300000190734863,1.7599999904632568,237900.0,,,,,
2024-07-17,1.690000057220459,1.8200000524520876,1.6799999475479126,1.7999999523162842,359800.0,,,,,
2024-07-18,1.7599999904632568,1.7699999809265137,1.5199999809265137,1.6799999475479126,1102400.0,,,,,
2024-07-19,1.809999942779541,1.830000042915344,1.7100000381469729,1.75,777500.0,,,,,
2024-07-22,1.7200000286102295,1.830000042915344,1.7000000476837158,1.7999999523162842,514300.0,,,,,
2024-07-23,1.7400000095367432,1.7400000095367432,1.7000000476837158,1.7200000286102295,168400.0,,,,,
2024-07-24,1.7699999809265137,1.7699999809265137,1.6399999856948853,1.7300000190734863,694600.0,,,,,
2024-07-25,1.659999966621399,1.7200000286102295,1.649999976158142,1.7000000476837158,252800.0,,,,,
2024-07-26,1.649999976158142,1.7000000476837158,1.6200000047683716,1.7000000476837158,178000.0,,,,,
2024-07-29,1.5800000429153442,1.649999976158142,1.559999942779541,1.6299999952316284,252700.0,,,,,
2024-07-30,1.590000033378601,1.6200000047683716,1.5700000524520874,1.5700000524520874,177800.0,,,,,
2024-07-31,1.659999966621399,1.6699999570846558,1.600000023841858,1.600000023841858,216600.0,,,,,
2024-08-01,1.5399999618530271,1.659999966621399,1.5099999904632568,1.6399999856948853,362800.0,,,,,
2024-08-02,1.3300000429153442,1.5700000524520874,1.3300000429153442,1.5399999618530271,692600.0,,,,,
2024-08-05,1.2699999809265137,1.2699999809265137,1.059999942779541,1.149999976158142,706400.0,,,,,
2024-08-06,1.2599999904632568,1.2899999618530271,1.2300000190734863,1.2699999809265137,126500.0,,,,,
2024-08-07,1.1699999570846558,1.2999999523162842,1.159999966621399,1.2899999618530271,235100.0,,,,,
2024-08-08,1.2899999618530271,1.3700000047683716,1.1699999570846558,1.190000057220459,1004700.0,,,,,
2024-08-09,1.25,1.309999942779541,1.2300000190734863,1.2899999618530271,207200.0,,,,,
2024-08-12,1.2999999523162842,1.399999976158142,1.2699999809265137,1.2999999523162842,508400.0,,,,,
2024-08-13,1.3899999856948853,1.399999976158142,1.2899999618530271,1.309999942779541,276100.0,,,,,
2024-08-14,1.2200000286102295,1.409999966621399,1.159999966621399,1.3899999856948853,907700.0,,,,,
2024-08-15,1.3600000143051147,1.3799999952316284,1.2699999809265137,1.2699999809265137,450000.0,,,,,
2024-08-16,1.350000023841858,1.3700000047683716,1.3200000524520874,1.350000023841858,165600.0,,,,,
2024-08-19,1.4199999570846558,1.4199999570846558,1.350000023841858,1.3899999856948853,261000.0,,,,,
2024-08-20,1.3600000143051147,1.4700000286102295,1.3300000429153442,1.440000057220459,328900.0,,,,,
2024-08-21,1.4299999475479126,1.4299999475479126,1.3200000524520874,1.3799999952316284,188100.0,,,,,
2024-08-22,1.340000033378601,1.4199999570846558,1.3300000429153442,1.409999966621399,110100.0,,,,,
2024-08-23,1.3799999952316284,1.3899999856948853,1.3300000429153442,1.3600000143051147,129100.0,,,,,
2024-08-26,1.4199999570846558,1.4500000476837158,1.3700000047683716,1.4199999570846558,182000.0,,,,,
2024-08-27,1.340000033378601,1.4199999570846558,1.2999999523162842,1.4199999570846558,280900.0,,,,,
2024-08-28,1.2799999713897705,1.3300000429153442,1.2400000095367432,1.3300000429153442,183700.0,,,,,
2024-08-29,1.2599999904632568,1.2999999523162842,1.1799999475479126,1.2899999618530271,284800.0,,,,,
2024-08-30,1.2799999713897705,1.2899999618530271,1.2200000286102295,1.2699999809265137,152100.0,,,,,
2024-09-03,1.1799999475479126,1.2799999713897705,1.1799999475479126,1.2400000095367432,222600.0,,,,,
2024-09-04,1.2100000381469729,1.2300000190734863,1.1699999570846558,1.1699999570846558,157400.0,,,,,
2024-09-05,1.2100000381469729,1.2699999809265137,1.190000057220459,1.2300000190734863,120000.0,,,,,
2024-09-06,1.1799999475479126,1.2000000476837158,1.149999976158142,1.2000000476837158,173000.0,,,,,
2024-09-09,1.159999966621399,1.2100000381469729,1.100000023841858,1.2100000381469729,453700.0,,,,,
2024-09-10,1.1799999475479126,1.190000057220459,1.0800000429153442,1.1399999856948853,319000.0,,,,,
2024-09-11,1.2200000286102295,1.2200000286102295,1.1699999570846558,1.190000057220459,199800.0,,,,,
2024-09-12,1.350000023841858,1.3600000143051147,1.2200000286102295,1.2699999809265137,611700.0,,,,,
2024-09-13,1.3899999856948853,1.4299999475479126,1.3600000143051147,1.3899999856948853,509900.0,,,,,
2024-09-16,1.3300000429153442,1.4199999570846558,1.309999942779541,1.409999966621399,280500.0,,,,,
2024-09-17,1.3300000429153442,1.350000023841858,1.2799999713897705,1.3300000429153442,211600.0,,,,,
2024-09-18,1.2899999618530271,1.399999976158142,1.2899999618530271,1.3200000524520874,283600.0,,,,,
2024-09-19,1.3700000047683716,1.4299999475479126,1.350000023841858,1.3700000047683716,543900.0,,,,,
2024-09-20,1.340000033378601,1.399999976158142,1.340000033378601,1.3899999856948853,219100.0,,,,,
2024-09-23,1.309999942779541,1.3899999856948853,1.2899999618530271,1.350000023841858,237900.0,,,,,
2024-09-24,1.4700000286102295,1.4700000286102295,1.3200000524520874,1.350000023841858,402400.0,,,,,
2024-09-25,1.440000057220459,1.4900000095367432,1.399999976158142,1.4500000476837158,384900.0,,,,,
2024-09-26,1.5299999713897705,1.600000023841858,1.4800000190734863,1.5199999809265137,548400.0,,,,,
2024-09-27,1.4700000286102295,1.5499999523162842,1.399999976158142,1.5299999713897705,410400.0,,,,,
2024-09-30,1.4299999475479126,1.4900000095367432,1.3799999952316284,1.4800000190734863,352500.0,,,,,
2024-10-01,1.4500000476837158,1.4900000095367432,1.4299999475479126,1.4500000476837158,208000.0,,,,,
2024-10-02,1.5,1.590000033378601,1.4299999475479126,1.4700000286102295,726100.0,,,,,
2024-10-03,1.4800000190734863,1.5299999713897705,1.4500000476837158,1.5,137900.0,,,,,
2024-10-04,1.559999942779541,1.559999942779541,1.4600000381469729,1.4900000095367432,262100.0,,,,,
2024-10-07,1.559999942779541,1.5800000429153442,1.5199999809265137,1.5800000429153442,206100.0,,,,,
2024-10-08,1.4500000476837158,1.5199999809265137,1.4299999475479126,1.5199999809265137,359700.0,,,,,
2024-10-09,1.5099999904632568,1.5099999904632568,1.4199999570846558,1.4500000476837158,204700.0,,,,,
2024-10-10,1.5399999618530271,1.5499999523162842,1.4800000190734863,1.5199999809265137,148200.0,,,,,
2024-10-11,1.6100000143051147,1.6200000047683716,1.5399999618530271,1.5399999618530271,385700.0,,,,,
2024-10-14,1.5700000524520874,1.6299999952316284,1.5499999523162842,1.590000033378601,252900.0,,,,,
2024-10-15,1.5499999523162842,1.590000033378601,1.5199999809265137,1.5399999618530271,193800.0,,,,,
2024-10-16,1.5099999904632568,1.590000033378601,1.4800000190734863,1.5800000429153442,446200.0,,,,,
2024-10-17,1.7699999809265137,1.899999976158142,1.5099999904632568,1.5299999713897705,1985600.0,,,,,
2024-10-18,1.7899999618530271,1.830000042915344,1.7000000476837158,1.7599999904632568,775300.0,,,,,
2024-10-21,1.7999999523162842,1.840000033378601,1.7300000190734863,1.840000033378601,471300.0,,,,,
2024-10-22,1.8200000524520876,1.830000042915344,1.7200000286102295,1.8200000524520876,925000.0,,,,,
2024-10-23,1.850000023841858,2.0,1.7300000190734863,1.7899999618530271,2207200.0,,,,,
2024-10-24,2.0,2.0999999046325684,1.909999966621399,1.9700000286102293,2998800.0,,,,,
2024-10-25,2.190000057220459,2.2699999809265137,1.940000057220459,2.009999990463257,2817700.0,,,,,
2024-10-28,2.049999952316284,2.190000057220459,2.009999990463257,2.180000066757202,959600.0,,,,,
2024-10-29,2.0799999237060547,2.1700000762939453,2.039999961853028,2.049999952316284,744700.0,,,,,
2024-10-30,1.909999966621399,2.0999999046325684,1.850000023841858,2.0999999046325684,829700.0,,,,,
2024-10-31,1.809999942779541,1.909999966621399,1.7400000095367432,1.909999966621399,883400.0,,,,,
2024-11-01,1.7699999809265137,1.940000057220459,1.7200000286102295,1.919999957084656,1153700.0,,,,,
2024-11-04,1.7300000190734863,1.809999942779541,1.7000000476837158,1.7599999904632568,393200.0,,,,,
2024-11-05,1.75,1.840000033378601,1.7200000286102295,1.7699999809265137,592400.0,,,,,
2024-11-06,1.6799999475479126,1.75,1.600000023841858,1.6100000143051147,882000.0,,,,,
