Date,Close,High,Low,Open,Volume,"('Close', 'NLY')","('High', 'NLY')","('Low', 'NLY')","('Open', 'NLY')","('Volume', 'NLY')"
2024-06-03,16.209203720092773,16.209203720092773,16.022049632675206,16.127831905377835,2501800.0,,,,,
2024-06-04,16.09528350830078,16.20920311341495,16.046459490076238,16.11155662900408,2804500.0,,,,,
2024-06-05,16.266164779663086,16.314987251443235,16.02205086872395,16.12783314958734,2518000.0,,,,,
2024-06-06,16.201065063476562,16.314984663573203,16.160379935452948,16.24988752751253,2480500.0,,,,,
2024-06-07,16.062732696533203,16.144104500774546,15.97322355666392,15.989498227919803,2535900.0,,,,,
2024-06-10,15.989500999450684,16.079010154834986,15.875581384989458,15.940678529258491,2184500.0,,,,,
2024-06-11,15.82675838470459,15.989500463907213,15.745386569084134,15.94881533211613,3360400.0,,,,,
2024-06-12,16.176651000976562,16.347531931457493,16.119691208162234,16.23361234582884,3716800.0,,,,,
2024-06-13,16.3963565826416,16.412631254776468,16.11969336450154,16.15224270877127,2729000.0,,,,,
2024-06-14,16.45331573486328,16.461453070610126,16.23361387785085,16.282436340293824,2091700.0,,,,,
2024-06-17,16.363807678222656,16.437042145813912,16.249886533059563,16.35567034270829,3268200.0,,,,,
2024-06-18,16.209203720092773,16.41263248086099,16.19292904674213,16.34753533949669,3200300.0,,,,,
2024-06-20,16.22547721862793,16.33125948367133,16.184790538197266,16.1929278742834,2884700.0,,,,,
2024-06-21,16.266164779663086,16.30685146617854,16.201067633276757,16.266164779663086,7977800.0,,,,,
2024-06-24,16.41263198852539,16.445179782212055,16.266163036839835,16.290575046133505,3125300.0,,,,,
2024-06-25,16.314983367919922,16.412629840275418,16.290572913859567,16.412629840275418,4053200.0,,,,,
2024-06-26,16.209203720092773,16.314985992795403,16.16038125207912,16.282438198132393,3813000.0,,,,,
2024-06-27,16.013912200927734,16.274300764839037,15.95695239657692,16.241751418330992,5679200.0,,,,,
2024-06-28,16.03915786743164,16.165383871055646,15.938177706552723,16.148554914276303,8911100.0,,,,,
2024-07-01,15.702552795410156,16.030740686954093,15.618401601282075,16.030740686954093,6265500.0,,,,,
2024-07-02,15.946592330932615,15.997082409293355,15.694138729027625,15.702554009596188,3558100.0,,,,,
2024-07-03,15.946592330932615,16.064403048791224,15.870856410866184,15.97183656758766,2507000.0,,,,,
2024-07-05,15.997081756591797,16.005497036817008,15.87927104354002,15.94659168029112,3091200.0,,,,,
2024-07-08,15.980249404907228,16.081231151240075,15.97183412562529,16.030739475548447,2527400.0,,,,,
2024-07-09,16.005496978759766,16.039156494487926,15.837194584967213,15.980251138175708,2951400.0,,,,,
2024-07-10,16.30843734741211,16.325267906054172,16.030739550019735,16.08123122594592,3389200.0,,,,,
2024-07-11,16.771270751953125,16.779686032614972,16.493572910314818,16.518817147249692,4710600.0,,,,,
2024-07-12,17.183610916137695,17.25934684163648,16.821761850988125,16.830177132160298,7193500.0,,,,,
2024-07-15,17.149948120117188,17.326665797409415,17.065798526697716,17.149948120117188,5062200.0,,,,,
2024-07-16,17.444475173950195,17.478136292776092,17.183607923251436,17.20885376237086,3813400.0,,,,,
2024-07-17,17.183610916137695,17.520214137770747,17.183610916137695,17.34349804830743,3922600.0,,,,,
2024-07-18,16.947986602783203,17.36874099991328,16.905911805090454,17.13311956475285,3428300.0,,,,,
2024-07-19,16.889081954956055,17.02372323930149,16.76285595151355,16.9311583594707,3678100.0,,,,,
2024-07-22,17.015304565429688,17.065796240778877,16.85541907530845,16.89749386638238,4350000.0,,,,,
2024-07-23,17.099454879760742,17.14153127373721,16.889077725029335,16.905908282619922,3309800.0,,,,,
2024-07-24,16.74602508544922,17.116289413197187,16.712365567499777,16.947987008297922,4464900.0,,,,,
2024-07-25,16.527233123779297,16.830176820158385,16.46832776171686,16.661874409936505,4777500.0,,,,,
2024-07-26,16.71236228942871,16.77126763807417,16.518814080243153,16.77126763807417,2894800.0,,,,,
2024-07-29,16.804927825927734,16.956399645713983,16.7628530337873,16.788098872101823,3223400.0,,,,,
2024-07-30,16.922740936279297,16.96481573041688,16.838589742953612,16.8806645370912,5412900.0,,,,,
2024-07-31,16.754438400268555,17.225682831620695,16.72077888626865,17.225682831620695,6162100.0,,,,,
2024-08-01,16.72919273376465,16.88907984080442,16.560891951925875,16.821759207058808,3588900.0,,,,,
2024-08-02,16.62821388244629,16.695534521441996,16.39259084343599,16.55247796294479,4416100.0,,,,,
2024-08-05,16.18221092224121,16.434664479771484,15.811948272610737,15.971833760157834,6299100.0,,,,,
2024-08-06,16.62821388244629,16.737609318920324,16.207459487460454,16.283195406961955,5125900.0,,,,,
2024-08-07,16.61138343811035,16.939571354888237,16.59455287698055,16.813345356516024,5258600.0,,,,,
2024-08-08,16.84700584411621,16.889080640305025,16.645043933318835,16.737608805944348,3797100.0,,,,,
2024-08-09,16.84700584411621,16.880665360057144,16.737608805944348,16.863836404611973,2953700.0,,,,,
2024-08-12,16.61138343811035,16.84700647877563,16.58613759641565,16.813345356516024,2525200.0,,,,,
2024-08-13,16.687118530273438,16.771269726696943,16.661872689831213,16.72077965086307,3470700.0,,,,,
2024-08-14,16.72919273376465,16.74602329346368,16.602966746122938,16.720779058965647,2749400.0,,,,,
2024-08-15,16.7965145111084,16.880665710282514,16.69553435613996,16.880665710282514,3886800.0,,,,,
2024-08-16,16.922740936279297,16.947985170741642,16.74602326979031,16.74602326979031,4671900.0,,,,,
2024-08-19,17.09104347229004,17.09104347229004,16.96481747186957,16.96481747186957,5011400.0,,,,,
2024-08-20,16.956401824951172,17.091043103165177,16.897496466363876,17.023722464058174,3451500.0,,,,,
2024-08-21,16.880666732788086,17.015308017601992,16.83859193317776,16.998479060788295,3788700.0,,,,,
2024-08-22,16.72919273376465,16.956400474550033,16.71236377911613,16.91432568035297,2381600.0,,,,,
2024-08-23,16.83858871459961,16.973229973677782,16.762852805736834,16.83017343527592,3746500.0,,,,,
2024-08-26,16.939571380615234,17.091043220912198,16.91432714393284,16.922742424510524,4187400.0,,,,,
2024-08-27,16.788101196289062,16.95640199320121,16.779685915685857,16.86383711666726,3245700.0,,,,,
2024-08-28,16.821760177612305,16.88908081524207,16.695534182687823,16.80492961694221,4100500.0,,,,,
2024-08-29,16.872251510620117,16.92274319638923,16.779686630144862,16.855422553747808,3564400.0,,,,,
2024-08-30,16.964815139770508,17.04055105062175,16.855419715791186,16.94798458068124,5649800.0,,,,,
2024-09-03,16.914325714111328,16.998476907723926,16.872249314779772,16.914325714111328,3917300.0,,,,,
2024-09-04,16.83017349243164,16.956399472614795,16.771268142016197,16.914324680903885,3320400.0,,,,,
