Date,Close,High,Low,Open,Volume,"('Close', 'OKE')","('High', 'OKE')","('Low', 'OKE')","('Open', 'OKE')","('Volume', 'OKE')"
2024-06-03,75.05614471435547,76.38665596730986,74.25406264563173,76.20737160797886,2998900.0,,,,,
2024-06-04,74.5843276977539,74.67868901957492,73.48971620656953,74.31067482495781,3096000.0,,,,,
2024-06-05,74.69756317138672,74.86740922554996,73.98984248181131,74.70699426374658,2675400.0,,,,,
2024-06-06,74.49939727783203,74.83910379496369,73.95209873294867,74.43334363279573,2644700.0,,,,,
2024-06-07,74.21630859375,74.61263043876609,73.41422661236783,74.21630859375,2514300.0,,,,,
2024-06-10,75.50907897949219,75.80160843720103,74.25405971645245,74.47109003742533,2589300.0,,,,,
2024-06-11,75.15050506591797,75.43359623911864,74.34842300759286,75.08445141874549,2219900.0,,,,,
2024-06-12,75.66950988769531,76.01864753984685,75.32980332933127,75.77330951382368,2006700.0,,,,,
2024-06-13,74.32012176513672,75.58457946315215,74.16913787320807,75.2543111986935,3066100.0,,,,,
2024-06-14,73.69731903076172,74.33898612948977,73.43310443704564,74.09364092133582,2508600.0,,,,,
2024-06-17,74.5937728881836,75.04671015453518,73.43310764445509,73.71619883540586,2305600.0,,,,,
2024-06-18,75.54682159423828,75.83935103896002,74.62207059936941,74.73530130117787,2250900.0,,,,,
2024-06-20,76.48102569580078,76.707494321276,75.30149110579342,75.47134437472678,2945000.0,,,,,
2024-06-21,75.3769760131836,76.8867860511463,75.10332312378554,76.82073240193353,6799600.0,,,,,
2024-06-24,76.33003997802734,76.76410783280035,75.37697403640205,75.37697403640205,2303400.0,,,,,
2024-06-25,76.45271301269531,76.52820495645656,76.00921404154106,76.34892058915862,2162400.0,,,,,
2024-06-26,75.99032592773438,76.63199295374395,75.89596461200203,76.5281933466463,1988700.0,,,,,
2024-06-27,76.19793701171875,76.5659512399174,75.83936107635567,76.22624469091741,1578900.0,,,,,
2024-06-28,76.95283508300781,77.03775811291104,76.09413049545812,76.69805159468339,4256000.0,,,,,
2024-07-01,77.11325073242188,77.33028105474415,76.38665342894222,77.14155840930674,1709300.0,,,,,
2024-07-02,77.68885803222656,78.00025685201271,77.11324464994556,77.69828912423932,1836100.0,,,,,
2024-07-03,78.13236999511719,78.5569995453692,77.47182634001612,77.59450253845453,1564900.0,,,,,
2024-07-05,77.61336517333984,78.07574065218363,77.2736586829588,78.01912530355571,1314800.0,,,,,
2024-07-08,77.3774642944336,78.03800074405338,77.3019723575321,77.49070219978586,1409200.0,,,,,
2024-07-09,77.77378845214844,78.18898691801364,77.10381369087986,77.20761330734616,1584800.0,,,,,
2024-07-10,77.67942810058594,77.74548174831818,77.17930659642637,77.46239057271846,1395300.0,,,,,
2024-07-11,78.22673034667969,78.64192159975143,77.36802576549704,77.6133709600217,1460400.0,,,,,
2024-07-12,79.88752746582031,80.05737354671007,78.5003935440878,78.79291583803119,2202800.0,,,,,
2024-07-15,79.9063949584961,80.93494570914459,79.82146472075637,80.20835553843317,2057700.0,,,,,
2024-07-16,80.26496124267578,80.34989147019964,79.52893286756948,79.89694705512262,1562600.0,,,,,
2024-07-17,80.5574951171875,81.34070059565059,80.28384223461794,80.5291802402533,2125900.0,,,,,
2024-07-18,78.73628997802734,80.01962410187436,77.92476965855623,80.01962410187436,4857700.0,,,,,
2024-07-19,78.76458740234375,79.99129881446702,78.60417245756943,78.88725638376417,3093300.0,,,,,
2024-07-22,79.67047882080078,79.72709417321066,78.3399604447106,78.76459718570646,2979500.0,,,,,
2024-07-23,78.53812408447266,79.8308892192686,78.36827083765117,79.40625970186832,2327100.0,,,,,
2024-07-24,77.52845764160156,78.7174233961994,77.47183508235292,78.53813902328538,2372500.0,,,,,
2024-07-25,76.81128692626953,77.50956932397634,76.71692560754815,77.39633142192639,2640400.0,,,,,
2024-07-26,77.39634704589844,77.80210727768748,76.66031853225985,77.1321324204188,1826800.0,,,,,
2024-07-29,77.5661849975586,77.69829228417873,76.499888412894,77.59449987266906,2147500.0,,,,,
2024-07-30,78.12293243408203,78.46263895718522,77.47182706491634,77.66998800350862,1989500.0,,,,,
2024-07-31,78.63249206542969,79.28359023401846,78.18898592783702,78.95332200367524,3324400.0,,,,,
2024-08-01,78.3650894165039,79.27231822332213,77.85895484465505,78.86167950327875,2088600.0,,,,,
