Date,Close,High,Low,Open,Volume,"('Close', 'PHR')","('High', 'PHR')","('Low', 'PHR')","('Open', 'PHR')","('Volume', 'PHR')"
2024-06-03,18.540000915527344,19.15999984741211,18.26000022888184,19.06999969482422,1017300.0,,,,,
2024-06-04,18.6200008392334,18.86000061035156,18.350000381469727,18.38999938964844,455900.0,,,,,
2024-06-05,19.63999938964844,19.649999618530277,18.540000915527344,18.68000030517578,522000.0,,,,,
2024-06-06,19.75,19.799999237060547,19.459999084472656,19.690000534057617,318700.0,,,,,
2024-06-07,19.5,20.049999237060547,19.325000762939453,19.3799991607666,605300.0,,,,,
2024-06-10,20.049999237060547,20.084999084472656,19.209999084472656,19.209999084472656,364600.0,,,,,
2024-06-11,20.190000534057617,20.299999237060547,19.850000381469727,19.989999771118164,369900.0,,,,,
2024-06-12,20.420000076293945,21.5,20.399999618530277,20.81999969482422,492400.0,,,,,
2024-06-13,19.71999931335449,20.459999084472656,19.61000061035156,20.459999084472656,579000.0,,,,,
2024-06-14,19.530000686645508,19.600000381469727,19.01000022888184,19.31999969482422,304900.0,,,,,
2024-06-17,19.65999984741211,19.729999542236328,19.131999969482425,19.36000061035156,239100.0,,,,,
2024-06-18,19.5,19.649999618530277,19.0,19.59000015258789,395200.0,,,,,
2024-06-20,20.01000022888184,20.07999992370605,19.290000915527344,19.5,483200.0,,,,,
2024-06-21,20.25,20.559999465942383,19.899999618530277,20.170000076293945,670600.0,,,,,
2024-06-24,20.26000022888184,20.63500022888184,20.1200008392334,20.170000076293945,385500.0,,,,,
2024-06-25,21.3799991607666,21.440000534057617,20.0,20.229999542236328,593700.0,,,,,
2024-06-26,21.790000915527344,21.8799991607666,20.933000564575195,21.190000534057617,408200.0,,,,,
2024-06-27,21.15999984741211,21.729999542236328,21.13999938964844,21.690000534057617,426800.0,,,,,
2024-06-28,21.200000762939453,22.0,20.84000015258789,21.31999969482422,1088900.0,,,,,
2024-07-01,20.670000076293945,21.290000915527344,20.63999938964844,21.209999084472656,401400.0,,,,,
2024-07-02,20.5,20.795000076293945,20.280000686645508,20.700000762939453,308900.0,,,,,
2024-07-03,20.51000022888184,20.90999984741211,20.229999542236328,20.6200008392334,145400.0,,,,,
2024-07-05,20.149999618530277,20.559999465942383,20.01000022888184,20.25,247900.0,,,,,
2024-07-08,20.200000762939453,20.426000595092773,20.0,20.34000015258789,295700.0,,,,,
2024-07-09,20.239999771118164,20.399999618530277,19.81999969482422,20.229999542236328,438700.0,,,,,
2024-07-10,18.81999969482422,20.475000381469727,18.76799964904785,20.3700008392334,620300.0,,,,,
2024-07-11,20.61000061035156,20.709999084472656,19.114999771118164,19.190000534057617,601400.0,,,,,
2024-07-12,21.5,22.059999465942383,20.8700008392334,21.01000022888184,726000.0,,,,,
2024-07-15,22.81999969482422,22.96999931335449,21.459999084472656,21.61000061035156,574200.0,,,,,
2024-07-16,24.36000061035156,24.739999771118164,23.170000076293945,23.170000076293945,667300.0,,,,,
2024-07-17,24.530000686645508,24.959999084472656,23.770000457763672,24.020000457763672,560800.0,,,,,
2024-07-18,22.649999618530277,25.190000534057617,22.63999938964844,24.280000686645508,466600.0,,,,,
2024-07-19,22.920000076293945,23.190000534057617,22.549999237060547,22.780000686645508,281100.0,,,,,
2024-07-22,23.61000061035156,23.700000762939453,22.540000915527344,23.0,337600.0,,,,,
2024-07-23,24.0,24.57999992370605,23.31999969482422,23.32999992370605,389600.0,,,,,
