Date,Close,High,Low,Open,Volume,"('Close', 'CPB')","('High', 'CPB')","('Low', 'CPB')","('Open', 'CPB')","('Volume', 'CPB')"
2024-06-03,41.65404891967773,42.07793391240383,41.49391163456669,41.91780022063477,2637500.0,,,,,
2024-06-04,41.61636734008789,41.81418080727052,40.87220780924832,41.5221714776224,4178200.0,,,,,
2024-06-05,41.5410041809082,41.9177947848502,39.94907124560335,40.74032863920834,6439700.0,,,,,
2024-06-06,41.00408554077149,41.64462749949168,40.71207619626275,41.46565391436239,4377700.0,,,,,
2024-06-07,40.37296295166016,41.117122476628985,40.25992719892495,40.96640694186812,3051800.0,,,,,
2024-06-10,39.99617385864258,40.47658211461949,39.53460908774609,40.37296450672871,2606600.0,,,,,
2024-06-11,40.59904098510742,40.66497881758367,39.85488493382648,39.99617874912887,2818400.0,,,,,
2024-06-12,40.30702590942383,40.65555491654817,39.94907515993994,40.57077720202151,3536700.0,,,,,
2024-06-13,40.96640396118164,41.00408014712422,40.04326733542856,40.28818230743375,2741900.0,,,,,
2024-06-14,41.43739318847656,41.851860008246085,40.85336735060916,40.95698495388698,4003300.0,,,,,
2024-06-17,42.30400848388672,42.57718152402224,41.352617308023376,41.352617308023376,3385000.0,,,,,
2024-06-18,42.35110855102539,42.51124584216744,42.09677538980598,42.24749093793503,2557500.0,,,,,
2024-06-20,42.15328979492188,42.925707331629646,41.993156117152985,42.13444990459465,3052200.0,,,,,
2024-06-21,41.92721939086914,42.74673854166984,41.917801241323616,42.322849945280176,5453300.0,,,,,
2024-06-24,42.64311981201172,42.75615557030489,41.98373796750795,42.04967579262413,2849800.0,,,,,
2024-06-25,41.62579345703125,42.859779614253725,41.60695356226344,42.548926740598695,3151600.0,,,,,
2024-06-26,42.98222351074219,43.22713487841618,41.77649578114477,42.43587751566281,4393500.0,,,,,
2024-06-27,42.40761947631836,43.02932143320171,42.25690395929638,43.02932143320171,2666000.0,,,,,
2024-06-28,42.56775665283203,42.77499185333681,42.313423523123895,42.313423523123895,2823200.0,,,,,
2024-07-01,42.64311981201172,43.29307991387491,42.61486177077392,42.76557731294547,2761700.0,,,,,
2024-07-02,42.888031005859375,42.9822304650838,42.44530612420138,42.690217531501,2353800.0,,,,,
2024-07-03,42.74557113647461,43.0304812068653,42.59362078956452,42.92601466409298,1356800.0,,,,,
2024-07-05,42.85004425048828,43.011493556654095,42.50815501181487,42.6601053820272,2609600.0,,,,,
2024-07-08,42.755069732666016,43.24890926191173,42.66009850235991,42.98299343983665,1985800.0,,,,,
2024-07-09,43.096961975097656,43.25840764390395,42.57463285107775,42.7740670147028,2306700.0,,,,,
2024-07-10,43.27740478515625,43.33438753119466,42.945014490221794,43.182437164541405,1521900.0,,,,,
2024-07-11,43.04947662353516,43.258406091978266,42.574631323682965,42.96400432465048,3021400.0,,,,,
2024-07-12,43.18243408203125,43.42935205167349,42.95450673693036,43.18243408203125,1663600.0,,,,,
2024-07-15,43.30589294433594,43.36287568852898,42.55564007109738,43.27740338363061,3086400.0,,,,,
2024-07-16,43.780738830566406,43.79023776610976,42.95450895463484,43.15394312765583,2216000.0,,,,,
2024-07-17,45.31923675537109,45.38571480778921,43.70476200496937,43.93268572103658,2588100.0,,,,,
2024-07-18,45.49967575073242,46.1834541307462,44.97734665390282,44.986841965722085,2150900.0,,,,,
2024-07-19,44.065650939941406,45.62314314402374,44.027662441602175,45.62314314402374,2164300.0,,,,,
2024-07-22,43.89470672607422,44.1131351593706,43.47684048604408,43.96118478739127,2023900.0,,,,,
2024-07-23,43.286903381347656,43.80923253619719,43.1444483287603,43.66677748360983,1463900.0,,,,,
2024-07-24,44.13212585449219,44.23659240608641,43.00199165755362,43.41985786393051,1790700.0,,,,,
2024-07-25,43.94218444824219,45.09130920350638,43.52432188890488,44.36954594232701,2352800.0,,,,,
2024-07-26,44.39803695678711,44.57847687230292,43.771241285837874,43.82822402784499,2644200.0,,,,,
2024-07-29,44.63545989990234,44.72093220206877,43.894702362981526,44.32206025103137,1870700.0,,,,,
