Date,Close,High,Low,Open,Volume,"('Close', 'TSSI')","('High', 'TSSI')","('Low', 'TSSI')","('Open', 'TSSI')","('Volume', 'TSSI')"
2024-06-03,1.649999976158142,2.240000009536743,1.4800000190734863,2.240000009536743,502500.0,,,,,
2024-06-04,1.950000047683716,1.9900000095367432,1.4800000190734863,1.7000000476837158,123300.0,,,,,
2024-06-05,1.7999999523162842,2.059999942779541,1.7999999523162842,1.909999966621399,114000.0,,,,,
2024-06-06,1.950000047683716,2.0,1.75,1.8899999856948853,48800.0,,,,,
2024-06-07,1.8799999952316284,1.950000047683716,1.8799999952316284,1.950000047683716,21000.0,,,,,
2024-06-10,1.950000047683716,1.950000047683716,1.840000033378601,1.870000004768372,194100.0,,,,,
2024-06-11,1.8899999856948853,1.940000057220459,1.850000023841858,1.899999976158142,51300.0,,,,,
2024-06-12,1.9800000190734863,2.039999961853028,1.8200000524520876,1.8200000524520876,212300.0,,,,,
2024-06-13,2.049999952316284,2.190000057220459,1.8200000524520876,1.9800000190734863,370200.0,,,,,
2024-06-14,2.049999952316284,2.190000057220459,2.0199999809265137,2.0899999141693115,180700.0,,,,,
2024-06-17,1.9900000095367432,2.140000104904175,1.9900000095367432,2.140000104904175,61200.0,,,,,
2024-06-18,1.9900000095367432,2.069999933242798,1.9700000286102293,2.049999952316284,93300.0,,,,,
2024-06-20,1.9900000095367432,2.240000009536743,1.909999966621399,2.0,340400.0,,,,,
2024-06-21,1.9800000190734863,2.0899999141693115,1.850000023841858,1.9900000095367432,94600.0,,,,,
2024-06-24,2.0799999237060547,2.240000009536743,2.049999952316284,2.0899999141693115,155000.0,,,,,
2024-06-25,2.069999933242798,2.190000057220459,2.049999952316284,2.0799999237060547,70000.0,,,,,
2024-06-26,2.069999933242798,2.150000095367432,2.0299999713897705,2.069999933242798,24300.0,,,,,
2024-06-27,2.200000047683716,2.200000047683716,2.0299999713897705,2.039999961853028,74700.0,,,,,
2024-06-28,2.190000057220459,2.259999990463257,2.150000095367432,2.200000047683716,169000.0,,,,,
2024-07-01,2.200000047683716,2.299999952316284,2.109999895095825,2.150000095367432,77200.0,,,,,
2024-07-02,2.2799999713897705,2.390000104904175,2.119999885559082,2.299999952316284,43800.0,,,,,
2024-07-03,2.25,2.369999885559082,2.220000028610229,2.2699999809265137,33300.0,,,,,
2024-07-05,2.5,2.5,2.2799999713897705,2.319999933242798,117700.0,,,,,
2024-07-08,2.7699999809265137,2.880000114440918,2.5,2.5,273500.0,,,,,
2024-07-09,2.890000104904175,3.2100000381469727,2.700000047683716,2.7699999809265137,370000.0,,,,,
2024-07-10,2.7100000381469727,2.990000009536743,2.25,2.9200000762939453,322000.0,,,,,
2024-07-11,2.9800000190734863,3.0899999141693115,2.559999942779541,2.7799999713897705,260500.0,,,,,
2024-07-12,3.400000095367432,3.619999885559082,2.8499999046325684,2.9200000762939453,601700.0,,,,,
2024-07-15,3.119999885559082,3.5999999046325684,3.0199999809265137,3.5999999046325684,588900.0,,,,,
