Date,Close,High,Low,Open,Volume,"('Close', 'FTRK')","('High', 'FTRK')","('Low', 'FTRK')","('Open', 'FTRK')","('Volume', 'FTRK')"
2025-05-23,3.2799999713897705,4.150000095367432,3.150000095367432,3.890000104904175,2949300.0,,,,,
2025-05-27,3.990000009536743,4.019999980926514,3.400000095367432,3.400000095367432,292600.0,,,,,
2025-05-28,4.139999866485596,4.510000228881836,4.0,4.050000190734863,3467600.0,,,,,
2025-05-29,4.389999866485596,4.389999866485596,3.900000095367432,4.190000057220459,2086700.0,,,,,
2025-05-30,4.849999904632568,4.96999979019165,4.28000020980835,4.349999904632568,6511200.0,,,,,
2025-06-02,4.920000076293945,5.070000171661377,4.28000020980835,4.5,1164500.0,,,,,
2025-06-03,7.190000057220459,9.6899995803833,4.920000076293945,4.920000076293945,5203600.0,,,,,
2025-06-04,5.590000152587891,7.079999923706055,4.699999809265137,6.579999923706055,370300.0,,,,,
2025-06-05,4.800000190734863,5.71999979019165,4.099999904632568,5.53000020980835,180800.0,,,,,
2025-06-06,4.809999942779541,5.150000095367432,4.539999961853027,4.789999961853027,232100.0,,,,,
2025-06-09,4.210000038146973,4.890999794006348,3.7300000190734863,4.610000133514404,128600.0,,,,,
2025-06-10,4.079999923706055,4.559999942779541,3.75,4.409999847412109,3326700.0,,,,,
2025-06-11,4.210000038146973,4.28000020980835,4.010000228881836,4.019999980926514,429700.0,,,,,
2025-06-12,4.340000152587891,4.690000057220459,4.099999904632568,4.210000038146973,3775600.0,,,,,
2025-06-13,4.584000110626221,4.71999979019165,4.080999851226807,4.300000190734863,188900.0,,,,,
2025-06-16,5.820000171661377,6.300000190734863,4.5,4.579999923706055,774200.0,,,,,
2025-06-17,6.28000020980835,6.400000095367432,5.239999771118164,5.590000152587891,2831700.0,,,,,
2025-06-18,5.980000019073486,6.659999847412109,5.309999942779541,6.070000171661377,1609800.0,,,,,
2025-06-20,6.400000095367432,6.5,5.352000236511231,5.900000095367432,241700.0,,,,,
2025-06-23,6.309999942779541,6.690000057220459,6.090000152587891,6.519999980926514,2134900.0,,,,,
2025-06-24,2.5,6.699999809265137,2.5,6.300000190734863,9449800.0,,,,,
2025-06-25,1.659999966621399,2.6700000762939453,1.350000023841858,2.490000009536743,8474800.0,,,,,
2025-06-26,1.4199999570846558,1.6399999856948853,1.1799999475479126,1.6299999952316284,2316800.0,,,,,
2025-06-27,0.9900000095367432,1.409999966621399,0.959999978542328,1.350000023841858,2485000.0,,,,,
2025-06-30,1.0700000524520874,1.1100000143051147,0.8199999928474426,0.9900000095367432,1065800.0,,,,,
2025-07-01,0.9700000286102296,1.0800000429153442,0.9610000252723694,1.0700000524520874,542900.0,,,,,
2025-07-02,0.9200000166893004,1.0,0.8999999761581421,1.0,496200.0,,,,,
2025-07-03,0.7039999961853027,0.9300000071525574,0.6660000085830688,0.9200000166893004,1315400.0,,,,,
2025-07-07,0.675000011920929,0.7490000128746033,0.6389999985694885,0.7110000252723694,623300.0,,,,,
2025-07-08,0.75,0.7799999713897705,0.6499999761581421,0.6520000100135803,745600.0,,,,,
2025-07-09,0.699999988079071,0.7699999809265137,0.6579999923706055,0.75,373800.0,,,,,
2025-07-10,0.699999988079071,0.7300000190734863,0.6700000166893005,0.6700000166893005,263800.0,,,,,
2025-07-11,0.6800000071525574,0.7099999785423279,0.6499999761581421,0.6899999976158142,311100.0,,,,,
2025-07-14,0.6499999761581421,0.6700000166893005,0.6200000047683716,0.652999997138977,334300.0,,,,,
2025-07-15,0.5680000185966492,0.6579999923706055,0.5350000262260437,0.6200000047683716,463200.0,,,,,
2025-07-16,0.574999988079071,0.9700000286102296,0.5699999928474426,0.5709999799728394,19246200.0,,,,,
2025-07-17,0.6359999775886536,0.652999997138977,0.6100000143051147,0.6140000224113464,2120000.0,,,,,
2025-07-18,0.6100000143051147,0.6290000081062317,0.5830000042915344,0.6000000238418579,672900.0,,,,,
2025-07-21,0.6150000095367432,0.6380000114440918,0.593999981880188,0.6349999904632568,430700.0,,,,,
2025-07-22,0.6299999952316284,0.6499999761581421,0.6069999933242798,0.6079999804496765,328100.0,,,,,
2025-07-23,0.6010000109672546,0.6129999756813049,0.5799999833106995,0.5799999833106995,255800.0,,,,,
2025-07-24,0.6200000047683716,0.6299999952316284,0.5920000076293945,0.6299999952316284,165400.0,,,,,
2025-07-25,0.6209999918937683,0.6399999856948853,0.6000000238418579,0.6000000238418579,221800.0,,,,,
2025-07-28,0.6399999856948853,0.6700000166893005,0.6039999723434448,0.609000027179718,350800.0,,,,,
2025-07-29,0.6499999761581421,0.6589999794960022,0.6169999837875366,0.6209999918937683,201100.0,,,,,
2025-07-30,0.621999979019165,0.6449999809265137,0.5699999928474426,0.5699999928474426,93300.0,,,,,
2025-07-31,0.6000000238418579,0.6200000047683716,0.5789999961853027,0.6029999852180481,196200.0,,,,,
2025-08-01,0.5690000057220459,0.6000000238418579,0.5009999871253967,0.5839999914169312,259100.0,,,,,
2025-08-04,0.5759999752044678,0.5899999737739563,0.550000011920929,0.5809999704360962,44800.0,,,,,
2025-08-05,0.5899999737739563,0.6000000238418579,0.5099999904632568,0.5699999928474426,89000.0,,,,,
2025-08-06,0.5600000023841858,0.5799999833106995,0.531000018119812,0.5799999833106995,53300.0,,,,,
2025-08-07,0.4460000097751617,0.5479999780654907,0.4099999964237213,0.5479999780654907,1483800.0,,,,,
2025-08-08,0.4850000143051147,0.5099999904632568,0.4199999868869781,0.4399999976158142,353700.0,,,,,
2025-08-11,0.4760000109672546,0.4799999892711639,0.449999988079071,0.4600000083446502,189000.0,,,,,
2025-08-12,0.4300000071525574,0.4620000123977661,0.3989999890327453,0.4620000123977661,476500.0,,,,,
2025-08-13,0.4399999976158142,0.4399999976158142,0.3899999856948852,0.4199999868869781,549900.0,,,,,
2025-08-14,0.4110000133514404,0.4399999976158142,0.4000000059604645,0.4259999990463257,219000.0,,,,,
2025-08-15,0.4309999942779541,0.4589999914169311,0.4160000085830688,0.4300000071525574,331700.0,,,,,
2025-08-18,0.4839999973773956,0.5,0.4199999868869781,0.4289999902248382,228600.0,,,,,
2025-08-19,0.4839999973773956,0.5289999842643738,0.4600000083446502,0.5289999842643738,109200.0,,,,,
2025-08-20,0.4289999902248382,0.4720000028610229,0.4000000059604645,0.4699999988079071,82600.0,,,,,
2025-08-21,0.4379999935626983,0.4390000104904175,0.4210000038146972,0.4390000104904175,26400.0,,,,,
2025-08-22,0.4589999914169311,0.4769999980926513,0.4199999868869781,0.4199999868869781,93800.0,,,,,
2025-08-25,0.4399999976158142,0.4550000131130218,0.4250000119209289,0.4309999942779541,89400.0,,,,,
2025-08-26,0.488999992609024,0.4979999959468841,0.4320000112056732,0.4320000112056732,223200.0,,,,,
2025-08-27,0.5099999904632568,0.5569999814033508,0.4740000069141388,0.4740000069141388,353500.0,,,,,
2025-08-28,0.5899999737739563,0.6000000238418579,0.515999972820282,0.5289999842643738,573600.0,,,,,
2025-08-29,0.5199999809265137,0.6000000238418579,0.5099999904632568,0.5899999737739563,233000.0,,,,,
2025-09-02,0.5199999809265137,0.5299999713897705,0.5099999904632568,0.5099999904632568,65100.0,,,,,
2025-09-03,0.4749999940395355,0.5299999713897705,0.4679999947547912,0.5099999904632568,173700.0,,,,,
2025-09-04,0.4900000095367431,0.503000020980835,0.449999988079071,0.460999995470047,105600.0,,,,,
2025-09-05,0.4799999892711639,0.5099999904632568,0.449999988079071,0.5099999904632568,140000.0,,,,,
2025-09-08,0.4690000116825104,0.4799999892711639,0.4399999976158142,0.4659999907016754,92400.0,,,,,
2025-09-09,0.5299999713897705,0.550000011920929,0.449999988079071,0.449999988079071,506600.0,,,,,
2025-09-10,0.5899999737739563,0.5920000076293945,0.5170000195503235,0.5569999814033508,681800.0,,,,,
2025-09-11,0.5849999785423279,0.6100000143051147,0.5600000023841858,0.5690000057220459,375700.0,,,,,
2025-09-12,0.5799999833106995,0.5910000205039978,0.5509999990463257,0.5899999737739563,78900.0,,,,,
2025-09-15,0.6100000143051147,0.6299999952316284,0.531000018119812,0.5490000247955322,410400.0,,,,,
