Date,Close,High,Low,Open,Volume,"('Close', 'NBY')","('High', 'NBY')","('Low', 'NBY')","('Open', 'NBY')","('Volume', 'NBY')"
2024-06-03,2.0822033882141118,2.280508435282427,2.0491524157037944,2.2738982723001078,173800.0,,,,,
2024-06-04,1.9037288427352903,2.115254217172972,1.9037288427352903,2.068983075989449,183200.0,,,,,
2024-06-05,1.8706779479980469,1.963220391822104,1.8111864782817615,1.9037289221058185,91000.0,,,,,
2024-06-06,1.9698305130004885,2.082203444326958,1.784745786909004,1.8772880711553857,172500.0,,,,,
2024-06-07,1.7913559675216677,1.9830508586411864,1.7913559675216677,1.9830508586411864,120600.0,,,,,
2024-06-10,1.8640676736831665,1.9499999490877853,1.7913558816935555,1.8177965333261412,70800.0,,,,,
2024-06-11,1.8177965879440308,1.897118545225112,1.8177965879440308,1.870677892798085,35100.0,,,,,
2024-06-12,1.8838982582092283,1.9169492320294128,1.8244067890105988,1.864067768476352,32900.0,,,,,
2024-06-13,1.6988134384155271,1.850847342457249,1.6855931126378745,1.837627016679596,150300.0,,,,,
2024-06-14,1.6591525077819824,1.7781356007285352,1.4740677840866332,1.6525423447071028,349800.0,,,,,
2024-06-17,1.6988134384155271,2.075593195874775,1.586440669305479,1.6194914837496108,834800.0,,,,,
2024-06-18,1.5203388929367063,1.73847458491715,1.487288078272614,1.7252541014527971,280300.0,,,,,
2024-06-20,1.507118582725525,1.5467795607343953,1.4410169527107413,1.474067767718133,74600.0,,,,,
2024-06-21,1.414576292037964,1.5335592253355868,1.414576292037964,1.5137287364526495,53400.0,,,,,
2024-06-24,1.414576292037964,1.4740677586867754,1.3881354825953314,1.407966129076985,50300.0,,,,,
2024-06-25,1.388135552406311,1.500508485993039,1.3550847359392513,1.3947457156997232,221400.0,,,,,
2024-06-26,1.4277966022491455,1.4344067651373895,1.3749151415444785,1.3815253044327225,42700.0,,,,,
2024-06-27,1.612881422042847,1.6327119119533662,1.407966202035419,1.4145763653389252,139400.0,,,,,
2024-06-28,1.4608474969863892,1.6261017358744654,1.447627170483241,1.593050919616595,65600.0,,,,,
2024-07-01,1.4806779623031616,1.520338941158019,1.4410169834483042,1.4674576360182092,43300.0,,,,,
2024-07-02,1.4344067573547363,1.5005083858785295,1.4211864316499778,1.4740677344690123,18500.0,,,,,
2024-07-03,1.4344067573547363,1.467457571616633,1.427796594502357,1.4542372459118744,29400.0,,,,,
2024-07-05,1.421186447143555,1.4872880763879786,1.3881354749226271,1.4674575876146514,27500.0,,,,,
2024-07-08,1.407966136932373,1.4476271149195257,1.3881354903400795,1.4211864629280906,26700.0,,,,,
2024-07-09,1.5203388929367063,1.5533897076007992,1.38813547668162,1.4211864489444284,320600.0,,,,,
2024-07-10,1.401355862617493,1.526949121323416,1.3683050465366504,1.526949121323416,113700.0,,,,,
2024-07-11,1.4740678071975708,1.526949112625699,1.388135528278141,1.4277966649479583,200800.0,,,,,
2024-07-12,1.5401694774627686,1.6194915951854891,1.4476271906514409,1.4608475173387734,156400.0,,,,,
2024-07-15,1.4277966022491455,1.5401693713492943,1.4013557930974547,1.5401693713492943,69000.0,,,,,
2024-07-16,1.414576292037964,1.4476271068428592,1.4013558085172897,1.427796617959922,38900.0,,,,,
2024-07-17,1.3616948127746582,1.434406761984219,1.222881313627321,1.434406761984219,108500.0,,,,,
2024-07-18,1.335254192352295,1.407966143253924,1.2889830511595333,1.374915170517519,83400.0,,,,,
2024-07-19,1.3220338821411133,1.3550846976748971,1.3154237190343565,1.3154237190343565,16000.0,,,,,
2024-07-22,1.3749152421951294,1.487288177120252,1.3616949154508475,1.487288177120252,45300.0,,,,,
2024-07-23,1.407966136932373,1.493898255904537,1.3220338603614918,1.374915164344362,259100.0,,,,,
2024-07-24,1.4277966022491455,1.487288068243342,1.4013557930974547,1.4013557930974547,140300.0,,,,,
2024-07-25,1.2823729515075684,1.4410170296074607,1.2757627093539905,1.4410170296074607,157200.0,,,,,
2024-07-26,0.4627118408679962,0.5816948924168545,0.4561016779041172,0.5354237122700228,4273800.0,,,,,
2024-07-29,0.4362711906433105,0.495762696940286,0.4230508252664544,0.495762696940286,695300.0,,,,,
2024-07-30,0.4296610057353973,0.4627118614226619,0.4032203527053303,0.4627118614226619,812000.0,,,,,
2024-07-31,0.3966101706027984,0.4230508223765324,0.389999968259686,0.4164406594330989,521700.0,,,,,
2024-08-01,0.3569491505622864,0.3966101672914293,0.3106779512450601,0.3899999650035066,629300.0,,,,,
2024-08-02,0.3635593354701996,0.3767796620474021,0.3437288062047147,0.350338969493316,320400.0,,,,,
2024-08-05,0.3305084705352783,0.3371186336420351,0.3172881246219248,0.3172881246219248,345300.0,,,,,
2024-08-06,0.3238983154296875,0.3437288052398246,0.3238983154296875,0.3371186419697789,125100.0,,,,,
2024-08-07,0.3106779754161834,0.3238983219210699,0.297457628911297,0.3172881388187062,180600.0,,,,,
2024-08-08,0.2511864304542541,0.3040677935656001,0.2511864304542541,0.3040677935656001,727800.0,,,,,
2024-08-09,0.2577965855598449,0.2710169308577238,0.2379660971627852,0.2577965855598449,410000.0,,,,,
2024-08-12,0.2776271104812622,0.2842372933807058,0.257796601182612,0.2644067840820556,362300.0,,,,,
