Date,Close,High,Low,Open,Volume,"('Close', 'SBRA')","('High', 'SBRA')","('Low', 'SBRA')","('Open', 'SBRA')","('Volume', 'SBRA')"
2024-06-03,13.357759475708008,13.403599594827096,13.26608011179738,13.34859215134623,1237700.0,,,,,
2024-06-04,13.385263442993164,13.44943908214866,13.24774309209602,13.293583209061737,1717600.0,,,,,
2024-06-05,13.22023868560791,13.440270186432205,13.211070487825031,13.366926352824107,1058600.0,,,,,
2024-06-06,13.082721710205078,13.201904806793165,13.04604891208243,13.073553510674415,2492200.0,,,,,
2024-06-07,12.82601547241211,13.000207740422043,12.79851175221541,12.981871344072578,1896900.0,,,,,
2024-06-10,12.89936065673828,12.94520077807332,12.716001045725717,12.761841167060757,1195600.0,,,,,
2024-06-11,12.82601547241211,12.963535822050613,12.761839833843975,12.79851175221541,1324800.0,,,,,
2024-06-12,12.98187255859375,13.183568565670088,12.9635370348564,13.055216402198312,1213000.0,,,,,
2024-06-13,13.055215835571287,13.119392351685557,12.954368273573932,13.00020839241911,1090100.0,,,,,
2024-06-14,13.101056098937988,13.12855982081748,12.945200217741617,12.98187213835679,1085000.0,,,,,
2024-06-17,13.119391441345217,13.174398880680489,12.936030978687684,13.101055045348469,1205900.0,,,,,
2024-06-18,13.256911277770996,13.293583196443256,13.110223603081954,13.156063720004155,1266400.0,,,,,
2024-06-20,13.293582916259766,13.3210866361024,13.183567162561742,13.19273536061845,1556400.0,,,,,
2024-06-21,13.421935081481934,13.47694252123036,13.211070897572997,13.30275112959036,3962500.0,,,,,
2024-06-24,13.715310096740724,13.770318409500028,13.412766562383224,13.44027028159914,2042900.0,,,,,
2024-06-25,13.614462852478027,13.742814127951169,13.495278900733334,13.71531040811085,1901400.0,,,,,
2024-06-26,13.586958885192873,13.6144634806297,13.440271206839904,13.504446847537444,1467100.0,,,,,
2024-06-27,13.861998558044434,13.861998558044434,13.586958727167746,13.651135241446402,2163600.0,,,,,
2024-06-28,14.11870002746582,14.146204618755307,13.907836740210811,13.917004937307308,4534500.0,,,,,
2024-07-01,14.12786865234375,14.201212482681717,13.962844596919616,14.054524822005783,2009100.0,,,,,
2024-07-02,14.173710823059082,14.247054664047344,14.054526862871263,14.091198783365398,1116300.0,,,,,
2024-07-03,14.082030296325684,14.182878731365305,14.036191052392256,14.155374135812208,892200.0,,,,,
2024-07-05,14.10953426361084,14.155373505503142,13.999518509279824,14.091197867391925,1502000.0,,,,,
2024-07-08,14.0361909866333,14.182878664919125,14.017854589683807,14.127870348398176,2923700.0,,,,,
2024-07-09,13.889503479003906,14.054527566654894,13.87116795500246,14.027023843488928,2868200.0,,,,,
2024-07-10,14.0361909866333,14.0361909866333,13.852830514448492,13.953678949015645,1984800.0,,,,,
2024-07-11,14.33873462677002,14.467085908868023,14.201214271815328,14.283726309922637,2466700.0,,,,,
2024-07-12,14.357069969177246,14.512925844905174,14.329566248262765,14.448750204662211,1439300.0,,,,,
2024-07-15,14.742125511169434,14.797132952818842,14.430413760731051,14.448750157499203,2737000.0,,,,,
2024-07-16,15.228029251098633,15.273868493513596,14.787964480101923,14.806300876529914,2578200.0,,,,,
2024-07-17,15.209692001342772,15.402218907070068,15.163852761499582,15.200523803643152,2068200.0,,,,,
2024-07-18,14.897981643676758,15.255532643555378,14.87047704804953,15.173020605328762,2432400.0,,,,,
2024-07-19,15.07217502593994,15.118014273364468,14.888814538931433,14.934655535011158,1546500.0,,,,,
2024-07-22,15.17302131652832,15.237198709333352,14.962157986134391,15.035501829256418,1336000.0,,,,,
2024-07-23,15.264699935913086,15.40221940857528,15.13634866124903,15.163853255243458,2906600.0,,,,,
2024-07-24,15.209692001342772,15.484730937711738,15.200523803643152,15.228028396742014,1653900.0,,,,,
2024-07-25,14.98049259185791,15.411387400066964,14.971324393982618,15.273867929247476,2066100.0,,,,,
2024-07-26,15.209692001342772,15.338043271827637,15.145516366100342,15.191355605943532,1955100.0,,,,,
2024-07-29,15.108844757080078,15.255532434437743,14.962157079722411,15.209693191009118,3198600.0,,,,,
2024-07-30,14.989662170410156,15.200525494999363,14.916318329307169,15.200525494999363,2144200.0,,,,,
2024-07-31,14.879645347595217,15.081342219587206,14.787965110203864,15.026333027959346,2679800.0,,,,,
2024-08-01,14.815468788146973,15.072173087208,14.677949314907304,14.925485415931693,2531200.0,,,,,
2024-08-02,15.063005447387695,15.13634928574388,14.549597704566873,14.56793410131968,2618400.0,,,,,
2024-08-05,14.687118530273438,15.090508779897345,14.46708613379055,14.567934570524075,2679600.0,,,,,
2024-08-06,15.108844757080078,15.182188595758912,14.586269687911509,14.61377340883419,2875200.0,,,,,
2024-08-07,15.273868560791016,15.503068271185423,15.063005246905362,15.173020128647869,3425500.0,,,,,
2024-08-08,15.090509414672852,15.530574226149756,14.9988309214097,15.420557586116736,5541400.0,,,,,
2024-08-09,15.29220485687256,15.301373055066726,14.797132646317472,15.145517183075867,3705300.0,,,,,
2024-08-12,14.94382095336914,15.273869107725222,14.833806067687169,15.209693466301555,2286900.0,,,,,
2024-08-13,14.971324920654297,15.053836955779646,14.852141841392688,15.053836955779646,2012800.0,,,,,
2024-08-14,15.063005447387695,15.173020330594454,14.90714957229892,15.007998005784316,1525700.0,,,,,
2024-08-15,14.9163179397583,15.136349457321012,14.870476947356655,15.0813420150941,2593100.0,,,,,
2024-08-16,14.842973709106444,14.97132498713583,14.769629871853224,14.94382039242024,3134700.0,,,,,
