Date,Close,High,Low,Open,Volume,"('Close', 'SPWR')","('High', 'SPWR')","('Low', 'SPWR')","('Open', 'SPWR')","('Volume', 'SPWR')"
2024-06-03,1.7699999809265137,2.009999990463257,1.659999966621399,1.850000023841858,597700.0,,,,,
2024-06-04,1.5700000524520874,1.7400000095367432,1.4800000190734863,1.7200000286102295,310700.0,,,,,
2024-06-05,1.409999966621399,1.690000057220459,1.25,1.6100000143051147,619900.0,,,,,
2024-06-06,1.4600000381469729,1.5,1.3700000047683716,1.4299999475479126,108100.0,,,,,
2024-06-07,1.4700000286102295,1.5800000429153442,1.4299999475479126,1.4299999475479126,120600.0,,,,,
2024-06-10,1.4600000381469729,1.5429999828338623,1.3799999952316284,1.4900000095367432,114400.0,,,,,
2024-06-11,1.559999942779541,1.5800000429153442,1.4299999475479126,1.4600000381469729,120000.0,,,,,
2024-06-12,1.4800000190734863,1.6799999475479126,1.4500000476837158,1.600000023841858,147900.0,,,,,
2024-06-13,1.5,1.6799999475479126,1.4700000286102295,1.5,150100.0,,,,,
2024-06-14,1.4299999475479126,1.5499999523162842,1.340000033378601,1.5,157900.0,,,,,
2024-06-17,1.4800000190734863,1.5199999809265137,1.3140000104904177,1.4500000476837158,142100.0,,,,,
2024-06-18,1.5299999713897705,1.6399999856948853,1.4600000381469729,1.4800000190734863,153500.0,,,,,
2024-06-20,1.3600000143051147,1.5800000429153442,1.3600000143051147,1.5399999618530271,149300.0,,,,,
2024-06-21,1.4199999570846558,1.4600000381469729,1.350000023841858,1.3600000143051147,148200.0,,,,,
2024-06-24,1.3300000429153442,1.465999960899353,1.25,1.4500000476837158,121100.0,,,,,
2024-06-25,1.3700000047683716,1.409999966621399,1.3170000314712524,1.3300000429153442,62100.0,,,,,
2024-06-26,1.2699999809265137,1.3899999856948853,1.2549999952316284,1.3899999856948853,112900.0,,,,,
2024-06-27,1.2000000476837158,1.2510000467300415,1.149999976158142,1.25,127300.0,,,,,
2024-06-28,1.1200000047683716,1.25,1.1100000143051147,1.2000000476837158,267400.0,,,,,
2024-07-01,1.4800000190734863,2.3499999046325684,1.409999966621399,2.130000114440918,132656700.0,,,,,
2024-07-02,1.409999966621399,1.4600000381469729,1.2599999904632568,1.3600000143051147,3232000.0,,,,,
2024-07-03,1.2400000095367432,1.3700000047683716,1.190000057220459,1.340000033378601,1132500.0,,,,,
2024-07-05,1.4299999475479126,1.7100000381469729,1.149999976158142,1.2300000190734863,1942000.0,,,,,
2024-07-08,1.4800000190734863,1.5499999523162842,1.3799999952316284,1.3799999952316284,658600.0,,,,,
2024-07-09,1.4900000095367432,1.5399999618530271,1.350000023841858,1.4600000381469729,537700.0,,,,,
2024-07-10,1.4700000286102295,1.600000023841858,1.3300000429153442,1.5299999713897705,519000.0,,,,,
2024-07-11,1.6100000143051147,1.690000057220459,1.4980000257492063,1.5,591900.0,,,,,
2024-07-12,1.75,1.75,1.5499999523162842,1.5499999523162842,482000.0,,,,,
2024-07-15,1.6200000047683716,1.7400000095367432,1.600000023841858,1.7400000095367432,314100.0,,,,,
2024-07-16,1.6200000047683716,1.6699999570846558,1.5800000429153442,1.6299999952316284,247000.0,,,,,
2024-07-17,1.5299999713897705,1.7000000476837158,1.5299999713897705,1.590000033378601,472200.0,,,,,
2024-07-18,1.409999966621399,1.5800000429153442,1.399999976158142,1.5299999713897705,293100.0,,,,,
2024-07-19,1.4500000476837158,1.4800000190734863,1.350000023841858,1.3899999856948853,250000.0,,,,,
2024-07-22,1.5,1.5299999713897705,1.4299999475479126,1.4800000190734863,121400.0,,,,,
2024-07-23,1.5299999713897705,1.5800000429153442,1.4199999570846558,1.5,420000.0,,,,,
2024-07-24,1.5199999809265137,1.559999942779541,1.4600000381469729,1.5,132400.0,,,,,
2024-07-25,1.4500000476837158,1.5,1.350000023841858,1.3600000143051147,204000.0,,,,,
2024-07-26,1.4199999570846558,1.5,1.399999976158142,1.4800000190734863,73200.0,,,,,
2024-07-29,1.399999976158142,1.440000057220459,1.350000023841858,1.409999966621399,96800.0,,,,,
2024-07-30,1.2899999618530271,1.3899999856948853,1.2599999904632568,1.350000023841858,215900.0,,,,,
2024-07-31,1.3300000429153442,1.409999966621399,1.2699999809265137,1.2699999809265137,134800.0,,,,,
2024-08-01,1.2200000286102295,1.3300000429153442,1.2000000476837158,1.3300000429153442,316100.0,,,,,
2024-08-02,1.2000000476837158,1.2200000286102295,1.1100000143051147,1.2000000476837158,106500.0,,,,,
2024-08-05,1.2000000476837158,1.2200000286102295,1.059999942779541,1.0800000429153442,139100.0,,,,,
2024-08-06,1.3200000524520874,1.5099999904632568,1.2999999523162842,1.350000023841858,981300.0,,,,,
2024-08-07,1.4500000476837158,1.5399999618530271,1.3300000429153442,1.350000023841858,481700.0,,,,,
2024-08-08,1.5299999713897705,1.600000023841858,1.4600000381469729,1.5,404200.0,,,,,
2024-08-09,1.4700000286102295,1.5049999952316284,1.3700000047683716,1.4700000286102295,289100.0,,,,,
2024-08-12,1.4600000381469729,1.4950000047683716,1.409999966621399,1.440000057220459,86800.0,,,,,
2024-08-13,1.600000023841858,1.649999976158142,1.4299999475479126,1.4299999475479126,337100.0,,,,,
2024-08-14,1.6200000047683716,1.7300000190734863,1.5199999809265137,1.590000033378601,677300.0,,,,,
2024-08-15,1.6100000143051147,1.6699999570846558,1.5099999904632568,1.6399999856948853,372900.0,,,,,
2024-08-16,1.6200000047683716,1.649999976158142,1.5399999618530271,1.6399999856948853,355400.0,,,,,
2024-08-19,1.830000042915344,1.830000042915344,1.6100000143051147,1.6399999856948853,733900.0,,,,,
2024-08-20,1.7799999713897705,1.8279999494552608,1.6799999475479126,1.75,421500.0,,,,,
2024-08-21,1.830000042915344,1.850000023841858,1.7699999809265137,1.7999999523162842,174200.0,,,,,
2024-08-22,1.7899999618530271,1.850000023841858,1.75,1.840000033378601,356200.0,,,,,
2024-08-23,1.8799999952316284,1.899999976158142,1.7899999618530271,1.7899999618530271,349300.0,,,,,
2024-08-26,1.919999957084656,1.940000057220459,1.8450000286102293,1.8899999856948853,642000.0,,,,,
2024-08-27,1.919999957084656,1.9700000286102293,1.88100004196167,1.909999966621399,174600.0,,,,,
2024-08-28,1.909999966621399,1.9600000381469729,1.8949999809265137,1.909999966621399,238900.0,,,,,
2024-08-29,1.909999966621399,1.940000057220459,1.870000004768372,1.899999976158142,122700.0,,,,,
2024-08-30,1.840000033378601,1.9299999475479128,1.809999942779541,1.9299999475479128,188100.0,,,,,
2024-09-03,1.7200000286102295,1.899999976158142,1.7000000476837158,1.830000042915344,219800.0,,,,,
2024-09-04,1.7450000047683716,1.7799999713897705,1.6699999570846558,1.7400000095367432,130600.0,,,,,
2024-09-05,1.7400000095367432,1.830000042915344,1.7200000286102295,1.7200000286102295,163600.0,,,,,
2024-09-06,1.7100000381469729,1.75,1.6950000524520874,1.7300000190734863,102100.0,,,,,
2024-09-09,1.7799999713897705,1.8550000190734863,1.715000033378601,1.7699999809265137,232700.0,,,,,
2024-09-10,1.7999999523162842,1.838000059127808,1.7100000381469729,1.7999999523162842,137300.0,,,,,
2024-09-11,1.899999976158142,1.919999957084656,1.7899999618530271,1.8200000524520876,233800.0,,,,,
2024-09-12,2.0799999237060547,2.150000095367432,1.870000004768372,1.909999966621399,631000.0,,,,,
2024-09-13,2.0899999141693115,2.130000114440918,1.9900000095367432,2.0899999141693115,298100.0,,,,,
2024-09-16,2.470000028610229,2.799000024795532,2.0999999046325684,2.119999885559082,1816400.0,,,,,
2024-09-17,2.690000057220459,2.869999885559082,2.359999895095825,2.5899999141693115,1098600.0,,,,,
2024-09-18,2.880000114440918,3.059999942779541,2.5899999141693115,2.690000057220459,1328300.0,,,,,
2024-09-19,3.0799999237060547,3.3499999046325684,2.880000114440918,3.0199999809265137,929500.0,,,,,
2024-09-20,2.880000114440918,3.190000057220459,2.805000066757202,3.190000057220459,1206600.0,,,,,
2024-09-23,2.819999933242798,3.1600000858306885,2.7699999809265137,2.890000104904175,708600.0,,,,,
2024-09-24,2.990000009536743,3.0799999237060547,2.7699999809265137,2.890000104904175,1016800.0,,,,,
2024-09-25,3.0,3.369999885559082,2.950000047683716,2.950000047683716,1507100.0,,,,,
2024-09-26,2.900000095367432,3.299999952316284,2.890000104904175,3.039999961853028,922300.0,,,,,
2024-09-27,2.930000066757202,3.039999961853028,2.752000093460083,2.970000028610229,956400.0,,,,,
2024-09-30,2.809999942779541,3.0,2.75,2.930000066757202,602700.0,,,,,
2024-10-01,2.4549999237060547,2.8399999141693115,2.4100000858306885,2.759999990463257,1212200.0,,,,,
2024-10-02,2.4800000190734863,2.7100000381469727,2.440000057220459,2.5999999046325684,784500.0,,,,,
2024-10-03,2.3499999046325684,2.5209999084472656,2.3299999237060547,2.509999990463257,660200.0,,,,,
2024-10-04,2.740000009536743,2.799999952316284,2.3499999046325684,2.369999885559082,943100.0,,,,,
2024-10-07,2.450000047683716,2.7730000019073486,2.430000066757202,2.7100000381469727,847000.0,,,,,
2024-10-08,2.3499999046325684,2.609999895095825,2.3399999141693115,2.5,860700.0,,,,,
