Date,Close,High,Low,Open,Volume,"('Close', 'AEVA')","('High', 'AEVA')","('Low', 'AEVA')","('Open', 'AEVA')","('Volume', 'AEVA')"
2024-06-03,3.309999942779541,3.369999885559082,3.1700000762939453,3.2699999809265137,204100.0,,,,,
2024-06-04,3.0899999141693115,3.2699999809265137,3.0799999237060547,3.2300000190734863,210900.0,,,,,
2024-06-05,3.059999942779541,3.150000095367432,2.9600000381469727,3.0999999046325684,446100.0,,,,,
2024-06-06,3.1600000858306885,3.2100000381469727,3.039999961853028,3.039999961853028,138400.0,,,,,
2024-06-07,3.119999885559082,3.150000095367432,3.0,3.0899999141693115,246700.0,,,,,
2024-06-10,3.109999895095825,3.200000047683716,3.059999942779541,3.0799999237060547,121100.0,,,,,
2024-06-11,2.990000009536743,3.140000104904175,2.9200000762939453,3.059999942779541,193700.0,,,,,
2024-06-12,2.990000009536743,3.180000066757202,2.940000057220459,3.0299999713897705,170700.0,,,,,
2024-06-13,2.789999961853028,2.9800000190734863,2.740000009536743,2.9200000762939453,136600.0,,,,,
2024-06-14,2.759999990463257,2.7699999809265137,2.5199999809265137,2.7699999809265137,176700.0,,,,,
2024-06-17,2.759999990463257,2.8320000171661377,2.700000047683716,2.700000047683716,172100.0,,,,,
2024-06-18,2.7699999809265137,2.880000114440918,2.7300000190734863,2.7699999809265137,216100.0,,,,,
2024-06-20,2.559999942779541,2.75,2.559999942779541,2.7300000190734863,265800.0,,,,,
2024-06-21,2.5999999046325684,2.630000114440918,2.440000057220459,2.509999990463257,199800.0,,,,,
2024-06-24,2.5799999237060547,2.6600000858306885,2.5,2.5999999046325684,116500.0,,,,,
2024-06-25,2.5299999713897705,2.569999933242798,2.4800000190734863,2.5199999809265137,173000.0,,,,,
2024-06-26,2.5199999809265137,2.619999885559082,2.4800000190734863,2.5,147600.0,,,,,
2024-06-27,2.569999933242798,2.5999999046325684,2.493000030517578,2.5,196100.0,,,,,
2024-06-28,2.5199999809265137,2.630000114440918,2.4600000381469727,2.539999961853028,929700.0,,,,,
2024-07-01,2.490000009536743,2.5450000762939453,2.4100000858306885,2.5199999809265137,212100.0,,,,,
2024-07-02,2.289999961853028,2.490000009536743,2.240000009536743,2.4600000381469727,374200.0,,,,,
2024-07-03,2.3299999237060547,2.400000095367432,2.259999990463257,2.289999961853028,283200.0,,,,,
2024-07-05,2.3499999046325684,2.380000114440918,2.200999975204468,2.2799999713897705,428700.0,,,,,
2024-07-08,2.539999961853028,2.640000104904175,2.299999952316284,2.3299999237060547,264200.0,,,,,
2024-07-09,2.720000028610229,2.7799999713897705,2.569999933242798,2.5899999141693115,297300.0,,,,,
2024-07-10,2.609999895095825,2.759999990463257,2.569999933242798,2.740000009536743,318500.0,,,,,
2024-07-11,2.859999895095825,2.900000095367432,2.7300000190734863,2.7699999809265137,226200.0,,,,,
2024-07-12,3.0299999713897705,3.069999933242798,2.880000114440918,2.890000104904175,239000.0,,,,,
2024-07-15,3.400000095367432,3.4800000190734863,3.0899999141693115,3.0899999141693115,411200.0,,,,,
2024-07-16,3.759999990463257,3.869999885559082,3.4200000762939453,3.440000057220459,613900.0,,,,,
2024-07-17,3.380000114440918,3.75,3.299999952316284,3.619999885559082,385700.0,,,,,
2024-07-18,3.309999942779541,3.470000028610229,3.2300000190734863,3.359999895095825,256100.0,,,,,
2024-07-19,3.289999961853028,3.3399999141693115,3.119999885559082,3.299999952316284,255300.0,,,,,
2024-07-22,3.190000057220459,3.275000095367432,3.0799999237060547,3.2699999809265137,214900.0,,,,,
2024-07-23,3.660000085830689,3.9800000190734863,3.200000047683716,3.2100000381469727,1037600.0,,,,,
2024-07-24,3.4200000762939453,3.7200000286102295,3.299999952316284,3.619999885559082,491400.0,,,,,
2024-07-25,3.369999885559082,3.4600000381469727,3.2799999713897705,3.4200000762939453,325000.0,,,,,
2024-07-26,3.660000085830689,3.660000085830689,3.364000082015991,3.450000047683716,225200.0,,,,,
2024-07-29,3.549999952316284,3.888999938964844,3.450000047683716,3.7200000286102295,384300.0,,,,,
2024-07-30,3.5199999809265137,3.559999942779541,3.384999990463257,3.559999942779541,324800.0,,,,,
2024-07-31,3.630000114440918,3.7799999713897705,3.490000009536743,3.569999933242798,291400.0,,,,,
2024-08-01,3.259999990463257,3.680000066757202,3.200000047683716,3.640000104904175,292400.0,,,,,
