Date,Close,High,Low,Open,Volume,"('Close', 'CHA')","('High', 'CHA')","('Low', 'CHA')","('Open', 'CHA')","('Volume', 'CHA')"
2025-04-17,32.439998626708984,41.79999923706055,32.0,33.75,14716000.0,,,,,
2025-04-21,30.65999984741211,35.86000061035156,30.07999992370605,33.5,5470000.0,,,,,
2025-04-22,31.030000686645508,32.290000915527344,29.0,31.920000076293945,4516500.0,,,,,
2025-04-23,32.70000076293945,34.84000015258789,31.61000061035156,32.22999954223633,3448400.0,,,,,
2025-04-24,31.299999237060547,32.650001525878906,31.13999938964844,32.650001525878906,1575200.0,,,,,
2025-04-25,31.11000061035156,31.559999465942383,30.600000381469727,31.559999465942383,919800.0,,,,,
2025-04-28,34.5,34.59000015258789,31.440000534057617,31.5,3083900.0,,,,,
2025-04-29,35.400001525878906,39.470001220703125,35.29999923706055,36.0,3735100.0,,,,,
2025-04-30,33.4900016784668,35.40999984741211,32.70000076293945,35.29999923706055,1850100.0,,,,,
2025-05-01,34.7599983215332,35.380001068115234,33.560001373291016,33.60499954223633,813200.0,,,,,
2025-05-02,35.689998626708984,35.90999984741211,34.599998474121094,35.79999923706055,785500.0,,,,,
2025-05-05,35.11000061035156,35.4900016784668,34.5,35.11000061035156,501400.0,,,,,
2025-05-06,34.599998474121094,36.45500183105469,33.869998931884766,35.630001068115234,1045200.0,,,,,
2025-05-07,32.02000045776367,34.25,31.6200008392334,34.25,1805800.0,,,,,
2025-05-08,32.5,33.189998626708984,31.61000061035156,32.349998474121094,1065100.0,,,,,
2025-05-09,32.0,32.47999954223633,31.520000457763672,32.2400016784668,573600.0,,,,,
2025-05-12,30.700000762939453,33.0,30.01000022888184,32.81999969482422,1951300.0,,,,,
2025-05-13,27.36000061035156,30.350000381469727,27.209999084472656,30.100000381469727,2354900.0,,,,,
2025-05-14,28.940000534057617,30.545000076293945,28.26000022888184,28.26000022888184,1659600.0,,,,,
2025-05-15,30.01000022888184,30.479999542236328,28.559999465942383,28.780000686645508,834100.0,,,,,
2025-05-16,29.540000915527344,30.600000381469727,28.5,30.100000381469727,857400.0,,,,,
2025-05-19,29.8700008392334,30.56999969482422,28.700000762939453,29.540000915527344,751400.0,,,,,
2025-05-20,29.15999984741211,31.649999618530277,29.0,30.040000915527344,1367500.0,,,,,
2025-05-21,29.739999771118164,30.75900077819824,29.350000381469727,29.450000762939453,1148400.0,,,,,
2025-05-22,29.799999237060547,30.270000457763672,29.149999618530277,29.600000381469727,396900.0,,,,,
2025-05-23,29.6200008392334,29.75,28.799999237060547,29.280000686645508,292700.0,,,,,
2025-05-27,29.57999992370605,31.46999931335449,29.350000381469727,30.88999938964844,1770600.0,,,,,
2025-05-28,30.8799991607666,31.040000915527344,29.200000762939453,29.5,1007800.0,,,,,
2025-05-29,30.979999542236328,31.0,30.0,30.90999984741211,1065000.0,,,,,
2025-05-30,28.01000022888184,30.86000061035156,27.8799991607666,30.86000061035156,1681200.0,,,,,
2025-06-02,30.790000915527344,30.950000762939453,27.600000381469727,28.86000061035156,1322400.0,,,,,
2025-06-03,30.459999084472656,31.46999931335449,30.31999969482422,30.38999938964844,1120100.0,,,,,
2025-06-04,35.08000183105469,35.41999816894531,30.98500061035156,31.07999992370605,2517200.0,,,,,
2025-06-05,31.65999984741211,33.9900016784668,31.549999237060547,33.0,2408900.0,,,,,
2025-06-06,32.58000183105469,33.0,31.950000762939453,32.36000061035156,803500.0,,,,,
2025-06-09,32.75,33.69499969482422,31.399999618530277,33.11000061035156,1280000.0,,,,,
2025-06-10,30.63999938964844,32.20000076293945,30.38999938964844,32.20000076293945,1238500.0,,,,,
2025-06-11,30.899999618530277,31.309999465942383,30.32999992370605,30.700000762939453,719900.0,,,,,
2025-06-12,30.0,30.96999931335449,29.57900047302246,30.76000022888184,1366100.0,,,,,
2025-06-13,29.3799991607666,30.100000381469727,29.225000381469727,29.799999237060547,752200.0,,,,,
2025-06-16,29.59000015258789,30.200000762939453,29.31999969482422,29.780000686645508,760700.0,,,,,
2025-06-17,28.290000915527344,29.43000030517578,28.040000915527344,29.3799991607666,1373800.0,,,,,
2025-06-18,28.299999237060547,28.459999084472656,27.959999084472656,28.149999618530277,740000.0,,,,,
2025-06-20,28.479999542236328,28.899999618530277,27.989999771118164,28.40999984741211,757000.0,,,,,
2025-06-23,28.270000457763672,28.290000915527344,27.511999130249023,28.07999992370605,936100.0,,,,,
2025-06-24,28.1299991607666,28.8799991607666,27.799999237060547,28.8799991607666,615900.0,,,,,
2025-06-25,25.649999618530277,28.3700008392334,25.51000022888184,28.200000762939453,3501100.0,,,,,
2025-06-26,26.059999465942383,26.1299991607666,25.26000022888184,25.649999618530277,1502800.0,,,,,
2025-06-27,26.26000022888184,26.86000061035156,25.84000015258789,26.0,549800.0,,,,,
2025-06-30,26.11000061035156,26.450000762939453,25.729999542236328,26.350000381469727,774200.0,,,,,
2025-07-01,26.200000762939453,27.100000381469727,26.1299991607666,26.420000076293945,655500.0,,,,,
2025-07-02,26.86000061035156,27.600000381469727,26.690000534057617,26.709999084472656,1317800.0,,,,,
2025-07-03,27.299999237060547,27.68000030517578,26.864999771118164,26.920000076293945,911600.0,,,,,
2025-07-07,28.75,29.059999465942383,27.82999992370605,28.0,2081800.0,,,,,
2025-07-08,28.01000022888184,29.100000381469727,27.8700008392334,28.75,1087200.0,,,,,
2025-07-09,28.100000381469727,28.34000015258789,26.600000381469727,27.84000015258789,1427500.0,,,,,
2025-07-10,28.420000076293945,28.8799991607666,28.13999938964844,28.239999771118164,520800.0,,,,,
2025-07-11,27.549999237060547,28.045000076293945,27.5,28.0,688700.0,,,,,
2025-07-14,27.21999931335449,27.93000030517578,27.06999969482422,27.420000076293945,680000.0,,,,,
2025-07-15,26.540000915527344,27.299999237060547,26.40999984741211,27.270000457763672,999100.0,,,,,
2025-07-16,26.34000015258789,26.6299991607666,25.90999984741211,26.6299991607666,719600.0,,,,,
2025-07-17,26.170000076293945,26.575000762939453,25.959999084472656,26.34000015258789,792600.0,,,,,
2025-07-18,24.549999237060547,26.399999618530277,24.44499969482422,26.200000762939453,2369100.0,,,,,
2025-07-21,24.36000061035156,24.709999084472656,24.209999084472656,24.530000686645508,931000.0,,,,,
2025-07-22,25.020000457763672,25.25300025939941,24.350000381469727,24.520000457763672,1016900.0,,,,,
2025-07-23,25.6299991607666,25.850000381469727,24.94499969482422,25.059999465942383,930800.0,,,,,
2025-07-24,24.32999992370605,25.700000762939453,24.149999618530277,25.6299991607666,1124700.0,,,,,
2025-07-25,23.530000686645508,24.21999931335449,23.299999237060547,24.209999084472656,1185500.0,,,,,
2025-07-28,23.190000534057617,23.88999938964844,23.18000030517578,23.600000381469727,595400.0,,,,,
2025-07-29,23.11000061035156,23.63999938964844,23.0,23.2450008392334,599500.0,,,,,
2025-07-30,23.399999618530277,23.780000686645508,23.059999465942383,23.13999938964844,940700.0,,,,,
2025-07-31,22.11000061035156,23.197999954223636,22.059999465942383,23.059999465942383,1329100.0,,,,,
2025-08-01,21.239999771118164,22.200000762939453,21.15999984741211,21.910999298095703,990000.0,,,,,
