Date,Close,High,Low,Open,Volume,"('Close', 'REGN')","('High', 'REGN')","('Low', 'REGN')","('Open', 'REGN')","('Volume', 'REGN')"
2024-07-22,1065.173583984375,1074.1052645135746,1060.4039921936535,1070.7596219539516,299500.0,,,,,
2024-07-23,1051.0640869140625,1073.199296910679,1050.835088151598,1073.199296910679,312000.0,,,,,
2024-07-24,1056.33154296875,1061.8778346431882,1048.3159785490518,1051.4923032046825,452500.0,,,,,
2024-07-25,1059.647216796875,1098.2417710894017,1057.1877896971623,1066.1792723636715,528300.0,,,,,
2024-07-26,1074.0257568359375,1086.6516843754646,1062.9831297260605,1062.9831297260605,380900.0,,,,,
2024-07-29,1072.591796875,1080.3685170788976,1068.8280247413068,1069.0370894295015,301100.0,,,,,
2024-07-30,1073.19921875,1087.7965517523794,1062.3656575964949,1078.0185240959067,358000.0,,,,,
2024-07-31,1074.583251953125,1086.183546433153,1068.6487320322046,1077.5804130257543,522700.0,,,,,
2024-08-01,1088.4737548828125,1096.4992861543988,1037.4026563425216,1056.3315185492568,897700.0,,,,,
2024-08-02,1077.5704345703125,1110.240437999842,1067.4040565405269,1095.075469222843,646200.0,,,,,
2024-08-05,1066.7071533203125,1085.7654667227796,1045.5279271938452,1077.381364655992,619500.0,,,,,
2024-08-06,1061.638671875,1086.1237914917358,1059.687077467844,1059.687077467844,445400.0,,,,,
2024-08-07,1063.2420654296875,1072.4923277248463,1056.929040672635,1069.7939344558226,502500.0,,,,,
2024-08-08,1108.5975341796875,1110.1409664753708,1064.4667718421997,1070.032876355999,631100.0,,,,,
2024-08-09,1126.4111328125,1128.16362972825,1106.3670556941936,1108.2490025485808,416600.0,,,,,
2024-08-12,1116.304443359375,1125.1664768288792,1105.251849503809,1119.8094372164658,501100.0,,,,,
2024-08-13,1153.385498046875,1155.5064107710634,1117.7184531132011,1120.755482474573,572300.0,,,,,
2024-08-14,1151.9217529296875,1156.253159984649,1133.8094580489824,1147.3513800750893,443100.0,,,,,
2024-08-15,1170.3128662109375,1172.921677446675,1150.378426985542,1162.327203005574,569800.0,,,,,
2024-08-16,1174.2760009765625,1180.0312358230426,1161.7396557190857,1169.9843404988435,564400.0,,,,,
2024-08-19,1191.7708740234375,1192.5773531646234,1173.150747476597,1174.982859020696,445900.0,,,,,
2024-08-20,1187.1407470703125,1196.4607777563822,1180.8079103816715,1191.7709220761742,372200.0,,,,,
2024-08-21,1180.2801513671875,1198.3526994803549,1178.975806518666,1189.610149151891,342400.0,,,,,
2024-08-22,1182.5902099609375,1186.7522985167957,1174.962874555043,1184.6214190566957,310200.0,,,,,
2024-08-23,1194.0013427734375,1197.108019648594,1184.9202779422694,1190.615831955184,352400.0,,,,,
2024-08-26,1194.250244140625,1201.658548216498,1190.5660869511762,1194.001311315683,239700.0,,,,,
2024-08-27,1196.630126953125,1206.02977263246,1192.0198859019238,1194.220413308155,295500.0,,,,,
2024-08-28,1194.170654296875,1201.5091892672283,1185.0895895155902,1190.9544615794332,308300.0,,,,,
2024-08-29,1173.897705078125,1205.800857355592,1170.4424246479382,1199.577535934916,538600.0,,,,,
2024-08-30,1179.6329345703125,1186.244605431659,1165.842079450218,1174.166379090614,405400.0,,,,,
2024-09-03,1163.8209228515625,1187.44961047735,1157.906214891736,1173.6985009458751,579100.0,,,,,
2024-09-04,1174.3355712890625,1177.263084399172,1158.3839370553774,1163.8207123886586,333000.0,,,,,
2024-09-05,1145.648681640625,1170.1436477120762,1138.359860337644,1170.1436477120762,534200.0,,,,,
2024-09-06,1126.6700439453125,1147.948818437396,1124.1508144101,1145.091074270534,616600.0,,,,,
2024-09-09,1139.8834228515625,1146.2162597953477,1127.675746499629,1132.3258557673662,513300.0,,,,,
2024-09-10,1131.499267578125,1139.3356682489214,1117.73831413948,1139.3356682489214,356500.0,,,,,
2024-09-11,1136.5775146484375,1138.310077494551,1108.4879718193754,1132.1764598194718,481900.0,,,,,
2024-09-12,1159.4892578125,1162.645769865026,1122.3882989830963,1133.2417947167105,568900.0,,,,,
2024-09-13,1148.4266357421875,1165.5830660733864,1145.110894371394,1155.785104412097,353600.0,,,,,
2024-09-16,1148.157958984375,1157.089762331204,1147.092579830898,1157.089762331204,346900.0,,,,,
2024-09-17,1141.8548583984375,1146.1862652061263,1129.7566988982353,1146.1862652061263,348700.0,,,,,
2024-09-18,1133.948974609375,1151.4638565291814,1132.7839250719012,1146.405463044413,328100.0,,,,,
2024-09-19,1145.2801513671875,1160.873337909751,1143.229008048646,1144.7525061437334,596700.0,,,,,
2024-09-20,1140.142333984375,1144.5136093391084,1131.3698821616176,1141.0981972157413,913900.0,,,,,
2024-09-23,1087.3187255859375,1149.6316727195783,1076.6146133227885,1143.2789016958516,1168300.0,,,,,
2024-09-24,1041.5150146484375,1075.389813212509,1017.8564290338238,1071.7354355524797,1695200.0,,,,,
2024-09-25,1026.7484130859375,1044.0442618951513,1004.1054309769554,1044.0442618951513,1003100.0,,,,,
2024-09-26,1035.520751953125,1058.8607583656774,1025.8721733652185,1057.6260611964162,691600.0,,,,,
2024-09-27,1038.2391357421875,1065.432619159897,1032.453999398899,1039.1851535205217,659700.0,,,,,
2024-09-30,1046.752685546875,1053.7527065833049,1035.2121924525209,1036.287538625629,599900.0,,,,,
2024-10-01,1042.441162109375,1057.068397584149,1035.9589411697898,1049.5606657113688,599400.0,,,,,
2024-10-02,1035.8294677734375,1041.485153756726,1021.590460891892,1036.048499497957,687000.0,,,,,
2024-10-03,1010.2590942382812,1034.3757390688777,1007.04284066027,1033.071272660487,797500.0,,,,,
2024-10-04,1008.4966430664062,1018.7228235788302,1002.9803132123008,1011.0656469914328,1071800.0,,,,,
2024-10-07,991.7982177734376,1007.3814380055572,988.5620908247228,1006.9034456217748,583400.0,,,,,
2024-10-08,1000.9688720703124,1003.6871991140948,988.7711634538916,997.2249125996194,736000.0,,,,,
2024-10-09,1007.8693237304688,1010.298910670262,996.727087425072,1003.1595338641404,598100.0,,,,,
2024-10-10,994.7555541992188,1009.5819478339832,993.9091460856932,1007.2420034678624,510900.0,,,,,
2024-10-11,1011.3344116210938,1013.3955827441112,992.0272275368884,999.0271871057528,479900.0,,,,,
2024-10-14,1009.9205322265624,1019.3202386991728,1005.1410338518464,1014.1324564329298,497300.0,,,,,
2024-10-15,1012.1907958984376,1019.9873284379888,999.5051277306084,1012.4895031418772,514400.0,,,,,
2024-10-16,1003.6573486328124,1016.1935717360492,1003.0200660113452,1007.2519240599823,367100.0,,,,,
2024-10-17,993.9689331054688,1008.7655478554772,993.4113259540628,1005.7384855124558,739700.0,,,,,
2024-10-18,986.451171875,998.4099156622163,985.5450830456768,993.7399329850392,869200.0,,,,,
2024-10-21,964.3657836914062,987.00870419064,963.7683692090848,981.691532974129,794200.0,,,,,
2024-10-22,958.232177734375,968.5977148190532,915.4953424885636,958.8893337144674,1511700.0,,,,,
2024-10-23,937.37158203125,955.5038116354552,928.5494165562216,947.7371189963264,850100.0,,,,,
2024-10-24,924.9348754882812,947.9561794423796,924.5365586383634,941.673117053754,523400.0,,,,,
2024-10-25,929.0372924804688,939.8011460455853,926.2591630917316,926.2591630917316,547700.0,,,,,
2024-10-28,924.6460571289062,939.243512482018,923.2421026923676,930.7897632017904,578700.0,,,,,
2024-10-29,923.37158203125,928.4000132603668,919.8068467341852,923.2421320920675,680400.0,,,,,
2024-10-30,918.8508911132812,931.8651068749087,910.9447819308606,915.8039556778436,628400.0,,,,,
2024-10-31,834.6220703125,879.3802088265069,812.5068540746769,871.2649736195166,2291400.0,,,,,
2024-11-01,839.9989013671875,858.3203816187803,834.3033474962426,841.0045997053197,1087300.0,,,,,
2024-11-04,825.3020629882812,848.373143143161,823.2309246024921,841.9805643964478,743600.0,,,,,
2024-11-05,825.889404296875,833.0586818068573,815.6433511057977,821.4185804868946,633200.0,,,,,
2024-11-06,813.1640625,840.90512438991,810.0573854307222,840.90512438991,879500.0,,,,,
2024-11-07,820.9605712890625,828.976257347425,810.5751005093088,814.3887686305618,780900.0,,,,,
2024-11-08,824.8837890625,827.1839261646546,819.2877834585634,823.0417102830378,563600.0,,,,,
2024-11-11,822.1554565429688,830.8581388473289,816.9478010128142,820.4826351622912,691800.0,,,,,
2024-11-12,817.4954833984375,827.4527974471396,813.6519747615478,820.791351917573,677600.0,,,,,
2024-11-13,800.8966064453125,820.0445006829973,799.9008751044097,811.9691340941832,589500.0,,,,,
2024-11-14,779.1697387695312,799.9904542995245,777.6164003137399,796.734454152061,1086900.0,,,,,
2024-11-15,753.5794067382812,779.7571608759362,750.4727299276932,779.4385803398999,1374500.0,,,,,
2024-11-18,758.7472534179688,759.4442774854806,746.9976361892541,748.760039270061,1027800.0,,,,,
2024-11-19,741.4215698242188,755.3618093056543,733.0474955622753,753.3305391457944,979900.0,,,,,
2024-11-20,740.1768188476562,747.4855131458633,732.8681853240632,739.0217973096638,654500.0,,,,,
2024-11-21,741.3219604492188,754.3262089295393,732.8084699018708,741.690376172026,973000.0,,,,,
2024-11-22,734.8497314453125,748.1925557570123,734.4813157102159,741.5211436011624,1029400.0,,,,,
2024-11-25,746.3106079101562,754.6249403064969,738.4542730354068,744.7771427476307,1196400.0,,,,,
2024-11-26,749.8156127929688,750.9606673885328,733.3561442930271,740.0175895010932,779800.0,,,,,
2024-11-27,751.647705078125,758.9065646032969,746.3205667663556,753.489783730893,544800.0,,,,,
2024-11-29,747.0175170898438,751.2892433219296,736.8411722343153,743.4329086699017,489800.0,,,,,
2024-12-02,759.0858764648438,760.6292479275605,745.2152850517366,746.8084917024601,896200.0,,,,,
2024-12-03,746.370361328125,766.7131456796317,744.3788986120741,755.2921361748963,649800.0,,,,,
2024-12-04,751.0403442382812,752.9023570168359,740.9635477515313,745.3646633395134,731800.0,,,,,
2024-12-05,764.6220703125,764.74155320352,746.4897819175453,748.3418275029687,779000.0,,,,,
2024-12-06,774.6790161132812,774.7984990172931,761.8937984124295,765.3589849526345,813700.0,,,,,
2024-12-09,784.63623046875,797.570769772463,769.7002616146494,773.6831866424096,1027300.0,,,,,
2024-12-10,775.1768798828125,788.1114207942975,759.444336222517,780.7529513049409,1298500.0,,,,,
2024-12-11,769.7003173828125,777.9848093337549,763.5964794735512,774.8283580374479,776800.0,,,,,
2024-12-12,737.8070068359375,775.4058311942781,737.2992349135344,769.8197930762932,924000.0,,,,,
2024-12-13,728.1783447265625,737.0104771892733,725.5695333776343,735.297848390578,696900.0,,,,,
2024-12-16,721.7757568359375,736.2337950455977,719.147011566069,727.4016631019875,920100.0,,,,,
2024-12-17,736.8511962890625,741.6207277725142,718.0020083526582,718.2907485771499,978700.0,,,,,
2024-12-18,711.5695190429688,741.819841746913,709.2594150616217,732.071653893289,907800.0,,,,,
2024-12-19,705.2266845703125,711.0019138845146,690.0417824316647,707.964945611708,1086700.0,,,,,
2024-12-20,698.8540649414062,714.5468016676964,697.8384602311951,707.1684586694807,1890000.0,,,,,
2024-12-23,712.077392578125,715.1243281953432,703.1456504222564,705.3562057070889,866500.0,,,,,
2024-12-24,711.420166015625,716.9265896888024,703.1357344608866,709.2594459497066,382100.0,,,,,
2024-12-26,713.6207275390625,715.4229988286307,706.0531936852615,706.0531936852615,619200.0,,,,,
2024-12-27,709.3590087890625,715.9208440811029,706.0631405875006,707.4870290663115,795600.0,,,,,
2024-12-30,699.5908813476562,705.943591133912,697.4301006672658,705.0175683171514,537200.0,,,,,
2024-12-31,709.2893676757812,709.9564906992357,700.3875264974596,700.8953592371867,473500.0,,,,,
2025-01-02,712.1370849609375,723.7074780337799,708.8810240976699,717.782864526694,479000.0,,,,,
2025-01-03,715.08447265625,718.9180139331661,711.7089288913484,713.0133344911842,558000.0,,,,,
2025-01-06,713.2025756835938,730.5581665319241,710.7032801687981,711.9479444072723,820300.0,,,,,
2025-01-07,727.1826171875,731.3049597009423,713.2822459701252,713.2822459701252,802500.0,,,,,
2025-01-08,730.4586181640625,740.107257777794,722.5026732960283,724.9322603220495,758800.0,,,,,
2025-01-10,693.9052734375,721.6363674404588,688.0503681920726,718.2509172889451,1117200.0,,,,,
2025-01-13,713.83984375,714.3078083222707,663.4060255293643,666.3832526029229,1406000.0,,,,,
2025-01-14,687.9209594726562,712.9237607774968,683.0717523319198,710.9621990570505,791700.0,,,,,
2025-01-15,700.4273071289062,709.5581467334939,695.2196515353073,697.6193373852893,880400.0,,,,,
2025-01-16,690.2708129882812,703.5239946083694,688.3789599190894,698.0474722732154,853900.0,,,,,
2025-01-17,678.6705932617188,704.4599988649967,677.9835361964887,702.3291799561924,1111900.0,,,,,
2025-01-21,684.864013671875,689.9721203839339,678.6108523665752,684.5254990450318,1145300.0,,,,,
2025-01-22,677.127197265625,696.8924396155759,674.7871922038513,686.8256105777784,945100.0,,,,,
2025-01-23,691.6748657226562,693.2182372186331,675.3847148061508,677.6350166916219,1145000.0,,,,,
2025-01-24,672.9052734375,690.8782730929614,672.2281834061152,685.8000066956466,1021800.0,,,,,
2025-01-27,681.7872314453125,695.4685704083257,673.8412539816086,673.8412539816086,1051400.0,,,,,
2025-01-28,683.4002685546875,687.3532925768245,675.2352598782518,679.1982509371582,640100.0,,,,,
2025-01-29,684.3363647460938,694.5923864011295,679.4174490120791,683.0319589934818,522800.0,,,,,
2025-01-30,680.1642456054688,686.6763073112053,671.4515955496188,685.3719015624001,771800.0,,,,,
2025-01-31,670.1072998046875,685.0632049180743,669.0916951008832,674.3988997184656,943800.0,,,,,
2025-02-03,664.0034790039062,670.7745013396333,660.59809453421,665.945167445045,1009200.0,,,,,
2025-02-04,694.0745239257812,706.9493229616751,639.2595253766768,647.2253761601868,1654500.0,,,,,
2025-02-05,713.6605224609375,726.1370650716954,697.0218910003699,705.7743474238462,1436100.0,,,,,
2025-02-06,718.98779296875,731.1357284347728,710.3746918850485,710.3746918850485,1116600.0,,,,,
2025-02-07,706.9692993164062,728.2978490479028,706.5212080281123,723.3590601625209,885700.0,,,,,
2025-02-10,687.4130859375,716.7075462567279,685.9792303505478,711.4002811000383,918500.0,,,,,
2025-02-11,662.619384765625,677.8839021130826,661.3547865438677,677.7246118430313,1270800.0,,,,,
2025-02-12,661.0262451171875,668.1158479572724,653.0504267284363,657.1429290485323,1292200.0,,,,,
2025-02-13,671.391845703125,674.7972301512118,659.1144602466927,662.6194543018042,604700.0,,,,,
2025-02-14,670.724609375,681.080239668105,668.6833722736084,675.3050100246734,623000.0,,,,,
2025-02-18,677.0972900390625,687.0048287173514,671.9991505995612,676.7388413537732,826000.0,,,,,
2025-02-19,682.733154296875,685.7303154879022,672.4074247024653,672.4074247024653,638300.0,,,,,
2025-02-20,693.9395751953125,701.0382882328215,683.4011622379961,685.993366345629,627500.0,,,,,
2025-02-21,698.2366943359375,701.975485391389,690.9983851161481,695.8438437193608,727400.0,,,,,
2025-02-24,711.1179809570312,722.8328583159449,698.3362946980018,701.8258326346995,896400.0,,,,,
2025-02-25,721.3074340820312,736.7910422993299,713.3612865563878,717.8478355284404,1049900.0,,,,,
2025-02-26,704.826904296875,719.2536231425034,698.9744550474383,719.1339866999681,712900.0,,,,,
2025-02-27,700.6793823242188,718.8448925636085,698.5756429786361,703.7900516096746,568500.0,,,,,
2025-02-28,696.6513671875,706.4619809463098,691.6364341431487,699.2236722768422,1028800.0,,,,,
2025-03-03,682.8228149414062,702.5337388890451,681.4170564202202,699.8118578928056,708600.0,,,,,
2025-03-04,673.4708862304688,695.3752474485498,670.4898333620669,686.4220481451467,1197600.0,,,,,
2025-03-05,685.0960693359375,690.7191646054033,671.137916632848,671.9653918720039,828700.0,,,,,
2025-03-06,696.352294921875,698.9046403899035,680.2206658739747,681.0581209518424,866400.0,,,,,
2025-03-07,705.3952026367188,727.5687156633578,694.3483046530453,696.5417408379216,1083900.0,,,,,
2025-03-10,742.6036376953125,746.0532564264562,707.2595895000728,707.8877112285314,1631300.0,,,,,
2025-03-11,716.0133666992188,745.4651095037573,710.2606548202577,744.4680985403586,1108100.0,,,,,
2025-03-12,687.4390869140625,710.3304814614296,681.3872228204837,707.8179942597355,808300.0,,,,,
2025-03-13,678.5755615234375,696.8607678672385,675.3153773204406,685.3751830382985,863700.0,,,,,
2025-03-14,664.8766479492188,684.9265223606551,655.0361553242093,678.5755678538111,1306000.0,,,,,
2025-03-17,676.39208984375,677.7979092322927,662.6931703791498,666.2624862927061,942900.0,,,,,
2025-03-18,662.972412109375,676.2426251973937,662.3143508158796,675.9734127725349,608100.0,,,,,
2025-03-19,670.3502807617188,672.5536969110083,657.0601683539602,661.6862530037748,675700.0,,,,,
2025-03-20,660.6393432617188,672.8128679918323,660.3502320140105,667.9972884112418,663000.0,,,,,
2025-03-21,656.51171875,659.0242056938957,649.1139149018487,656.0331729902927,1869100.0,,,,,
2025-03-24,659.024169921875,665.4648819010079,653.3411959229592,658.0271590747919,962400.0,,,,,
2025-03-25,632.2445678710938,660.589583196838,631.2076374890804,660.469946745486,852900.0,,,,,
2025-03-26,638.2265625,642.0750099112762,627.1398063275132,632.2444971902676,1251900.0,,,,,
2025-03-27,633.9295043945312,641.5067634529427,628.0570951552661,639.2934283008157,811500.0,,,,,
2025-03-28,635.4548950195312,641.048111937082,629.5625869825672,636.1029764888603,805900.0,,,,,
2025-03-31,632.3341674804688,638.8047581150786,616.6611862378741,628.1966089936631,1066300.0,,,,,
2025-04-01,615.15576171875,639.3232976290936,613.1617398006989,628.62538951162,1059700.0,,,,,
2025-04-02,623.7300415039062,626.1228921845533,608.2763713942556,611.6961725882692,902600.0,,,,,
2025-04-03,608.8147583007812,626.1228531396063,606.0629984454528,624.3780840424815,1047500.0,,,,,
2025-04-04,571.7359008789062,611.1576891376429,570.2902229334446,608.8247177577082,1547700.0,,,,,
2025-04-07,571.0679931640625,589.7718685183074,556.1626664554343,567.4986767242073,1687400.0,,,,,
2025-04-08,555.1456298828125,584.2783196614959,544.7268539369927,577.727950827728,1159700.0,,,,,
2025-04-09,574.99609375,578.9941171725678,524.4177505551526,536.3918611321011,1871500.0,,,,,
2025-04-10,544.7567749023438,570.2802284133804,528.146540003873,567.2293776354775,1357800.0,,,,,
2025-04-11,552.5234985351562,553.8694997746375,531.6660473467703,546.9901001578667,1170900.0,,,,,
2025-04-14,569.35302734375,573.0020603678533,553.7298839849703,558.764776728759,946300.0,,,,,
2025-04-15,556.2423706054688,573.4807294427908,551.347073455411,566.8505820664791,838500.0,,,,,
2025-04-16,547.63818359375,560.1506583834542,542.872442219507,555.3350786340962,875700.0,,,,,
2025-04-17,561.4766235351562,562.5235336471634,543.3709326286335,546.4317633496197,827700.0,,,,,
2025-04-21,559.8116455078125,568.645147556109,551.3170930910244,554.3779238837061,745600.0,,,,,
2025-04-22,583.7398681640625,585.3450410150807,563.4507218698247,563.8096311683048,1036800.0,,,,,
2025-04-23,586.0928344726562,601.9652918484301,582.7030339170635,594.0888813805619,791900.0,,,,,
2025-04-24,597.9672241210938,599.4827000529862,585.0559217239919,589.1636014683946,1317000.0,,,,,
2025-04-25,600.8386840820312,600.988199210553,584.0290943335232,596.5415693890865,964400.0,,,,,
2025-04-28,609.0340576171875,612.9922224936164,599.3929793503373,601.5564759427223,1175200.0,,,,,
2025-04-29,567.20947265625,578.2463911724873,540.8186220252458,560.0709010311209,2660300.0,,,,,
2025-04-30,596.9702758789062,598.405974056293,565.2952190699647,577.5285626886828,1679400.0,,,,,
2025-05-01,588.2364501953125,592.1546958578466,576.7708244711665,588.0071571536994,1190500.0,,,,,
2025-05-02,603.7997436523438,613.7698524394674,597.2892942577637,598.2065272274189,1606400.0,,,,,
2025-05-05,601.77587890625,609.2135415568711,600.0011702275722,605.0759826764247,1124300.0,,,,,
2025-05-06,556.8505249023438,605.0559756337984,555.9731504774807,599.213506599875,1510900.0,,,,,
2025-05-07,559.2533569335938,566.4318480988406,554.697009491574,560.1107717644193,1140500.0,,,,,
2025-05-08,546.0328979492188,550.9182753011329,518.9441310483365,546.2422921280875,2709200.0,,,,,
2025-05-09,526.2024536132812,551.1875448840566,525.5543721729056,547.3589961684477,1499000.0,,,,,
2025-05-12,573.909423828125,576.2623550892982,533.6899749226664,542.1945076215885,1898300.0,,,,,
2025-05-13,572.4437255859375,573.3310798513129,556.7807240036097,569.7418651153116,1149900.0,,,,,
2025-05-14,569.6521606445312,578.8246735366736,565.8934707504209,574.6272355386154,1664500.0,,,,,
2025-05-15,583.2413940429688,583.5106064576324,563.2213982218524,574.4078921131746,1301800.0,,,,,
2025-05-16,592.5435180664062,593.4109126704678,579.7518513387525,586.4716949852598,936900.0,,,,,
2025-05-19,594.7568359375,596.7708173456047,584.9263234721366,586.7209308478441,666300.0,,,,,
2025-05-20,613.8578491210938,614.5168825737687,594.1078707434662,594.1078707434662,1102100.0,,,,,
2025-05-21,603.7033081054688,616.583774309537,597.0134540377946,612.1205197537332,1089300.0,,,,,
2025-05-22,595.945068359375,604.5819781383996,591.8313197254034,602.2854774454727,867200.0,,,,,
2025-05-23,587.447998046875,590.7429824675676,581.4870179454971,585.9602059618256,656300.0,,,,,
2025-05-27,602.3453979492188,607.2479270076453,589.9042668082842,602.1756727527775,876100.0,,,,,
2025-05-28,590.95263671875,605.081207441164,589.2552629437184,602.3453714685689,1008300.0,,,,,
2025-05-29,604.47216796875,604.8116183585271,590.1239595543266,596.1547802225404,756700.0,,,,,
2025-05-30,489.5366516113281,518.991955107215,484.2646582006966,516.8751133175633,6313100.0,,,,,
2025-06-02,490.06585693359375,501.79804219390377,480.8498400105045,490.345431193285,2944300.0,,,,,
2025-06-03,487.1203002929688,500.35021086706655,484.60413204401874,490.045881034718,2141600.0,,,,,
2025-06-04,484.19476318359375,499.1420675479222,482.2577020884259,490.964482427422,1870700.0,,,,,
2025-06-05,482.3375854492188,491.0243763861829,475.7675448604647,485.26313572390535,1791100.0,,,,,
2025-06-06,492.4721984863281,499.1221044862641,484.264660140963,484.8038499440141,1497900.0,,,,,
2025-06-09,516.815185546875,517.4842135651419,493.6703690692469,497.2449276315929,1983100.0,,,,,
2025-06-10,522.7362670898438,529.1864336076083,517.3743528727947,519.2115899288325,1175000.0,,,,,
2025-06-11,517.813720703125,527.5689278049048,515.317510979445,524.9728940693257,963100.0,,,,,
2025-06-12,521.048828125,524.4236473997149,512.1922204948197,516.4457713570549,873200.0,,,,,
2025-06-13,528.4375610351562,528.7470885780722,514.1991721757897,517.4642337310697,951500.0,,,,,
2025-06-16,521.8875122070312,537.384000490624,519.4312200870446,532.072059290912,1325800.0,,,,,
2025-06-17,508.0884704589844,522.2170411237247,507.92873985988206,518.4827213257114,890400.0,,,,,
2025-06-18,512.8013305664062,518.3828209186205,502.4869757781067,507.739010352756,841000.0,,,,,
2025-06-20,508.9471740722656,520.5195978923058,505.61224176921655,520.2599823482244,2259300.0,,,,,
2025-06-23,511.1438598632813,515.3973802935614,506.84036648699697,509.2267574865444,1076000.0,,,,,
2025-06-24,521.4781494140625,526.6502881421658,515.007933002605,515.007933002605,970600.0,,,,,
2025-06-25,519.5011596679688,524.8330904397129,516.2061750291385,520.6095230990155,639500.0,,,,,
2025-06-26,520.2100830078125,523.7247656422476,514.0094763938473,519.2115991632678,965500.0,,,,,
2025-06-27,520.2100830078125,530.4046249999567,516.6055709552342,520.9988633056606,1607800.0,,,,,
2025-06-30,524.2040405273438,525.2824201889337,518.1133131954074,519.4213246493041,1013200.0,,,,,
2025-07-01,534.0989379882812,547.2090350434287,520.2100552660811,523.1755228737803,1200700.0,,,,,
2025-07-02,546.9095458984375,550.6638550052306,528.8869242105435,532.850875927027,818100.0,,,,,
2025-07-03,546.5300903320312,554.1585213604096,545.781227465328,546.9195136489448,456400.0,,,,,
2025-07-07,537.2941284179688,546.7597967308875,531.7924726687974,545.1721805990068,960300.0,,,,,
2025-07-08,546.9194946289062,558.6117617204235,536.6351238056942,538.0529537200791,847100.0,,,,,
2025-07-09,551.7421875,557.5333812699433,544.5530920526917,546.2704549120581,843800.0,,,,,
2025-07-10,558.9113159179688,565.5112793783582,549.2759226247564,553.5394680613189,827300.0,,,,,
2025-07-11,566.8792114257812,567.5981514881677,550.6438542688759,557.5434118024035,844600.0,,,,,
2025-07-14,569.7249145507812,574.2580091930856,561.14791164873,565.2416709687649,717100.0,,,,,
2025-07-15,547.1292114257812,573.8785708032177,545.4517659351553,573.279504893214,998400.0,,,,,
