Date,Close,High,Low,Open,Volume,"('Close', 'FE')","('High', 'FE')","('Low', 'FE')","('Open', 'FE')","('Volume', 'FE')"
2024-06-03,38.1453742980957,38.30680794492316,37.74654462198884,38.08840070004113,2421900.0,,,,,
2024-06-04,38.1833610534668,38.24983266953152,37.72755413369529,38.03142541354296,2144200.0,,,,,
2024-06-05,37.45216369628906,38.12638138722336,37.423676900344944,38.05041176813129,1945300.0,,,,,
2024-06-06,37.129302978515625,37.670573878584776,37.06283136780054,37.32872143309197,2399000.0,,,,,
2024-06-07,36.8634147644043,37.21476520736356,36.758958346176456,36.8634147644043,1768900.0,,,,,
2024-06-10,36.96787643432617,37.062834852151774,36.56904311010946,36.74946917538213,2576300.0,,,,,
2024-06-11,36.8634147644043,37.034342790153325,36.54055111825957,36.68299234719407,1995400.0,,,,,
2024-06-12,36.70198822021485,37.19577631633163,36.578539384970014,37.19577631633163,2265700.0,,,,,
2024-06-13,36.7304801940918,36.92040066989303,36.37912966844017,36.749472603915095,1511900.0,,,,,
2024-06-14,36.81593704223633,36.88240865242968,36.43609616476202,36.55954499330584,1783900.0,,,,,
2024-06-17,36.31265640258789,36.72098051680616,36.28416597792588,36.50257324736602,1864600.0,,,,,
2024-06-18,36.24617767333984,36.52156214318211,36.170211667222375,36.217690873849705,1980300.0,,,,,
2024-06-20,36.30315399169922,36.540553641361726,36.08474674870145,36.1702107674772,1765200.0,,,,,
2024-06-21,36.34114074707031,36.69249123306599,36.17970709300871,36.2936615390868,5179400.0,,,,,
2024-06-24,36.55954360961914,36.99635806648052,36.23667996271488,36.341136381188456,3158900.0,,,,,
2024-06-25,36.445594787597656,36.58803240220561,36.26516873769066,36.55954560377025,2439500.0,,,,,
2024-06-26,36.59753036499024,36.67349636818771,36.11323305768569,36.26516868651177,2066900.0,,,,,
2024-06-27,36.58803176879883,36.730473003372,36.39811495260936,36.56903936269367,2408200.0,,,,,
2024-06-28,36.34114074707031,36.72097803336983,36.20819751574391,36.68299684044183,4419300.0,,,,,
