Date,Close,High,Low,Open,Volume,"('Close', 'NIO')","('High', 'NIO')","('Low', 'NIO')","('Open', 'NIO')","('Volume', 'NIO')"
2024-06-03,5.340000152587891,5.630000114440918,5.210000038146973,5.539999961853027,53566700.0,,,,,
2024-06-04,5.210000038146973,5.369999885559082,5.199999809265137,5.309999942779541,29404500.0,,,,,
2024-06-05,5.269999980926514,5.349999904632568,5.150000095367432,5.329999923706055,49656100.0,,,,,
2024-06-06,4.909999847412109,5.0,4.739999771118164,4.949999809265137,84453800.0,,,,,
2024-06-07,4.829999923706055,4.960000038146973,4.800000190734863,4.820000171661377,34658600.0,,,,,
2024-06-10,4.71999979019165,4.849999904632568,4.670000076293945,4.820000171661377,38220900.0,,,,,
2024-06-11,4.460000038146973,4.800000190734863,4.349999904632568,4.789999961853027,66199200.0,,,,,
2024-06-12,4.449999809265137,4.630000114440918,4.309999942779541,4.46999979019165,62311400.0,,,,,
2024-06-13,4.409999847412109,4.610000133514404,4.400000095367432,4.46999979019165,27306300.0,,,,,
2024-06-14,4.329999923706055,4.380000114440918,4.289999961853027,4.360000133514404,23557000.0,,,,,
2024-06-17,4.429999828338623,4.480000019073486,4.239999771118164,4.320000171661377,31751400.0,,,,,
2024-06-18,4.429999828338623,4.46999979019165,4.320000171661377,4.360000133514404,28884900.0,,,,,
2024-06-20,4.329999923706055,4.449999809265137,4.25,4.369999885559082,28737200.0,,,,,
2024-06-21,4.300000190734863,4.349999904632568,4.239999771118164,4.309999942779541,21725100.0,,,,,
2024-06-24,4.440000057220459,4.53000020980835,4.289999961853027,4.300000190734863,28749700.0,,,,,
2024-06-25,4.369999885559082,4.429999828338623,4.320000171661377,4.400000095367432,22851100.0,,,,,
2024-06-26,4.639999866485596,4.679999828338623,4.340000152587891,4.380000114440918,53248100.0,,,,,
2024-06-27,4.389999866485596,4.579999923706055,4.369999885559082,4.570000171661377,37306100.0,,,,,
2024-06-28,4.159999847412109,4.360000133514404,4.139999866485596,4.349999904632568,47669500.0,,,,,
2024-07-01,4.440000057220459,4.510000228881836,4.25,4.349999904632568,55633200.0,,,,,
2024-07-02,4.53000020980835,4.539999961853027,4.380000114440918,4.449999809265137,35412300.0,,,,,
2024-07-03,4.869999885559082,5.039999961853027,4.590000152587891,4.590000152587891,72459800.0,,,,,
2024-07-05,4.619999885559082,4.75,4.409999847412109,4.71999979019165,61604000.0,,,,,
2024-07-08,4.460000038146973,4.610000133514404,4.440000057220459,4.539999961853027,39272500.0,,,,,
2024-07-09,4.5,4.539999961853027,4.420000076293945,4.46999979019165,26805400.0,,,,,
2024-07-10,4.619999885559082,4.769999980926514,4.5,4.510000228881836,43456600.0,,,,,
2024-07-11,4.679999828338623,4.800000190734863,4.599999904632568,4.789999961853027,56422800.0,,,,,
2024-07-12,4.869999885559082,4.920000076293945,4.699999809265137,4.710000038146973,51797700.0,,,,,
2024-07-15,4.630000114440918,4.809999942779541,4.53000020980835,4.809999942779541,58503300.0,,,,,
2024-07-16,4.900000095367432,4.920000076293945,4.619999885559082,4.619999885559082,50004800.0,,,,,
2024-07-17,4.590000152587891,4.869999885559082,4.550000190734863,4.829999923706055,54980500.0,,,,,
2024-07-18,4.539999961853027,4.710000038146973,4.510000228881836,4.630000114440918,36332700.0,,,,,
2024-07-19,4.460000038146973,4.510000228881836,4.409999847412109,4.510000228881836,22403600.0,,,,,
2024-07-22,4.690000057220459,4.699999809265137,4.579999923706055,4.630000114440918,34131500.0,,,,,
2024-07-23,4.480000019073486,4.599999904632568,4.46999979019165,4.579999923706055,37498700.0,,,,,
2024-07-24,4.300000190734863,4.420000076293945,4.260000228881836,4.389999866485596,43266700.0,,,,,
