Date,Close,High,Low,Open,Volume,"('Close', 'RLAY')","('High', 'RLAY')","('Low', 'RLAY')","('Open', 'RLAY')","('Volume', 'RLAY')"
2024-06-03,6.789999961853027,7.239999771118164,6.46999979019165,6.46999979019165,1773700.0,,,,,
2024-06-04,7.039999961853027,7.065000057220459,6.554999828338623,6.800000190734863,1150500.0,,,,,
2024-06-05,7.340000152587891,7.360000133514404,6.920000076293945,7.130000114440918,1191300.0,,,,,
2024-06-06,7.269999980926514,7.864999771118164,7.254000186920166,7.46999979019165,1631600.0,,,,,
2024-06-07,7.900000095367432,8.010000228881836,6.989999771118164,7.230000019073486,1941000.0,,,,,
2024-06-10,7.53000020980835,7.739999771118164,7.090000152587891,7.71999979019165,1537900.0,,,,,
2024-06-11,7.230000019073486,7.449999809265137,7.054999828338623,7.440000057220459,1156400.0,,,,,
2024-06-12,7.840000152587891,7.974999904632568,7.460000038146973,7.590000152587891,1494300.0,,,,,
2024-06-13,7.824999809265137,8.100000381469727,7.570000171661377,7.849999904632568,1256400.0,,,,,
2024-06-14,7.309999942779541,7.699999809265137,7.090000152587891,7.699999809265137,1601100.0,,,,,
2024-06-17,7.090000152587891,7.5,6.965000152587891,7.300000190734863,1244300.0,,,,,
2024-06-18,7.03000020980835,7.579999923706055,7.0,7.050000190734863,1324000.0,,,,,
2024-06-20,6.849999904632568,7.0,6.440000057220459,7.0,1310600.0,,,,,
2024-06-21,6.940000057220459,7.090000152587891,6.78000020980835,6.800000190734863,4002700.0,,,,,
2024-06-24,6.900000095367432,7.340000152587891,6.900000095367432,6.980000019073486,1148900.0,,,,,
2024-06-25,6.739999771118164,6.929999828338623,6.71999979019165,6.849999904632568,715900.0,,,,,
2024-06-26,6.260000228881836,7.059999942779541,6.260000228881836,6.699999809265137,782400.0,,,,,
2024-06-27,6.300000190734863,6.340000152587891,6.102000236511231,6.260000228881836,651700.0,,,,,
2024-06-28,6.519999980926514,6.574999809265137,6.050000190734863,6.309999942779541,3129000.0,,,,,
2024-07-01,6.400000095367432,6.570000171661377,6.139999866485596,6.400000095367432,1870400.0,,,,,
2024-07-02,6.46999979019165,6.480000019073486,5.954999923706055,6.340000152587891,3047000.0,,,,,
2024-07-03,6.269999980926514,6.550000190734863,6.159999847412109,6.519999980926514,712400.0,,,,,
2024-07-05,6.360000133514404,6.389999866485596,6.019999980926514,6.199999809265137,600800.0,,,,,
2024-07-08,6.480000019073486,6.71999979019165,6.360000133514404,6.489999771118164,885800.0,,,,,
2024-07-09,6.940000057220459,6.949999809265137,6.369999885559082,6.460000038146973,680100.0,,,,,
2024-07-10,6.989999771118164,7.130000114440918,6.829999923706055,7.0,613600.0,,,,,
2024-07-11,7.760000228881836,7.864999771118164,7.159999847412109,7.230000019073486,1678300.0,,,,,
2024-07-12,8.239999771118164,8.460000038146973,7.849999904632568,7.869999885559082,1521600.0,,,,,
2024-07-15,8.270000457763672,8.520000457763672,8.074000358581543,8.279999732971191,1363900.0,,,,,
2024-07-16,8.979999542236328,9.020000457763672,8.239999771118164,8.489999771118164,1914600.0,,,,,
2024-07-17,8.899999618530273,9.020000457763672,8.300000190734863,8.3100004196167,2495600.0,,,,,
2024-07-18,8.670000076293945,9.06999969482422,8.420000076293945,8.5600004196167,1593600.0,,,,,
2024-07-19,8.600000381469727,8.890000343322754,8.510000228881836,8.699999809265137,693100.0,,,,,
2024-07-22,8.800000190734863,8.835000038146973,8.390000343322754,8.699999809265137,1143700.0,,,,,
2024-07-23,9.479999542236328,9.770000457763672,8.680000305175781,8.760000228881836,1582400.0,,,,,
2024-07-24,8.930000305175781,9.760000228881836,8.859999656677246,9.399999618530272,1028400.0,,,,,
2024-07-25,9.0600004196167,9.626999855041504,8.779999732971191,8.930000305175781,1134200.0,,,,,
2024-07-26,8.9399995803833,9.1899995803833,8.6899995803833,9.0,830500.0,,,,,
2024-07-29,8.21500015258789,8.925000190734863,8.175000190734863,8.850000381469727,968900.0,,,,,
2024-07-30,8.270000457763672,8.470000267028809,8.09000015258789,8.09000015258789,776700.0,,,,,
2024-07-31,8.220000267028809,8.65999984741211,7.949999809265137,8.300000190734863,919100.0,,,,,
2024-08-01,7.989999771118164,8.3100004196167,7.864999771118164,8.149999618530273,1102100.0,,,,,
2024-08-02,7.630000114440918,7.869999885559082,7.480000019073486,7.769999980926514,1356900.0,,,,,
2024-08-05,7.099999904632568,7.269999980926514,6.809999942779541,7.0,1106200.0,,,,,
2024-08-06,7.190000057220459,7.349999904632568,6.920000076293945,7.179999828338623,930500.0,,,,,
2024-08-07,6.619999885559082,7.03000020980835,6.429999828338623,6.96999979019165,1619500.0,,,,,
2024-08-08,6.800000190734863,6.809999942779541,6.360000133514404,6.699999809265137,1058600.0,,,,,
2024-08-09,6.699999809265137,6.96999979019165,6.46999979019165,6.789999961853027,1010100.0,,,,,
2024-08-12,6.510000228881836,6.75,6.489999771118164,6.730000019073486,638700.0,,,,,
2024-08-13,6.559999942779541,6.679999828338623,6.429999828338623,6.519999980926514,628000.0,,,,,
2024-08-14,6.440000057220459,6.599999904632568,6.324999809265137,6.590000152587891,599000.0,,,,,
2024-08-15,6.670000076293945,6.869999885559082,6.52899980545044,6.670000076293945,575100.0,,,,,
2024-08-16,6.449999809265137,6.789999961853027,6.360000133514404,6.650000095367432,542600.0,,,,,
