Date,Close,High,Low,Open,Volume,"('Close', 'FOUR')","('High', 'FOUR')","('Low', 'FOUR')","('Open', 'FOUR')","('Volume', 'FOUR')"
2024-06-03,70.1500015258789,70.47000122070312,67.66999816894531,67.70999908447266,1439200.0,,,,,
2024-06-04,70.54000091552734,72.2300033569336,69.16000366210938,69.26000213623047,1020200.0,,,,,
2024-06-05,70.80000305175781,72.19000244140625,70.36000061035156,70.58999633789062,1014300.0,,,,,
2024-06-06,69.72000122070312,70.32099914550781,68.33000183105469,70.01000213623047,1149600.0,,,,,
2024-06-07,72.52999877929688,73.94000244140625,71.05000305175781,72.0,2260400.0,,,,,
2024-06-10,73.23999786376953,73.5199966430664,71.16999816894531,71.26000213623047,1138000.0,,,,,
2024-06-11,73.3499984741211,73.9800033569336,71.97000122070312,73.02999877929688,1150200.0,,,,,
2024-06-12,72.7699966430664,74.94000244140625,72.45999908447266,74.87000274658203,858400.0,,,,,
2024-06-13,71.63999938964844,74.08999633789062,71.51000213623047,72.94999694824219,1392700.0,,,,,
2024-06-14,69.72000122070312,72.44000244140625,68.29000091552734,71.19999694824219,1499600.0,,,,,
2024-06-17,70.87999725341797,71.94000244140625,69.38999938964844,71.27999877929688,1115300.0,,,,,
2024-06-18,69.04000091552734,70.56700134277344,68.06999969482422,70.12000274658203,1286900.0,,,,,
2024-06-20,70.62000274658203,71.5,68.89600372314453,68.98999786376953,967400.0,,,,,
2024-06-21,71.13999938964844,71.34500122070312,69.05999755859375,70.16999816894531,1425800.0,,,,,
2024-06-24,70.73999786376953,71.73600006103516,70.04000091552734,70.91999816894531,757200.0,,,,,
2024-06-25,70.37999725341797,71.19000244140625,69.9000015258789,70.66000366210938,728200.0,,,,,
2024-06-26,71.75,71.86000061035156,69.29000091552734,69.98999786376953,907900.0,,,,,
2024-06-27,73.31999969482422,73.63099670410156,71.04000091552734,71.48999786376953,949300.0,,,,,
2024-06-28,73.3499984741211,74.44999694824219,72.63999938964844,73.45999908447266,2069700.0,,,,,
2024-07-01,73.83999633789062,73.88999938964844,72.19999694824219,73.56999969482422,947600.0,,,,,
2024-07-02,73.55000305175781,74.19999694824219,72.70999908447266,73.4000015258789,762200.0,,,,,
2024-07-03,72.8499984741211,73.97000122070312,72.27999877929688,73.5999984741211,696500.0,,,,,
2024-07-05,73.18000030517578,73.36000061035156,71.78299713134766,72.62000274658203,957800.0,,,,,
2024-07-08,73.36000061035156,75.27999877929688,73.05000305175781,73.47000122070312,1099000.0,,,,,
2024-07-09,72.12999725341797,73.38999938964844,71.70999908447266,73.37000274658203,681700.0,,,,,
2024-07-10,67.43000030517578,72.33000183105469,67.41999816894531,72.08999633789062,2064900.0,,,,,
2024-07-11,69.7699966430664,70.36000061035156,67.80999755859375,68.20999908447266,1135200.0,,,,,
2024-07-12,70.47000122070312,70.72799682617188,69.69999694824219,70.30000305175781,706400.0,,,,,
2024-07-15,71.98999786376953,72.04000091552734,69.3499984741211,70.5,924900.0,,,,,
2024-07-16,73.0999984741211,73.66000366210938,71.1500015258789,72.13999938964844,951400.0,,,,,
2024-07-17,70.77999877929688,73.47000122070312,70.62000274658203,73.11000061035156,1169900.0,,,,,
2024-07-18,66.70999908447266,71.41300201416016,66.41999816894531,71.0,1999900.0,,,,,
2024-07-19,66.33000183105469,67.12000274658203,65.22000122070312,66.69999694824219,2363900.0,,,,,
2024-07-22,68.87999725341797,69.12999725341797,66.12999725341797,67.30999755859375,1265700.0,,,,,
2024-07-23,69.0199966430664,69.8499984741211,68.1500015258789,68.9000015258789,935400.0,,,,,
2024-07-24,66.30000305175781,68.94999694824219,66.26499938964844,68.2300033569336,1222600.0,,,,,
2024-07-25,68.45999908447266,68.9800033569336,65.72000122070312,66.41999816894531,947800.0,,,,,
2024-07-26,69.52999877929688,70.06999969482422,68.52999877929688,69.44000244140625,733300.0,,,,,
2024-07-29,69.36000061035156,70.01499938964844,67.95999908447266,70.0,934100.0,,,,,
2024-07-30,68.91999816894531,70.0,67.37000274658203,69.30000305175781,799500.0,,,,,
2024-07-31,68.79000091552734,70.22000122070312,68.5,69.0199966430664,853100.0,,,,,
2024-08-01,65.0199966430664,68.77999877929688,64.05000305175781,68.0,1348200.0,,,,,
2024-08-02,62.709999084472656,63.04999923706055,61.18000030517578,63.0,1745000.0,,,,,
2024-08-05,61.2599983215332,62.0,57.45000076293945,57.90999984741211,1578100.0,,,,,
2024-08-06,62.5099983215332,63.20000076293945,61.09000015258789,61.810001373291016,1025800.0,,,,,
2024-08-07,63.52999877929688,65.63999938964844,63.40999984741211,64.0,2451100.0,,,,,
2024-08-08,70.69999694824219,72.12999725341797,67.08999633789062,67.7699966430664,5625500.0,,,,,
2024-08-09,71.37999725341797,72.22000122070312,68.91999816894531,71.12999725341797,2152400.0,,,,,
2024-08-12,72.97000122070312,73.5,70.72000122070312,71.5199966430664,2169900.0,,,,,
2024-08-13,76.02999877929688,77.69999694824219,73.2699966430664,73.88999938964844,2557300.0,,,,,
2024-08-14,80.16999816894531,81.30000305175781,76.51000213623047,76.79000091552734,5136500.0,,,,,
2024-08-15,81.87000274658203,83.63999938964844,80.93499755859375,81.52999877929688,2700000.0,,,,,
