Date,Close,High,Low,Open,Volume,"('Close', 'AIFF')","('High', 'AIFF')","('Low', 'AIFF')","('Open', 'AIFF')","('Volume', 'AIFF')"
2024-06-03,6.960000038146973,7.440000057220459,6.900000095367432,7.199999809265137,1367.0,,,,,
2024-06-04,7.079999923706055,7.139999866485596,6.900000095367432,7.050000190734863,1467.0,,,,,
2024-06-05,6.570000171661377,6.960000038146973,6.360000133514404,6.75,3533.0,,,,,
2024-06-06,6.78000020980835,6.78000020980835,6.449999809265137,6.539999961853027,4233.0,,,,,
2024-06-07,6.570000171661377,7.559999942779541,6.570000171661377,6.599999904632568,13533.0,,,,,
2024-06-10,6.809999942779541,7.019999980926514,6.599999904632568,6.599999904632568,900.0,,,,,
2024-06-11,6.840000152587891,7.199999809265137,6.840000152587891,6.900000095367432,1000.0,,,,,
2024-06-12,7.590000152587891,7.650000095367432,7.050000190734863,7.050000190734863,1133.0,,,,,
2024-06-13,7.349999904632568,7.679999828338623,7.079999923706055,7.590000152587891,1867.0,,,,,
2024-06-14,6.809999942779541,7.440000057220459,6.809999942779541,7.320000171661377,2800.0,,,,,
2024-06-17,6.840000152587891,6.900000095367432,6.809999942779541,6.809999942779541,667.0,,,,,
2024-06-18,6.900000095367432,7.289999961853027,6.78000020980835,7.289999961853027,1300.0,,,,,
2024-06-20,6.659999847412109,7.289999961853027,6.449999809265137,6.539999961853027,1067.0,,,,,
2024-06-21,7.019999980926514,7.019999980926514,6.659999847412109,6.659999847412109,1967.0,,,,,
2024-06-24,6.929999828338623,6.989999771118164,6.809999942779541,6.809999942779541,400.0,,,,,
2024-06-25,6.78000020980835,7.289999961853027,6.690000057220459,6.960000038146973,1533.0,,,,,
2024-06-26,6.690000057220459,7.289999961853027,6.690000057220459,7.199999809265137,633.0,,,,,
2024-06-27,6.75,7.050000190734863,6.599999904632568,6.75,1067.0,,,,,
2024-06-28,6.210000038146973,7.050000190734863,5.489999771118164,7.050000190734863,4000.0,,,,,
2024-07-01,6.0,6.0,5.010000228881836,6.0,2767.0,,,,,
2024-07-02,5.789999961853027,5.96999979019165,5.489999771118164,5.489999771118164,3267.0,,,,,
2024-07-03,5.489999771118164,5.789999961853027,5.489999771118164,5.789999961853027,167.0,,,,,
2024-07-05,5.489999771118164,5.489999771118164,5.489999771118164,5.489999771118164,133.0,,,,,
2024-07-08,5.25,6.150000095367432,5.190000057220459,5.849999904632568,2200.0,,,,,
2024-07-09,5.820000171661377,5.880000114440918,5.820000171661377,5.849999904632568,867.0,,,,,
2024-07-10,5.519999980926514,5.789999961853027,5.519999980926514,5.789999961853027,600.0,,,,,
2024-07-11,5.489999771118164,5.699999809265137,5.489999771118164,5.699999809265137,1000.0,,,,,
2024-07-12,5.849999904632568,6.0,5.670000076293945,5.760000228881836,1000.0,,,,,
2024-07-15,5.550000190734863,5.789999961853027,5.550000190734863,5.579999923706055,500.0,,,,,
2024-07-16,5.96999979019165,6.059999942779541,5.550000190734863,5.550000190734863,4500.0,,,,,
2024-07-17,7.050000190734863,7.650000095367432,6.0,6.0,21067.0,,,,,
2024-07-18,6.03000020980835,7.079999923706055,5.760000228881836,7.079999923706055,19533.0,,,,,
2024-07-19,5.849999904632568,6.630000114440918,5.400000095367432,6.090000152587891,9100.0,,,,,
2024-07-22,6.78000020980835,6.869999885559082,5.849999904632568,5.849999904632568,9133.0,,,,,
2024-07-23,6.360000133514404,6.900000095367432,6.179999828338623,6.510000228881836,4000.0,,,,,
2024-07-24,6.150000095367432,6.75,6.150000095367432,6.449999809265137,1967.0,,,,,
2024-07-25,6.420000076293945,6.420000076293945,6.150000095367432,6.360000133514404,1433.0,,,,,
2024-07-26,6.210000038146973,6.449999809265137,6.210000038146973,6.389999866485596,633.0,,,,,
2024-07-29,6.449999809265137,6.630000114440918,6.239999771118164,6.300000190734863,1567.0,,,,,
2024-07-30,6.389999866485596,6.78000020980835,6.179999828338623,6.78000020980835,5700.0,,,,,
2024-07-31,6.360000133514404,6.389999866485596,6.179999828338623,6.329999923706055,1667.0,,,,,
2024-08-01,6.599999904632568,6.599999904632568,6.300000190734863,6.329999923706055,833.0,,,,,
2024-08-02,6.420000076293945,6.449999809265137,6.0,6.449999809265137,2733.0,,,,,
2024-08-05,5.880000114440918,5.940000057220459,5.070000171661377,5.940000057220459,12767.0,,,,,
2024-08-06,5.670000076293945,5.909999847412109,5.550000190734863,5.760000228881836,1133.0,,,,,
2024-08-07,5.909999847412109,6.179999828338623,5.610000133514404,5.670000076293945,3467.0,,,,,
2024-08-08,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109,100.0,,,,,
2024-08-09,6.539999961853027,6.840000152587891,3.180000066757202,5.880000114440918,96567.0,,,,,
2024-08-12,9.510000228881836,9.869999885559082,6.090000152587891,6.869999885559082,107300.0,,,,,
2024-08-13,8.4399995803833,9.0,6.510000228881836,6.909999847412109,182600.0,,,,,
2024-08-14,6.349999904632568,8.0,6.059999942779541,7.599999904632568,104000.0,,,,,
2024-08-15,6.099999904632568,6.900000095367432,5.679999828338623,6.300000190734863,76400.0,,,,,
2024-08-16,6.03000020980835,6.150000095367432,5.159999847412109,5.840000152587891,48200.0,,,,,
