Date,Close,High,Low,Open,Volume,"('Close', 'AMLX')","('High', 'AMLX')","('Low', 'AMLX')","('Open', 'AMLX')","('Volume', 'AMLX')"
2024-06-03,1.7000000476837158,1.7799999713897705,1.659999966621399,1.7300000190734863,1532200.0,,,,,
2024-06-04,1.7100000381469729,1.75,1.659999966621399,1.690000057220459,1186800.0,,,,,
2024-06-05,1.7599999904632568,1.7699999809265137,1.6649999618530271,1.7100000381469729,983900.0,,,,,
2024-06-06,1.7599999904632568,1.7699999809265137,1.690000057220459,1.7599999904632568,1261000.0,,,,,
2024-06-07,1.7699999809265137,1.7999999523162842,1.7100000381469729,1.7300000190734863,823400.0,,,,,
2024-06-10,1.7599999904632568,1.7599999904632568,1.6799999475479126,1.75,1345100.0,,,,,
2024-06-11,1.7400000095367432,1.774999976158142,1.7000000476837158,1.7300000190734863,1090700.0,,,,,
2024-06-12,1.7100000381469729,1.7799999713897705,1.690000057220459,1.75,901000.0,,,,,
2024-06-13,1.6799999475479126,1.7200000286102295,1.6699999570846558,1.7200000286102295,690100.0,,,,,
2024-06-14,1.6399999856948853,1.7000000476837158,1.6200000047683716,1.7000000476837158,952000.0,,,,,
2024-06-17,1.649999976158142,1.659999966621399,1.5750000476837158,1.6200000047683716,1363300.0,,,,,
2024-06-18,1.6200000047683716,1.6699999570846558,1.6200000047683716,1.6200000047683716,1062400.0,,,,,
2024-06-20,1.649999976158142,1.6799999475479126,1.6200000047683716,1.6200000047683716,1216900.0,,,,,
2024-06-21,1.7799999713897705,1.7799999713897705,1.6399999856948853,1.6399999856948853,3944800.0,,,,,
2024-06-24,1.830000042915344,1.909999966621399,1.7899999618530271,1.7999999523162842,2832500.0,,,,,
2024-06-25,1.850000023841858,1.8899999856948853,1.8049999475479128,1.850000023841858,2149100.0,,,,,
2024-06-26,1.830000042915344,1.899999976158142,1.809999942779541,1.850000023841858,1828900.0,,,,,
2024-06-27,1.9299999475479128,2.0199999809265137,1.815000057220459,1.830000042915344,2960700.0,,,,,
2024-06-28,1.899999976158142,2.095000028610229,1.8799999952316284,1.9299999475479128,9983900.0,,,,,
2024-07-01,1.8799999952316284,1.950000047683716,1.840000033378601,1.8600000143051147,1787000.0,,,,,
2024-07-02,1.7400000095367432,1.8899999856948853,1.7400000095367432,1.8899999856948853,1755200.0,,,,,
2024-07-03,1.7699999809265137,1.7899999618530271,1.690000057220459,1.75,940300.0,,,,,
2024-07-05,1.7200000286102295,1.7699999809265137,1.7100000381469729,1.7599999904632568,936900.0,,,,,
2024-07-08,1.649999976158142,1.7400000095367432,1.6399999856948853,1.7400000095367432,2049000.0,,,,,
2024-07-09,1.649999976158142,1.6799999475479126,1.6200000047683716,1.649999976158142,1331700.0,,,,,
2024-07-10,2.069999933242798,2.109999895095825,1.684999942779541,1.690000057220459,9636800.0,,,,,
2024-07-11,2.2799999713897705,2.289999961853028,2.0299999713897705,2.150000095367432,5443300.0,,,,,
2024-07-12,2.1600000858306885,2.4200000762939453,2.125,2.319999933242798,3172300.0,,,,,
2024-07-15,2.1600000858306885,2.299999952316284,2.1600000858306885,2.1700000762939453,2358300.0,,,,,
2024-07-16,2.359999895095825,2.400000095367432,2.190000057220459,2.200000047683716,2118300.0,,,,,
2024-07-17,2.119999885559082,2.369999885559082,2.0899999141693115,2.3399999141693115,1847000.0,,,,,
2024-07-18,2.0,2.180000066757202,2.0,2.130000114440918,1340700.0,,,,,
2024-07-19,2.0199999809265137,2.039999961853028,1.9299999475479128,2.0,968000.0,,,,,
2024-07-22,1.9800000190734863,2.039999961853028,1.940000057220459,2.0199999809265137,907500.0,,,,,
2024-07-23,1.9600000381469729,2.0,1.909999966621399,1.9700000286102293,618100.0,,,,,
2024-07-24,1.919999957084656,2.0,1.899999976158142,1.9299999475479128,623600.0,,,,,
2024-07-25,1.919999957084656,1.975000023841858,1.870000004768372,1.8899999856948853,413300.0,,,,,
2024-07-26,1.9700000286102293,1.9800000190734863,1.909999966621399,1.909999966621399,809200.0,,,,,
2024-07-29,1.940000057220459,2.0,1.8899999856948853,2.0,714200.0,,,,,
2024-07-30,1.909999966621399,1.9600000381469729,1.871000051498413,1.950000047683716,1106600.0,,,,,
2024-07-31,2.059999942779541,2.0899999141693115,1.909999966621399,1.940000057220459,1614800.0,,,,,
2024-08-01,2.069999933242798,2.109999895095825,2.0,2.039999961853028,1272500.0,,,,,
2024-08-02,2.0199999809265137,2.059999942779541,1.9600000381469729,2.0199999809265137,1550600.0,,,,,
2024-08-05,1.9700000286102293,1.9800000190734863,1.8650000095367432,1.919999957084656,1257600.0,,,,,
2024-08-06,1.9700000286102293,2.015000104904175,1.909999966621399,1.9700000286102293,866500.0,,,,,
