Date,Close,High,Low,Open,Volume,"('Close', 'EB')","('High', 'EB')","('Low', 'EB')","('Open', 'EB')","('Volume', 'EB')"
2024-06-03,4.760000228881836,5.039999961853027,4.739999771118164,5.039999961853027,1320300.0,,,,,
2024-06-04,4.869999885559082,4.880000114440918,4.690000057220459,4.71999979019165,3009100.0,,,,,
2024-06-05,5.139999866485596,5.179999828338623,4.849999904632568,4.929999828338623,1746600.0,,,,,
2024-06-06,5.340000152587891,5.349999904632568,5.059999942779541,5.099999904632568,1186400.0,,,,,
2024-06-07,5.139999866485596,5.300000190734863,5.039999961853027,5.28000020980835,1232100.0,,,,,
2024-06-10,5.199999809265137,5.21999979019165,5.019999980926514,5.090000152587891,998800.0,,,,,
2024-06-11,5.139999866485596,5.179999828338623,5.010000228881836,5.150000095367432,963200.0,,,,,
2024-06-12,5.309999942779541,5.550000190734863,5.309999942779541,5.360000133514404,1843300.0,,,,,
2024-06-13,5.119999885559082,5.320000171661377,5.070000171661377,5.300000190734863,1182800.0,,,,,
2024-06-14,4.829999923706055,5.050000190734863,4.739999771118164,5.010000228881836,1762200.0,,,,,
2024-06-17,4.940000057220459,4.989999771118164,4.75,4.769999980926514,1256500.0,,,,,
2024-06-18,4.809999942779541,4.980000019073486,4.78000020980835,4.929999828338623,1460700.0,,,,,
2024-06-20,4.820000171661377,4.880000114440918,4.769999980926514,4.78000020980835,1679600.0,,,,,
2024-06-21,4.860000133514404,5.0,4.820000171661377,4.829999923706055,4717000.0,,,,,
2024-06-24,4.739999771118164,5.010000228881836,4.699999809265137,4.900000095367432,1983400.0,,,,,
2024-06-25,4.659999847412109,4.730000019073486,4.579999923706055,4.730000019073486,2276300.0,,,,,
2024-06-26,4.840000152587891,4.860000133514404,4.619999885559082,4.630000114440918,1526200.0,,,,,
2024-06-27,4.730000019073486,4.900000095367432,4.730000019073486,4.849999904632568,1103100.0,,,,,
2024-06-28,4.840000152587891,4.849999904632568,4.699999809265137,4.75,3079300.0,,,,,
2024-07-01,4.610000133514404,4.869999885559082,4.550000190734863,4.849999904632568,1443700.0,,,,,
2024-07-02,4.659999847412109,4.679999828338623,4.53000020980835,4.619999885559082,867700.0,,,,,
2024-07-03,4.739999771118164,4.880000114440918,4.679999828338623,4.690000057220459,850900.0,,,,,
2024-07-05,4.690000057220459,4.760000228881836,4.610000133514404,4.710000038146973,940800.0,,,,,
2024-07-08,4.699999809265137,4.760000228881836,4.630000114440918,4.699999809265137,977600.0,,,,,
2024-07-09,4.5,4.71999979019165,4.489999771118164,4.679999828338623,1440000.0,,,,,
2024-07-10,4.46999979019165,4.590000152587891,4.460000038146973,4.53000020980835,1150800.0,,,,,
2024-07-11,4.53000020980835,4.78000020980835,4.46999979019165,4.659999847412109,1609900.0,,,,,
2024-07-12,4.690000057220459,4.730000019073486,4.53000020980835,4.599999904632568,1660500.0,,,,,
2024-07-15,4.639999866485596,4.730000019073486,4.579999923706055,4.71999979019165,1317300.0,,,,,
2024-07-16,5.699999809265137,5.920000076293945,4.639999866485596,4.679999828338623,14311300.0,,,,,
2024-07-17,5.670000076293945,5.739999771118164,5.409999847412109,5.46999979019165,3131200.0,,,,,
2024-07-18,5.429999828338623,5.869999885559082,5.420000076293945,5.670000076293945,2083600.0,,,,,
2024-07-19,5.159999847412109,5.409999847412109,5.059999942779541,5.409999847412109,1618900.0,,,,,
2024-07-22,5.190000057220459,5.21999979019165,5.090000152587891,5.159999847412109,1228900.0,,,,,
2024-07-23,5.329999923706055,5.440000057220459,5.159999847412109,5.179999828338623,1304300.0,,,,,
2024-07-24,5.099999904632568,5.309999942779541,5.099999904632568,5.239999771118164,1021100.0,,,,,
2024-07-25,5.199999809265137,5.340000152587891,5.059999942779541,5.110000133514404,976100.0,,,,,
2024-07-26,5.170000076293945,5.360000133514404,5.099999904632568,5.360000133514404,966700.0,,,,,
2024-07-29,5.300000190734863,5.340000152587891,5.130000114440918,5.159999847412109,1289600.0,,,,,
2024-07-30,5.21999979019165,5.409999847412109,5.179999828338623,5.309999942779541,851200.0,,,,,
2024-07-31,4.889999866485596,5.380000114440918,4.869999885559082,5.28000020980835,2461700.0,,,,,
2024-08-01,4.550000190734863,4.880000114440918,4.449999809265137,4.820000171661377,2158600.0,,,,,
2024-08-02,4.329999923706055,4.489999771118164,4.28000020980835,4.380000114440918,1817900.0,,,,,
2024-08-05,4.110000133514404,4.199999809265137,4.019999980926514,4.070000171661377,1298100.0,,,,,
2024-08-06,3.9800000190734863,4.119999885559082,3.940000057220459,4.110000133514404,2035700.0,,,,,
