Date,Close,High,Low,Open,Volume,"('Close', 'IGR')","('High', 'IGR')","('Low', 'IGR')","('Open', 'IGR')","('Volume', 'IGR')"
2024-06-03,4.206852436065674,4.223546279144799,4.173464749907423,4.181811870453293,423000.0,,,,,
2024-06-04,4.290322303771973,4.298669425586958,4.198506351883179,4.198506351883179,387200.0,,,,,
2024-06-05,4.307016372680664,4.315363494928395,4.281975801962862,4.2903225261978974,315800.0,,,,,
2024-06-06,4.31536340713501,4.348751099421291,4.273628592770815,4.298669560991869,376700.0,,,,,
2024-06-07,4.265281677246094,4.290322246330442,4.248587831852305,4.290322246330442,245800.0,,,,,
2024-06-10,4.265281677246094,4.265281677246094,4.215200141064726,4.248587831852305,249000.0,,,,,
2024-06-11,4.215200901031494,4.256935323034012,4.215200901031494,4.256935323034012,239500.0,,,,,
2024-06-12,4.240240573883057,4.290322108454983,4.240240573883057,4.265281540175348,481800.0,,,,,
2024-06-13,4.2485880851745605,4.2736286557519545,4.2485880851745605,4.256934809362794,266300.0,,,,,
2024-06-14,4.240240573883057,4.307015953312293,4.223546729025747,4.248587695318039,203000.0,,,,,
2024-06-17,4.231894493103027,4.248588340495412,4.198506798318259,4.231894493103027,291100.0,,,,,
2024-06-18,4.215200901031494,4.273629171437567,4.198507052627939,4.223547626226901,537600.0,,,,,
2024-06-20,4.232095241546631,4.240542327596839,4.189858602900276,4.189858602900276,492400.0,,,,,
2024-06-21,4.215199947357178,4.248989497416286,4.164516226466128,4.248989497416286,459700.0,,,,,
2024-06-24,4.223647117614746,4.248989177551721,4.164515912960724,4.172963400539175,600000.0,,,,,
2024-06-25,4.181411266326904,4.240542482025507,4.172964179969077,4.2236479065114,332200.0,,,,,
2024-06-26,4.156069278717041,4.189858427096983,4.122280130337099,4.1476217902228445,470400.0,,,,,
2024-06-27,4.198306083679199,4.198306083679199,4.147622354217304,4.17296442034749,324800.0,,,,,
2024-06-28,4.257436752319336,4.274331326622253,4.17296388080475,4.223647603713502,714100.0,,,,,
2024-07-01,4.240541458129883,4.282778088116175,4.215199399578435,4.282778088116175,501500.0,,,,,
2024-07-02,4.240541458129883,4.257436029564729,4.189857743825344,4.206752315260191,440300.0,,,,,
2024-07-03,4.282778739929199,4.282778739929199,4.248989591917003,4.257436677520844,304400.0,,,,,
2024-07-05,4.248988151550293,4.291224370848651,4.232093583271293,4.282777288108291,236400.0,,,,,
2024-07-08,4.248988151550293,4.291224370848651,4.240540666011653,4.257435234290652,387000.0,,,,,
2024-07-09,4.248988151550293,4.2743298025696514,4.2236460977326535,4.265882719829293,262700.0,,,,,
2024-07-10,4.274331569671631,4.291226144935217,4.240542419144459,4.257436994408045,363100.0,,,,,
2024-07-11,4.367251396179199,4.392593054548643,4.282778530283725,4.282778530283725,952500.0,,,,,
2024-07-12,4.434829235076904,4.460171293651478,4.375698033601804,4.409487176502331,615300.0,,,,,
2024-07-15,4.553091526031494,4.58688067109011,4.460171578519492,4.468618663384954,1085500.0,,,,,
2024-07-16,4.747379779815674,4.747379779815674,4.561539463661355,4.586881123555916,1512400.0,,,,,
2024-07-17,4.941668510437012,4.958563087798565,4.705144427375267,4.705144427375267,1778200.0,,,,,
2024-07-18,4.7558274269104,5.009246048299125,4.7558274269104,4.848747386687048,1313200.0,,,,,
2024-07-19,4.9009785652160645,4.926593615927828,4.687521302121899,4.687521302121899,4594500.0,,,,,
2024-07-22,4.88390064239502,4.909515685984046,4.824132885916133,4.866824082381437,693800.0,,,,,
2024-07-23,4.781441688537598,4.900977618788269,4.781441688537598,4.858286418695985,692600.0,,,,,
2024-07-24,4.730212211608887,4.80705694513764,4.7216741340708905,4.798518460462287,787700.0,,,,,
2024-07-25,4.755826950073242,4.832671271481138,4.747288465951625,4.747288465951625,702600.0,,,,,
2024-07-26,4.7729034423828125,4.841209685821862,4.7729034423828125,4.798518080103793,715500.0,,,,,
2024-07-29,4.81559419631958,4.875362357378767,4.781441077753556,4.789979560963706,599200.0,,,,,
2024-07-30,4.892439365386963,4.9009774422429215,4.832671198845954,4.85828624368848,648400.0,,,,,
2024-07-31,4.918055057525635,5.046129077182911,4.90097808729146,4.952208183719225,910700.0,,,,,
2024-08-01,4.926591873168945,4.977821549332796,4.892438755726379,4.918053797376941,384900.0,,,,,
2024-08-02,4.88390064239502,4.969283849600239,4.858286005943298,4.88390064239502,625100.0,,,,,
2024-08-05,4.713136196136475,4.832672145496529,4.6448299393593,4.713136196136475,827400.0,,,,,
2024-08-06,4.738750457763672,4.832671341640998,4.661905728102825,4.747288534871911,551000.0,,,,,
2024-08-07,4.764365196228027,4.8497480047892685,4.74728863451578,4.824133365789569,544400.0,,,,,
2024-08-08,4.841209888458252,4.8582864500327805,4.75582708058561,4.781441719378731,469400.0,,,,,
2024-08-09,4.892439365386963,4.9009774422429215,4.815594637996713,4.841209682839239,381100.0,,,,,
2024-08-12,4.8582868576049805,4.943669672640572,4.849748372532733,4.909516546626335,428600.0,,,,,
2024-08-13,4.9009785652160645,4.926593615927828,4.87536392164172,4.892440486403756,364000.0,,,,,
2024-08-14,4.909516334533691,4.960746021341908,4.892439772264287,4.892439772264287,282600.0,,,,,
2024-08-15,4.960745811462402,4.994898934556261,4.9180546111637495,4.952207734257608,346100.0,,,,,
2024-08-16,5.011974811553955,5.037589853944447,4.943668574695691,4.952207057871616,583600.0,,,,,
2024-08-19,5.071744441986084,5.11443564882426,5.011976263847751,5.020514749497829,761500.0,,,,,
2024-08-20,5.08899450302124,5.149372139701843,5.03724206674138,5.071743690927954,586000.0,,,,,
2024-08-21,5.140747547149658,5.1666235627033,5.063118677905029,5.088995104750523,667500.0,,,,,
2024-08-22,5.175248622894287,5.218375859268463,5.123496186020361,5.175248622894287,653900.0,,,,,
2024-08-23,5.459887504577637,5.503014743110042,5.235626933567882,5.235626933567882,2045500.0,,,,,
2024-08-26,5.459887504577637,5.537516369419235,5.416760677337059,5.511639944041426,1343400.0,,,,,
2024-08-27,5.468512058258057,5.537515297519448,5.339130778997072,5.43401043862736,945600.0,,,,,
2024-08-28,5.399509429931641,5.528890312539856,5.399509429931641,5.477137877238211,675800.0,,,,,
2024-08-29,5.390883922576904,5.442636358878626,5.365007498780142,5.3995095342730925,469300.0,,,,,
2024-08-30,5.5116400718688965,5.5202656842921565,5.390884376986122,5.434011616518746,720800.0,,,,,
2024-09-03,5.459887504577637,5.528890757196022,5.425385878268443,5.494389130886829,681100.0,,,,,
2024-09-04,5.5116400718688965,5.554767311401521,5.451262430073428,5.45988763120485,452400.0,,,,,
2024-09-05,5.485763549804688,5.5633919979749855,5.4426363142609,5.4943887501383655,541900.0,,,,,
2024-09-06,5.477137565612793,5.511639187184231,5.425385133255637,5.46851236586582,493200.0,,,,,
2024-09-09,5.554766654968262,5.572017466484334,5.4771377975000455,5.503014220420048,583800.0,,,,,
2024-09-10,5.546141147613525,5.572017571018986,5.494388712094402,5.546141147613525,750100.0,,,,,
