Date,Close,High,Low,Open,Volume,"('Close', 'JFR')","('High', 'JFR')","('Low', 'JFR')","('Open', 'JFR')","('Volume', 'JFR')"
2024-06-03,7.382009506225586,7.390455934898741,7.314439687831888,7.390455934898741,604600.0,,,,,
2024-06-04,7.365116596221924,7.390455073793283,7.322885263272541,7.365116596221924,581800.0,,,,,
2024-06-05,7.348223686218262,7.356670113844485,7.331331636461489,7.348223686218262,349400.0,,,,,
2024-06-06,7.407349109649658,7.407349109649658,7.339778482864788,7.348224911899873,491200.0,,,,,
2024-06-07,7.415794372558594,7.491810619186068,7.382009463557024,7.398902320805693,469200.0,,,,,
2024-06-10,7.43268871307373,7.441135143383634,7.4073502276399505,7.4073502276399505,341000.0,,,,,
2024-06-11,7.458024978637695,7.474917834229369,7.407348022854054,7.432686500745874,281800.0,,,,,
2024-06-12,7.458024978637695,7.491809884325353,7.441132928541711,7.491809884325353,420900.0,,,,,
2024-06-13,7.458024978637695,7.466471406433532,7.432686500745874,7.458024978637695,409700.0,,,,,
2024-06-14,7.411120414733887,7.453762238921338,7.377007118048955,7.453762238921338,523500.0,,,,,
2024-06-17,7.436704635620117,7.453760874177102,7.377005767358173,7.402591345181149,307100.0,,,,,
2024-06-18,7.445233345031738,7.470818926280207,7.40259233626784,7.411120050025555,397200.0,,,,,
2024-06-20,7.47934627532959,7.487873987744148,7.436704459956877,7.462289223850512,572100.0,,,,,
2024-06-21,7.504931449890137,7.504931449890137,7.462289632184079,7.487874397477704,305500.0,,,,,
2024-06-24,7.487874507904053,7.521987799906975,7.487874507904053,7.496403034236042,348700.0,,,,,
2024-06-25,7.436704635620117,7.521987455055039,7.419647583738134,7.521987455055039,439500.0,,,,,
2024-06-26,7.402590274810791,7.453759796407937,7.385533225395155,7.453759796407937,437300.0,,,,,
2024-06-27,7.359949588775635,7.445232408905506,7.351421062765146,7.436704696220023,683200.0,,,,,
2024-06-28,7.377005577087402,7.419647392367527,7.359949338970339,7.402591154250464,985500.0,,,,,
2024-07-01,7.462288856506348,7.470817381826055,7.39406228059857,7.411118517913045,621600.0,,,,,
2024-07-02,7.487874507904053,7.513460086900022,7.462289742233121,7.470818268565111,475200.0,,,,,
2024-07-03,7.547574520111084,7.547574520111084,7.470819398167726,7.504932695328645,276400.0,,,,,
2024-07-05,7.453761577606201,7.521988164922843,7.445233050860352,7.51346045150207,631000.0,,,,,
2024-07-08,7.521988391876221,7.530516918879393,7.453761802501047,7.479347383510563,636100.0,,,,,
2024-07-09,7.521988391876221,7.547573972885735,7.496403624191806,7.539045445882564,640500.0,,,,,
2024-07-10,7.547574520111084,7.581687817272003,7.504932695328645,7.581687817272003,739000.0,,,,,
2024-07-11,7.521988391876221,7.556101686563807,7.496403624191806,7.521988391876221,826900.0,,,,,
2024-07-12,7.539044857025146,7.564629622711194,7.496403038665042,7.513460091339098,515900.0,,,,,
2024-07-15,7.586406707763672,7.595017214562081,7.560572723704123,7.586406707763672,444800.0,,,,,
2024-07-16,7.569182872772217,7.612238684943789,7.534738387279221,7.595016031586636,432300.0,,,,,
2024-07-17,7.560572147369385,7.595016635601675,7.543350313863929,7.595016635601675,419400.0,,,,,
2024-07-18,7.551961421966553,7.59501641509084,7.534738767739755,7.586405909198794,403600.0,,,,,
2024-07-19,7.526127815246582,7.577794959277403,7.500294653841868,7.569183631735367,409700.0,,,,,
2024-07-22,7.595016956329346,7.603628284056407,7.5261279769556735,7.543350632409798,391900.0,,,,,
2024-07-23,7.560572147369385,7.603627962965092,7.534738986500511,7.603627962965092,472800.0,,,,,
2024-07-24,7.560572147369385,7.569183474732802,7.534738986500511,7.560572147369385,251500.0,,,,,
2024-07-25,7.612239360809326,7.612239360809326,7.577794872258118,7.59501670592303,329600.0,,,,,
2024-07-26,7.612239360809326,7.646683849360533,7.56918354481497,7.646683849360533,476600.0,,,,,
