Date,Close,High,Low,Open,Volume,"('Close', 'SABR')","('High', 'SABR')","('Low', 'SABR')","('Open', 'SABR')","('Volume', 'SABR')"
2024-06-03,3.180000066757202,3.3299999237060547,3.095000028610229,3.180000066757202,5392400.0,,,,,
2024-06-04,3.049999952316284,3.150000095367432,2.994999885559082,3.119999885559082,4030200.0,,,,,
2024-06-05,3.0799999237060547,3.134999990463257,3.0299999713897705,3.069999933242798,1803100.0,,,,,
2024-06-06,2.9800000190734863,3.0999999046325684,2.9600000381469727,3.049999952316284,2009700.0,,,,,
2024-06-07,2.799999952316284,2.930000066757202,2.759999990463257,2.930000066757202,3888900.0,,,,,
2024-06-10,2.9100000858306885,2.9600000381469727,2.7300000190734863,2.752000093460083,2176800.0,,,,,
2024-06-11,2.900000095367432,2.9600000381469727,2.8299999237060547,2.869999885559082,2933200.0,,,,,
2024-06-12,2.940000057220459,3.119999885559082,2.9100000858306885,2.9800000190734863,4721600.0,,,,,
2024-06-13,2.7100000381469727,2.940000057220459,2.700000047683716,2.930000066757202,4232900.0,,,,,
2024-06-14,2.5999999046325684,2.690000057220459,2.5,2.6700000762939453,4763400.0,,,,,
2024-06-17,2.640000104904175,2.6600000858306885,2.539999961853028,2.559999942779541,1926200.0,,,,,
2024-06-18,2.6600000858306885,2.789999961853028,2.630000114440918,2.6700000762939453,3974700.0,,,,,
2024-06-20,2.740000009536743,2.75,2.625,2.650000095367432,3397300.0,,,,,
2024-06-21,2.75,2.789999961853028,2.700000047683716,2.740000009536743,5644300.0,,,,,
2024-06-24,2.6549999713897705,2.789999961853028,2.625,2.740000009536743,2881100.0,,,,,
2024-06-25,2.5999999046325684,2.7300000190734863,2.5899999141693115,2.6600000858306885,2842900.0,,,,,
2024-06-26,2.5999999046325684,2.640000104904175,2.569999933242798,2.5799999237060547,2884300.0,,,,,
2024-06-27,2.680000066757202,2.700000047683716,2.571000099182129,2.5999999046325684,3426100.0,,,,,
2024-06-28,2.6700000762939453,2.7100000381469727,2.549999952316284,2.700000047683716,10572200.0,,,,,
2024-07-01,2.569999933242798,2.7049999237060547,2.549999952316284,2.690000057220459,3040400.0,,,,,
2024-07-02,2.5799999237060547,2.630000114440918,2.539999961853028,2.559999942779541,2388700.0,,,,,
2024-07-03,2.700000047683716,2.7699999809265137,2.559999942779541,2.619999885559082,2361100.0,,,,,
2024-07-05,2.7699999809265137,2.775000095367432,2.640000104904175,2.680000066757202,2474500.0,,,,,
2024-07-08,2.940000057220459,2.9800000190734863,2.7799999713897705,2.799999952316284,4977500.0,,,,,
2024-07-09,2.950000047683716,2.9800000190734863,2.859999895095825,2.9100000858306885,6581300.0,,,,,
2024-07-10,2.970000028610229,2.970000028610229,2.809999942779541,2.970000028610229,2416000.0,,,,,
2024-07-11,3.039999961853028,3.0899999141693115,2.9100000858306885,3.0,4113300.0,,,,,
2024-07-12,3.119999885559082,3.150000095367432,3.0299999713897705,3.0299999713897705,3198400.0,,,,,
2024-07-15,3.130000114440918,3.220000028610229,3.109999895095825,3.130000114440918,3201100.0,,,,,
2024-07-16,3.400000095367432,3.400000095367432,3.130000114440918,3.130000114440918,4819200.0,,,,,
2024-07-17,3.380000114440918,3.5,3.2699999809265137,3.359999895095825,4824500.0,,,,,
2024-07-18,3.259999990463257,3.5199999809265137,3.234999895095825,3.3499999046325684,4085200.0,,,,,
2024-07-19,3.259999990463257,3.3399999141693115,3.21399998664856,3.25,3384700.0,,,,,
2024-07-22,3.309999942779541,3.3499999046325684,3.200000047683716,3.2799999713897705,3040200.0,,,,,
2024-07-23,3.25,3.369999885559082,3.190000057220459,3.2699999809265137,4952200.0,,,,,
2024-07-24,3.150000095367432,3.2799999713897705,3.119999885559082,3.255000114440918,3431500.0,,,,,
2024-07-25,3.450000047683716,3.4749999046325684,3.134999990463257,3.150000095367432,4940200.0,,,,,
2024-07-26,3.4800000190734863,3.569999933242798,3.359999895095825,3.5299999713897705,4604900.0,,,,,
2024-07-29,3.539999961853028,3.609999895095825,3.444999933242798,3.4800000190734863,4127800.0,,,,,
2024-07-30,3.609999895095825,3.650000095367432,3.4800000190734863,3.569999933242798,4922600.0,,,,,
2024-07-31,3.430000066757202,3.619999885559082,3.3949999809265137,3.5899999141693115,5426800.0,,,,,
2024-08-01,3.2799999713897705,3.859999895095825,3.190000057220459,3.740000009536743,8583200.0,,,,,
2024-08-02,3.140000104904175,3.2960000038146973,3.069999933242798,3.0999999046325684,5139400.0,,,,,
2024-08-05,3.0299999713897705,3.2300000190734863,2.759999990463257,2.7699999809265137,4305700.0,,,,,
2024-08-06,3.0799999237060547,3.140000104904175,2.9749999046325684,3.0199999809265137,3235500.0,,,,,
2024-08-07,2.880000114440918,3.150000095367432,2.880000114440918,3.119999885559082,3819400.0,,,,,
2024-08-08,2.940000057220459,2.994999885559082,2.8499999046325684,2.9200000762939453,2452500.0,,,,,
2024-08-09,2.900000095367432,2.990000009536743,2.865000009536743,2.950000047683716,1508000.0,,,,,
2024-08-12,2.809999942779541,2.9100000858306885,2.799999952316284,2.900000095367432,2668900.0,,,,,
2024-08-13,2.950000047683716,2.970000028610229,2.7799999713897705,2.799999952316284,1954200.0,,,,,
2024-08-14,2.890000104904175,2.930000066757202,2.8399999141693115,2.9100000858306885,3655800.0,,,,,
2024-08-15,3.0,3.0799999237060547,2.9600000381469727,2.9600000381469727,3128100.0,,,,,
2024-08-16,2.950000047683716,3.009999990463257,2.859999895095825,3.0,2388400.0,,,,,
2024-08-19,2.990000009536743,3.015000104904175,2.940000057220459,2.940000057220459,1582400.0,,,,,
2024-08-20,2.9600000381469727,3.0,2.9100000858306885,2.970000028610229,1773500.0,,,,,
2024-08-21,2.9800000190734863,3.069999933242798,2.970000028610229,3.009999990463257,2589000.0,,,,,
2024-08-22,2.900000095367432,3.0199999809265137,2.880000114440918,2.9800000190734863,2584000.0,,,,,
2024-08-23,3.069999933242798,3.115000009536743,2.890000104904175,2.900000095367432,3619500.0,,,,,
2024-08-26,3.0299999713897705,3.130000114440918,3.0,3.109999895095825,3506300.0,,,,,
2024-08-27,3.0,3.0899999141693115,2.984999895095825,3.0299999713897705,1920900.0,,,,,
