Date,Close,High,Low,Open,Volume,"('Close', 'IREN')","('High', 'IREN')","('Low', 'IREN')","('Open', 'IREN')","('Volume', 'IREN')"
2024-06-03,8.0,9.09000015258789,7.960000038146973,8.244999885559082,17610100.0,,,,,
2024-06-04,8.890000343322754,9.390000343322754,8.022000312805176,8.25,24881300.0,,,,,
2024-06-05,9.0600004196167,9.25,8.550000190734863,9.06999969482422,18461900.0,,,,,
2024-06-06,10.270000457763672,10.510000228881836,8.87399959564209,9.050000190734863,21610900.0,,,,,
2024-06-07,10.529999732971191,11.494999885559082,10.199999809265137,10.25,25331000.0,,,,,
2024-06-10,10.3100004196167,11.079999923706056,10.119999885559082,10.350000381469728,16384100.0,,,,,
2024-06-11,12.350000381469728,12.470000267028809,9.781000137329102,10.013999938964844,28005200.0,,,,,
2024-06-12,13.550000190734863,13.6899995803833,12.34000015258789,13.010000228881836,37372600.0,,,,,
2024-06-13,13.699999809265137,14.949999809265137,12.9399995803833,13.630000114440918,38754100.0,,,,,
2024-06-14,13.220000267028809,13.789999961853027,12.510000228881836,13.470000267028809,20570000.0,,,,,
2024-06-17,14.449999809265137,14.739999771118164,12.869999885559082,12.90999984741211,21179900.0,,,,,
2024-06-18,13.949999809265137,14.255000114440918,13.520000457763672,14.0600004196167,14750900.0,,,,,
2024-06-20,13.899999618530272,14.3100004196167,13.289999961853027,14.050000190734863,14197200.0,,,,,
2024-06-21,13.279999732971191,13.449999809265137,12.699999809265137,13.369999885559082,18076400.0,,,,,
2024-06-24,12.630000114440918,13.4399995803833,12.135000228881836,12.449999809265137,17260700.0,,,,,
2024-06-25,12.989999771118164,13.989999771118164,12.6899995803833,13.0,19903200.0,,,,,
2024-06-26,12.270000457763672,13.399999618530272,12.18000030517578,12.84000015258789,13644700.0,,,,,
2024-06-27,11.789999961853027,12.5600004196167,11.40999984741211,12.420000076293944,14004600.0,,,,,
2024-06-28,11.289999961853027,11.84000015258789,11.210000038146973,11.84000015258789,8332300.0,,,,,
2024-07-01,12.619999885559082,12.880000114440918,11.520000457763672,11.59000015258789,15295500.0,,,,,
2024-07-02,14.390000343322754,14.510000228881836,12.18000030517578,12.4399995803833,20070400.0,,,,,
2024-07-03,14.350000381469728,14.949999809265137,13.460000038146973,13.9399995803833,16561500.0,,,,,
2024-07-05,15.029999732971191,15.039999961853027,13.1899995803833,13.312999725341797,17740000.0,,,,,
2024-07-08,14.630000114440918,15.75,14.229999542236328,15.41800022125244,20079200.0,,,,,
2024-07-09,12.81999969482422,15.140000343322754,12.640000343322754,14.760000228881836,20093900.0,,,,,
2024-07-10,12.899999618530272,13.859999656677246,12.8100004196167,13.550000190734863,17002400.0,,,,,
2024-07-11,11.199999809265137,13.90999984741211,10.234999656677246,13.229999542236328,48327800.0,,,,,
2024-07-12,12.3100004196167,12.479999542236328,10.869999885559082,11.06999969482422,17891800.0,,,,,
2024-07-15,11.994999885559082,13.140000343322754,11.850000381469728,12.949999809265137,29952300.0,,,,,
2024-07-16,12.34000015258789,12.791000366210938,11.579999923706056,12.300000190734863,29612300.0,,,,,
2024-07-17,11.260000228881836,12.920000076293944,11.06999969482422,11.989999771118164,22730200.0,,,,,
2024-07-18,10.229999542236328,11.59000015258789,10.109999656677246,11.539999961853027,17682200.0,,,,,
2024-07-19,11.300000190734863,11.470000267028809,10.229999542236328,10.470000267028809,15062200.0,,,,,
2024-07-22,11.579999923706056,12.029999732971191,10.84000015258789,11.5,16282800.0,,,,,
2024-07-23,10.890000343322754,11.859999656677246,10.859999656677246,11.208999633789062,17630900.0,,,,,
2024-07-24,10.204999923706056,11.489999771118164,10.175000190734863,11.239999771118164,16663500.0,,,,,
2024-07-25,9.43000030517578,10.149999618530272,9.390000343322754,9.989999771118164,21595600.0,,,,,
2024-07-26,9.539999961853027,10.18000030517578,9.470000267028809,9.899999618530272,11678800.0,,,,,
2024-07-29,9.720000267028809,10.34000015258789,9.420000076293944,9.84000015258789,12869900.0,,,,,
2024-07-30,9.380000114440918,9.899999618530272,8.920000076293945,9.729999542236328,11997500.0,,,,,
2024-07-31,10.06999969482422,10.53499984741211,9.829999923706056,9.829999923706056,16315000.0,,,,,
2024-08-01,9.289999961853027,10.289999961853027,9.263999938964844,10.09000015258789,8168200.0,,,,,
2024-08-02,8.619999885559082,9.40999984741211,8.430000305175781,9.050000190734863,14920200.0,,,,,
2024-08-05,8.380000114440918,8.470000267028809,6.03000020980835,6.25,21751200.0,,,,,
2024-08-06,7.920000076293945,8.65999984741211,7.659999847412109,8.625,17593800.0,,,,,
2024-08-07,6.760000228881836,8.09000015258789,6.710000038146973,7.940000057220459,19385600.0,,,,,
2024-08-08,7.599999904632568,7.760000228881836,6.739999771118164,7.050000190734863,15100500.0,,,,,
2024-08-09,7.510000228881836,7.610000133514404,7.260000228881836,7.480000019073486,8051400.0,,,,,
2024-08-12,7.579999923706055,7.695000171661377,7.099999904632568,7.349999904632568,7488000.0,,,,,
