Date,Close,High,Low,Open,Volume,"('Close', 'KMX')","('High', 'KMX')","('Low', 'KMX')","('Open', 'KMX')","('Volume', 'KMX')"
2024-06-03,70.52999877929688,71.51000213623047,70.01000213623047,71.5,1551500.0,,,,,
2024-06-04,70.9800033569336,71.13999938964844,69.6500015258789,69.94999694824219,1572300.0,,,,,
2024-06-05,72.30000305175781,72.36000061035156,70.0999984741211,71.02999877929688,1345900.0,,,,,
2024-06-06,70.06999969482422,71.75,69.88999938964844,70.5,1713600.0,,,,,
2024-06-07,69.16999816894531,69.66000366210938,68.81999969482422,69.16000366210938,1766100.0,,,,,
2024-06-10,68.47000122070312,69.37999725341797,68.36000061035156,69.02999877929688,1682500.0,,,,,
2024-06-11,68.87999725341797,69.54000091552734,67.58999633789062,68.20999908447266,1675700.0,,,,,
2024-06-12,70.0999984741211,73.0,70.08999633789062,70.77999877929688,2093200.0,,,,,
2024-06-13,70.29000091552734,70.88999938964844,69.08000183105469,69.63999938964844,1348800.0,,,,,
2024-06-14,69.91000366210938,69.94000244140625,68.01000213623047,69.36000061035156,2010900.0,,,,,
2024-06-17,71.68000030517578,71.79000091552734,69.38999938964844,69.75,2075900.0,,,,,
2024-06-18,71.5,72.04000091552734,70.30999755859375,71.25,2819900.0,,,,,
2024-06-20,71.36000061035156,72.05000305175781,70.51000213623047,71.08999633789062,4955500.0,,,,,
2024-06-21,71.62999725341797,74.8499984741211,70.66999816894531,73.73999786376953,5677800.0,,,,,
2024-06-24,73.18000030517578,73.83000183105469,70.87999725341797,70.97000122070312,3581600.0,,,,,
2024-06-25,71.7699966430664,73.6500015258789,71.23999786376953,73.0,2857500.0,,,,,
2024-06-26,72.7300033569336,72.83000183105469,71.05000305175781,71.33000183105469,1936300.0,,,,,
2024-06-27,73.33000183105469,73.48999786376953,72.19999694824219,73.01000213623047,1365400.0,,,,,
2024-06-28,73.33999633789062,74.56999969482422,72.86000061035156,73.19000244140625,2223400.0,,,,,
2024-07-01,71.20999908447266,73.95999908447266,71.18000030517578,73.1500015258789,1649300.0,,,,,
2024-07-02,73.27999877929688,73.33000183105469,70.75,71.29000091552734,1900100.0,,,,,
2024-07-03,72.87999725341797,74.61000061035156,72.80000305175781,73.69999694824219,1315100.0,,,,,
2024-07-05,71.58000183105469,72.77999877929688,71.45999908447266,72.77999877929688,2293600.0,,,,,
2024-07-08,73.0,73.33999633789062,72.12999725341797,72.19000244140625,1293600.0,,,,,
2024-07-09,72.26000213623047,72.94999694824219,72.16000366210938,72.69999694824219,1280000.0,,,,,
2024-07-10,76.93000030517578,77.3499984741211,72.7300033569336,73.0,4778500.0,,,,,
2024-07-11,79.70999908447266,80.05999755859375,78.22000122070312,78.56999969482422,2759200.0,,,,,
2024-07-12,80.93000030517578,81.69000244140625,77.69999694824219,78.5,2107600.0,,,,,
2024-07-15,82.0,82.79000091552734,80.41000366210938,80.41000366210938,1567100.0,,,,,
2024-07-16,84.0199966430664,84.2300033569336,82.08999633789062,82.72000122070312,1972000.0,,,,,
2024-07-17,82.9000015258789,83.8499984741211,82.56999969482422,83.0199966430664,1446100.0,,,,,
2024-07-18,81.81999969482422,84.26000213623047,81.48999786376953,82.58000183105469,1881500.0,,,,,
2024-07-19,80.01000213623047,82.5199966430664,79.7300033569336,82.0199966430664,1459600.0,,,,,
2024-07-22,80.79000091552734,80.88999938964844,78.94000244140625,80.5,1181700.0,,,,,
2024-07-23,80.3499984741211,80.5999984741211,79.33000183105469,80.19999694824219,1117000.0,,,,,
2024-07-24,79.9000015258789,82.08000183105469,79.86000061035156,80.0,1636300.0,,,,,
2024-07-25,81.55000305175781,82.9000015258789,79.25,79.4800033569336,1247800.0,,,,,
2024-07-26,83.0199966430664,83.62999725341797,82.12000274658203,82.61000061035156,1002700.0,,,,,
2024-07-29,83.26000213623047,83.75,82.44999694824219,83.08000183105469,1022400.0,,,,,
2024-07-30,84.31999969482422,84.48999786376953,82.66999816894531,83.55000305175781,1213400.0,,,,,
2024-07-31,84.44000244140625,86.20999908447266,83.77999877929688,84.5,1478600.0,,,,,
2024-08-01,81.5999984741211,85.7300033569336,80.19999694824219,85.0999984741211,2566900.0,,,,,
2024-08-02,78.37999725341797,79.37000274658203,77.6500015258789,79.37000274658203,2140000.0,,,,,
2024-08-05,74.69999694824219,76.80999755859375,73.27999877929688,74.80000305175781,2442300.0,,,,,
2024-08-06,75.36000061035156,76.76000213623047,73.70999908447266,74.70999908447266,2220300.0,,,,,
2024-08-07,73.7300033569336,77.0,73.62000274658203,76.66000366210938,2565400.0,,,,,
2024-08-08,75.83000183105469,76.06999969482422,74.04000091552734,74.04000091552734,1162200.0,,,,,
2024-08-09,75.69000244140625,75.83000183105469,74.38999938964844,75.81999969482422,1487300.0,,,,,
2024-08-12,73.56999969482422,75.9800033569336,73.5,75.70999908447266,1118300.0,,,,,
2024-08-13,76.81999969482422,77.01000213623047,73.58000183105469,73.9000015258789,1450700.0,,,,,
2024-08-14,77.44999694824219,78.7300033569336,76.80000305175781,77.08999633789062,1414300.0,,,,,
2024-08-15,79.83999633789062,80.5199966430664,78.61000061035156,79.3499984741211,1530400.0,,,,,
2024-08-16,79.86000061035156,80.91000366210938,79.26000213623047,79.75,1114200.0,,,,,
2024-08-19,80.30999755859375,81.19000244140625,79.37000274658203,80.0199966430664,1028800.0,,,,,
2024-08-20,79.79000091552734,80.4800033569336,79.33999633789062,80.08999633789062,623200.0,,,,,
2024-08-21,82.48999786376953,82.51000213623047,80.33000183105469,80.4800033569336,1257400.0,,,,,
2024-08-22,82.12999725341797,82.5999984741211,81.66999816894531,82.30000305175781,653500.0,,,,,
2024-08-23,85.77999877929688,85.94000244140625,82.37999725341797,83.05000305175781,1635200.0,,,,,
2024-08-26,85.0199966430664,86.81999969482422,84.98999786376953,86.55000305175781,1524000.0,,,,,
2024-08-27,84.41000366210938,84.81999969482422,83.27999877929688,84.54000091552734,1080500.0,,,,,
2024-08-28,84.75,85.33000183105469,83.75,84.0199966430664,1053700.0,,,,,
2024-08-29,85.30999755859375,85.88999938964844,83.97000122070312,85.47000122070312,1383300.0,,,,,
2024-08-30,84.55000305175781,85.94000244140625,83.55999755859375,85.80999755859375,1163600.0,,,,,
2024-09-03,83.02999877929688,84.22000122070312,82.43000030517578,83.52999877929688,1062000.0,,,,,
2024-09-04,81.8499984741211,83.05000305175781,81.83000183105469,82.81999969482422,1544900.0,,,,,
2024-09-05,80.91000366210938,82.5199966430664,80.58000183105469,82.3499984741211,1245600.0,,,,,
2024-09-06,79.37999725341797,81.63999938964844,79.31999969482422,80.55000305175781,1047100.0,,,,,
2024-09-09,80.62999725341797,81.55000305175781,79.68000030517578,79.68000030517578,1468900.0,,,,,
2024-09-10,77.72000122070312,79.83000183105469,75.16000366210938,79.51000213623047,2987700.0,,,,,
2024-09-11,75.19999694824219,76.88999938964844,73.83999633789062,76.88999938964844,1938600.0,,,,,
2024-09-12,76.27999877929688,76.91000366210938,74.61000061035156,75.44000244140625,1232500.0,,,,,
2024-09-13,78.77999877929688,78.94999694824219,77.16000366210938,77.16000366210938,1489400.0,,,,,
2024-09-16,79.04000091552734,80.77999877929688,78.31999969482422,79.5999984741211,1271400.0,,,,,
2024-09-17,79.38999938964844,80.5199966430664,78.91999816894531,79.7300033569336,1831600.0,,,,,
2024-09-18,77.20999908447266,79.94000244140625,77.06999969482422,79.3499984741211,2652600.0,,,,,
2024-09-19,77.38999938964844,79.44999694824219,77.0,79.4000015258789,2873500.0,,,,,
2024-09-20,76.0999984741211,77.91000366210938,75.52999877929688,77.1500015258789,3706700.0,,,,,
2024-09-23,76.44999694824219,77.18000030517578,75.83000183105469,76.41999816894531,1818100.0,,,,,
2024-09-24,76.5,76.55000305175781,75.69000244140625,76.5,2471300.0,,,,,
2024-09-25,74.48999786376953,76.41999816894531,74.36000061035156,76.41000366210938,3611900.0,,,,,
2024-09-26,78.20999908447266,79.70999908447266,72.7300033569336,72.98999786376953,6531600.0,,,,,
2024-09-27,77.31999969482422,79.16999816894531,76.29000091552734,78.87000274658203,2728200.0,,,,,
2024-09-30,77.37999725341797,77.83000183105469,76.41000366210938,76.93000030517578,2010900.0,,,,,
2024-10-01,78.16999816894531,78.61000061035156,75.83999633789062,76.81999969482422,2419700.0,,,,,
2024-10-02,75.43000030517578,77.4800033569336,75.20999908447266,77.44999694824219,1681300.0,,,,,
2024-10-03,74.19000244140625,74.86000061035156,73.69999694824219,74.86000061035156,1494800.0,,,,,
2024-10-04,73.08999633789062,75.63999938964844,72.56999969482422,75.4000015258789,2158300.0,,,,,
2024-10-07,72.2699966430664,73.12000274658203,71.05999755859375,72.5,2142200.0,,,,,
2024-10-08,72.12999725341797,73.16000366210938,71.06999969482422,72.19999694824219,1878800.0,,,,,
2024-10-09,71.19999694824219,72.13999938964844,71.0,72.13999938964844,1701100.0,,,,,
