Date,Close,High,Low,Open,Volume,"('Close', 'VIR')","('High', 'VIR')","('Low', 'VIR')","('Open', 'VIR')","('Volume', 'VIR')"
2024-06-03,10.630000114440918,11.260000228881836,10.380000114440918,10.56999969482422,982700.0,,,,,
2024-06-04,10.579999923706056,11.270000457763672,10.460000038146973,10.640000343322754,747000.0,,,,,
2024-06-05,12.65999984741211,13.09000015258789,12.0,12.18000030517578,3486400.0,,,,,
2024-06-06,11.979999542236328,12.890000343322754,11.899999618530272,12.890000343322754,1702900.0,,,,,
2024-06-07,11.229999542236328,11.829999923706056,11.015000343322754,11.760000228881836,2231200.0,,,,,
2024-06-10,11.210000038146973,11.220000267028809,10.489999771118164,10.90999984741211,1134500.0,,,,,
2024-06-11,10.625,11.119999885559082,10.609999656677246,11.119999885559082,1412300.0,,,,,
2024-06-12,10.479999542236328,11.229999542236328,10.34000015258789,11.020000457763672,1438200.0,,,,,
2024-06-13,10.359999656677246,10.4399995803833,10.079999923706056,10.4399995803833,1210300.0,,,,,
2024-06-14,9.75,10.270000457763672,9.619999885559082,10.130000114440918,1384000.0,,,,,
2024-06-17,9.18000030517578,9.75,9.0,9.6899995803833,2534700.0,,,,,
2024-06-18,8.949999809265137,9.149999618530272,8.90999984741211,9.100000381469728,1017900.0,,,,,
2024-06-20,8.949999809265137,9.06999969482422,8.680000305175781,8.930000305175781,1120300.0,,,,,
2024-06-21,9.140000343322754,9.177000045776367,8.819999694824219,8.970000267028809,6786800.0,,,,,
2024-06-24,9.15999984741211,9.390000343322754,8.949999809265137,9.18000030517578,1175500.0,,,,,
2024-06-25,9.220000267028809,9.270000457763672,8.961000442504883,9.130000114440918,772300.0,,,,,
2024-06-26,9.100000381469728,9.413000106811523,9.010000228881836,9.34000015258789,1395200.0,,,,,
2024-06-27,8.869999885559082,9.135000228881836,8.835000038146973,9.050000190734863,811300.0,,,,,
2024-06-28,8.899999618530273,8.970000267028809,8.760000228881836,8.920000076293945,2361600.0,,,,,
2024-07-01,9.100000381469728,9.140000343322754,8.8100004196167,8.8100004196167,588100.0,,,,,
2024-07-02,8.850000381469727,9.09000015258789,8.760000228881836,9.079999923706056,974600.0,,,,,
2024-07-03,8.760000228881836,9.029999732971191,8.739999771118164,8.920000076293945,295100.0,,,,,
2024-07-05,8.529999732971191,8.760000228881836,8.399999618530273,8.760000228881836,614700.0,,,,,
2024-07-08,8.430000305175781,8.600000381469727,8.260000228881836,8.600000381469727,973100.0,,,,,
2024-07-09,8.369999885559082,8.510000228881836,8.25,8.4399995803833,840000.0,,,,,
2024-07-10,8.369999885559082,8.420000076293945,8.25,8.390000343322754,863700.0,,,,,
2024-07-11,9.15999984741211,9.359999656677246,8.520000457763672,8.649999618530273,1342800.0,,,,,
2024-07-12,9.369999885559082,9.640000343322754,9.204999923706056,9.329999923706056,1123700.0,,,,,
2024-07-15,9.56999969482422,9.649999618530272,9.3100004196167,9.399999618530272,737200.0,,,,,
2024-07-16,10.229999542236328,10.25,9.65999984741211,9.720000267028809,1209200.0,,,,,
2024-07-17,10.270000457763672,10.5600004196167,9.982000350952148,10.100000381469728,1056800.0,,,,,
2024-07-18,10.220000267028809,10.40999984741211,10.064000129699709,10.199999809265137,1177900.0,,,,,
2024-07-19,10.029999732971191,10.43000030517578,9.979999542236328,10.220000267028809,856700.0,,,,,
2024-07-22,10.149999618530272,10.329999923706056,9.710000038146973,10.140000343322754,721000.0,,,,,
2024-07-23,10.199999809265137,10.329999923706056,9.920000076293944,10.100000381469728,601900.0,,,,,
2024-07-24,10.100000381469728,10.468000411987305,10.029999732971191,10.0600004196167,685000.0,,,,,
2024-07-25,10.65999984741211,10.880000114440918,10.09000015258789,10.170000076293944,771400.0,,,,,
2024-07-26,10.699999809265137,11.0,10.579999923706056,10.899999618530272,608700.0,,,,,
2024-07-29,10.5,10.845000267028809,10.380000114440918,10.729999542236328,662700.0,,,,,
2024-07-30,10.140000343322754,10.609999656677246,10.024999618530272,10.520000457763672,697000.0,,,,,
2024-07-31,10.15999984741211,10.550000190734863,9.890000343322754,10.18000030517578,753100.0,,,,,
2024-08-01,9.729999542236328,10.095000267028809,9.609999656677246,10.0,1163700.0,,,,,
2024-08-02,9.210000038146973,9.4399995803833,9.020000457763672,9.380000114440918,1132700.0,,,,,
2024-08-05,8.649999618530273,8.789999961853027,8.418000221252441,8.510000228881836,1054900.0,,,,,
2024-08-06,8.600000381469727,8.890000343322754,8.470000267028809,8.75,908400.0,,,,,
2024-08-07,8.3100004196167,8.829999923706055,8.260000228881836,8.829999923706055,1128400.0,,,,,
2024-08-08,8.619999885559082,8.65999984741211,8.220000267028809,8.300000190734863,717500.0,,,,,
2024-08-09,8.710000038146973,8.819999694824219,8.5,8.609999656677246,969300.0,,,,,
2024-08-12,8.470000267028809,8.75,8.420000076293945,8.720000267028809,981100.0,,,,,
2024-08-13,8.5,8.619999885559082,8.399999618530273,8.550000190734863,622100.0,,,,,
2024-08-14,8.399999618530273,8.614999771118164,8.255000114440918,8.529999732971191,544200.0,,,,,
2024-08-15,8.65999984741211,8.8100004196167,8.539999961853027,8.670000076293945,730300.0,,,,,
2024-08-16,8.619999885559082,8.699999809265137,8.470000267028809,8.600000381469727,555400.0,,,,,
2024-08-19,8.770000457763672,8.779999732971191,8.529999732971191,8.5600004196167,645000.0,,,,,
2024-08-20,8.8100004196167,8.885000228881836,8.609999656677246,8.829999923706055,463200.0,,,,,
2024-08-21,8.670000076293945,8.970000267028809,8.449999809265137,8.899999618530273,638000.0,,,,,
2024-08-22,8.319999694824219,8.699999809265137,8.3100004196167,8.640000343322754,682000.0,,,,,
2024-08-23,8.770000457763672,8.770000457763672,8.350000381469727,8.350000381469727,755300.0,,,,,
2024-08-26,8.619999885559082,8.845000267028809,8.539999961853027,8.819999694824219,496400.0,,,,,
2024-08-27,8.350000381469727,8.710000038146973,8.260000228881836,8.539999961853027,419200.0,,,,,
2024-08-28,8.270000457763672,8.390000343322754,8.130000114440918,8.270000457763672,389900.0,,,,,
2024-08-29,8.300000190734863,8.579999923706055,8.1899995803833,8.420000076293945,503600.0,,,,,
2024-08-30,8.260000228881836,8.4399995803833,8.15999984741211,8.300000190734863,556100.0,,,,,
2024-09-03,7.78000020980835,8.350000381469727,7.769999980926514,8.149999618530273,683000.0,,,,,
2024-09-04,7.599999904632568,7.800000190734863,7.590000152587891,7.78000020980835,539900.0,,,,,
2024-09-05,7.650000095367432,7.760000228881836,7.519999980926514,7.650000095367432,598600.0,,,,,
2024-09-06,7.760000228881836,7.815000057220459,7.60099983215332,7.650000095367432,742500.0,,,,,
2024-09-09,7.820000171661377,7.980000019073486,7.409999847412109,7.710000038146973,1106500.0,,,,,
2024-09-10,7.980000019073486,8.0649995803833,7.789999961853027,7.989999771118164,781800.0,,,,,
