Date,Close,High,Low,Open,Volume,"('Close', 'S')","('High', 'S')","('Low', 'S')","('Open', 'S')","('Volume', 'S')"
2024-06-03,17.219999313354492,17.68000030517578,16.895000457763672,16.969999313354492,8781800.0,,,,,
2024-06-04,17.209999084472656,17.729999542236328,17.1299991607666,17.540000915527344,6236600.0,,,,,
2024-06-05,17.34000015258789,17.639999389648438,16.610000610351562,17.440000534057617,7720400.0,,,,,
2024-06-06,17.239999771118164,17.46500015258789,16.920000076293945,17.25,6217900.0,,,,,
2024-06-07,17.18000030517578,17.3799991607666,17.065000534057617,17.209999084472656,3341000.0,,,,,
2024-06-10,17.690000534057617,18.170000076293945,17.040000915527344,17.09000015258789,6026200.0,,,,,
2024-06-11,17.479999542236328,17.739999771118164,17.260000228881836,17.600000381469727,4507800.0,,,,,
2024-06-12,18.100000381469727,18.725000381469727,17.899999618530273,17.959999084472656,5644900.0,,,,,
2024-06-13,18.40999984741211,18.440000534057617,17.968000411987305,18.190000534057617,4090200.0,,,,,
2024-06-14,18.459999084472656,18.6200008392334,18.261999130249023,18.3799991607666,4716800.0,,,,,
2024-06-17,18.43000030517578,18.57999992370605,17.90999984741211,18.3799991607666,3417200.0,,,,,
2024-06-18,18.15999984741211,18.59499931335449,18.125,18.43000030517578,3959100.0,,,,,
2024-06-20,17.959999084472656,18.25,17.799999237060547,18.13999938964844,3142400.0,,,,,
2024-06-21,18.32999992370605,18.350000381469727,17.709999084472656,17.850000381469727,9609200.0,,,,,
2024-06-24,18.790000915527344,18.850000381469727,18.149999618530277,18.229999542236328,3856800.0,,,,,
2024-06-25,18.81999969482422,19.270000457763672,18.74799919128418,18.8700008392334,3911900.0,,,,,
2024-06-26,19.170000076293945,19.23500061035156,18.559999465942383,18.76000022888184,2935400.0,,,,,
2024-06-27,20.739999771118164,21.040000915527344,19.200000762939453,19.23500061035156,7208700.0,,,,,
2024-06-28,21.049999237060547,21.280000686645508,20.709999084472656,20.84000015258789,7793800.0,,,,,
2024-07-01,20.36000061035156,21.15999984741211,20.21999931335449,21.09000015258789,6132000.0,,,,,
2024-07-02,20.459999084472656,20.6299991607666,20.170000076293945,20.309999465942383,2655900.0,,,,,
2024-07-03,20.149999618530277,20.63999938964844,20.059999465942383,20.450000762939453,1706000.0,,,,,
2024-07-05,20.350000381469727,20.395000457763672,19.899999618530277,20.0,3091400.0,,,,,
2024-07-08,20.36000061035156,20.479999542236328,19.920000076293945,20.21999931335449,3538900.0,,,,,
2024-07-09,19.76000022888184,20.540000915527344,19.450000762939453,20.420000076293945,4198500.0,,,,,
2024-07-10,19.989999771118164,20.049999237060547,19.459999084472656,19.790000915527344,3598500.0,,,,,
2024-07-11,20.229999542236328,20.729999542236328,20.03300094604492,20.3799991607666,5868600.0,,,,,
2024-07-12,20.34000015258789,20.69499969482422,20.07999992370605,20.34000015258789,5354000.0,,,,,
2024-07-15,21.71999931335449,21.834999084472656,20.559999465942383,20.959999084472656,8558800.0,,,,,
2024-07-16,21.8799991607666,22.23500061035156,21.48500061035156,21.93000030517578,5143200.0,,,,,
2024-07-17,21.100000381469727,21.59000015258789,20.850000381469727,21.43000030517578,5161600.0,,,,,
2024-07-18,20.13999938964844,21.200000762939453,20.059999465942383,21.149999618530277,4102900.0,,,,,
2024-07-19,21.71999931335449,22.489999771118164,20.76499938964844,22.450000762939453,15846300.0,,,,,
2024-07-22,23.18000030517578,24.795000076293945,22.75,22.8700008392334,22546800.0,,,,,
2024-07-23,24.43000030517578,24.6200008392334,23.21999931335449,23.299999237060547,13574000.0,,,,,
2024-07-24,23.40999984741211,24.63599967956543,23.38999938964844,24.26000022888184,10746500.0,,,,,
2024-07-25,23.11000061035156,24.209999084472656,23.020000457763672,23.51000022888184,7823300.0,,,,,
2024-07-26,23.040000915527344,23.448999404907227,22.190000534057617,23.38999938964844,7235500.0,,,,,
2024-07-29,22.61000061035156,23.399999618530277,22.31999969482422,23.26000022888184,5058300.0,,,,,
2024-07-30,22.549999237060547,23.06999969482422,22.11000061035156,22.84000015258789,4738100.0,,,,,
2024-07-31,22.899999618530277,23.399999618530277,22.559999465942383,22.950000762939453,4468200.0,,,,,
2024-08-01,21.6299991607666,23.1200008392334,21.5,22.899999618530277,5016800.0,,,,,
2024-08-02,21.1200008392334,21.21999931335449,19.940000534057617,20.82999992370605,4541000.0,,,,,
2024-08-05,20.43000030517578,21.040000915527344,18.799999237060547,18.799999237060547,5312800.0,,,,,
2024-08-06,20.709999084472656,20.854999542236328,20.18000030517578,20.434999465942383,3778200.0,,,,,
2024-08-07,20.559999465942383,21.850000381469727,20.549999237060547,21.149999618530277,3130000.0,,,,,
2024-08-08,21.34000015258789,21.5,20.520000457763672,20.950000762939453,3055000.0,,,,,
2024-08-09,21.790000915527344,21.895000457763672,21.19499969482422,21.40999984741211,4809000.0,,,,,
2024-08-12,21.21999931335449,22.117000579833984,21.174999237060547,21.82999992370605,2801600.0,,,,,
2024-08-13,22.350000381469727,22.424999237060547,21.049999237060547,21.36000061035156,3597600.0,,,,,
2024-08-14,22.790000915527344,22.84000015258789,22.06999969482422,22.399999618530277,3434600.0,,,,,
2024-08-15,23.15999984741211,23.43000030517578,22.950000762939453,23.11000061035156,2928600.0,,,,,
2024-08-16,23.170000076293945,23.3700008392334,22.729999542236328,23.059999465942383,4109100.0,,,,,
2024-08-19,23.75,23.795000076293945,23.01000022888184,23.170000076293945,3012000.0,,,,,
2024-08-20,24.0,24.15999984741211,23.59000015258789,23.81999969482422,4154400.0,,,,,
2024-08-21,24.559999465942383,24.59000015258789,23.90999984741211,24.15999984741211,3851300.0,,,,,
2024-08-22,24.559999465942383,25.530000686645508,24.489999771118164,25.530000686645508,6324200.0,,,,,
2024-08-23,25.26000022888184,25.3700008392334,24.649999618530277,24.86000061035156,5274700.0,,,,,
2024-08-26,24.88999938964844,25.399999618530277,24.799999237060547,25.3700008392334,6503000.0,,,,,
2024-08-27,24.75,25.020000457763672,24.530000686645508,24.63999938964844,9357800.0,,,,,
2024-08-28,24.43000030517578,26.6200008392334,24.0,26.0,12893400.0,,,,,
2024-08-29,24.26000022888184,25.645999908447266,24.23500061035156,24.489999771118164,7512100.0,,,,,
2024-08-30,23.559999465942383,24.739999771118164,23.200000762939453,24.540000915527344,6371400.0,,,,,
