Date,Close,High,Low,Open,Volume,"('Close', 'ASML')","('High', 'ASML')","('Low', 'ASML')","('Open', 'ASML')","('Volume', 'ASML')"
2024-06-03,954.0518798828124,960.7516559809184,937.164202926439,957.8662360436684,752800.0,,,,,
2024-06-04,939.5555419921876,952.3028726483526,931.837989055256,950.8502412391824,765400.0,,,,,
2024-06-05,1029.013916015625,1029.231403612486,996.9579571189868,1007.2842151427748,2586500.0,,,,,
2024-06-06,1040.1505126953125,1041.9588080325996,1020.762754395256,1035.5950945502489,1370700.0,,,,,
2024-06-07,1016.2470092773438,1031.3856189244514,1014.3694747624218,1027.9369384373572,936200.0,,,,,
2024-06-10,1029.379638671875,1033.737472964188,1001.9185999824284,1004.1123540543732,1039500.0,,,,,
2024-06-11,1023.7470703125,1026.612768008223,1007.6202380153612,1015.3278996945484,789500.0,,,,,
2024-06-12,1056.2081298828125,1064.4691599662965,1043.1347497200322,1046.6131035710555,978400.0,,,,,
2024-06-13,1040.249267578125,1048.4411792945104,1026.4446563069712,1041.2572133653514,1106300.0,,,,,
2024-06-14,1015.7330932617188,1018.796375406045,1004.5667995779116,1009.3693191153455,1047200.0,,,,,
2024-06-17,1040.01220703125,1041.8996327232103,1020.4466459229434,1031.8301858971236,844400.0,,,,,
2024-06-18,1048.8167724609375,1056.7616440255024,1029.6661628037368,1029.8637472143823,1025300.0,,,,,
2024-06-20,1038.302734375,1050.5658751540834,1032.6504690412378,1045.704068114148,1150300.0,,,,,
2024-06-21,1024.330078125,1026.701694229051,1011.0986170466514,1025.8914533780817,1626000.0,,,,,
2024-06-24,990.1495361328124,1022.4624283882212,990.1495361328124,1020.9407389034484,1027000.0,,,,,
2024-06-25,1011.2271728515624,1011.3753611757784,990.7721781549996,993.2623089412824,621600.0,,,,,
2024-06-26,1004.5668334960938,1011.483976918628,992.017207251088,1001.9976329213772,885100.0,,,,,
2024-06-27,1015.8418579101562,1029.379648125729,1012.5117521052796,1017.2548640099978,784300.0,,,,,
2024-06-28,1010.6242065429688,1036.3955819450823,1003.4304092664036,1015.8318463002332,837600.0,,,,,
2024-07-01,1021.2568969726562,1025.8222066727897,1003.776285480084,1023.2925713061423,791000.0,,,,,
2024-07-02,1035.4864501953125,1035.585242399782,1013.7171838453768,1014.6164462193932,748700.0,,,,,
2024-07-03,1058.7281494140625,1061.583956026759,1042.917535503213,1045.862243044043,779800.0,,,,,
2024-07-05,1061.7615966796875,1069.9732909330812,1056.68242325693,1066.969236145983,771100.0,,,,,
2024-07-08,1064.6373291015625,1074.9142520953137,1063.0957363710656,1070.3291596634735,881900.0,,,,,
2024-07-09,1047.42333984375,1068.7183054948785,1046.8106834720788,1066.919780883416,925400.0,,,,,
2024-07-10,1085.9420166015625,1087.5527276149478,1052.3939206215805,1056.5342669724707,925400.0,,,,,
2024-07-11,1049.9234619140625,1096.9501176001183,1048.9946463514775,1096.8414341167563,1151400.0,,,,,
2024-07-12,1072.4140625,1087.5922356037588,1053.678525807538,1060.062021827143,1053800.0,,,,,
2024-07-15,1051.0401611328125,1085.7246696801867,1047.818739046535,1084.4499003920948,1365600.0,,,,,
2024-07-16,1055.546142578125,1064.301375940158,1048.1843739290816,1061.8012937343562,1197600.0,,,,,
