Date,Close,High,Low,Open,Volume,"('Close', 'BN')","('High', 'BN')","('Low', 'BN')","('Open', 'BN')","('Volume', 'BN')"
2024-06-03,28.847806930541992,28.880820625203604,28.478046371799103,28.8544092916568,4350600.0,,,,,
2024-06-04,28.12809562683105,28.827996884294585,28.00924557484127,28.61010386292163,2206200.0,,,,,
2024-06-05,28.464841842651367,28.511062148943694,28.12809686537348,28.405416814039857,2391450.0,,,,,
2024-06-06,27.936613082885746,28.491251049731574,27.857379087622054,28.438428386222448,3815100.0,,,,,
2024-06-07,27.41499137878418,27.64609102557548,27.302743680575244,27.61967969134469,2859150.0,,,,,
2024-06-10,27.494224548339844,27.553649576286496,27.104656907968597,27.18389090825999,14333700.0,,,,,
2024-06-11,27.15087890625,27.401787534024116,26.96599956071191,27.401787534024116,3948000.0,,,,,
2024-06-12,27.67250061035156,28.101684292196968,27.51403261498518,27.989436601084325,2795250.0,,,,,
2024-06-13,27.13003158569336,27.566652958044564,27.01756922186819,27.560036077519264,3790650.0,,,,,
2024-06-14,27.090335845947266,27.103567713307235,26.442021662814707,26.799255583730552,8937000.0,,,,,
2024-06-17,27.16310691833496,27.19618564103465,26.77279426770105,27.05725954817663,3234150.0,,,,,
2024-06-18,27.35495948791504,27.374804452319747,27.05726230943878,27.189571535639185,5594400.0,,,,,
2024-06-20,26.99772453308105,27.1300337637032,26.607411829570594,26.70664422571233,3877200.0,,,,,
2024-06-21,26.838951110839844,26.95803035434353,26.48833026080702,26.95803035434353,19946550.0,,,,,
2024-06-24,27.394649505615234,27.487266904207328,26.89187447915909,26.91172133495744,23725050.0,,,,,
2024-06-25,27.34834289550781,27.52034583773259,26.85218281884845,27.52034583773259,7922700.0,,,,,
2024-06-26,27.024185180664062,27.20280310725726,26.86541411095909,27.11680258434218,24891000.0,,,,,
2024-06-27,27.493885040283203,27.665886096364197,26.951416240111225,27.050648637765946,15994200.0,,,,,
2024-06-28,27.48065185546875,27.83788771284852,27.308650807619586,27.66588477229888,2323950.0,,,,,
2024-07-01,27.07710647583008,27.751884408748147,27.057259620697128,27.57988148542971,1529400.0,,,,,
2024-07-02,27.824657440185547,27.890811106284275,27.004338353118097,27.11018573303642,2798400.0,,,,,
2024-07-03,28.479589462280277,28.51266629635828,28.009891226110653,28.02973808363766,1555650.0,,,,,
2024-07-05,28.142200469970703,28.664822398021062,28.11573673145373,28.585436860571665,1924200.0,,,,,
2024-07-08,28.26127815246582,28.386972394704276,27.99665969127988,28.267895033520865,2312250.0,,,,,
2024-07-09,28.43989372253418,28.512664266485523,28.062812919868712,28.20173712726646,1687500.0,,,,,
2024-07-10,29.1675968170166,29.19405866224199,28.459741984062337,28.512665674513112,2176050.0,,,,,
2024-07-11,29.74314308166504,29.762989939198143,29.379292228593638,29.498371481091763,4319250.0,,,,,
2024-07-12,30.437763214111328,30.5237656244773,29.769602143062347,29.769602143062347,5302950.0,,,,,
2024-07-15,30.49069023132324,30.62299945424054,30.25914861804286,30.497305219294,2883450.0,,,,,
