Date,Close,High,Low,Open,Volume,"('Close', 'OGN')","('High', 'OGN')","('Low', 'OGN')","('Open', 'OGN')","('Volume', 'OGN')"
2024-06-03,20.25260734558105,20.631516333385164,19.97790031687223,20.186298814746923,1290400.0,,,,,
2024-06-04,19.77897071838379,20.323650972710496,19.703189290603454,20.20524237888049,1339100.0,,,,,
2024-06-05,19.85475349426269,19.91159092403591,19.603727836465907,19.826336586147967,1026800.0,,,,,
2024-06-06,19.580047607421875,19.906854717004624,19.466374548087188,19.712664671002354,952200.0,,,,,
2024-06-07,19.65583038330078,19.71266601345269,19.248504452539205,19.44743186822904,900300.0,,,,,
2024-06-10,19.61793708801269,19.717401690773222,19.28639443471745,19.475847121347314,1107500.0,,,,,
2024-06-11,19.191665649414062,19.57057279906861,19.10167576598729,19.4947913691377,3843100.0,,,,,
2024-06-12,19.74108123779297,20.034734049502813,19.53268275960724,19.712662524361,1833300.0,,,,,
2024-06-13,19.42848396301269,19.741082605332068,19.38585679329769,19.67477407616916,1223900.0,,,,,
2024-06-14,19.32428359985352,19.37638367412655,18.77486775558025,19.20113944802153,1402100.0,,,,,
2024-06-17,19.27692031860352,19.456901895353557,18.83170282910457,19.239028699594314,1418700.0,,,,,
2024-06-18,19.27692031860352,19.362174654602384,19.14430145884314,19.22955579484201,1572500.0,,,,,
2024-06-20,19.37165069580078,19.456905045603104,19.087468927535667,19.153777464765888,1123200.0,,,,,
2024-06-21,19.74108123779297,19.82633557131708,19.23902814112561,19.52320985512992,3368000.0,,,,,
2024-06-24,20.006317138671875,20.309442854795847,19.797916853757805,19.84528137613454,1427100.0,,,,,
2024-06-25,19.6937198638916,20.07262703494013,19.6937198638916,20.01578960420392,845700.0,,,,,
2024-06-26,19.54215431213379,19.617935742944308,19.329020280134845,19.523210309510038,869600.0,,,,,
2024-06-27,19.5042667388916,19.6179379947691,19.305339330947927,19.5042667388916,873500.0,,,,,
2024-06-28,19.60846710205078,19.921065769160712,19.433221053340205,19.66530273058748,2030200.0,,,,,
2024-07-01,19.23903083801269,19.902119790201382,19.106413770283773,19.72213819344639,1483400.0,,,,,
2024-07-02,19.05904960632324,19.305337911540377,18.99273927070273,19.096939419905915,913800.0,,,,,
2024-07-03,19.23903083801269,19.466375157021723,19.05905104802974,19.115886676088987,890400.0,,,,,
2024-07-05,19.049575805664062,19.239028478214568,18.888540040271632,19.1821928571266,1887400.0,,,,,
