Date,Close,High,Low,Open,Volume,"('Close', 'FTNT')","('High', 'FTNT')","('Low', 'FTNT')","('Open', 'FTNT')","('Volume', 'FTNT')"
2024-06-03,58.79999923706055,59.61000061035156,58.18000030517578,59.61000061035156,3565500.0,,,,,
2024-06-04,58.63999938964844,59.47999954223633,58.61000061035156,58.65999984741211,3688000.0,,,,,
2024-06-05,59.709999084472656,60.13999938964844,58.45000076293945,59.38999938964844,3614700.0,,,,,
2024-06-06,59.75,60.060001373291016,59.209999084472656,59.84000015258789,3060300.0,,,,,
2024-06-07,59.720001220703125,59.9900016784668,59.0099983215332,59.380001068115234,2613200.0,,,,,
2024-06-10,60.09000015258789,60.25,58.93999862670898,59.11000061035156,3462500.0,,,,,
2024-06-11,59.7400016784668,60.09000015258789,58.15999984741211,60.0,5133400.0,,,,,
2024-06-12,60.619998931884766,60.75,59.04999923706055,59.68999862670898,5706000.0,,,,,
2024-06-13,60.22999954223633,60.68999862670898,59.650001525878906,60.5099983215332,3574800.0,,,,,
2024-06-14,60.77999877929688,60.88999938964844,60.130001068115234,60.45000076293945,3212900.0,,,,,
2024-06-17,60.900001525878906,61.47999954223633,60.18000030517578,60.63999938964844,4979300.0,,,,,
2024-06-18,59.150001525878906,61.25,59.0,60.880001068115234,5501800.0,,,,,
2024-06-20,57.93999862670898,58.7599983215332,57.16999816894531,58.59999847412109,10407500.0,,,,,
2024-06-21,58.560001373291016,58.650001525878906,57.77000045776367,58.27999877929688,16729000.0,,,,,
2024-06-24,58.27999877929688,59.18000030517578,58.2599983215332,58.400001525878906,4147900.0,,,,,
2024-06-25,58.68999862670898,59.08000183105469,57.900001525878906,58.43999862670898,5203700.0,,,,,
2024-06-26,58.11000061035156,58.43000030517578,57.0,58.16999816894531,6374200.0,,,,,
2024-06-27,60.040000915527344,60.18000030517578,57.93000030517578,58.310001373291016,5019500.0,,,,,
2024-06-28,60.27000045776367,60.84000015258789,59.790000915527344,60.02999877929688,7987400.0,,,,,
2024-07-01,59.84999847412109,60.43000030517578,59.58000183105469,60.43000030517578,4884500.0,,,,,
2024-07-02,61.0099983215332,61.040000915527344,59.65999984741211,59.65999984741211,4604900.0,,,,,
2024-07-03,60.72999954223633,61.47999954223633,60.65999984741211,61.13999938964844,3039800.0,,,,,
2024-07-05,61.09000015258789,61.380001068115234,60.369998931884766,60.619998931884766,3120600.0,,,,,
2024-07-08,60.11000061035156,61.04999923706055,59.52000045776367,60.97999954223633,4845400.0,,,,,
2024-07-09,60.27999877929688,60.77999877929688,59.31999969482422,60.2599983215332,3563500.0,,,,,
2024-07-10,59.59000015258789,60.54999923706055,58.97999954223633,60.5,3905200.0,,,,,
2024-07-11,58.790000915527344,59.91999816894531,58.77999877929688,59.630001068115234,4377700.0,,,,,
2024-07-12,59.54999923706055,59.900001525878906,58.77000045776367,58.93000030517578,4398900.0,,,,,
2024-07-15,59.900001525878906,60.720001220703125,59.2599983215332,59.7400016784668,3879500.0,,,,,
2024-07-16,59.47999954223633,60.27000045776367,59.40999984741211,60.150001525878906,4158800.0,,,,,
2024-07-17,59.11000061035156,59.59000015258789,57.970001220703125,58.4900016784668,7022600.0,,,,,
2024-07-18,58.130001068115234,60.5099983215332,58.06999969482422,60.47999954223633,5599000.0,,,,,
2024-07-19,58.47999954223633,58.77999877929688,57.58000183105469,58.119998931884766,8563200.0,,,,,
2024-07-22,58.45000076293945,59.0,58.040000915527344,59.0,4386500.0,,,,,
2024-07-23,57.93999862670898,58.95000076293945,57.68000030517578,58.34000015258789,5989400.0,,,,,
