Date,Close,High,Low,Open,Volume,"('Close', 'ADEA')","('High', 'ADEA')","('Low', 'ADEA')","('Open', 'ADEA')","('Volume', 'ADEA')"
2024-06-03,11.55147647857666,11.679062051170208,11.212881549546116,11.62017654627599,500852.0,,,,,
2024-06-04,11.47296142578125,11.492590552270324,11.296303967220911,11.433704108771368,546479.0,,,,,
2024-06-05,11.669248580932615,11.744622103086176,11.44351831322692,11.492590191942789,353077.0,,,,,
2024-06-06,11.649619102478027,11.757576483610968,11.561289910656434,11.561289910656434,277899.0,,,,,
2024-06-07,11.39444637298584,11.580919323905617,11.32574630473552,11.531847445454716,313270.0,,,,,
2024-06-10,11.296303749084473,11.315931939226251,11.149186387830117,11.207974553525844,332008.0,,,,,
2024-06-11,11.060760498046877,11.178532453685769,10.992059488614627,11.178532453685769,382381.0,,,,,
2024-06-12,11.296303749084473,11.541662209650331,11.109830794912202,11.541662209650331,593350.0,,,,,
2024-06-13,10.884100914001465,11.227602179966649,10.805684562100982,11.227602179966649,345112.0,,,,,
2024-06-14,10.73688507080078,10.864471573678342,10.638742255026784,10.756514195536491,313374.0,,,,,
2024-06-17,10.756514549255373,10.79086458270425,10.501341535109102,10.628928042182237,412316.0,,,,,
2024-06-18,10.54059886932373,10.766329131782316,10.520970679874583,10.766329131782316,508861.0,,,,,
2024-06-20,10.815401077270508,11.011687652835588,10.501341620398156,10.511156183168469,681462.0,,,,,
2024-06-21,10.864472389221191,11.060759907439897,10.648557616729825,10.795772319425598,2701976.0,,,,,
2024-06-24,10.579855918884276,11.129459249201467,10.570042292389903,11.129459249201467,618009.0,,,,,
2024-06-25,10.825214385986328,10.849750792191127,10.471898560350954,10.530784063306088,666690.0,,,,,
2024-06-26,10.628928184509276,10.79577200861072,10.56111073472908,10.776142882966678,350000.0,,,,,
2024-06-27,10.707443237304688,10.81049427906238,10.658371357228084,10.766329680590262,352096.0,,,,,
2024-06-28,10.977337837219238,11.070573377485037,10.790864884751167,10.805586729199144,1225964.0,,,,,
2024-07-01,10.992058753967283,11.026408788403494,10.835029490277048,10.972430563990123,467352.0,,,,,
2024-07-02,10.96261501312256,11.109829700573862,10.864471264176252,11.011686887595712,332967.0,,,,,
2024-07-03,10.952801704406738,11.090202781461285,10.913544387529477,11.04113090137264,180293.0,,,,,
2024-07-05,11.060760498046877,11.080388689335871,10.835030214429436,10.913544851522031,332744.0,,,,,
2024-07-08,10.992058753967283,11.198159896552784,10.957708719531077,11.070573385812404,334202.0,,,,,
2024-07-09,10.864472389221191,11.001873464780637,10.83993691742798,10.952801585225956,219216.0,,,,,
2024-07-10,10.942987442016602,10.972431132460148,10.80568557382358,10.884101933066088,340473.0,,,,,
2024-07-11,11.11964511871338,11.21778887521533,10.992058609648137,11.21778887521533,471668.0,,,,,
2024-07-12,11.109830856323242,11.266860122198471,11.031316223385629,11.247231931948194,386158.0,,,,,
2024-07-15,11.217788696289062,11.335560640631977,11.129459504039824,11.315931515257384,476575.0,,,,,
2024-07-16,11.708505630493164,11.747762945379607,11.360096141903767,11.39444617543338,627646.0,,,,,
2024-07-17,11.62999153137207,11.688877038404453,11.472961328693115,11.659434284888262,476468.0,,,,,
2024-07-18,11.492589950561523,11.875349473344231,11.458239916972348,11.58091914320124,416352.0,,,,,
2024-07-19,11.15890121459961,11.57110344931036,11.149086652828371,11.54166069996477,382996.0,,,,,
2024-07-22,11.345375061035156,11.374817812759586,11.060759298450472,11.149087553623758,334595.0,,,,,
2024-07-23,11.590734481811523,11.6692491169763,11.26686044179647,11.365004203736582,352679.0,,,,,
2024-07-24,11.168716430664062,11.620176002939347,11.15890186831786,11.482774937997068,417191.0,,,,,
2024-07-25,11.237418174743652,11.452156450643155,11.10001802523314,11.24723273855678,483401.0,,,,,
2024-07-26,11.345375061035156,11.404260564484014,11.145652550323105,11.266859496489676,733496.0,,,,,
2024-07-29,11.36500358581543,11.629991167065247,11.266859829211446,11.355189022961389,1009635.0,,,,,
2024-07-30,11.335559844970703,11.502403655070848,11.10001597281808,11.365002594997744,419219.0,,,,,
2024-07-31,11.53184700012207,11.876231818053869,11.365003181413062,11.4729605610614,525539.0,,,,,
2024-08-01,10.893915176391602,11.566196781922663,10.835028738608823,11.5514758744531,554588.0,,,,,
2024-08-02,10.314868927001951,10.530783677892824,10.197096989433795,10.471898177092829,605686.0,,,,,
2024-08-05,9.745638847351074,9.853596238525602,9.500378651015083,9.696566965556,602360.0,,,,,
2024-08-06,9.618051528930664,9.838873574685532,9.588608776690323,9.814338103813286,569280.0,,,,,
2024-08-07,10.275611877441406,10.942986207406328,10.118582623332012,10.57004219688061,639410.0,,,,,
2024-08-08,10.825214385986328,10.825214385986328,10.324683866994931,10.393383932431984,633610.0,,,,,
2024-08-09,10.884100914001465,10.942986417438604,10.702535250472517,10.795771722877554,694695.0,,,,,
2024-08-12,10.589672088623049,10.918452493275003,10.39544649169262,10.913545211298905,474909.0,,,,,
2024-08-13,11.07057285308838,11.158902043655733,10.75837878946652,10.776142529853264,460504.0,,,,,
