Date,Close,High,Low,Open,Volume,"('Close', 'PR')","('High', 'PR')","('Low', 'PR')","('Open', 'PR')","('Volume', 'PR')"
2024-06-03,14.663846969604492,15.589785300388966,14.53629396452745,15.570888158422594,14079700.0,,,,,
2024-06-04,14.238670349121094,14.4559829773709,14.125290200016323,14.44653440634584,9441000.0,,,,,
2024-06-05,14.49377727508545,14.503225846706798,14.22449929133474,14.314258018541386,8590200.0,,,,,
2024-06-06,14.626051902770996,14.65439761420327,14.399291617704456,14.465430709981154,9362600.0,,,,,
2024-06-07,14.49377727508545,14.70164134542817,14.41819050424544,14.56936404592546,7614700.0,,,,,
2024-06-10,14.871710777282717,14.989815216557956,14.43708640470721,14.512673173758136,7085500.0,,,,,
2024-06-11,14.852812767028809,14.952020051696028,14.54857529191882,14.843364196756143,6148500.0,,,,,
2024-06-12,14.720536231994627,15.192953956772543,14.616604656926995,15.126815763644531,6555900.0,,,,,
2024-06-13,14.342602729797363,14.833916705878268,14.040254766528408,14.833916705878268,10217700.0,,,,,
2024-06-14,14.210325241088867,14.673294398888672,14.14418704742184,14.673294398888672,8274700.0,,,,,
2024-06-17,14.361498832702637,14.370947403572073,14.078993231589832,14.26701582720422,5645300.0,,,,,
2024-06-18,14.569363594055176,14.597708406974716,14.34260328856814,14.418190057063818,7467500.0,,,,,
2024-06-20,14.64495086669922,14.805572980548249,14.512673566745493,14.588260337843224,8517200.0,,,,,
2024-06-21,14.55991554260254,14.79612442785194,14.465432529142012,14.644950885462784,10510600.0,,,,,
2024-06-24,14.975643157958984,15.060677596759854,14.588259842894464,14.588259842894464,11499500.0,,,,,
2024-06-25,14.918952941894531,14.93785008495428,14.71108887356417,14.909504370364656,13202100.0,,,,,
2024-06-26,14.682744026184082,14.87171095101897,14.531570486316172,14.862262379510884,9454200.0,,,,,
2024-06-27,15.089022636413574,15.13626458990189,14.630776858961834,14.729985051393824,11219800.0,,,,,
2024-06-28,15.259092330932615,15.448060143937916,15.117367372243956,15.211851278746604,79792400.0,,,,,
2024-07-01,15.211851119995115,15.312002726266078,14.928400304510586,15.117367214478506,15627200.0,,,,,
2024-07-02,15.41971492767334,15.64647522930022,15.28271334894126,15.358300116150222,11484000.0,,,,,
2024-07-03,15.86379051208496,15.892134426583723,15.52364912105273,15.750409447697256,8255900.0,,,,,
2024-07-05,15.1646089553833,15.877960762430558,15.107919330349104,15.854340235510533,11626200.0,,,,,
2024-07-08,15.306336402893066,15.372474602067134,15.089023761075524,15.098471431625118,7388400.0,,,,,
2024-07-09,15.126816749572754,15.391371341458411,15.126816749572754,15.259093144450224,6287200.0,,,,,
2024-07-10,15.306336402893066,15.325231743992251,15.093748046883013,15.126817146470048,4734800.0,,,,,
2024-07-11,15.655922889709473,15.703165742798472,15.244919979553355,15.353575838462186,11240400.0,,,,,
2024-07-12,15.41971492767334,15.807097334885595,15.36302530279929,15.79764876371814,6521400.0,,,,,
2024-07-15,15.750406265258787,15.835441595835087,15.457507794457385,15.551989893203922,9584500.0,,,,,
2024-07-16,15.712613105773926,15.78819987144558,15.523647092660116,15.665372053028134,8589200.0,,,,,
2024-07-17,15.504751205444336,16.014963266615318,15.504751205444336,15.77875437950967,9263300.0,,,,,
2024-07-18,15.353577613830566,15.514199728645105,15.24019655543704,15.514199728645105,7785400.0,,,,,
2024-07-19,15.20240306854248,15.363025172768369,15.07012577651371,15.2685412640242,6750400.0,,,,,
2024-07-22,15.051230430603027,15.22130111603166,14.87171117352494,15.136265773317344,7801800.0,,,,,
2024-07-23,14.805572509765623,15.0701262001955,14.701640928077373,15.0701262001955,7471900.0,,,,,
2024-07-24,14.474878311157228,14.994537971117277,14.465430641789617,14.93784835065052,6111600.0,,,,,
2024-07-25,14.541019439697266,14.673295840022814,14.238671450955875,14.465432667778268,7485100.0,,,,,
2024-07-26,14.465431213378906,14.626052411758376,14.200876637196156,14.55991421824534,8878500.0,,,,,
