Date,Close,High,Low,Open,Volume,"('Close', 'BTE')","('High', 'BTE')","('Low', 'BTE')","('Open', 'BTE')","('Volume', 'BTE')"
2024-06-03,3.317989587783813,3.5694989884808725,3.240601920208196,3.5694989884808725,15261200.0,,,,,
2024-06-04,3.221255302429199,3.2599490238010094,3.1632147203714847,3.2599490238010094,11767700.0,,,,,
2024-06-05,3.230928421020508,3.259948709249203,3.182561273972682,3.2212549916109428,6844700.0,,,,,
2024-06-06,3.298642635345459,3.308316064689996,3.250275257990028,3.2792957766563857,7556900.0,,,,,
2024-06-07,3.221255302429199,3.3083164061485437,3.221255302429199,3.2502755934580567,5124300.0,,,,,
2024-06-10,3.3083159923553467,3.3373362797544424,3.221254899525316,3.230928328658348,7190200.0,,,,,
2024-06-11,3.279295921325684,3.308316210639552,3.2309285418364797,3.288969351096973,6522900.0,,,,,
2024-06-12,3.2502753734588623,3.376030190038134,3.240601943770669,3.327663041597167,8146800.0,,,,,
2024-06-13,3.153541088104248,3.250275385339782,3.124520798933588,3.250275385339782,6676000.0,,,,,
2024-06-14,3.081604480743408,3.169094743234164,3.052441059913156,3.1496524626806623,7213100.0,,,,,
2024-06-17,3.130210399627685,3.14965268153212,3.032998758335229,3.0816046948665985,7065300.0,,,,,
2024-06-18,3.207979440689087,3.276027425518567,3.1399314558596068,3.1399314558596068,7941000.0,,,,,
2024-06-20,3.217700481414795,3.276027323742311,3.2079793410268755,3.217700481414795,5293200.0,,,,,
2024-06-21,3.1593737602233887,3.227421745547907,3.1399314787020978,3.2177006047872614,6690200.0,,,,,
2024-06-24,3.3537967205047607,3.3635178610140968,3.178815959566439,3.1982582405851114,7765900.0,,,,,
2024-06-25,3.344075918197632,3.382960484167556,3.305191352227707,3.3149124937201884,6993400.0,,,,,
2024-06-26,3.2857487201690674,3.3440755629273857,3.256585067019637,3.3246332820079463,6200900.0,,,,,
2024-06-27,3.382960319519043,3.3926814605383964,3.324633473402921,3.324633473402921,10553300.0,,,,,
2024-06-28,3.382960319519043,3.421844883596457,3.3343546144222747,3.40240260155775,8867600.0,,,,,
2024-07-01,3.412123680114746,3.4218448209561445,3.344075694224957,3.402402539273348,4647000.0,,,,,
2024-07-02,3.4607293605804443,3.499613923679282,3.3926813751574785,3.4412870790310257,10908500.0,,,,,
2024-07-03,3.5093352794647217,3.5384989353459333,3.470450713983496,3.470450713983496,8224900.0,,,,,
2024-07-05,3.451008081436157,3.548219717055789,3.412123519896412,3.528777436285917,9190600.0,,,,,
2024-07-08,3.4607293605804443,3.4607293605804443,3.3926813751574785,3.412123656706897,7280700.0,,,,,
2024-07-09,3.412123680114746,3.5093350885287298,3.412123680114746,3.4218448209561445,9122200.0,,,,,
2024-07-10,3.528777599334717,3.5579410218370358,3.412123677555164,3.42184481838927,8193800.0,,,,,
2024-07-11,3.6357102394104,3.6745948037190224,3.5190563147142506,3.5384988286388466,9671600.0,,,,,
2024-07-12,3.616267919540405,3.69403704734656,3.577383355637328,3.664873624419252,11614500.0,,,,,
2024-07-15,3.694036960601807,3.732921523591782,3.5968255531268687,3.635710116116844,10344900.0,,,,,
2024-07-16,3.655152559280396,3.703758265167711,3.6357102769254697,3.6357102769254697,8142700.0,,,,,
2024-07-17,3.606546878814697,3.7329217150125,3.5968257375687127,3.694037150028561,12261800.0,,,,,
2024-07-18,3.55794095993042,3.655152366580045,3.5482198192654577,3.6065466632552328,6285800.0,,,,,
2024-07-19,3.606546878814697,3.645431443798637,3.4898929520925908,3.528777748846819,14613300.0,,,,,
2024-07-22,3.616267919540405,3.635710201491944,3.5093351370366603,3.577383355637328,11670600.0,,,,,
2024-07-23,3.528777599334717,3.587104444339354,3.470450522559801,3.5676621626711413,13069800.0,,,,,
2024-07-24,3.4898927211761475,3.5871043589740625,3.4801715805733835,3.55794093716577,15662300.0,,,,,
2024-07-25,3.567662000656128,3.567662000656128,3.3829601014255326,3.4607292245667223,14224300.0,,,,,
2024-07-26,3.3343544006347656,3.51905606816004,3.237142764903826,3.4801715065757715,25923200.0,,,,,
2024-07-29,3.392681360244751,3.499613908296526,3.353796797316833,3.3635179380488123,19705400.0,,,,,
