Date,Close,High,Low,Open,Volume,"('Close', 'MOS')","('High', 'MOS')","('Low', 'MOS')","('Open', 'MOS')","('Volume', 'MOS')"
2024-06-03,29.25031471252441,29.833600418265277,28.160241461364866,29.642358665092903,3771800.0,,,,,
2024-06-04,28.447099685668945,28.963451278084367,28.408850608979048,28.877392679348464,3174700.0,,,,,
2024-06-05,27.863819122314453,28.57141075597507,27.643892362626023,28.523601225196437,3292600.0,,,,,
2024-06-06,27.9890251159668,28.268338366397547,27.757870272707933,28.017920160269927,3171300.0,,,,,
2024-06-07,27.23777198791504,27.825289851490044,27.2185086252915,27.709713349859545,3839400.0,,,,,
2024-06-10,27.700082778930664,27.796397758853868,26.9103032502602,27.170351307880768,5157100.0,,,,,
2024-06-11,27.24740219116211,27.29555875805328,26.910300711758072,27.257032034896127,4447900.0,,,,,
2024-06-12,27.045143127441406,27.815659292930444,26.736936661245792,27.73860767638154,3644000.0,,,,,
2024-06-13,26.563570022583008,27.228141362422093,26.447991679415388,26.97772314977178,3223100.0,,,,,
2024-06-14,26.159048080444336,26.496149584806563,25.956788280060245,26.438361332847595,3817900.0,,,,,
2024-06-17,25.90862846374512,26.159046658024494,25.68710531240174,26.004943436476463,3454000.0,,,,,
2024-06-18,26.159048080444336,26.61172608872449,25.889366509543475,25.89899819104587,3803700.0,,,,,
2024-06-20,26.698410034179688,26.929564884689917,26.15904871632249,26.22646865142271,4604300.0,,,,,
2024-06-21,26.77546119689941,27.26666593479851,26.62135796583955,26.765831352381664,14773800.0,,,,,
2024-06-24,28.037181854248047,28.20091675477548,26.9199325931392,27.1414557417777,6406700.0,,,,,
2024-06-25,28.27796936035156,28.39354586064346,27.64229309758009,27.719344710126474,5699900.0,,,,,
2024-06-26,28.50912475585937,28.54764964435875,28.008288345979828,28.1527598926994,3739400.0,,,,,
2024-06-27,28.43207359313965,28.75954341733185,28.28760204412672,28.28760204412672,4120100.0,,,,,
2024-06-28,27.834922790527344,28.76917571237433,27.72897796542148,28.730648985386413,6829000.0,,,,,
2024-07-01,26.9295654296875,27.931238305892343,26.91993558481154,27.883081733290588,3379400.0,,,,,
2024-07-02,26.74656867980957,27.276298320623106,26.5250455090734,27.016248422599528,3523800.0,,,,,
2024-07-03,26.53467559814453,27.112563653387934,26.53467559814453,26.92956537119884,2002100.0,,,,,
2024-07-05,26.178312301635746,26.563570389084205,26.01457738483821,26.505782135230803,5607200.0,,,,,
2024-07-08,26.062732696533203,26.390202514292497,25.812314492537546,26.22646760541285,4692400.0,,,,,
2024-07-09,25.91826057434082,26.25536206596061,25.82194560001297,25.98568050525371,4588200.0,,,,,
2024-07-10,25.841211318969727,26.004946239142846,25.561899888707057,26.004946239142846,2995800.0,,,,,
2024-07-11,27.054777145385746,27.23777543938752,26.149419194964747,26.17831424256153,4007100.0,,,,,
2024-07-12,27.34371757507324,27.59413578503599,27.064406157420255,27.3726126198189,2903100.0,,,,,
2024-07-15,27.786766052246094,27.88308103208296,26.95845979752672,27.2474047370373,3327200.0,,,,,
2024-07-16,28.6824893951416,28.711382600286345,27.324453641680893,27.324453641680893,3543700.0,,,,,
2024-07-17,29.48190116882324,29.63600438980898,28.576543367740552,28.682490021063984,5437000.0,,,,,
2024-07-18,28.730648040771484,29.616742524750293,28.69212315210565,29.231484452815025,3671400.0,,,,,
2024-07-19,28.54764938354492,28.79806758619685,28.104603066045225,28.79806758619685,2600500.0,,,,,
2024-07-22,28.306861877441406,28.74991001658351,27.94086718602428,28.69212176784508,2242700.0,,,,,
2024-07-23,27.6133975982666,28.075707265915234,27.58450255514282,27.998655654640466,2453600.0,,,,,
2024-07-24,27.5074520111084,27.99865674093869,27.488190485333885,27.709713646711645,2436000.0,,,,,
2024-07-25,28.220178604125977,28.538016727976625,27.353347524265597,27.45929417790091,2924600.0,,,,,
2024-07-26,28.480228424072266,28.663226688073053,28.19128534369654,28.374281770642025,2132200.0,,,,,
2024-07-29,28.13349723815918,28.48023042865918,27.75787083982113,28.38391544940302,2282800.0,,,,,
2024-07-30,28.480228424072266,28.605438439408967,27.94086715007844,27.94086715007844,2076300.0,,,,,
2024-07-31,28.67285919189453,29.241115525056163,28.48022924141232,28.605439260342365,2858800.0,,,,,
2024-08-01,27.79639434814453,28.836591962157463,27.584501050902404,28.586173779906453,2416700.0,,,,,
2024-08-02,26.370939254760746,27.305192141987263,26.12052288684074,27.305192141987263,3921500.0,,,,,
2024-08-05,25.542634963989254,25.956788080125182,25.128481847853333,25.754526444243627,4414900.0,,,,,
2024-08-06,25.99531364440918,26.22646849352775,25.504108901136423,25.610055562544893,3557200.0,,,,,
2024-08-07,25.619686126708984,26.94882691042835,25.619686126708984,26.467253869840047,5303900.0,,,,,
2024-08-08,25.83157730102539,26.264993767306493,25.716000801387324,25.86047234446258,4564900.0,,,,,
2024-08-09,26.0531005859375,26.130152198431656,25.4077926424032,25.82194574845504,3980300.0,,,,,
2024-08-12,26.35167694091797,26.61172498245059,26.06273201902402,26.15904699298867,3164400.0,,,,,
2024-08-13,27.064403533935547,27.420766532644183,26.438358988241937,26.438358988241937,3679800.0,,,,,
2024-08-14,26.62135887145996,27.01624864411637,26.611727189559137,26.94882870786608,2632700.0,,,,,
2024-08-15,26.679147720336918,27.40150729575699,26.61172595017117,27.045142430245377,2941800.0,,,,,
2024-08-16,26.698410034179688,26.900671676535797,26.496150228879035,26.67914850776209,3367900.0,,,,,
2024-08-19,26.919931411743164,27.391872730891937,26.77545804222286,26.77545804222286,3087700.0,,,,,
2024-08-20,26.25536155700684,26.939194371073476,26.207203152248784,26.939194371073476,2772500.0,,,,,
2024-08-21,26.89103889465332,27.24740375610358,26.419097531204056,26.52504418891596,2858600.0,,,,,
2024-08-22,26.77546119689941,26.93919610953245,26.553938031882787,26.88140785714885,2152400.0,,,,,
2024-08-23,27.468929290771484,27.49782250024165,26.794726234949454,26.96809283999258,1964500.0,,,,,
2024-08-26,27.594135284423828,28.15275994665066,27.56524207725777,27.651923535811324,2257100.0,,,,,
