Date,Close,High,Low,Open,Volume,"('Close', 'GOOG')","('High', 'GOOG')","('Low', 'GOOG')","('Open', 'GOOG')","('Volume', 'GOOG')"
2024-06-03,173.23451232910156,174.66472746101607,171.2779006771184,172.6981892321732,20742800.0,,,,,
2024-06-04,173.939697265625,173.99928703829391,172.04267534190697,173.26431114685838,14066600.0,,,,,
2024-06-05,175.8665008544922,176.7603776874857,174.0985851861043,175.33513349634194,15233900.0,,,,,
2024-06-06,177.13780212402344,177.4953558930094,176.00555104808095,176.22404181599816,14255800.0,,,,,
2024-06-07,174.75411987304688,178.2005365812026,174.59520370576436,177.24706988766712,14716300.0,,,,,
2024-06-10,175.62911987304688,177.45868975619194,173.39186963927978,175.45013196473693,17099800.0,,,,,
2024-06-11,177.1802978515625,177.3791615272651,174.4458805867554,176.7129598688821,14402400.0,,,,,
2024-06-12,178.54249572753906,181.0482200434598,176.77258356019271,178.7314214935462,18600400.0,,,,,
2024-06-13,175.73849487304688,177.4984541099869,175.6589463784239,176.83225253638392,15956900.0,,,,,
2024-06-14,177.3592529296875,177.7172135792028,174.8555311299011,174.8555311299011,12361600.0,,,,,
2024-06-17,177.76693725585938,178.9004768092494,175.48992027637692,175.977133968316,15272900.0,,,,,
2024-06-18,175.4501495361328,177.89621671251533,174.6248508798992,177.77688637091632,15640300.0,,,,,
2024-06-20,176.7030029296875,177.7271651627615,175.46008612524582,175.70866948613414,16753200.0,,,,,
2024-06-21,179.23855590820312,181.4777939160164,177.0510251857919,177.47859649151792,58903200.0,,,,,
2024-06-24,179.7655487060547,181.04824743123444,179.20872436768917,180.2527775882872,18198300.0,,,,,
2024-06-25,184.52842712402344,184.6974620115109,180.078778296,180.11856013560077,18797000.0,,,,,
2024-06-26,184.3195953369141,184.87641966721847,182.94742542932823,183.15622696702985,13375700.0,,,,,
2024-06-27,185.80116271972656,186.43753556757085,184.39914881090036,184.5930511306068,13025700.0,,,,,
2024-06-28,182.38064575195312,185.5227432016718,182.2861828572196,184.66761579883251,23032400.0,,,,,
2024-07-01,183.444580078125,184.28975439076217,181.6945435299368,183.4346270335313,11815900.0,,,,,
2024-07-02,185.55255126953125,185.89062097486087,182.0226647623033,182.4303450864307,12555500.0,,,,,
2024-07-03,186.32814025878903,186.556832698724,184.33449688272276,185.24432046483227,7409100.0,,,,,
2024-07-05,190.8722686767578,191.1705565941188,186.2585617628948,186.2585617628948,14303400.0,,,,,
2024-07-08,189.400634765625,190.5928456918421,188.2472194735337,190.28062959522865,12097600.0,,,,,
2024-07-09,189.36087036132807,191.76715556228163,189.1520536547024,190.66344479257373,10198500.0,,,,,
2024-07-10,191.56829833984372,192.2146090546467,189.5398494759331,189.66911768782384,12052900.0,,,,,
2024-07-11,186.23866271972656,191.31970737889765,185.7613869004445,190.2557632789729,16452000.0,,,,,
2024-07-12,185.7216033935547,187.6207839532123,185.0852305827975,185.86080947177268,14449100.0,,,,,
2024-07-15,187.1236114501953,188.82391312654403,185.4332476461541,185.4332476461541,12186000.0,,,,,
2024-07-16,184.4488525390625,189.26142273214708,184.0710009779088,187.8892529064493,12760100.0,,,,,
2024-07-17,181.58518981933597,184.18040101707552,180.59085625962464,183.63351452476908,17376600.0,,,,,
2024-07-18,178.20443725585938,183.007069508874,177.2001659608237,182.49994975293632,17877200.0,,,,,
2024-07-19,178.37347412109375,180.93885620153185,177.84647861485163,179.34791663817788,14485900.0,,,,,
2024-07-22,182.31105041503903,183.25566419065757,180.8692547249465,181.31671693074068,16303900.0,,,,,
2024-07-23,182.55963134765625,184.17044671555996,182.29115706223075,182.79826167041253,23772600.0,,,,,
2024-07-24,173.3819122314453,176.94162766782634,172.5864576395385,174.39613656014745,31250700.0,,,,,
2024-07-25,168.20143127441406,174.20719796643118,168.09205400022609,173.26258432880184,28967900.0,,,,,
2024-07-26,167.7241668701172,168.87759736716222,164.92513082283665,167.81366841574962,25150100.0,,,,,
2024-07-29,170.16029357910156,171.1844558514704,168.75827972854137,169.53385863048427,13768900.0,,,,,
2024-07-30,170.88616943359375,171.96998939296338,169.15602354470616,170.8563406400204,13681400.0,,,,,
2024-07-31,172.16883850097656,174.91320865604047,170.74694888658044,173.92881303446427,15650200.0,,,,,
2024-08-01,171.47279357910156,174.68448624625722,169.5437843354653,171.00545566245466,17177800.0,,,,,
2024-08-02,167.44577026367188,169.245526803925,165.44716521247585,167.23696870655328,18907800.0,,,,,
2024-08-05,159.72972106933594,164.9996912656783,155.7126207010103,156.47824651554944,34907800.0,,,,,
2024-08-06,159.63026428222656,161.43002033353065,157.23393251551562,160.0329832347709,36146500.0,,,,,
2024-08-07,159.839111328125,163.85621202253907,159.33200670134502,162.31500722379835,19334200.0,,,,,
2024-08-08,162.91159057617188,164.56218776245834,161.11184943969516,161.42406553399982,15733600.0,,,,,
2024-08-09,164.4528045654297,164.58207276583246,160.01807081379508,160.72903074368634,13549200.0,,,,,
2024-08-12,163.02096557617188,165.7553825550023,162.62323826636265,165.05437565429597,12435000.0,,,,,
2024-08-13,164.98974609375,165.59629011991402,163.8363307946276,164.24897251060386,12717600.0,,,,,
2024-08-14,161.11184692382812,164.0252518080872,158.62601331064516,163.2795017241323,22515900.0,,,,,
2024-08-15,162.24539184570312,162.59341463206414,160.5749188847497,161.2908402029654,18392500.0,,,,,
2024-08-16,163.80648803710938,166.00395633125356,162.15589096929418,162.48402280848563,16853100.0,,,,,
2024-08-19,167.44577026367188,167.51538089759572,165.14886210140853,166.0537093084597,13100800.0,,,,,
2024-08-20,168.00259399414062,169.44437452745237,167.7042909111701,167.78383941145057,12622500.0,,,,,
2024-08-21,166.6801300048828,167.68440138112788,165.6261389190102,166.04375716969605,15269600.0,,,,,
2024-08-22,164.55226135253906,168.4599848429793,164.09486125288578,168.0821332464103,19123800.0,,,,,
2024-08-23,166.48126220703125,166.9983199112622,164.721302713637,165.60625898332447,14281600.0,,,,,
2024-08-26,166.97840881347656,168.4202044524346,165.37754652596405,167.20213990843885,11990300.0,,,,,
2024-08-27,165.4372100830078,167.29163232217277,165.21845550253033,166.6602360212593,13718200.0,,,,,
2024-08-28,163.56785583496094,166.44147895671864,162.35476778762694,165.83493493305164,15208700.0,,,,,
2024-08-29,162.47409057617188,166.68013227630968,161.06412637762125,165.11902137221767,17133800.0,,,,,
2024-08-30,164.1743927001953,164.3434275620666,162.48402890915824,163.2894365572667,18498800.0,,,,,
2024-09-03,157.7112274169922,162.45420217078595,156.96050081516395,162.38956806965845,26533100.0,,,,,
2024-09-04,156.91575622558594,159.4910761689926,156.54785771147758,157.17925397775187,17410700.0,,,,,
2024-09-05,157.70127868652344,160.10258710131595,156.6273968253213,156.88591803970726,14139500.0,,,,,
2024-09-06,151.26795959472656,158.31778043968708,151.07405728029937,157.79078490061713,24999100.0,,,,,
2024-09-09,148.88833618164062,153.966117760885,147.5541792056116,152.9605245521996,28057700.0,,,,,
2024-09-10,149.35630798339844,151.63633754172483,148.89134773184537,150.79003544164266,20401800.0,,,,,
