Date,Close,High,Low,Open,Volume,"('Close', 'SFM')","('High', 'SFM')","('Low', 'SFM')","('Open', 'SFM')","('Volume', 'SFM')"
2024-06-03,78.8499984741211,79.81999969482422,77.91000366210938,78.75,1167400.0,,,,,
2024-06-04,78.3499984741211,79.25,77.66999816894531,78.55000305175781,1248800.0,,,,,
2024-06-05,78.73999786376953,79.66999816894531,78.3499984741211,78.51000213623047,1687900.0,,,,,
2024-06-06,78.22000122070312,79.2699966430664,77.55999755859375,78.80999755859375,830400.0,,,,,
2024-06-07,77.02999877929688,78.41000366210938,76.91999816894531,78.0,797200.0,,,,,
2024-06-10,76.12999725341797,76.69000244140625,75.1500015258789,76.54000091552734,1330000.0,,,,,
2024-06-11,75.63999938964844,76.25,75.0999984741211,76.0,2434000.0,,,,,
2024-06-12,75.2300033569336,76.62000274658203,74.1500015258789,75.9800033569336,1440200.0,,,,,
2024-06-13,75.69000244140625,75.77999877929688,74.79000091552734,75.25,1080500.0,,,,,
2024-06-14,75.58000183105469,75.73999786376953,74.80000305175781,75.16000366210938,845700.0,,,,,
2024-06-17,77.75,79.04000091552734,77.37000274658203,78.97000122070312,1580100.0,,,,,
2024-06-18,77.75,78.9800033569336,77.5,78.02999877929688,1067100.0,,,,,
2024-06-20,76.98999786376953,78.11000061035156,76.30999755859375,77.9800033569336,1276900.0,,,,,
2024-06-21,77.3499984741211,77.62999725341797,76.62000274658203,77.05999755859375,1673300.0,,,,,
2024-06-24,80.66999816894531,80.97000122070312,77.27999877929688,77.52999877929688,1547000.0,,,,,
2024-06-25,82.75,82.9000015258789,80.44000244140625,80.52999877929688,1319600.0,,,,,
2024-06-26,83.06999969482422,83.0999984741211,81.80000305175781,82.16999816894531,1016700.0,,,,,
2024-06-27,81.68000030517578,83.4000015258789,81.33000183105469,82.61000061035156,928000.0,,,,,
2024-06-28,83.66000366210938,83.70999908447266,82.20999908447266,82.93000030517578,1939900.0,,,,,
2024-07-01,83.56999969482422,84.45999908447266,82.33999633789062,83.72000122070312,1216400.0,,,,,
2024-07-02,82.97000122070312,84.2300033569336,82.80999755859375,83.55999755859375,975900.0,,,,,
2024-07-03,82.63999938964844,82.69999694824219,80.8499984741211,82.5999984741211,766000.0,,,,,
2024-07-05,82.51000213623047,83.61000061035156,82.05000305175781,82.63999938964844,1186900.0,,,,,
2024-07-08,82.54000091552734,83.6500015258789,82.12000274658203,82.86000061035156,970200.0,,,,,
2024-07-09,80.58000183105469,82.91999816894531,80.54000091552734,82.80999755859375,1009400.0,,,,,
2024-07-10,80.44000244140625,81.44000244140625,79.33999633789062,81.0,1117000.0,,,,,
2024-07-11,82.69999694824219,83.06999969482422,80.69000244140625,80.7699966430664,1081800.0,,,,,
2024-07-12,82.62999725341797,84.0,82.02999877929688,82.88999938964844,855100.0,,,,,
2024-07-15,83.83999633789062,84.37000274658203,82.73999786376953,82.73999786376953,1177000.0,,,,,
