Date,Close,High,Low,Open,Volume,"('Close', 'META')","('High', 'META')","('Low', 'META')","('Open', 'META')","('Volume', 'META')"
2024-06-03,475.0679321289063,477.16724498616594,465.8648525627034,468.4715578088158,11279400.0,,,,,
2024-06-04,474.5705261230469,476.4609129326007,470.82961883675233,474.58048511555467,7088700.0,,,,,
2024-06-05,492.5488586425781,494.1307898940144,481.4554218982064,481.9926913075107,15690500.0,,,,,
2024-06-06,491.2554626464844,500.2695042946439,488.40002528581937,490.479420331172,10667300.0,,,,,
2024-06-07,490.45947265625,496.3793036769074,487.683646674968,493.3945210505818,9380700.0,,,,,
2024-06-10,500.0505981445313,500.1102913691585,490.9072114315028,491.3549106162075,11220900.0,,,,,
2024-06-11,504.89593505859375,505.0252805109593,495.742588546197,497.6230163762201,9673700.0,,,,,
2024-06-12,506.2589111328125,511.4026997251086,501.9110827671077,511.3827817427076,11983200.0,,,,,
2024-06-13,501.54302978515625,506.7763285289193,498.8169074027523,503.144848712662,9954600.0,,,,,
2024-06-14,502.1006774902344,505.0784546075462,498.7046025605444,500.5968356129931,10243300.0,,,,,
2024-06-17,504.5606384277344,508.6638051304805,493.9840214394314,499.6209064121598,11266600.0,,,,,
2024-06-18,497.4497680664063,503.9331869763641,492.9980250606016,502.4990663843649,13060400.0,,,,,
2024-06-20,499.6507873535156,501.6127419819032,494.7409011460252,499.9495498277159,11801200.0,,,,,
2024-06-21,492.7590026855469,501.3936022660897,490.3787807694183,501.3936022660897,22359200.0,,,,,
2024-06-24,496.8721618652344,505.72583407389845,492.2710375245037,497.1609858447437,13525300.0,,,,,
2024-06-25,508.514404296875,508.6239404011888,493.4760758267972,495.01973252438273,12063200.0,,,,,
2024-06-26,511.0240783691406,511.7112623905147,502.6185504027867,504.58050485355017,8882300.0,,,,,
2024-06-27,517.437744140625,520.7441901881392,511.8008903613414,512.1494363974925,10121200.0,,,,,
2024-06-28,502.1604614257813,519.7483309396368,501.7820087130066,515.0376705751687,15855100.0,,,,,
2024-07-01,502.6185607910156,504.5107939122445,491.15559556880544,502.8874773919349,10328200.0,,,,,
2024-07-02,507.41888427734375,508.4147996537468,497.4099469016634,498.7145936133174,7739500.0,,,,,
2024-07-03,507.87701416015625,509.1916297961415,503.9531050118807,504.301681484094,6005600.0,,,,,
2024-07-05,537.7046508789062,538.6607515351633,509.5103190433139,509.5103190433139,21354100.0,,,,,
2024-07-08,527.1578979492188,540.592785723927,524.4988210977817,540.1346427994949,14917500.0,,,,,
2024-07-09,527.835205078125,535.2846334266213,526.0326004884434,531.5698881329231,8753200.0,,,,,
2024-07-10,532.5060424804688,536.6789307107873,526.2018805661719,528.621947852129,10983300.0,,,,,
2024-07-11,510.6058349609375,533.27287906743,506.2935042823457,528.721538419874,16458300.0,,,,,
2024-07-12,496.8323059082031,506.01464702271,492.2112743014199,495.7268544135475,19750500.0,,,,,
2024-07-15,494.1333923339844,504.61041148158586,491.3547798364685,496.5933046067324,12539200.0,,,,,
2024-07-16,487.7894592285156,501.89162629708017,483.8057972450656,499.45162117504543,14075800.0,,,,,
2024-07-17,460.10296630859375,477.2128167373984,457.24469384680464,477.2128167373984,28076600.0,,,,,
2024-07-18,473.9063415527344,477.28247890015706,462.64254099118193,473.0598073977533,19267200.0,,,,,
2024-07-19,474.842529296875,484.7219934031296,473.766923605828,474.1155000870549,15149400.0,,,,,
2024-07-22,485.4091491699219,490.050118478661,481.9234453468407,484.5924912656408,12023100.0,,,,,
2024-07-23,486.6939086914063,493.1972351637483,485.7278695189637,487.8392053450212,9455500.0,,,,,
2024-07-24,459.3858642578125,474.3544708081435,458.6986802323284,470.3807782726331,17649700.0,,,,,
2024-07-25,451.5579833984375,461.6565492634184,440.8419244851587,461.3677556942434,18240500.0,,,,,
2024-07-26,463.7978515625,467.8512044707021,457.54350355883673,462.3039783413104,14222400.0,,,,,
2024-07-29,463.8077697753906,472.0240721327689,463.1205856922484,467.9607505216443,11339600.0,,,,,
2024-07-30,461.2980651855469,470.7991067892736,454.8345838443904,465.0925004990839,11390400.0,,,,,
2024-07-31,472.8905029296875,474.5536950449151,464.8435197528104,469.0960676315914,24285800.0,,,,,
2024-08-01,495.7069396972656,525.0167237026757,490.0899924390536,518.8719424787724,43083100.0,,,,,
2024-08-02,486.1461486816406,499.10298712157305,474.2051025959741,487.002621320717,24044700.0,,,,,
2024-08-05,473.786865234375,481.5052099273104,448.9586701106046,449.5064418406984,21396200.0,,,,,
2024-08-06,492.0718688964844,500.5072741083249,476.6949316716446,477.0435081632932,20955000.0,,,,,
2024-08-07,486.9230041503906,508.0662700916319,484.8713903241302,501.0749544453865,20105300.0,,,,,
2024-08-08,507.5483703613281,507.8770090705679,492.69926809442927,495.4679116917839,16156800.0,,,,,
2024-08-09,515.6550903320312,516.2227693539376,503.6343852268709,505.6361543359735,13696600.0,,,,,
2024-08-12,513.8425903320312,515.9041426148443,507.0205633977469,514.7488466488368,9767400.0,,,,,
2024-08-13,526.3811645507812,529.3290963588498,516.0336485445188,517.8860368142897,13743800.0,,,,,
2024-08-14,524.6083984375,531.818816106162,520.9932207235731,525.9030762820863,11444200.0,,,,,
2024-08-15,535.13525390625,537.5652899818178,524.5486680445534,529.6178435326066,13482100.0,,,,,
2024-08-16,525.265625,531.4801266811227,522.5168890750775,529.7273668316062,14776700.0,,,,,
2024-08-19,527.1181640625,529.4883869352861,520.6247758091592,524.7179737628351,9879700.0,,,,,
2024-08-20,524.5784912109375,528.9207284861334,523.7319874481549,526.1918692715275,7944400.0,,,,,
2024-08-21,532.97412109375,537.1968539440645,524.777755843978,524.9968888662669,13423300.0,,,,,
2024-08-22,529.7572631835938,542.0070102557922,526.4309398394353,534.8065614773186,15708300.0,,,,,
2024-08-23,525.8433837890625,537.6648959064518,522.9153897888027,534.7269330254587,11323900.0,,,,,
2024-08-26,518.991455078125,525.8433582454032,512.8466737641226,525.4449677505722,9584000.0,,,,,
2024-08-27,516.9796752929688,521.8696540933472,513.2051776969478,516.8601703042615,6282700.0,,,,,
2024-08-28,514.6692504882812,518.9616439387515,510.3569192759791,515.5555691019088,9106100.0,,,,,
2024-08-29,516.103271484375,525.0466334932593,513.5736681430914,516.9298983217682,8317400.0,,,,,
2024-08-30,519.1806640625,521.4015359928948,513.0956354478707,519.2204787963079,9157500.0,,,,,
2024-09-03,509.6696472167969,523.3435454664982,506.5424584416176,517.517465006485,12459100.0,,,,,
2024-09-04,510.6456298828125,514.4799404747201,502.011060766785,504.0028914786801,8335200.0,,,,,
2024-09-05,514.7488403320312,519.4993764378627,509.0621716729977,509.6298507687644,8640900.0,,,,,
2024-09-06,498.2265625,522.4372926830144,496.214824429216,519.7483090738448,14744500.0,,,,,
2024-09-09,502.7281188964844,509.2413834137203,500.0291664104619,504.0925180654504,11047800.0,,,,,
2024-09-10,502.7281188964844,512.0797482446605,497.9875520966394,506.0843487688576,9899000.0,,,,,
2024-09-11,509.73931884765625,511.0240581053146,493.5756328462631,504.93903016052286,10782500.0,,,,,
2024-09-12,523.4530639648438,524.5585761590239,513.1154581576496,514.9380001996634,11970500.0,,,,,
2024-09-13,522.4771118164062,525.4250431678239,514.9977777296826,518.2146256800378,10321400.0,,,,,
2024-09-16,531.6084594726562,532.4258356345829,515.7782305715274,522.8958039523781,9527600.0,,,,,
2024-09-17,534.638916015625,540.4007670072886,528.9069393503737,535.9148722257875,11690800.0,,,,,
2024-09-18,536.2637939453125,542.4942031582568,532.2265009440925,535.3865474606228,10323500.0,,,,,
2024-09-19,557.3474731445312,560.3081952993754,544.8069490423769,548.2760214901399,15647000.0,,,,,
2024-09-20,559.5903930664062,562.7305435548677,554.5562347392446,558.2446490535445,22066800.0,,,,,
2024-09-23,562.640869140625,572.1808799391262,560.6471380022259,567.7149416591428,12830700.0,,,,,
2024-09-24,561.564208984375,565.9703370644813,552.4528445258096,564.903683773509,12993000.0,,,,,
2024-09-25,566.5286254882812,575.0717700584479,561.9529861073905,562.2819687561209,16543400.0,,,,,
2024-09-26,566.0601806640625,575.5902132246995,560.5873374925528,573.925403889867,14400800.0,,,,,
2024-09-27,565.5816040039062,569.0507373700175,562.7405616236127,568.3130057800689,9398400.0,,,,,
