Date,Close,High,Low,Open,Volume,"('Close', 'VSAT')","('High', 'VSAT')","('Low', 'VSAT')","('Open', 'VSAT')","('Volume', 'VSAT')"
2024-06-03,16.280000686645508,17.329999923706055,16.239999771118164,17.239999771118164,1144700.0,,,,,
2024-06-04,16.0,16.360000610351562,15.81999969482422,16.0,1221300.0,,,,,
2024-06-05,15.989999771118164,16.25,15.710000038146973,16.1200008392334,1120400.0,,,,,
2024-06-06,15.850000381469728,16.270000457763672,15.390000343322754,15.619999885559082,1326900.0,,,,,
2024-06-07,16.09000015258789,16.190000534057617,15.4399995803833,15.5600004196167,1034900.0,,,,,
2024-06-10,14.779999732971191,15.949999809265137,14.739999771118164,15.789999961853027,1720100.0,,,,,
2024-06-11,14.579999923706056,14.760000228881836,14.079999923706056,14.649999618530272,1421900.0,,,,,
2024-06-12,14.260000228881836,15.279999732971191,14.1899995803833,15.130000114440918,1446400.0,,,,,
2024-06-13,13.800000190734863,14.390000343322754,13.760000228881836,14.25,1879000.0,,,,,
2024-06-14,13.40999984741211,13.739999771118164,13.15999984741211,13.65999984741211,1940200.0,,,,,
2024-06-17,14.020000457763672,14.050000190734863,13.300000190734863,13.380000114440918,1669700.0,,,,,
2024-06-18,13.199999809265137,14.0600004196167,13.010000228881836,13.920000076293944,2088800.0,,,,,
2024-06-20,13.270000457763672,13.479999542236328,12.890000343322754,13.06999969482422,1151300.0,,,,,
2024-06-21,13.43000030517578,13.460000038146973,12.979999542236328,13.270000457763672,2138800.0,,,,,
2024-06-24,12.8100004196167,13.550000190734863,12.760000228881836,13.460000038146973,2038700.0,,,,,
2024-06-25,12.039999961853027,12.90999984741211,12.029999732971191,12.90999984741211,1764900.0,,,,,
2024-06-26,12.619999885559082,12.649999618530272,11.760000228881836,12.039999961853027,1785900.0,,,,,
2024-06-27,12.90999984741211,13.15999984741211,12.4399995803833,12.510000228881836,2029400.0,,,,,
2024-06-28,12.699999809265137,12.989999771118164,12.260000228881836,12.93000030517578,18455500.0,,,,,
2024-07-01,12.579999923706056,12.859999656677246,12.300000190734863,12.640000343322754,1955000.0,,,,,
2024-07-02,13.739999771118164,13.93000030517578,12.510000228881836,12.68000030517578,2197300.0,,,,,
2024-07-03,14.489999771118164,14.56999969482422,13.600000381469728,13.779999732971191,1313400.0,,,,,
2024-07-05,14.390000343322754,14.720000267028809,14.100000381469728,14.380000114440918,1597700.0,,,,,
2024-07-08,15.15999984741211,15.31999969482422,14.520000457763672,14.600000381469728,2405900.0,,,,,
2024-07-09,14.760000228881836,15.670000076293944,14.720000267028809,15.199999809265137,1430300.0,,,,,
2024-07-10,14.770000457763672,14.899999618530272,14.289999961853027,14.899999618530272,1013900.0,,,,,
2024-07-11,15.479999542236328,15.829999923706056,14.949999809265137,15.489999771118164,1999100.0,,,,,
2024-07-12,15.979999542236328,16.18000030517578,15.59000015258789,15.760000228881836,1718300.0,,,,,
2024-07-15,16.31999969482422,16.729999542236328,15.760000228881836,16.280000686645508,2257700.0,,,,,
2024-07-16,16.610000610351562,16.889999389648438,16.170000076293945,16.6200008392334,3451200.0,,,,,
2024-07-17,15.989999771118164,16.639999389648438,15.5600004196167,16.25,2246700.0,,,,,
2024-07-18,16.020000457763672,16.979999542236328,15.869999885559082,15.869999885559082,2439600.0,,,,,
2024-07-19,15.40999984741211,16.030000686645508,15.359999656677246,15.90999984741211,1560000.0,,,,,
2024-07-22,15.109999656677246,15.5600004196167,14.90999984741211,15.5600004196167,1385900.0,,,,,
2024-07-23,17.309999465942383,17.399999618530273,14.989999771118164,15.0,2751500.0,,,,,
2024-07-24,16.760000228881836,18.06999969482422,16.709999084472656,17.15999984741211,2020400.0,,,,,
2024-07-25,18.8799991607666,19.3799991607666,16.5,16.690000534057617,2746900.0,,,,,
2024-07-26,20.350000381469727,20.950000762939453,19.229999542236328,19.36000061035156,2775200.0,,,,,
2024-07-29,19.530000686645508,20.65999984741211,19.3700008392334,20.36000061035156,1442600.0,,,,,
2024-07-30,19.770000457763672,20.040000915527344,19.36000061035156,19.709999084472656,1158100.0,,,,,
2024-07-31,20.21999931335449,21.31999969482422,19.790000915527344,19.88999938964844,1676500.0,,,,,
2024-08-01,18.780000686645508,20.31999969482422,18.38999938964844,20.11000061035156,1345700.0,,,,,
2024-08-02,18.63999938964844,18.86000061035156,17.549999237060547,17.989999771118164,1128500.0,,,,,
2024-08-05,17.31999969482422,17.770000457763672,16.549999237060547,17.049999237060547,1389100.0,,,,,
2024-08-06,17.540000915527344,18.049999237060547,17.260000228881836,17.309999465942383,1104600.0,,,,,
2024-08-07,17.770000457763672,18.71999931335449,17.690000534057617,18.15999984741211,1358600.0,,,,,
2024-08-08,24.489999771118164,26.700000762939453,20.280000686645508,20.520000457763672,8346600.0,,,,,
2024-08-09,22.81999969482422,24.799999237060547,22.190000534057617,24.690000534057617,2397300.0,,,,,
2024-08-12,21.6200008392334,22.899999618530277,21.520000457763672,22.8799991607666,1327100.0,,,,,
2024-08-13,16.739999771118164,18.290000915527344,16.1200008392334,18.280000686645508,11977800.0,,,,,
2024-08-14,16.770000457763672,17.200000762939453,16.229999542236328,16.700000762939453,3605600.0,,,,,
2024-08-15,17.43000030517578,17.510000228881836,16.81999969482422,16.90999984741211,2506800.0,,,,,
2024-08-16,17.56999969482422,18.170000076293945,17.309999465942383,17.3700008392334,2363700.0,,,,,
2024-08-19,17.950000762939453,18.09000015258789,17.450000762939453,17.59000015258789,1229700.0,,,,,
2024-08-20,17.610000610351562,17.969999313354492,17.43000030517578,17.950000762939453,1051000.0,,,,,
2024-08-21,17.510000228881836,17.84000015258789,17.350000381469727,17.65999984741211,1110100.0,,,,,
2024-08-22,16.579999923706055,17.6200008392334,16.299999237060547,17.579999923706055,1414800.0,,,,,
2024-08-23,17.139999389648438,17.510000228881836,16.5,16.540000915527344,1850900.0,,,,,
2024-08-26,17.020000457763672,17.399999618530273,16.790000915527344,17.290000915527344,902600.0,,,,,
2024-08-27,16.610000610351562,16.950000762939453,16.389999389648438,16.8700008392334,1153400.0,,,,,
