Date,Close,High,Low,Open,Volume,"('Close', 'PBF')","('High', 'PBF')","('Low', 'PBF')","('Open', 'PBF')","('Volume', 'PBF')"
2024-06-03,43.03689193725586,44.40284368773369,42.41083192446361,44.10878382622133,1610800.0,,,,,
2024-06-04,43.19815826416016,43.473246213080905,42.40135416218576,42.524670073517605,1903400.0,,,,,
2024-06-05,43.41632461547852,43.61552471006518,42.84717683569191,43.40683682895706,2405100.0,,,,,
2024-06-06,45.190162658691406,45.370394424911005,44.10878653549575,44.60204651807333,2318600.0,,,,,
2024-06-07,43.87164306640625,45.09530706038145,43.73884299608904,44.87713499935596,1762600.0,,,,,
2024-06-10,43.32146835327149,43.91907230398589,43.11278407378392,43.77678806140764,1237100.0,,,,,
2024-06-11,43.710391998291016,43.76730425308406,42.21163990087086,42.98947207697746,1511400.0,,,,,
2024-06-12,42.12626266479492,44.810734650529625,41.76580274893528,44.69690291802837,2307400.0,,,,,
2024-06-13,42.63849639892578,42.89461238003064,41.46226044331796,42.26855229906231,1696900.0,,,,,
2024-06-14,41.69940185546875,42.46774975064134,41.61402986711624,42.05037759565708,1956200.0,,,,,
2024-06-17,41.746829986572266,42.14523380556471,40.94054179885795,41.67094578490207,1254400.0,,,,,
2024-06-18,40.86465835571289,42.23060657790492,40.5895704301751,42.2021504540667,1707100.0,,,,,
2024-06-20,41.93654251098633,42.61951836317501,40.93105430474203,41.18716663078265,2758100.0,,,,,
2024-06-21,41.50968933105469,42.13574942418634,41.35791729691764,41.89860539468904,5020500.0,,,,,
2024-06-24,42.11677551269531,42.866147796656776,41.73734366829868,41.974487666414014,1867600.0,,,,,
2024-06-25,42.41083908081055,42.629011162541424,41.614034964756925,42.11678278820978,1512200.0,,,,,
2024-06-26,42.94204330444336,43.34044355574142,41.97449518460834,42.80924322067734,1682500.0,,,,,
2024-06-27,42.78078079223633,43.72935689511102,42.67644046048587,43.34044083767362,1557600.0,,,,,
2024-06-28,43.65347290039063,43.94753279638005,42.8282127000728,43.83370105814052,2140500.0,,,,,
2024-07-01,44.09930419921875,44.33644822270264,43.226612311162086,43.94753216893028,1532000.0,,,,,
2024-07-02,43.87164306640625,45.72136711939867,43.87164306640625,45.0573631492821,1915400.0,,,,,
2024-07-03,43.39735412597656,43.76729820513477,42.83769411381838,43.55861031698175,938300.0,,,,,
2024-07-05,41.196659088134766,43.39735528524853,41.11128709693076,43.25506742706501,1234800.0,,,,,
2024-07-08,40.45677185058594,41.83220429185995,40.371399857397215,40.93105989751646,1425000.0,,,,,
2024-07-09,39.195159912109375,40.399851862693644,39.15721600377674,39.85916383380948,1549500.0,,,,,
2024-07-10,37.82921600341797,39.290020452054655,37.563612233958935,39.06236421369624,2361400.0,,,,,
2024-07-11,38.67344284057617,39.10978691956386,37.50669482839769,37.98098281474001,2358000.0,,,,,
2024-07-12,38.626014709472656,39.26155887335258,37.96201080585307,38.96750263810731,1535400.0,,,,,
2024-07-15,38.32247543334961,39.0718477933874,37.78178735223839,38.92956355119164,2547100.0,,,,,
2024-07-16,38.38887405395508,38.42681434602267,37.64898227141465,38.13275808521383,2042000.0,,,,,
2024-07-17,37.87664031982422,39.60304836631029,37.60155240883251,38.322472201877645,2231900.0,,,,,
2024-07-18,36.5296630859375,38.047386978295656,36.39686301429391,37.65847093196918,2695600.0,,,,,
2024-07-19,36.757320404052734,36.94703632984423,35.90360054725616,36.59606421917466,2211200.0,,,,,
2024-07-22,36.34943389892578,36.76680605770835,35.685429941089055,36.54863400071766,2118000.0,,,,,
2024-07-23,36.26406478881836,36.89012488596067,36.05537688359401,36.24509283211335,1535600.0,,,,,
2024-07-24,37.02292251586914,37.26955431819262,35.72337432503246,36.1976623556986,2313300.0,,,,,
2024-07-25,38.17070388793945,38.74933226985554,36.4253237177448,36.92806789323363,2512200.0,,,,,
2024-07-26,38.37938690185547,38.65447483044585,37.61104260145339,38.22761487548328,1837800.0,,,,,
2024-07-29,37.00394821166992,38.51218419819732,36.899607891111785,38.36041218275879,1851900.0,,,,,
2024-07-30,38.73984909057617,38.88213695674154,37.10829699761117,37.10829699761117,2349200.0,,,,,
2024-07-31,38.65447616577149,40.447284420016594,38.44578826535162,39.57459614286199,3078100.0,,,,,
2024-08-01,37.184181213378906,39.74533722591449,36.3684052461202,37.48772525442441,3660600.0,,,,,
2024-08-02,34.33845520019531,36.46326361656225,34.27205516334201,36.24509154996845,2856800.0,,,,,
2024-08-05,33.598567962646484,34.06337190242229,32.061875500023305,33.03891146685054,4070400.0,,,,,
2024-08-06,34.11079406738281,34.9360578405271,33.50370597118275,33.82622197460534,3107500.0,,,,,
2024-08-07,34.54713821411133,34.99297011825121,34.36691006618672,34.632510203871504,1933200.0,,,,,
2024-08-08,35.66645812988281,35.77080207463233,34.73685403257059,34.9075980115188,2434400.0,,,,,
2024-08-09,35.24908447265625,35.91308840497852,35.17320027330731,35.60954437052211,2359100.0,,,,,
2024-08-12,35.486228942871094,36.03640477414726,34.850684743152456,35.524172852310215,2807400.0,,,,,
2024-08-13,34.54713821411133,35.087829894946125,34.46176984288164,34.93605787076475,2070200.0,,,,,
2024-08-14,34.61354064941406,34.992968887254584,34.35742468914327,34.90759690049765,1454400.0,,,,,
2024-08-15,35.01469421386719,35.702381684719995,34.62309521374115,35.21526851170154,1710100.0,,,,,
2024-08-16,35.10065078735352,35.54955823544958,34.5753356539284,34.603988080490204,1516000.0,,,,,
2024-08-19,35.091102600097656,35.29167688105844,34.55623420737605,35.138857860779815,1421900.0,,,,,
2024-08-20,32.54092788696289,35.00513846179706,31.9105490307134,34.82366338696497,3894600.0,,,,,
2024-08-21,32.82746505737305,33.23816684473105,32.53138026427267,33.0375925700193,2256400.0,,,,,
2024-08-22,32.04426956176758,32.81791793557938,31.977411465159605,32.71285417134028,1406400.0,,,,,
2024-08-23,32.674644470214844,32.77015862750199,31.98696075521012,32.34990362242363,1931800.0,,,,,
2024-08-26,31.88190078735352,33.018492067755325,31.69087609360294,32.942084376350884,1877400.0,,,,,
2024-08-27,31.25152015686035,31.80548773090996,31.175108826098867,31.643119118280985,1985100.0,,,,,
2024-08-28,31.156003952026367,32.02516274327949,30.84081634201872,30.964979281131637,2277300.0,,,,,
2024-08-29,31.853242874145508,31.967859869867656,30.72620125399381,31.70042385667542,1808800.0,,,,,
2024-08-30,32.5313835144043,32.94208534279452,31.499852323984264,31.700426618734905,2593200.0,,,,,
2024-09-03,31.88190078735352,32.21619126879729,31.41389046983925,31.85324471502049,2814500.0,,,,,
2024-09-04,31.57626342773437,32.407216673768865,31.49985209116,31.958309180127063,2642500.0,,,,,
2024-09-05,30.783510208129883,31.87234617917965,30.69754928181054,31.87234617917965,2596800.0,,,,,
2024-09-06,30.8790225982666,31.413887314858744,30.35370565408474,30.936327450191406,2846000.0,,,,,
2024-09-09,30.535179138183597,31.203761900494158,30.468321044127183,30.907677096385143,2712600.0,,,,,
2024-09-10,30.8790225982666,30.96497987615381,30.15312956361638,30.812160865199964,3222400.0,,,,,
2024-09-11,29.75198173522949,30.90767765333991,29.23621798482425,30.8026138912172,2987500.0,,,,,
2024-09-12,30.086271286010746,30.48742164269407,29.694672345170623,29.8570427710126,1956300.0,,,,,
2024-09-13,31.14645767211914,31.36613479179992,30.143580775832422,30.439669229398493,2098400.0,,,,,
2024-09-16,31.060495376586918,31.66222185223235,30.363258381280264,31.423441909586533,1700700.0,,,,,
2024-09-17,31.585811614990234,31.68132213795736,30.91722702374165,31.26107073601194,1734200.0,,,,,
2024-09-18,31.729076385498047,32.77015696439074,31.518948893623,31.757728809483783,2250700.0,,,,,
