Date,Close,High,Low,Open,Volume,"('Close', 'NUVB')","('High', 'NUVB')","('Low', 'NUVB')","('Open', 'NUVB')","('Volume', 'NUVB')"
2024-06-03,2.720000028610229,3.220000028610229,2.690000057220459,3.119999885559082,1436000.0,,,,,
2024-06-04,2.609999895095825,2.7799999713897705,2.5799999237060547,2.720000028610229,1028400.0,,,,,
2024-06-05,2.799999952316284,2.819999933242798,2.569999933242798,2.630000114440918,2412000.0,,,,,
2024-06-06,2.9100000858306885,2.9749999046325684,2.789999961853028,2.789999961853028,2182500.0,,,,,
2024-06-07,2.7699999809265137,2.869999885559082,2.7249999046325684,2.859999895095825,1573000.0,,,,,
2024-06-10,2.900000095367432,3.015000104904175,2.759999990463257,2.759999990463257,1672000.0,,,,,
2024-06-11,2.8499999046325684,2.9679999351501465,2.809999942779541,2.869999885559082,1318700.0,,,,,
2024-06-12,2.9200000762939453,3.025000095367432,2.880000114440918,2.9800000190734863,856400.0,,,,,
2024-06-13,2.990000009536743,3.015000104904175,2.880000114440918,2.9200000762939453,840700.0,,,,,
2024-06-14,3.0199999809265137,3.259999990463257,2.984999895095825,3.1600000858306885,1358100.0,,,,,
2024-06-17,2.930000066757202,3.039999961853028,2.9100000858306885,3.009999990463257,839100.0,,,,,
2024-06-18,2.900000095367432,2.940000057220459,2.8399999141693115,2.900000095367432,1065100.0,,,,,
2024-06-20,3.0299999713897705,3.055000066757202,2.900000095367432,2.900000095367432,1418100.0,,,,,
2024-06-21,3.049999952316284,3.069999933242798,2.9649999141693115,3.039999961853028,3313100.0,,,,,
2024-06-24,3.0,3.150000095367432,2.9100000858306885,3.0899999141693115,1900700.0,,,,,
2024-06-25,3.039999961853028,3.039999961853028,2.900000095367432,3.0,1867400.0,,,,,
2024-06-26,2.990000009536743,3.247999906539917,2.9800000190734863,3.1459999084472656,1638000.0,,,,,
2024-06-27,3.039999961853028,3.1760001182556152,3.0199999809265137,3.0899999141693115,1500800.0,,,,,
2024-06-28,2.9200000762939453,3.2149999141693115,2.9100000858306885,3.0799999237060547,10440200.0,,,,,
2024-07-01,3.1600000858306885,3.1600000858306885,2.880000114440918,3.009999990463257,2333400.0,,,,,
2024-07-02,2.9800000190734863,3.200000047683716,2.940000057220459,3.150000095367432,1589300.0,,,,,
2024-07-03,2.930000066757202,3.069999933242798,2.9100000858306885,3.009999990463257,820800.0,,,,,
2024-07-05,3.0299999713897705,3.0299999713897705,2.869999885559082,2.940000057220459,1005500.0,,,,,
2024-07-08,3.119999885559082,3.1700000762939453,3.039999961853028,3.069999933242798,2601600.0,,,,,
2024-07-09,3.2100000381469727,3.2100000381469727,3.009999990463257,3.0999999046325684,1217500.0,,,,,
2024-07-10,3.200000047683716,3.2799999713897705,3.134999990463257,3.240000009536743,2593400.0,,,,,
2024-07-11,3.3399999141693115,3.380000114440918,3.2249999046325684,3.2799999713897705,1874500.0,,,,,
2024-07-12,3.4600000381469727,3.569999933242798,3.380000114440918,3.400000095367432,1416600.0,,,,,
2024-07-15,3.440000057220459,3.4749999046325684,3.3919999599456787,3.4600000381469727,1606900.0,,,,,
2024-07-16,3.450000047683716,3.5,3.4200000762939453,3.490000009536743,1300400.0,,,,,
2024-07-17,3.390000104904175,3.490999937057495,3.3299999237060547,3.390000104904175,1326200.0,,,,,
2024-07-18,3.180000066757202,3.384999990463257,3.109999895095825,3.359999895095825,1625600.0,,,,,
2024-07-19,3.0,3.2300000190734863,2.984999895095825,3.190000057220459,1919300.0,,,,,
2024-07-22,3.130000114440918,3.150000095367432,3.009999990463257,3.009999990463257,1737100.0,,,,,
2024-07-23,3.2799999713897705,3.289999961853028,3.109999895095825,3.109999895095825,1121800.0,,,,,
2024-07-24,3.609999895095825,3.75,3.220000028610229,3.25,2084800.0,,,,,
2024-07-25,3.690000057220459,3.809999942779541,3.539999961853028,3.619999885559082,1452800.0,,,,,
2024-07-26,3.740000009536743,3.829999923706055,3.640000104904175,3.75,1238500.0,,,,,
2024-07-29,3.5799999237060547,3.796999931335449,3.539999961853028,3.7799999713897705,947900.0,,,,,
2024-07-30,3.5799999237060547,3.640000104904175,3.490000009536743,3.5999999046325684,729300.0,,,,,
2024-07-31,3.829999923706055,3.9700000286102295,3.569999933242798,3.5999999046325684,1536700.0,,,,,
2024-08-01,3.549999952316284,3.829999923706055,3.444999933242798,3.819999933242798,1040400.0,,,,,
2024-08-02,3.359999895095825,3.400000095367432,3.009999990463257,3.3399999141693115,1096500.0,,,,,
2024-08-05,3.180000066757202,3.190000057220459,2.789999961853028,3.109999895095825,2908900.0,,,,,
2024-08-06,2.9800000190734863,3.190000057220459,2.9049999713897705,3.180000066757202,1780900.0,,,,,
2024-08-07,2.859999895095825,3.039999961853028,2.8499999046325684,3.039999961853028,2255200.0,,,,,
2024-08-08,2.880000114440918,2.9549999237060547,2.8299999237060547,2.9100000858306885,1855400.0,,,,,
2024-08-09,2.8299999237060547,2.930000066757202,2.775000095367432,2.930000066757202,993200.0,,,,,
2024-08-12,2.819999933242798,2.869999885559082,2.775000095367432,2.809999942779541,958700.0,,,,,
2024-08-13,2.75,2.880000114440918,2.7100000381469727,2.859999895095825,1543200.0,,,,,
