Date,Close,High,Low,Open,Volume,"('Close', 'SEIC')","('High', 'SEIC')","('Low', 'SEIC')","('Open', 'SEIC')","('Volume', 'SEIC')"
2024-06-03,66.30350494384766,66.49981135461672,65.56734467054932,66.42128579486528,465800.0,,,,,
2024-06-04,65.73420715332031,66.54889300229291,65.6262363787042,66.14645511715837,416400.0,,,,,
2024-06-05,65.57715606689453,66.07774715960791,65.45937521350999,65.73420718955352,658600.0,,,,,
2024-06-06,65.19435119628906,65.7047598397244,65.10601555912302,65.31213953445324,420200.0,,,,,
2024-06-07,64.0557632446289,64.87044161324087,63.84963926062276,64.78210597235672,773900.0,,,,,
2024-06-10,64.19416046142578,64.4808306894123,62.97828380767403,63.610932744689016,533200.0,,,,,
2024-06-11,64.09529876708984,64.55002223139323,63.40334139405379,64.43139773525716,1156900.0,,,,,
2024-06-12,64.66864013671875,65.58795925542519,64.50059442104883,65.0343933488561,477900.0,,,,,
2024-06-13,64.26335144042969,64.46105139043074,63.87783125868887,64.35231415539926,621600.0,,,,,
2024-06-14,63.69001007080078,64.05576326875848,63.28471537508256,63.85805577995585,483800.0,,,,,
2024-06-17,63.9766845703125,64.15461755130119,62.928857434588586,63.39345686638345,612700.0,,,,,
2024-06-18,65.0047378540039,65.08381330929338,63.92725275893944,64.35231444092032,671300.0,,,,,
2024-06-20,65.07392883300781,65.35071176070778,64.62909266340216,64.96519160544437,557100.0,,,,,
2024-06-21,65.04428100585938,65.31117670050601,64.62909903163032,65.19255220190202,1100400.0,,,,,
2024-06-24,65.91416931152344,66.45785548593105,65.0245044542063,65.32106192056855,639800.0,,,,,
2024-06-25,65.03438568115234,65.66703451171765,64.82679849066395,65.66703451171765,709600.0,,,,,
2024-06-26,63.9964485168457,64.975083636791,63.88771128129623,64.91576761809239,460100.0,,,,,
2024-06-27,63.60103988647461,64.15461331397107,63.32425694361116,63.89759734912519,602300.0,,,,,
2024-06-28,63.947025299072266,64.42150818319627,63.57138484555718,63.71966357500948,953900.0,,,,,
2024-07-01,63.81851577758789,64.25346472137582,63.34403287688263,63.92725301353487,606900.0,,,,,
2024-07-02,64.40174102783203,64.68841122617742,63.62081342718827,63.96679210044324,780900.0,,,,,
2024-07-03,64.88611602783203,65.24198198746892,64.5994458080262,64.67852880833885,422600.0,,,,,
2024-07-05,64.27323150634766,64.84657192292947,64.21392302938047,64.84657192292947,494300.0,,,,,
2024-07-08,64.11507415771484,64.6587603451737,64.04587841947189,64.48082736943897,385300.0,,,,,
2024-07-09,63.52196502685547,64.75760856317589,63.49231078866692,64.35231386321337,604500.0,,,,,
2024-07-10,65.01461791992188,65.02450518004956,63.73944040893091,63.73944040893091,377000.0,,,,,
2024-07-11,65.88451385498047,66.25025950939204,65.30128619305762,65.40014370786352,438700.0,,,,,
2024-07-12,66.54682159423828,66.89280029479052,66.25026411275348,66.279925894318,395300.0,,,,,
2024-07-15,67.28820037841797,67.47602059888294,66.24037713112753,66.52704732065908,879600.0,,,,,
2024-07-16,69.02798461914062,69.14660155865654,67.03118066390971,67.32773809623708,657100.0,,,,,
2024-07-17,68.1284408569336,69.3542046867035,68.10867387854297,68.8006312487601,745600.0,,,,,
2024-07-18,66.29969024658203,68.59304438164818,66.09210303447597,68.18775721756579,795300.0,,,,,
2024-07-19,64.59944152832031,66.63578717172815,64.01622140863536,66.15140948323068,1288300.0,,,,,
2024-07-22,65.51876068115234,65.76588938471238,64.28311716335219,64.78726183031011,664300.0,,,,,
2024-07-23,66.91256713867188,67.12015433518586,65.1233502780661,65.47921619830983,878200.0,,,,,
2024-07-24,65.48910522460938,67.17946462048886,65.34082649687903,66.67531996291342,929300.0,,,,,
