Date,Close,High,Low,Open,Volume,"('Close', 'MNR')","('High', 'MNR')","('Low', 'MNR')","('Open', 'MNR')","('Volume', 'MNR')"
2024-06-03,15.911561965942385,15.952593236322896,15.780265031090584,15.878738514820894,95100.0,,,,,
2024-06-04,15.681792259216309,15.911561100112593,15.566906273585326,15.911561100112593,372100.0,,,,,
2024-06-05,15.772058486938477,15.80488350263918,15.55459823606146,15.80488350263918,76200.0,,,,,
2024-06-06,15.796676635742188,15.821295396562412,15.68179221561348,15.731028172071092,79500.0,,,,,
2024-06-07,15.813088417053224,16.116711960650587,15.74743995639573,15.755646209625764,129400.0,,,,,
2024-06-10,16.083890914916992,16.494194246597615,15.796678269703955,15.829503287526244,190100.0,,,,,
2024-06-11,16.05106544494629,16.206981144844118,15.95259352461931,16.206981144844118,80700.0,,,,,
2024-06-12,15.780263900756836,16.215185944539463,15.772057647268545,16.215185944539463,71400.0,,,,,
2024-06-13,15.837708473205566,15.977211672956797,15.6900005839246,15.960800728714274,73700.0,,,,,
2024-06-14,15.29610538482666,15.903354035814118,15.140191269361242,15.7474399203487,401500.0,,,,,
2024-06-17,15.4356107711792,15.537366447362286,15.304313831348178,15.386374810038312,94300.0,,,,,
2024-06-18,15.484846115112305,15.722821198072872,15.222250707276736,15.394578894756869,100600.0,,,,,
2024-06-20,15.6899995803833,15.722823031951982,15.47664166704656,15.607938603687176,74700.0,,,,,
2024-06-21,15.61614227294922,15.720358397000648,15.576752885440534,15.714614176538245,156900.0,,,,,
2024-06-24,16.157745361328125,16.198775067715772,15.616145098059738,15.616145098059738,138600.0,,,,,
2024-06-25,15.919767379760742,16.305453475066148,15.919767379760742,16.190567489247403,69800.0,,,,,
2024-06-26,15.804882049560549,16.03465244279201,15.763850783707026,16.03465244279201,29200.0,,,,,
2024-06-27,15.4356107711792,15.9115625693624,15.4356107711792,15.845914099446889,105500.0,,,,,
2024-06-28,15.607935905456545,15.698201555552902,15.517668690177508,15.550493701254496,40400.0,,,,,
2024-07-01,16.198774337768555,16.371102540233775,15.599731886478253,15.607938140422586,90200.0,,,,,
2024-07-02,16.190568923950195,16.576255053432597,16.141332962912244,16.28904241120908,84900.0,,,,,
2024-07-03,16.41213035583496,16.568046032466555,16.21518497938687,16.420336608834806,45500.0,,,,,
2024-07-05,16.182361602783203,16.485986733731018,16.14543424314337,16.485986733731018,43400.0,,,,,
2024-07-08,16.198774337768555,16.305454073862002,16.133125871396782,16.280835312028998,48600.0,,,,,
2024-07-09,16.09209632873535,16.289041729831833,16.01003535364942,16.28083547580495,40600.0,,,,,
2024-07-10,16.083890914916992,16.165951894289716,15.83770797679882,16.165951894289716,73700.0,,,,,
2024-07-11,16.354692459106445,16.453164390684236,16.010037568217914,16.16595328592974,58700.0,,,,,
2024-07-12,16.42033576965332,16.494190477694758,16.248007595829083,16.461365467372946,67400.0,,,,,
2024-07-15,16.17415428161621,16.592663808189084,16.026446417987056,16.338276217003415,85400.0,,,,,
2024-07-16,16.37930679321289,16.461367765290046,16.108506680986277,16.22339266796744,39100.0,,,,,
2024-07-17,16.182361602783203,16.584458649315316,16.04285841805305,16.535222691523167,47200.0,,,,,
2024-07-18,16.190568923950195,16.386694177402862,16.16595172602271,16.215187687060663,54200.0,,,,,
2024-07-19,16.05106544494629,16.29724837612964,16.04285919072188,16.29724837612964,26600.0,,,,,
2024-07-22,15.870532035827637,16.083889943233835,15.435609967055438,16.083889943233835,173500.0,,,,,
2024-07-23,15.722821235656738,16.026446345189058,15.591524314016484,15.91976661811712,78600.0,,,,,
2024-07-24,15.755645751953123,15.763850439762065,15.624348834452077,15.624348834452077,36500.0,,,,,
2024-07-25,15.772058486938477,15.772058486938477,15.591525596133302,15.714616274645143,30800.0,,,,,
2024-07-26,15.673585891723633,16.124918881790705,15.59152492120703,15.71461559439052,60800.0,,,,,
2024-07-29,15.63255500793457,15.837706656674827,15.484847135595192,15.837706656674827,106400.0,,,,,
2024-07-30,15.484846115112305,15.722821198072872,15.402785147987611,15.632553977717434,48100.0,,,,,
2024-07-31,15.796676635742188,16.124918954097666,15.624350005549124,15.624350005549124,52600.0,,,,,
2024-08-01,15.509464263916016,15.89104645411916,15.312518869808404,15.788470630197518,41900.0,,,,,
2024-08-02,14.811948776245115,15.443816245505916,14.565767417792213,15.443816245505916,117500.0,,,,,
2024-08-05,14.836566925048828,14.935040403470358,14.221111989167074,14.590385576769265,58800.0,,,,,
2024-08-06,14.85297966003418,14.992482843580143,14.720040853422676,14.77912494138144,29000.0,,,,,
2024-08-07,14.96786403656006,15.148396923169011,14.919448235154904,14.96786403656006,36500.0,,,,,
2024-08-08,15.46022891998291,15.878738486007189,14.9186286734063,14.9186286734063,49200.0,,,,,
2024-08-09,15.452021598815918,15.542288822072535,15.3617543755593,15.43560909182693,13800.0,,,,,
2024-08-12,15.156601905822754,15.525875466989502,15.000687793492553,15.402784801661497,62800.0,,,,,
2024-08-13,15.452021598815918,15.55049507556703,15.263282463991002,15.28789965929167,59000.0,,,,,
2024-08-14,16.001827239990234,16.35304641953665,15.862324068111215,16.182360112052546,220600.0,,,,,
2024-08-15,16.264421463012695,16.682930988566987,16.198773002054146,16.387512131662128,150900.0,,,,,
2024-08-16,16.625490188598633,16.888084054667324,16.40392602715959,16.48598700160178,153900.0,,,,,
2024-08-19,16.912702560424805,17.18350267635494,16.80602282571067,16.830641587225365,185000.0,,,,,
2024-08-20,16.83884620666504,17.06861503110238,16.6993430353212,17.06861503110238,106600.0,,,,,
2024-08-21,16.83064079284668,17.052204940472837,16.764992330422203,16.879876748369334,108500.0,,,,,
2024-08-22,16.535221099853516,17.02758532592897,16.48598514680079,17.02758532592897,87100.0,,,,,
2024-08-23,16.855260848999023,17.011174981004274,16.535223200540877,16.535223200540877,132300.0,,,,,
2024-08-26,16.78140640258789,17.10964874532665,16.7075516798238,16.986558062447482,281400.0,,,,,
