Date,Close,High,Low,Open,Volume,"('Close', 'INAB')","('High', 'INAB')","('Low', 'INAB')","('Open', 'INAB')","('Volume', 'INAB')"
2024-06-03,32.70000076293945,36.900001525878906,31.26000022888184,36.900001525878906,14603.0,,,,,
2024-06-04,36.900001525878906,40.5,32.400001525878906,32.400001525878906,20870.0,,,,,
2024-06-05,41.09999847412109,44.09999847412109,36.0,36.0,18310.0,,,,,
2024-06-06,33.900001525878906,41.09999847412109,33.900001525878906,40.79999923706055,8820.0,,,,,
2024-06-07,40.20000076293945,42.29999923706055,33.0,33.0,18450.0,,,,,
2024-06-10,39.29999923706055,46.79999923706055,38.400001525878906,42.29999923706055,26227.0,,,,,
2024-06-11,42.0,44.09999847412109,38.70000076293945,38.70000076293945,8190.0,,,,,
2024-06-12,44.09999847412109,45.0,39.68999862670898,40.5,6977.0,,,,,
2024-06-13,50.400001525878906,52.20000076293945,45.0,45.59999847412109,128210.0,,,,,
2024-06-14,32.70000076293945,45.0,31.799999237060547,45.0,163893.0,,,,,
2024-06-17,30.0,34.5,28.5,33.29999923706055,68273.0,,,,,
2024-06-18,30.0,30.600000381469727,28.799999237060547,30.0,33280.0,,,,,
2024-06-20,27.600000381469727,29.96999931335449,26.06999969482422,29.700000762939453,17697.0,,,,,
2024-06-21,26.670000076293945,27.899999618530277,26.100000381469727,27.059999465942383,14983.0,,,,,
2024-06-24,26.43000030517578,28.46999931335449,25.920000076293945,25.979999542236328,10060.0,,,,,
2024-06-25,26.850000381469727,27.239999771118164,26.43000030517578,26.700000762939453,9230.0,,,,,
2024-06-26,26.3700008392334,27.51000022888184,26.25,27.299999237060547,13707.0,,,,,
2024-06-27,26.96999931335449,27.600000381469727,25.950000762939453,26.43000030517578,9973.0,,,,,
2024-06-28,25.40999984741211,26.96999931335449,23.399999618530277,26.549999237060547,11450.0,,,,,
2024-07-01,24.38999938964844,25.3799991607666,23.700000762939453,25.3799991607666,9620.0,,,,,
2024-07-02,24.239999771118164,25.290000915527344,22.82999992370605,24.93000030517578,6577.0,,,,,
2024-07-03,23.96999931335449,24.239999771118164,23.549999237060547,24.239999771118164,1920.0,,,,,
2024-07-05,24.0,24.0,23.3700008392334,23.96999931335449,3490.0,,,,,
2024-07-08,24.690000534057617,24.899999618530277,24.0,24.149999618530277,5863.0,,,,,
2024-07-09,25.82999992370605,25.82999992370605,24.0,24.299999237060547,3720.0,,,,,
2024-07-10,25.3799991607666,26.399999618530277,24.959999084472656,26.100000381469727,5653.0,,,,,
2024-07-11,25.200000762939453,25.799999237060547,24.600000381469727,25.59000015258789,4113.0,,,,,
2024-07-12,26.34000015258789,27.149999618530277,25.31999969482422,27.149999618530277,2430.0,,,,,
2024-07-15,25.46999931335449,27.299999237060547,25.049999237060547,27.299999237060547,4987.0,,,,,
2024-07-16,25.799999237060547,26.100000381469727,25.5,25.5,3703.0,,,,,
2024-07-17,26.01000022888184,26.3700008392334,25.200000762939453,26.100000381469727,2647.0,,,,,
2024-07-18,25.350000381469727,26.25,25.350000381469727,26.01000022888184,947.0,,,,,
2024-07-19,24.899999618530277,26.100000381469727,24.600000381469727,25.350000381469727,2173.0,,,,,
2024-07-22,26.190000534057617,26.700000762939453,25.07999992370605,25.200000762939453,3360.0,,,,,
2024-07-23,25.86000061035156,26.549999237060547,25.5,25.799999237060547,3093.0,,,,,
2024-07-24,25.3799991607666,26.25,25.200000762939453,25.86000061035156,4133.0,,,,,
2024-07-25,24.38999938964844,26.399999618530277,24.059999465942383,25.3799991607666,3847.0,,,,,
2024-07-26,25.170000076293945,25.709999084472656,24.38999938964844,24.38999938964844,1810.0,,,,,
2024-07-29,25.07999992370605,26.76000022888184,24.18000030517578,26.76000022888184,3023.0,,,,,
2024-07-30,24.8700008392334,26.399999618530277,24.38999938964844,25.5,1467.0,,,,,
2024-07-31,25.200000762939453,25.770000457763672,24.600000381469727,25.170000076293945,1363.0,,,,,
2024-08-01,25.5,25.5,24.32999992370605,24.600000381469727,157.0,,,,,
2024-08-02,23.700000762939453,25.46999931335449,23.670000076293945,25.46999931335449,3353.0,,,,,
2024-08-05,21.899999618530277,22.5,20.3700008392334,22.5,4703.0,,,,,
2024-08-06,21.38999938964844,21.899999618530277,20.729999542236328,21.51000022888184,4240.0,,,,,
2024-08-07,21.270000457763672,22.290000915527344,21.209999084472656,21.600000381469727,1680.0,,,,,
2024-08-08,20.520000457763672,21.899999618530277,19.5,21.899999618530277,3480.0,,,,,
2024-08-09,20.96999931335449,22.5,20.520000457763672,21.0,1683.0,,,,,
2024-08-12,19.049999237060547,20.96999931335449,18.38999938964844,20.700000762939453,46780.0,,,,,
2024-08-13,19.46999931335449,19.82999992370605,18.65999984741211,19.82999992370605,6310.0,,,,,
2024-08-14,18.0,19.979999542236328,17.700000762939453,19.649999618530277,3320.0,,,,,
2024-08-15,18.09000015258789,19.46999931335449,18.0,19.200000762939453,4750.0,,,,,
2024-08-16,21.0,21.209999084472656,18.059999465942383,18.899999618530277,4000.0,,,,,
2024-08-19,18.0,20.729999542236328,17.850000381469727,20.729999542236328,12483.0,,,,,
2024-08-20,15.84000015258789,18.600000381469727,15.0600004196167,18.0,13937.0,,,,,
2024-08-21,16.260000228881836,17.309999465942383,15.600000381469728,17.040000915527344,6587.0,,,,,
2024-08-22,15.600000381469728,17.309999465942383,15.600000381469728,17.100000381469727,3837.0,,,,,
2024-08-23,16.049999237060547,16.979999542236328,16.049999237060547,16.739999771118164,2750.0,,,,,
2024-08-26,15.210000038146973,17.639999389648438,15.0,17.100000381469727,10417.0,,,,,
2024-08-27,15.510000228881836,16.5,15.0,15.149999618530272,3317.0,,,,,
2024-08-28,15.75,16.860000610351562,15.600000381469728,15.899999618530272,8093.0,,,,,
2024-08-29,15.56999969482422,16.5,15.0,15.600000381469728,1507.0,,,,,
2024-08-30,15.779999732971191,16.469999313354492,15.449999809265137,15.960000038146973,1980.0,,,,,
2024-09-03,15.0,16.049999237060547,15.0,15.56999969482422,7983.0,,,,,
2024-09-04,13.949999809265137,15.630000114440918,13.800000190734863,15.0,57847.0,,,,,
2024-09-05,10.140000343322754,13.739999771118164,9.300000190734863,13.739999771118164,61860.0,,,,,
2024-09-06,9.119999885559082,10.199999809265137,9.029999732971191,9.989999771118164,40197.0,,,,,
2024-09-09,9.149999618530272,9.65999984741211,8.789999961853027,9.0,10487.0,,,,,
2024-09-10,9.0600004196167,9.75,8.430000305175781,9.300000190734863,8773.0,,,,,
2024-09-11,9.09000015258789,9.600000381469728,9.0,9.300000190734863,4323.0,,,,,
2024-09-12,9.029999732971191,9.300000190734863,9.0,9.210000038146973,3467.0,,,,,
2024-09-13,9.510000228881836,9.899999618530272,9.0,9.029999732971191,3417.0,,,,,
2024-09-16,9.18000030517578,9.600000381469728,9.0,9.600000381469728,4077.0,,,,,
2024-09-17,9.899999618530272,10.199999809265137,9.0,9.300000190734863,9940.0,,,,,
2024-09-18,9.899999618530272,10.5,9.899999618530272,9.899999618530272,9060.0,,,,,
2024-09-19,9.630000114440918,10.199999809265137,9.630000114440918,9.989999771118164,5567.0,,,,,
2024-09-20,9.420000076293944,9.899999618530272,9.210000038146973,9.630000114440918,2657.0,,,,,
2024-09-23,9.239999771118164,9.899999618530272,9.149999618530272,9.420000076293944,9730.0,,,,,
2024-09-24,9.239999771118164,9.899999618530272,9.239999771118164,9.239999771118164,4837.0,,,,,
2024-09-25,9.359999656677246,9.600000381469728,9.149999618530272,9.239999771118164,2803.0,,,,,
2024-09-26,8.550000190734863,9.359999656677246,8.399999618530273,9.359999656677246,12060.0,,,,,
2024-09-27,8.579999923706055,8.850000381469727,8.399999618530273,8.550000190734863,7200.0,,,,,
2024-09-30,8.100000381469727,8.699999809265137,7.829999923706055,8.579999923706055,12603.0,,,,,
2024-10-01,7.710000038146973,8.100000381469727,7.079999923706055,8.100000381469727,18940.0,,,,,
2024-10-02,7.920000076293945,8.069999694824219,7.769999980926514,7.800000190734863,14017.0,,,,,
2024-10-03,7.920000076293945,8.609999656677246,7.920000076293945,8.1899995803833,8643.0,,,,,
2024-10-04,7.889999866485596,8.100000381469727,7.800000190734863,7.920000076293945,7287.0,,,,,
2024-10-07,7.650000095367432,8.279999732971191,7.199999809265137,7.889999866485596,15317.0,,,,,
2024-10-08,6.75,7.800000190734863,6.510000228881836,7.650000095367432,14797.0,,,,,
2024-10-09,6.900000095367432,7.5,6.75,7.170000076293945,32197.0,,,,,
2024-10-10,6.900000095367432,7.019999980926514,6.659999847412109,6.869999885559082,9607.0,,,,,
2024-10-11,6.75,7.139999866485596,6.599999904632568,6.900000095367432,10990.0,,,,,
2024-10-14,6.809999942779541,7.079999923706055,6.75,6.900000095367432,32780.0,,,,,
2024-10-15,7.019999980926514,7.230000019073486,6.75,7.079999923706055,9743.0,,,,,
2024-10-16,6.869999885559082,6.989999771118164,6.599999904632568,6.659999847412109,12847.0,,,,,
2024-10-17,6.900000095367432,6.900000095367432,6.630000114440918,6.869999885559082,9803.0,,,,,
2024-10-18,8.130000114440918,8.1899995803833,6.900000095367432,6.900000095367432,48573.0,,,,,
2024-10-21,14.25,16.709999084472656,8.100000381469727,8.279999732971191,1052497.0,,,,,
2024-10-22,9.84000015258789,12.300000190734863,9.600000381469728,12.300000190734863,135107.0,,,,,
2024-10-23,9.720000267028809,9.75,8.430000305175781,9.270000457763672,47067.0,,,,,
2024-10-24,9.600000381469728,9.899999618530272,8.609999656677246,9.6899995803833,21343.0,,,,,
2024-10-25,9.300000190734863,9.899999618530272,8.970000267028809,9.899999618530272,14350.0,,,,,
2024-10-28,9.029999732971191,9.449999809265137,8.640000343322754,9.449999809265137,9397.0,,,,,
2024-10-29,8.25,8.819999694824219,8.100000381469727,8.819999694824219,16620.0,,,,,
2024-10-30,8.100000381469727,8.399999618530273,7.920000076293945,8.069999694824219,2250.0,,,,,
2024-10-31,8.399999618530273,8.729999542236328,7.860000133514404,8.100000381469727,8720.0,,,,,
2024-11-01,8.579999923706055,8.850000381469727,8.15999984741211,8.399999618530273,6950.0,,,,,
2024-11-04,9.149999618530272,12.300000190734863,8.399999618530273,8.520000457763672,243360.0,,,,,
2024-11-05,11.06999969482422,12.119999885559082,9.0,9.149999618530272,79620.0,,,,,
2024-11-06,10.020000457763672,10.800000190734863,9.300000190734863,10.800000190734863,19807.0,,,,,
2024-11-07,9.93000030517578,10.529999732971191,9.18000030517578,9.779999732971191,19757.0,,,,,
2024-11-08,10.31999969482422,10.5,9.630000114440918,10.350000381469728,10310.0,,,,,
2024-11-11,9.960000038146973,10.5,9.65999984741211,10.5,6607.0,,,,,
2024-11-12,10.5,11.010000228881836,9.75,9.899999618530272,14973.0,,,,,
2024-11-13,9.510000228881836,10.350000381469728,9.029999732971191,9.029999732971191,23947.0,,,,,
2024-11-14,10.079999923706056,11.100000381469728,9.510000228881836,9.510000228881836,15210.0,,,,,
2024-11-15,10.050000190734863,10.859999656677246,9.329999923706056,10.079999923706056,17823.0,,,,,
2024-11-18,9.960000038146973,10.5,9.630000114440918,10.350000381469728,9437.0,,,,,
2024-11-19,9.510000228881836,10.050000190734863,9.449999809265137,9.6899995803833,10347.0,,,,,
2024-11-20,9.65999984741211,9.65999984741211,9.18000030517578,9.510000228881836,4093.0,,,,,
2024-11-21,9.600000381469728,10.5,9.119999885559082,9.6899995803833,18240.0,,,,,
2024-11-22,9.539999961853027,9.8100004196167,9.329999923706056,9.600000381469728,5677.0,,,,,
2024-11-25,9.119999885559082,9.75,9.0,9.539999961853027,10800.0,,,,,
2024-11-26,9.300000190734863,9.600000381469728,8.850000381469727,9.449999809265137,11890.0,,,,,
2024-11-27,8.880000114440918,9.630000114440918,8.699999809265137,9.300000190734863,9783.0,,,,,
2024-11-29,9.149999618530272,9.270000457763672,8.90999984741211,9.18000030517578,4023.0,,,,,
2024-12-02,11.039999961853027,12.300000190734863,9.149999618530272,9.300000190734863,161207.0,,,,,
2024-12-03,9.56999969482422,10.949999809265137,9.449999809265137,10.739999771118164,44807.0,,,,,
2024-12-04,9.029999732971191,9.899999618530272,9.0,9.899999618530272,14743.0,,,,,
2024-12-05,9.0,9.300000190734863,8.699999809265137,9.300000190734863,21330.0,,,,,
2024-12-06,9.270000457763672,9.390000343322754,8.880000114440918,9.329999923706056,17107.0,,,,,
2024-12-09,10.079999923706056,10.199999809265137,9.09000015258789,9.09000015258789,24830.0,,,,,
2024-12-10,9.149999618530272,10.800000190734863,9.0,10.800000190734863,39103.0,,,,,
2024-12-11,9.630000114440918,9.630000114440918,9.119999885559082,9.300000190734863,10183.0,,,,,
2024-12-12,8.729999542236328,9.869999885559082,8.550000190734863,9.390000343322754,11617.0,,,,,
2024-12-13,8.550000190734863,9.0,8.399999618530273,8.760000228881836,9037.0,,,,,
2024-12-16,8.460000038146973,9.0,8.279999732971191,9.0,7583.0,,,,,
2024-12-17,8.640000343322754,9.479999542236328,8.399999618530273,8.699999809265137,20403.0,,,,,
2024-12-18,8.069999694824219,8.970000267028809,8.069999694824219,8.640000343322754,8757.0,,,,,
2024-12-19,7.199999809265137,8.069999694824219,7.199999809265137,7.949999809265137,23287.0,,,,,
2024-12-20,7.46999979019165,7.650000095367432,6.900000095367432,6.929999828338623,44327.0,,,,,
2024-12-23,7.199999809265137,7.800000190734863,6.900000095367432,7.619999885559082,22103.0,,,,,
2024-12-24,7.050000190734863,7.5,6.960000038146973,7.199999809265137,17557.0,,,,,
2024-12-26,7.619999885559082,7.769999980926514,7.050000190734863,7.320000171661377,22473.0,,,,,
2024-12-27,8.100000381469727,8.25,7.230000019073486,7.800000190734863,36123.0,,,,,
2024-12-30,8.069999694824219,8.399999618530273,7.230000019073486,8.369999885559082,18503.0,,,,,
2024-12-31,7.710000038146973,8.369999885559082,7.5,8.369999885559082,22763.0,,,,,
2025-01-02,8.399999618530273,8.430000305175781,7.679999828338623,7.920000076293945,26223.0,,,,,
2025-01-03,8.729999542236328,9.600000381469728,8.15999984741211,8.850000381469727,24407.0,,,,,
2025-01-06,10.4399995803833,11.550000190734863,8.850000381469727,9.119999885559082,126223.0,,,,,
2025-01-07,10.350000381469728,10.949999809265137,9.630000114440918,10.5,28427.0,,,,,
2025-01-08,9.390000343322754,10.5600004196167,9.0,10.5,27613.0,,,,,
2025-01-10,9.6899995803833,10.5,9.18000030517578,9.93000030517578,23457.0,,,,,
2025-01-13,9.510000228881836,10.68000030517578,9.210000038146973,10.470000267028809,44727.0,,,,,
2025-01-14,9.510000228881836,10.079999923706056,9.300000190734863,9.84000015258789,25007.0,,,,,
2025-01-15,9.09000015258789,9.600000381469728,8.399999618530273,8.90999984741211,22847.0,,,,,
2025-01-16,8.90999984741211,9.8100004196167,8.460000038146973,8.819999694824219,13350.0,,,,,
2025-01-17,8.880000114440918,9.359999656677246,8.130000114440918,8.640000343322754,13617.0,,,,,
2025-01-21,8.579999923706055,9.0600004196167,8.34000015258789,9.0,16643.0,,,,,
2025-01-22,7.739999771118164,8.699999809265137,7.710000038146973,8.3100004196167,24597.0,,,,,
2025-01-23,8.609999656677246,8.760000228881836,8.100000381469727,8.399999618530273,10137.0,,,,,
2025-01-24,8.25,8.550000190734863,8.15999984741211,8.399999618530273,15963.0,,,,,
2025-01-27,8.010000228881836,8.520000457763672,7.949999809265137,8.399999618530273,22290.0,,,,,
2025-01-28,8.220000267028809,8.550000190734863,7.860000133514404,8.550000190734863,8290.0,,,,,
2025-01-29,8.039999961853027,8.399999618530273,7.559999942779541,7.980000019073486,12757.0,,,,,
2025-01-30,7.440000057220459,8.100000381469727,7.289999961853027,8.100000381469727,24330.0,,,,,
2025-01-31,7.679999828338623,7.769999980926514,7.440000057220459,7.53000020980835,5913.0,,,,,
2025-02-03,7.53000020980835,7.679999828338623,7.050000190734863,7.199999809265137,14443.0,,,,,
2025-02-04,7.619999885559082,7.800000190734863,7.289999961853027,7.679999828338623,10960.0,,,,,
