Date,Close,High,Low,Open,Volume,"('Close', 'FLG')","('High', 'FLG')","('Low', 'FLG')","('Open', 'FLG')","('Volume', 'FLG')"
2024-06-03,9.707025527954102,10.242996239397987,9.617696918287054,10.123891742028055,3661100.0,,,,,
2024-06-04,9.319936752319336,9.707026157225618,9.230608136861436,9.587921652134572,4899067.0,,,,,
2024-06-05,9.260384559631348,9.468817692180158,9.17105593903064,9.439041800832763,3939900.0,,,,,
2024-06-06,9.498592376708984,9.61769687352458,9.200831607949194,9.230607495513492,3867667.0,,,,,
2024-06-07,9.319374084472656,9.49859312729128,9.22976551259839,9.468723603333192,2967667.0,,,,,
2024-06-10,9.199893951416016,9.379112973045851,8.990805409359519,9.199893951416016,5281567.0,,,,,
2024-06-11,9.916769981384276,10.00637950026834,9.080415737846383,9.110285260962732,4987100.0,,,,,
2024-06-12,9.76742172241211,10.364816951138584,9.647941727131766,10.185597907753117,4439800.0,,,,,
2024-06-13,9.379115104675291,10.006380873406014,9.349245577460064,9.76742275661388,2897633.0,,,,,
2024-06-14,9.110284805297852,9.408982870126543,8.931066726028613,9.31937335572444,6550333.0,,,,,
2024-06-17,9.4985933303833,9.55833332911184,9.020677138695245,9.110285712485451,4015467.0,,,,,
2024-06-18,9.170026779174805,9.468724908534394,9.080417245413413,9.408984902848406,4645033.0,,,,,
2024-06-20,9.140155792236328,9.199894838852172,9.050546272777536,9.17002531554425,2823567.0,,,,,
2024-06-21,9.140155792236328,9.319373881618883,9.08041579608546,9.140155792236328,7951433.0,,,,,
2024-06-24,9.259636878967283,9.31937593876988,9.080417800489036,9.17002733972816,4156700.0,,,,,
2024-06-25,8.931068420410156,9.259636069196318,8.841458889007539,9.229766541907164,5267967.0,,,,,
2024-06-26,9.140155792236328,9.22976531169512,8.602499625018604,8.871327233859953,4927333.0,,,,,
2024-06-27,9.080415725708008,9.199894767548702,8.931067160790894,8.990806206943732,3238567.0,,,,,
2024-06-28,9.618072509765623,9.76742203386076,9.110285837005309,9.140156311545384,42796800.0,,,,,
2024-07-01,9.677812576293944,9.79729162667596,9.558333525911932,9.647942101547129,3353467.0,,,,,
2024-07-02,10.305078506469728,10.305078506469728,9.558333714683082,9.647942292087992,5242600.0,,,,,
2024-07-03,10.006380081176758,10.364817227986627,10.006380081176758,10.334947703136242,2523833.0,,,,,
2024-07-05,10.006380081176758,10.305078178285855,9.827161033004284,10.006380081176758,3255800.0,,,,,
2024-07-08,9.79729175567627,10.305078438637135,9.767422230071247,10.036249859586642,3381633.0,,,,,
2024-07-09,10.305078506469728,10.305078506469728,9.618072766286357,9.797291820166382,3675133.0,,,,,
2024-07-10,10.364816665649414,10.54403570409846,10.185597627200368,10.215468099965223,5673800.0,,,,,
2024-07-11,10.992083549499512,11.02195307598696,10.57390638053471,10.663515909532183,6000900.0,,,,,
2024-07-12,10.962213516235352,11.858306865713985,10.474340491508876,11.858306865713985,5676600.0,,,,,
2024-07-15,10.05616283416748,11.32065009457054,9.986466013057443,11.201171050641236,9868600.0,,,,,
2024-07-16,10.504210472106934,10.524123173196442,10.086033304340903,10.205512359483324,8480900.0,,,,,
2024-07-17,11.390345573425291,11.579521431942162,10.265251044498669,10.265251044498669,10764200.0,,,,,
2024-07-18,11.041866302490234,12.08730918474106,11.021952652573509,11.320650754578756,16032600.0,,,,,
2024-07-19,11.131475448608398,11.370433542253236,10.782994183225057,10.8526900564877,6341300.0,,,,,
2024-07-22,10.97217082977295,11.270867993211892,10.653559066150883,11.101605760844423,6254300.0,,,,,
2024-07-23,11.469999313354492,11.499868836176296,10.802907289945766,10.832776812767571,5824500.0,,,,,
2024-07-24,10.892516136169434,11.55960817658895,10.892516136169434,11.4003027847637,7924200.0,,,,,
2024-07-25,10.563947677612305,10.713297182575197,9.07045832519314,9.09037197233551,17245900.0,,,,,
2024-07-26,11.171300888061523,11.171300888061523,10.544035231160036,10.60377427494019,7304600.0,,,,,
2024-07-29,10.4345121383667,11.240996831091122,10.394685792400985,11.22108413287576,6408200.0,,,,,
2024-07-30,10.55399227142334,10.683427185446616,10.384730061349824,10.434512282342622,5036700.0,,,,,
2024-07-31,10.474339485168455,10.972169286945627,10.42455631508374,10.544035353566064,6287600.0,,,,,
2024-08-01,9.817203521728516,10.524121890656,9.74750765210616,10.434512372835826,9010000.0,,,,,
2024-08-02,9.866986274719238,9.94663896506639,9.070458421712765,9.428896477809907,10869200.0,,,,,
2024-08-05,10.036250114440918,10.285165049718788,9.259635782243798,9.309418959206395,10380900.0,,,,,
2024-08-06,9.468724250793455,10.036249992479116,9.42889789961438,10.016337291657132,7504000.0,,,,,
2024-08-07,9.309418678283691,9.866987584741151,9.309418678283691,9.667855832434917,4979100.0,,,,,
2024-08-08,9.339287757873535,9.578245849232784,9.170025539110307,9.448809979029429,5264400.0,,,,,
2024-08-09,9.309418678283691,9.498593605590845,9.209852327363029,9.35920090420893,4887100.0,,,,,
2024-08-12,9.369157791137695,9.707682247063474,9.279548264623802,9.538420019100585,4458300.0,,,,,
2024-08-13,10.235380172729492,10.324989686471618,9.379113279426342,9.438852322231115,9187500.0,,,,,
2024-08-14,10.006380081176758,10.265251828640311,9.77737785856359,10.265251828640311,5611200.0,,,,,
2024-08-15,10.334946632385254,10.633644698547773,10.155727602780749,10.235380293819423,5433400.0,,,,,
2024-08-16,10.992083549499512,11.011997200181227,10.235381915226524,10.2652523912491,6602600.0,,,,,
2024-08-19,11.161343574523926,11.191213095103407,10.902471864075231,10.902471864075231,4859700.0,,,,,
2024-08-20,10.92238712310791,11.161345222087052,10.812863948924496,11.071735697586105,3666100.0,,,,,
2024-08-21,11.041866302490234,11.071735827830231,10.753125025443348,11.011996777150236,4342000.0,,,,,
2024-08-22,10.364816665649414,11.161344564880148,10.305077619189747,11.01199599919596,5830600.0,,,,,
2024-08-23,11.240997314453123,11.44012905284434,10.454426235656555,10.464383059959877,8273900.0,,,,,
2024-08-26,11.101605415344238,11.390346694008208,11.071735889836956,11.34056446800777,4978000.0,,,,,
2024-08-27,10.593819618225098,11.041866296210618,10.583862793272395,11.002039945934907,3455400.0,,,,,
2024-08-28,10.573904991149902,10.663514508372913,10.33494691157855,10.484295473926894,2897300.0,,,,,
2024-08-29,10.77303695678711,11.06177821322208,10.434512528649211,10.573905219510412,3756300.0,,,,,
2024-08-30,10.792950630187988,11.031908715471443,10.623688415728452,10.862646501011907,4082000.0,,,,,
2024-09-03,10.464383125305176,10.832777081013132,10.384730429451295,10.663514864939875,4444300.0,,,,,
2024-09-04,10.384730339050291,10.703341119692247,10.334947167191231,10.34490399147005,2797000.0,,,,,
2024-09-05,10.275208473205566,10.553993891132103,10.006380830354798,10.494253887423518,3571500.0,,,,,
2024-09-06,10.773521423339844,10.833318417477438,10.325039215027465,10.364904194604554,4658500.0,,,,,
2024-09-09,10.624027252197266,11.10240796726462,10.584162271812994,10.833318636828714,5753700.0,,,,,
2024-09-10,9.786860466003418,10.663890873106142,9.477907145025949,10.663890873106142,14175000.0,,,,,
2024-09-11,9.96625518798828,10.006120170721989,9.587537376789989,9.75696379102228,10858600.0,,,,,
2024-09-12,10.215410232543944,10.215410232543944,9.76692899779176,9.90645594389562,5485500.0,,,,,
2024-09-13,10.564229011535645,10.82335087826002,10.3549376515755,10.364903182654752,6026100.0,,,,,
2024-09-16,11.381462097167969,11.56085497257517,10.574195108291608,10.574195108291608,9946500.0,,,,,
2024-09-17,11.95950412750244,12.228593426590123,11.5907528642925,11.66051633422368,12226800.0,,,,,
2024-09-18,11.879775047302246,12.378087755828494,11.690415685806876,11.94953852234998,9110900.0,,,,,
2024-09-19,11.949538230895996,12.248526038810526,11.63061840936372,12.188728097045203,7988500.0,,,,,
2024-09-20,11.40139389038086,11.81997662459953,11.381461877085506,11.770146116133136,19621800.0,,,,,
2024-09-23,11.15223789215088,11.53095566107009,11.092440899953983,11.401394244035409,6852200.0,,,,,
2024-09-24,10.893115997314451,11.241934319319776,10.843284536897675,11.182137327184488,5414000.0,,,,,
2024-09-25,10.624027252197266,10.982813026111808,10.574195789102902,10.96288006069162,5174900.0,,,,,
2024-09-26,11.381462097167969,11.620651964073542,11.241934199578363,11.311698623601188,6772600.0,,,,,
