Date,Close,High,Low,Open,Volume,"('Close', 'WEN')","('High', 'WEN')","('Low', 'WEN')","('Open', 'WEN')","('Volume', 'WEN')"
2024-06-03,16.150375366210938,16.32744287678914,16.01058597470964,16.07582090557568,4224900.0,,,,,
2024-06-04,16.103776931762695,16.15969232395986,15.982624841564196,16.113096460048602,2376200.0,,,,,
2024-06-05,15.71236515045166,16.169011357375243,15.693726094450318,16.169011357375243,3574800.0,,,,,
2024-06-06,15.880114555358888,15.917390893260947,15.516660040083096,15.60985355111582,3064800.0,,,,,
2024-06-07,15.535298347473145,15.852155203169907,15.507339762258152,15.777600753448215,4310900.0,,,,,
2024-06-10,15.283676147460938,15.507339492738716,15.15320630709513,15.498019964495692,5381900.0,,,,,
2024-06-11,15.36755084991455,15.414148493330398,15.115928908024005,15.209122417337356,3845400.0,,,,,
2024-06-12,15.52597999572754,15.749643361843273,15.404829672317591,15.442106011244336,4334000.0,,,,,
2024-06-13,15.71236515045166,15.814876403422607,15.199801775524053,15.358230196499026,5348500.0,,,,,
2024-06-14,15.544617652893066,15.72168513501144,15.451424147698226,15.675087493654884,2719200.0,,,,,
2024-06-17,15.479382514953612,15.600532825741386,15.339591370366945,15.432784874251976,3687800.0,,,,,
2024-06-18,15.404829978942873,15.544619363357835,15.33027552208699,15.488703965095544,2509100.0,,,,,
2024-06-20,15.302315711975098,15.45142461377728,15.16252633872534,15.45142461377728,2656000.0,,,,,
2024-06-21,15.535298347473145,15.56325693268814,15.302315469903071,15.358230862814768,3790300.0,,,,,
2024-06-24,15.59121322631836,15.628491338709232,15.442104331791327,15.52597830715256,2430700.0,,,,,
2024-06-25,15.71236515045166,15.833515459423952,15.38618878050104,15.525978145474673,4865700.0,,,,,
2024-06-26,15.656449317932127,15.749642828369966,15.470064074574822,15.581894865085532,3764000.0,,,,,
2024-06-27,15.786920547485352,15.842835941337883,15.591214002724003,15.703046567947393,2557500.0,,,,,
2024-06-28,15.805556297302246,15.908069324041794,15.637810131980466,15.814875824962035,5874300.0,,,,,
2024-07-01,15.311635971069336,15.861475739267958,15.218442458616986,15.824197623279655,3260900.0,,,,,
