Date,Close,High,Low,Open,Volume,"('Close', 'SYNX')","('High', 'SYNX')","('Low', 'SYNX')","('Open', 'SYNX')","('Volume', 'SYNX')"
2024-05-28,2.740000009536743,2.8499999046325684,2.634999990463257,2.819999933242798,4100.0,,,,,
2024-05-29,2.799999952316284,2.799999952316284,2.683000087738037,2.7300000190734863,3900.0,,,,,
2024-05-30,2.8499999046325684,2.8499999046325684,2.740000009536743,2.740000009536743,3100.0,,,,,
2024-05-31,2.7100000381469727,2.799999952316284,2.5420000553131104,2.799999952316284,1800.0,,,,,
2024-06-03,2.619999885559082,2.799999952316284,2.619999885559082,2.789999961853028,800.0,,,,,
2024-06-04,2.680999994277954,2.700000047683716,2.680999994277954,2.700000047683716,2200.0,,,,,
2024-06-05,2.50600004196167,2.690000057220459,2.0999999046325684,2.690000057220459,18900.0,,,,,
2024-06-06,2.549999952316284,2.549999952316284,2.4600000381469727,2.4600000381469727,8700.0,,,,,
2024-06-07,2.240000009536743,2.503000020980835,2.240000009536743,2.400000095367432,2900.0,,,,,
2024-06-10,2.7300000190734863,2.7300000190734863,2.5,2.700000047683716,13100.0,,,,,
2024-06-11,2.961999893188477,2.961999893188477,2.799999952316284,2.799999952316284,6300.0,,,,,
2024-06-12,2.700000047683716,3.0,2.680000066757202,3.0,7100.0,,,,,
2024-06-13,2.720000028610229,2.759000062942505,2.5999999046325684,2.5999999046325684,2700.0,,,,,
2024-06-14,2.5899999141693115,2.900000095367432,2.539999961853028,2.900000095367432,9700.0,,,,,
2024-06-17,3.2239999771118164,3.569999933242798,2.5999999046325684,2.5999999046325684,93900.0,,,,,
2024-06-18,3.7699999809265137,3.990000009536743,3.4600000381469727,3.4600000381469727,82500.0,,,,,
2024-06-20,3.950000047683716,3.950000047683716,3.3499999046325684,3.759999990463257,18700.0,,,,,
2024-06-21,3.4100000858306885,3.940000057220459,3.3499999046325684,3.829999923706055,4800.0,,,,,
2024-06-24,3.900000095367432,3.900000095367432,3.3499999046325684,3.640000104904175,9800.0,,,,,
2024-06-25,3.369999885559082,3.950000047683716,3.3499999046325684,3.950000047683716,10000.0,,,,,
2024-06-26,3.390000104904175,3.619999885559082,3.365000009536743,3.365000009536743,2600.0,,,,,
2024-06-27,3.200000047683716,3.2100000381469727,2.950000047683716,2.950000047683716,6900.0,,,,,
2024-06-28,2.859999895095825,3.069999933242798,2.859999895095825,2.869999885559082,2200.0,,,,,
2024-07-01,2.880000114440918,2.9200000762939453,2.220000028610229,2.8399999141693115,19900.0,,,,,
2024-07-02,2.9100000858306885,2.9100000858306885,2.5999999046325684,2.880000114440918,3700.0,,,,,
2024-07-03,2.851999998092652,2.851999998092652,2.851999998092652,2.851999998092652,300.0,,,,,
2024-07-05,2.944000005722046,2.944000005722046,2.944000005722046,2.944000005722046,600.0,,,,,
2024-07-08,2.7699999809265137,2.9200000762939453,2.7300000190734863,2.759999990463257,800.0,,,,,
2024-07-09,3.200000047683716,3.75,3.164999961853028,3.2699999809265137,47500.0,,,,,
2024-07-10,3.069999933242798,3.799999952316284,3.009999990463257,3.799999952316284,10100.0,,,,,
2024-07-11,3.1559998989105225,3.569999933242798,3.1559998989105225,3.569999933242798,1400.0,,,,,
2024-07-12,3.2100000381469727,3.660000085830689,2.9800000190734863,3.660000085830689,7900.0,,,,,
2024-07-15,2.9100000858306885,3.177999973297119,2.819999933242798,3.1619999408721924,6100.0,,,,,
2024-07-16,2.75,2.7699999809265137,2.7239999771118164,2.7239999771118164,3300.0,,,,,
2024-07-17,2.7300000190734863,2.900000095367432,2.650000095367432,2.799999952316284,9000.0,,,,,
2024-07-18,2.697999954223633,2.7300000190734863,2.630000114440918,2.674999952316284,12600.0,,,,,
2024-07-19,2.742000102996826,2.742000102996826,2.700000047683716,2.700000047683716,1100.0,,,,,
2024-07-22,2.9200000762939453,3.3299999237060547,2.865000009536743,2.865000009536743,12800.0,,,,,
2024-07-23,3.140000104904175,3.180000066757202,3.039999961853028,3.039999961853028,17200.0,,,,,
2024-07-24,3.549999952316284,3.98799991607666,3.400000095367432,3.5899999141693115,497700.0,,,,,
2024-07-25,3.434999942779541,3.849999904632568,3.2100000381469727,3.75,86600.0,,,,,
2024-07-26,3.700000047683716,3.700000047683716,3.2100000381469727,3.289999961853028,44300.0,,,,,
2024-07-29,3.4600000381469727,3.75,3.390000104904175,3.650000095367432,28900.0,,,,,
2024-07-30,3.539999961853028,3.5450000762939453,3.450000047683716,3.450000047683716,1600.0,,,,,
2024-07-31,3.650000095367432,3.7200000286102295,3.450000047683716,3.5799999237060547,12600.0,,,,,
2024-08-01,3.5,3.549999952316284,3.5,3.5299999713897705,8800.0,,,,,
2024-08-02,3.5799999237060547,3.5799999237060547,3.3499999046325684,3.5299999713897705,3800.0,,,,,
2024-08-05,3.2799999713897705,3.5999999046325684,3.200000047683716,3.5,8800.0,,,,,
2024-08-06,3.3299999237060547,3.3299999237060547,3.0999999046325684,3.0999999046325684,1500.0,,,,,
2024-08-07,2.9200000762939453,3.200000047683716,2.799999952316284,3.0799999237060547,13100.0,,,,,
2024-08-08,3.5,3.5,3.109999895095825,3.240000009536743,3200.0,,,,,
2024-08-09,3.470000028610229,3.5,3.299999952316284,3.430000066757202,3500.0,,,,,
2024-08-12,3.400000095367432,3.400000095367432,3.369999885559082,3.38100004196167,1300.0,,,,,
2024-08-13,3.0899999141693115,3.390000104904175,3.0,3.390000104904175,6600.0,,,,,
2024-08-14,3.049999952316284,3.200000047683716,2.970000028610229,2.970000028610229,2900.0,,,,,
2024-08-15,3.259999990463257,3.259999990463257,3.009999990463257,3.009999990463257,2500.0,,,,,
2024-08-16,3.190000057220459,3.191999912261963,3.0,3.049999952316284,1500.0,,,,,
2024-08-19,3.4100000858306885,3.4100000858306885,3.4100000858306885,3.4100000858306885,600.0,,,,,
2024-08-20,3.380000114440918,3.507999897003174,3.2300000190734863,3.440000057220459,1900.0,,,,,
2024-08-21,3.200000047683716,3.470000028610229,3.190000057220459,3.470000028610229,1800.0,,,,,
2024-08-22,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,300.0,,,,,
2024-08-23,3.200000047683716,3.4200000762939453,3.190999984741211,3.4200000762939453,600.0,,,,,
2024-08-26,3.0899999141693115,3.0899999141693115,2.700000047683716,2.700000047683716,5600.0,,,,,
2024-08-27,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,0.0,,,,,
2024-08-28,3.0,3.0999999046325684,2.970000028610229,2.970000028610229,1600.0,,,,,
2024-08-29,2.9719998836517334,3.0,2.950000047683716,3.0,1200.0,,,,,
2024-08-30,3.069999933242798,3.069999933242798,2.900000095367432,2.900000095367432,1000.0,,,,,
2024-09-03,3.150000095367432,3.150000095367432,2.8399999141693115,2.880000114440918,7300.0,,,,,
2024-09-04,2.9200000762939453,3.0299999713897705,2.9200000762939453,3.0299999713897705,1700.0,,,,,
2024-09-05,3.109999895095825,3.240000009536743,3.0,3.240000009536743,5000.0,,,,,
2024-09-06,3.0999999046325684,3.299999952316284,3.0999999046325684,3.2699999809265137,5000.0,,,,,
2024-09-09,3.049999952316284,3.049999952316284,3.0,3.0199999809265137,3300.0,,,,,
2024-09-10,3.049999952316284,3.130000114440918,3.0,3.0,2300.0,,,,,
2024-09-11,3.299999952316284,3.299999952316284,3.0,3.11899995803833,2700.0,,,,,
2024-09-12,3.200000047683716,3.240000009536743,3.0,3.240000009536743,13800.0,,,,,
2024-09-13,3.049999952316284,3.0999999046325684,3.0,3.0999999046325684,2500.0,,,,,
2024-09-16,3.0999999046325684,3.380000114440918,3.0,3.119999885559082,7900.0,,,,,
2024-09-17,3.0899999141693115,3.0899999141693115,2.950000047683716,3.009999990463257,2200.0,,,,,
2024-09-18,3.0299999713897705,3.240000009536743,2.994999885559082,3.009999990463257,4500.0,,,,,
2024-09-19,3.0,3.059999942779541,2.907000064849853,3.055999994277954,8600.0,,,,,
2024-09-20,3.0,3.0,3.0,3.0,0.0,,,,,
2024-09-23,3.0299999713897705,3.0299999713897705,2.809999942779541,2.809999942779541,1500.0,,,,,
2024-09-24,3.2699999809265137,3.2699999809265137,2.994999885559082,3.140000104904175,13200.0,,,,,
2024-09-25,3.180000066757202,3.180000066757202,3.0,3.0999999046325684,900.0,,,,,
2024-09-26,3.200000047683716,3.200000047683716,3.0,3.200000047683716,1100.0,,,,,
2024-09-27,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0.0,,,,,
2024-09-30,2.990000009536743,3.5999999046325684,2.950000047683716,3.200000047683716,15400.0,,,,,
2024-10-01,3.1600000858306885,3.309999942779541,3.0739998817443848,3.309999942779541,4400.0,,,,,
2024-10-02,3.0,3.0999999046325684,2.900000095367432,3.0999999046325684,15300.0,,,,,
2024-10-03,3.140000104904175,3.140000104904175,2.8499999046325684,2.8499999046325684,700.0,,,,,
2024-10-04,3.140000104904175,3.140000104904175,3.075999975204468,3.075999975204468,700.0,,,,,
2024-10-07,3.140000104904175,3.140000104904175,3.140000104904175,3.140000104904175,600.0,,,,,
2024-10-08,3.140000104904175,3.140000104904175,3.140000104904175,3.140000104904175,300.0,,,,,
2024-10-09,2.940000057220459,3.00600004196167,2.940000057220459,3.00600004196167,4800.0,,,,,
2024-10-10,2.950000047683716,3.039999961853028,2.950000047683716,3.039999961853028,900.0,,,,,
2024-10-11,2.970000028610229,2.970000028610229,2.819999933242798,2.9200000762939453,5400.0,,,,,
2024-10-14,2.970000028610229,2.970000028610229,2.970000028610229,2.970000028610229,0.0,,,,,
2024-10-15,2.9830000400543213,3.039999961853028,2.970000028610229,2.9809999465942383,4900.0,,,,,
2024-10-16,2.950000047683716,3.049999952316284,2.890000104904175,2.9800000190734863,12400.0,,,,,
2024-10-17,2.950000047683716,3.0199999809265137,2.819999933242798,2.8329999446868896,3200.0,,,,,
2024-10-18,2.8499999046325684,2.943000078201294,2.180000066757202,2.875,14100.0,,,,,
2024-10-21,2.859999895095825,2.859999895095825,2.617000102996826,2.759999990463257,3200.0,,,,,
2024-10-22,2.8399999141693115,3.0,2.799999952316284,2.799999952316284,17100.0,,,,,
2024-10-23,2.9660000801086426,2.9660000801086426,2.75,2.75,3100.0,,,,,
2024-10-24,2.970000028610229,2.970000028610229,2.75,2.759999990463257,1900.0,,,,,
2024-10-25,2.7839999198913574,2.880000114440918,2.680000066757202,2.7699999809265137,11200.0,,,,,
2024-10-28,2.805999994277954,2.900000095367432,2.720000028610229,2.8940000534057617,7000.0,,,,,
2024-10-29,2.859999895095825,2.880000114440918,2.700000047683716,2.700000047683716,800.0,,,,,
2024-10-30,2.819999933242798,2.9100000858306885,2.700000047683716,2.740000009536743,3800.0,,,,,
2024-10-31,2.8399999141693115,2.950000047683716,2.7219998836517334,2.75,5800.0,,,,,
2024-11-01,2.799999952316284,2.8399999141693115,2.683000087738037,2.8399999141693115,1100.0,,,,,
2024-11-04,2.930000066757202,2.930000066757202,2.650000095367432,2.650000095367432,800.0,,,,,
2024-11-05,2.851999998092652,2.851999998092652,2.700000047683716,2.740000009536743,5800.0,,,,,
2024-11-06,2.859999895095825,2.9100000858306885,2.7300000190734863,2.7300000190734863,7200.0,,,,,
2024-11-07,2.7109999656677246,3.0,2.650000095367432,2.970000028610229,25100.0,,,,,
2024-11-08,2.680000066757202,2.859999895095825,2.5,2.700000047683716,6800.0,,,,,
2024-11-11,2.8399999141693115,2.940000057220459,2.5,2.5,33000.0,,,,,
